[2026-06-12 12:20:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-11
正在获取论文...
[arXiv] 2026-06-11 | Multi-Field Hybrid Retrieval-Augmented Generation for Maritime Accident Root Cause Analysis
[IEEE] 2026-6-11 | PCA-Enhanced Logistic Regression Model Framework for Intelligent EV Battery Charging Duration Classification with Comparative Machine Learning Analysis
[IEEE] 2026-6-11 | Adaptive Gradient-Weighted Stacking Ensemble for Electric Vehicle Energy Efficiency Prediction: A Novel Meta-Learning Approach
[IEEE] 2026-6-11 | Optimization of Fault Diagnosis Algorithm and Real Time Monitoring System Based on Electronic Information Equipment
[IEEE] 2026-6-11 | A High-Sensitivity Multilayer SPR Biosensor for Early Detection of Dengue Infection Using Plasma and Platelet Samples
[IEEE] 2026-6-11 | IoT-Based Electricity Consumption Prediction with User-Controlled Appliance Shutdown
[IEEE] 2026-6-11 | The Effect of Advertisement Strategy on Business Performance Moderated by AI
[IEEE] 2026-6-11 | Understanding Learner Perceptions in Distance Education Using Sentiment Classification
[IEEE] 2026-6-11 | Trading Policy Optimization Using Deep Reinforcement Learning for the Dhaka Stock Exchange
[IEEE] 2026-6-11 | Multi-Temporal Cloud Removal for Remote Sensing Images Based on Spatial-Temporal Convolutional Self-Attention
[IEEE] 2026-6-11 | Deep Transfer Learning for Date Palm Leaf Disease Classification Using DenseNet201
[IEEE] 2026-6-11 | Restoration-Guided Multi-Hazard Detection in Hazy Remote Sensing Images
[IEEE] 2026-6-11 | Performance and Efficiency Analysis of Modern Filesystems on Consumer-Grade NVMe SSDs Under Real-World Mixed Workloads
[IEEE] 2026-6-11 | Based on Improved Ant Colony Algorithm Identification of Abnormal Nodes in Fiber Optic Communication Networks
[IEEE] 2026-6-11 | DeTailNet: Scene Graph Generation with Selective Causal Debiasing and Generative Tail Enhancement
[IEEE] 2026-6-11 | Tuberculosis Detection from Chest X-Rays: A Transformer-Based Deep Learning Approach for Faster and More Accurate Diagnosis
[IEEE] 2026-6-11 | Multi-Scale BiFPN Networks for Tiny Crop Pest Detection with Temporal Infestation Forecasting
[IEEE] 2026-6-11 | EOCNet: Elongated Oriented Convolution for High-Aspect-Ratio Object Detection in SAR Imagery
[IEEE] 2026-6-11 | An Intelligent AI Framework for Early Parkinson's Disease Diagnosis Using PCA-Enhanced Vocal Feature Engineering
[IEEE] 2026-6-11 | Predicting Brain Stroke Risk from Clinical Data using Optimized Machine Learning Models with Random Stochastic Hyperparameter Optimization
[IEEE] 2026-6-11 | A Multimodal Fusion-Based Approach for Political Meme Classification in Bengali
[IEEE] 2026-6-11 | X-TNet: A Reproducible and Explainable Framework for Automated Ultrasound-Based Liver Fibrosis Staging
[IEEE] 2026-6-11 | Phoenician Handwriting Alphabet Classification with Explainable AI using a Custom CNN: Comparative Analysis against Machine Learning Models
[IEEE] 2026-6-11 | Comprehensive Analysis of Diabetic Retinopathy Classification Using Deep Learning, Transformer Architectures and Hybrid Frameworks
[IEEE] 2026-6-11 | Exploring AI-Assisted Translation and Climate Data Extraction from Alaskan Russian Missionary Diaries: Arctic Climate Research
[IEEE] 2026-6-11 | BE-KNN: An Efficient Extension of k-Nearest Neighbors via Stable and Deterministic Ensemble Learning
[IEEE] 2026-6-11 | Adaptive Learning in Non-Stationary Computer Science Environments with Self-Evolving AI Systems
[IEEE] 2026-6-11 | A Novel Trench IGBT with Floating P-Region Controlled Split Gate for Low EMI Noise
[IEEE] 2026-6-11 | Socio-Spatial Modeling of Offline Rumor Diffusion in Hyper-Local Urban Networks
[IEEE] 2026-6-11 | Machine Learning-Based Classification for High-Efficiency Perovskite Solar Cell Material Screening
[IEEE] 2026-6-11 | A Hybrid DSP–CNN Framework for Accurate Detection of Cardiac Abnormalities in ECG Signals
[IEEE] 2026-6-11 | AGFM-Net: Angle-Guided Feature Modulation Network for HRRP Target Recognition
[IEEE] 2026-6-11 | Isolation Method for Reducing Current Noise of Hump-free MOSFET with Extended Active Region in Current Mirror
[IEEE] 2026-6-11 | Towards Physically Realizable Adversarial Attenuation Patch against SAR Object Detection
[IEEE] 2026-6-11 | A Physics-Based CatBoost Model for Thyroid Cancer Recurrence Prediction
[IEEE] 2026-6-11 | IoT-Based Smart Irrigation System for Water Optimization Using a Hybrid RF-LSTM Predictive Model
[IEEE] 2026-6-11 | 1.2 kV-Class All Ion-Implanted Vertical GaN-DMOSFETs with Superior Short-Circuit Ruggedness
[IEEE] 2026-6-11 | Transformer Architectures for Romanized Bangla Dialect Understanding in Resource-Constrained Conversational Systems
[IEEE] 2026-6-11 | AroBurn: An Attention-Driven Transfer Learning Model for Burn Severity Grading
[IEEE] 2026-6-11 | A Data-Driven Approach to Type 2 Diabetes Prediction Using Machine Learning Techniques
[IEEE] 2026-6-11 | SHDLF: An Efficient Segmentation-Based Hybrid Deep Learning Framework for Liver and Tumor Detection Using CT Images
[IEEE] 2026-6-11 | High-Precision Estimation of Near Range Parameters for Distributed Airborne SAR System Based on Maximum Coherence Search
[IEEE] 2026-6-11 | Ensemble Learning with Shap-Based Interpretability for Neonatal Seizure Detection From Multi-Channel EEG
[IEEE] 2026-6-11 | Efficient Sentiment Analysis Framework Optimized for Edge Implementation
[IEEE] 2026-6-11 | Fractal Feature Extraction and Evolution Law of Urban Morphology Based on GIS and Deep Learning
[IEEE] 2026-6-11 | Improved Multi-Class Pneumonia Detection from Chest X-Rays Using a Swin Transformer Approach
[IEEE] 2026-6-11 | Layer-Weighted Contrastive Learning for Unpaired UAV Infrared-to-Visible Translation
[IEEE] 2026-6-11 | 1.36 kV Planar-gate Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    CAVET with Nitrogen-Graded Multi-Implanted Current Blocking Layer
[IEEE] 2026-6-11 | An Unsupervised Band Selection Method Based on Sparse Graph Autoencoder Representation Learning
[IEEE] 2026-6-11 | Deep Learning-Based Chicken Breed Identification Using Convolutional Neural Network and Vision Transformer
[IEEE] 2026-6-11 | AI-Integrated Hybrid Knowledge System for High-Reliability Corporate Strategy Planning and Competitive Intelligence
[IEEE] 2026-6-11 | Twin-Sight Rover: A Mobile Robot with Real-Time Object Detection Using Dual YOLOv11n Model on Resource-Constrained Edge Device
[IEEE] 2026-6-11 | An Explainable Deep Learning Framework for Multi-Class Alzheimer's Diagnosis With Multi-Scale CNN
[IEEE] 2026-6-11 | Workload-Aware Optimization of Elderly Care Resource Allocation Using an Improved Genetic Algorithm
[IEEE] 2026-6-11 | An Explainable Bias-Aware Deep Learning Framework for Evaluating Ideological and Political Teaching Quality
[IEEE] 2026-6-11 | A Comprehensive Overview of NLP Techniques for Hate Speech Detection in Bangla Texts
[IEEE] 2026-6-11 | AppleNet-B1: Explainable Auto-Reweighted EfficientNet for Apple Disease Detection
[IEEE] 2026-6-11 | Weather State Classification Using Quantum Machine Learning Algorithms
[IEEE] 2026-6-11 | A Hybrid Machine Learning Framework for Credit Card Fraud Detection Using SMOTE and Information Gain
[IEEE] 2026-6-11 | Transformer-Based Natural Language Processing for Automated Bug Report Classification in Software Repositories
[IEEE] 2026-6-11 | Optimal Energy Management of Residential Microgrids Using Metaheuristic Algorithms
[IEEE] 2026-6-11 | Techno-Economic and Performance Analysis of a Photovoltaic-Based Electric Vehicle Battery Swap Charging Station
[ACM] 2026-6-11 | Incentive-Aware Machine Learning; Robustness, Fairness, Improvement &amp; Causality
[ACM] 2026-6-11 | Automated Mechanism Design: A Survey
[IEEE] 2026-6-11 | Editorial: TSC Celebrates IEEE Computer Society's 80th Anniversary
[IEEE] 2026-6-11 | HE-FR: A High-Efficiency Fault-Resilient Framework for Stuck-at-Faults Mitigation in ReRAM-Based In-Memory Computing
[IEEE] 2026-6-11 | Generalized Power Flow Model of an Extra High-Power Multi-Terminal HVdc Transmission Grid with Parallel-Connected and Voltage-Stacked Converters
[IEEE] 2026-6-11 | Haptic Tracing: A New Paradigm for Spatialized Vibrotactile Haptic Rendering
[IEEE] 2026-6-11 | Evaluating Satellite and Model Sea Surface Salinity with In Situ Observation from an Autonomous Surface Vehicle
[IEEE] 2026-6-11 | Not All Encoder Layers Are Essential: Shallow-Feature Fusion for Infrared Small Target Detection
[IEEE] 2026-6-11 | Multimodal Domain Generalization for Inter-Turn Short-Circuit Fault Diagnosis of Permanent Magnet Synchronous Motors
[IEEE] 2026-6-11 | Towards Cross-Satellite Change Detection: A Spatial-Spectral Dual-Alignment Joint Learning Network
[IEEE] 2026-6-11 | AI-PHIXR: AI-Powered Photonics-based Interference-Resilience Next Generation Robust Radar
[IEEE] 2026-6-11 | Hybrid Precoding Revisited: Low-Dimensional Subspace Perspective for MU-MIMO Systems
[IEEE] 2026-6-11 | Power Prediction and Anomaly Detection Using Statistical Thresholds and Satellite-Based Solar Data in Photovoltaic Systems
[IEEE] 2026-6-11 | Deep Learning–based Glaucoma Screening using Smartphone-Captured Low-Quality Fundus Videos
[IEEE] 2026-6-11 | H-VSJ: A Hybrid Stiff-Compliant Variable Stiffness Joint With Decoupling Position and Stiffness Modulation_supp1-3701570.mp4
[IEEE] 2026-6-11 | Neuromorphic Hyperdimensional Computing for Efficiently Processing Event-Based Data
[IEEE] 2026-6-11 | Explainable Action Form Assessment by Exploiting Multimodal Chain-of-Thoughts Reasoning
[IEEE] 2026-6-11 | Curriculum Domain Adaptation via Wavelet Mixup for Cyber–Physical–Social Intelligence
[IEEE] 2026-6-11 | Global and Local Visual-Textual Alignment for Open Vocabulary Object Detection
[IEEE] 2026-6-11 | Daily Physical Activity Recognition and Energy Consumption Estimation based on Smartphone IMU Sensors and Lightweight CNN
[IEEE] 2026-6-11 | Two-Stage Noise-Reduced Pneumonia Detection in Chest X-Ray Images using Denoising Autoencoder–CNN Integration
[IEEE] 2026-6-11 | TCMF: Tensor-Based Cross-Modality Fusion Network for Multimodal Remote Sensing Object Detection
[IEEE] 2026-6-11 | Difference in Overvoltage Stress Behavior between CIS and UIS in Ohmic p-Gate GaN HEMTs
[IEEE] 2026-6-11 | Advancing AI in Health through Meta Learning for FewShot Disease Prediction on Cross Heterogeneous Biomedical Graphs
[IEEE] 2026-6-11 | YOLOv8-Based Deep Learning AI Framework for Real-Time Bird Dropping Detection &amp; Autonomous Solar Panel Cleaning
[IEEE] 2026-6-11 | Research on Multi-Level Collaborative Decision-Making Mechanism in Power Material Supply Chain
[IEEE] 2026-6-11 | A Bio-Engineered Adaptive Multi-Modal Deep Learning Framework for Real-Time Neural Prosthesis Control
[IEEE] 2026-6-11 | Can Artificial Intelligence and Machine Learning-Based Tools Perform Peer Reviews? Perspectives on Possible Framework and Limitations
[IEEE] 2026-6-11 | A Comparative Analysis of Deep Ensemble Learning for Enhanced Multi Class Skin Disease Classification
[IEEE] 2026-6-11 | Smart Aqua Guard: IoT-Enabled Framework for Real-Time Monitoring and Sustainable Freshwater Aquaculture
[IEEE] 2026-6-11 | 0.15 μm 120 V Si P-epi BCD Technology on Latchup immunity with Lowest Ron nLDMOS, HV ESD of combined PNP Structure for Automotive Application
[IEEE] 2026-6-11 | A Multimodal OCR-Aware Approach for Classifying Bengali Political Memes into Religious, Gender-Based, Neutral, and Political Categories
[IEEE] 2026-6-11 | Recurrent Box Supervision for Robust Remote Sensing Object Detection with Noisy Bounding Boxes and Missing Annotations
[IEEE] 2026-6-11 | An Information Security Risk Assessment Method for Intelligent Space-Air Networks
[IEEE] 2026-6-11 | Boundary Guided Refinement U-Net for Edge Preserving 2D LGG Tumor Segmentation in Brain MRI
[IEEE] 2026-6-11 | Advancing Dental Care with Deep Learning: Classification and Detection of Dental Diseases in OPG X-Ray Images
[IEEE] 2026-6-11 | An Explainable Ensemble Learning Framework Optimized by MSSO for Kidney Disease Prediction
[IEEE] 2026-6-11 | Explainable Deep Learning and IoT Fusion Strategy for Early Indoor Fire Safety Monitoring
[IEEE] 2026-6-11 | XAI-Powered Vision: Making CNN Malware Classifiers Transparent for Cybersecurity Frontlines
[IEEE] 2026-6-11 | Revisiting the Avalanche Breakdown Criterion in High-Dislocation-Density GaN Power Devices
[IEEE] 2026-6-11 | Design and Implementation of Intelligent Image Processing Algorithm based on Computer Vision and Microelectronics Technology
[IEEE] 2026-6-11 | Performance Analysis of Quantum GKP Error Correction Code Under Noisy Environment
[IEEE] 2026-6-11 | Sequential-Spatial CNN-LSTM Framework for Network Flooding Attack Detection
[IEEE] 2026-6-11 | An Interpretable Hybrid CNN-Vision Transformer Framework for Pneumonia Detection from Chest X-Ray Images
[IEEE] 2026-6-11 | Notes on Proof Systems for Intermediate Logics
[IEEE] 2026-6-11 | Multi-Architecture Comparative Framework for Bangla Sign Language Classification Using CNN and Transformer Models
[IEEE] 2026-6-11 | A Retrieval-Grounded and Novelty-Aware Framework for Research Idea Generation using Large Language Models
[IEEE] 2026-6-11 | Few-Shot Multimodal Medical Imaging: A Theoretical Framework
[IEEE] 2026-6-11 | Performance Analysis of 6T and 8T Sram Cells at Low Supply Voltage in 65-nm CMOS
[IEEE] 2026-6-11 | An Explainable Machine Learning Framework for Pancreatic Cancer Biomarker Prediction with End-to-End Application Deployment
[IEEE] 2026-6-11 | Phishing Detection using Machine Learning and Explainable Fusion
[IEEE] 2026-6-11 | Low-altitude Electromagnetic Spectrum Sensing Acceleration Method based on FFT and Parallel Pipeline
[IEEE] 2026-6-11 | Intelligent Basketball Shooting Training System Using Dynamic Shooting Evaluation Network and Internet of Things-Based Motion Technology
[IEEE] 2026-6-11 | A Machine Learning Approach for Quantifying Sea-Level Rise: A Conservative Baseline Forecast through 2030 Using Prophet Architecture
[IEEE] 2026-6-11 | Distinguishing Mainshocks from Foreshocks Using Spatiotemporal Labeling and Interpretable Ensemble Learning
[IEEE] 2026-6-11 | Design and Analysis of a Cell Phone Mounted Dual-Band Patch Antenna for 5G/6G Applications
[IEEE] 2026-6-11 | Look Out for New Spiders: Araneae Species OOD Detection Using Ensemble Pooling
[IEEE] 2026-6-11 | A Deep Learning Approach for Identifying Endangered Animals in Bangladesh
[IEEE] 2026-6-11 | A Multi-Modal Intelligent Virtual Assistant for Extended Reality Environments Based on Computer Vision, Natural Language Processing, and Large Language Models
[IEEE] 2026-6-11 | AI Driven CNN-LSTM Hybrid Neural Network for Robust Heart Disease Prediction
[IEEE] 2026-6-11 | Predicting the Risk of Post-Chikungunya Arthritis Using Hybrid Ensemble Model
[IEEE] 2026-6-11 | Characterization, Analysis, and Modeling of Quasi-Saturation in High-Voltage Superjunction 4H-SiC Power DMOSFETs
[IEEE] 2026-6-11 | Adoption of Artificial Intelligence in Customer Relationship Management: Insights from Bangladesh's Digital Marketing Sector
[IEEE] 2026-6-11 | Enhancing Deep Learning-Based Parkinson’s Disease Detection from Sustained Phonation Voice Signals using SMOTE for Data Imbalance
[IEEE] 2026-6-11 | Evaluating Stable Diffusion with LoRA for Class-Imbalanced Medical Image Augmentation
[IEEE] 2026-6-11 | IIoT-TOPSIS: A Novel Heterogeneous Network Handover Algorithm in Smart Factory
[IEEE] 2026-6-11 | A Subject-Independent Hybrid Autoencoder–CNN–LSTM Framework for Boosted Alzheimer’s Disease Detection Using Scalp EEG
[IEEE] 2026-6-11 | Explainable AI for Neonatal Seizure Detection: A Comparative Analysis of Machine Learning Approaches Using Multi-Channel EEG
[IEEE] 2026-6-11 | AI-Driven Sentiment and Context Analysis in English Literature for Enhanced Interpretation and Literary Criticism
[IEEE] 2026-6-11 | Design and Development of an IoT Based Environmental Oxygen Monitoring Device for Healthcare Application
[IEEE] 2026-6-11 | MaizeXNet: A CNN-Based Explainable AI Framework for Maize Pest and Disease Classification
[IEEE] 2026-6-11 | Adaptive Cognitive Vision System for Intelligent Industrial Automation
[IEEE] 2026-6-11 | Behavior-Aware Edge-Based Zero-Trust Cybersecurity Framework for Securing Internet of Things Enabled Smart Home Environments
[IEEE] 2026-6-11 | Efficient Facial Emotion Recognition Using CNN Features with Margin-Aware Feature Selection and SVM Classification
[IEEE] 2026-6-11 | Adaptive QoS-Aware Smart Grid Communication using Cloud-Native Deep Reinforcement Learning
[IEEE] 2026-6-11 | Data Analytics in Medicaid: Revolutionizing Service Delivery and Patient Care
[IEEE] 2026-6-11 | Temporal Random Forest to Predict Dengue Hotspots in 11 Districts of Bangladesh Using Meteorological Data
