[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[ACM] 2026-8-19 | IIMedGPT-M: A Mental Health Oriented LLM via a Staged Training Pipeline
[ACM] 2026-8-18 | Transparent and Adaptive Gaming: The Role of Explainable AI and Dynamic Difficulty
[ACM] 2026-8-18 | FineSurE-VN: Semantic-Based Evaluation of Vietnamese Text Summarization
[ACM] 2026-8-18 | Computing Canonical Calabi—Yau 3-folds
[ACM] 2026-8-18 | Explainable Document Analysis for Domain Experts: Combining Deep Learning with Rule-Based Methods
[ACM] 2026-8-18 | Personal Single-Source Publishing for Scholarly Documents
[ACM] 2026-8-18 | Advancing 3D Cultural Heritage Digitization between the 5D Culture Project, the 4CH Project, and the Twin it! Campaign
[IEEE] 2026-8-18 | A Novel Submodule Voltage Balancing Method for Flexible Chopper-Based DC Energy Dissipation Device
[IEEE] 2026-8-18 | Lifecycle-Oriented Taxonomy and Evidence Synthesis of Physics-Integrated Reinforcement Learning and Hybrid Monitoring Approaches for Fluid Machinery
[IEEE] 2026-8-18 | A Broadband Class-E Power Amplifier with Compact Harmonic Suppression Susceptance Compensation Load Network in 110-nm CMOS
[IEEE] 2026-8-18 | Decoupling Mask Quality from Completion Design: A Diagnostic Framework for Occlusion-Aware LiDAR 3D Object Detection
[IEEE] 2026-8-18 | Scoring Rounded Data: An Score Smoothing Method for Improving Outlier Detectors
[IEEE] 2026-8-18 | Improved Position Error Suppression Method for SPMSM Sensorless Control Based on HCFAO and 2-DOF Disturbance Controller
[IEEE] 2026-8-18 | CoIN: Interactive Navigation with Counterfactual Reasoning via Vision-Language Models_supp1-3724341.pdf
[IEEE] 2026-8-18 | Robust High-Temperature Demodulation of Sapphire-Fiber MEMS Fabry-Pérot Pressure Sensors via Physics-Informed Multi-Domain Fusion
[IEEE] 2026-8-18 | Clouds Determine Diffusion: A Cloud-deterministic Diffusion Model for Progressive Cloud Removal in Optical Remote Sensing Images
[IEEE] 2026-8-18 | An Optically Controlled Beamforming Architecture Without Clock Loss for High-Capacity Millimeter-wave Communication
[IEEE] 2026-8-18 | ADCDS: An Agent-Driven Cognitive Diagnosis System for Agricultural Pests with Decoupled Visual Perception and Knowledge-Linked Reasoning
[IEEE] 2026-8-18 | An Efficient and Lightweight Offline Reinforcement Learning-based Beam-Hopping Algorithm for Satellite Networks
[IEEE] 2026-8-18 | Blank Page
[IEEE] 2026-8-18 | Camera-Seismocardiography Based Cardiac Triggering for Magnetic Resonance Imaging: A Prospective Study
[IEEE] 2026-8-18 | Table of Contents
[IEEE] 2026-8-18 | A Self-Adaptive Quantum-Capsule Cognitive Security Architecture for Zero-Trust 6G Wireless Networks
[IEEE] 2026-8-18 | Design and Development of Sensor based Head Movement Controlled Electric Wheelchair for Enhance Mobility Assistance
[IEEE] 2026-8-18 | Improved YOLOv11n Traffic Information Detection System Based on MobileViT
[IEEE] 2026-8-18 | A Study on V2G Optimization Scheduling Strategies
[IEEE] 2026-8-18 | nnU-Net v2 for Pancreas Segmentation on Combined TCIA and MSD Datasets
[IEEE] 2026-8-18 | Domain-Tuned LLMs for Detecting Misconfigurations in Multi-Cloud Architectures
[IEEE] 2026-8-18 | Study on Task-Independent Surgical Skill Assessment Based on Time-Domain Attention-Enhanced Convolutional Networks and Label Recalibration Strategies
[IEEE] 2026-8-18 | Generative Adversarial Networks for Hardening Cloud Intrusion Detection Systems
[IEEE] 2026-8-18 | NEXUS-MARL: Domain-Agnostic Heterogeneous Graph MARL for Distributed Resource Coordination
[IEEE] 2026-8-18 | All-Optical Synaptic Devices Based on Multicolor Long-Afterglow Material
[IEEE] 2026-8-18 | Quaternion Bare Bones Particle Swarm Optimizer
[IEEE] 2026-8-18 | Injury Severity in Fatal Single-Vehicle Crashes: The Role of Restraint Use and Vehicle Size
[IEEE] 2026-8-18 | Economic Emission Dispatch of Interconnected Power System with Solar and Wind Integration Using Particle Swarm Optimization
[IEEE] 2026-8-18 | Automated Progress Monitoring of Power Infrastructure Construction via YOLOv8 Detection, Iterative Closest Point Alignment, and BIM Integration
[IEEE] 2026-8-18 | A Hybrid Conformer-based Full-Reference Image Quality Assessment for Perceptual Image Quality Analysis
[IEEE] 2026-8-18 | Heater Valve Temperature Characteristics in Aircraft Hydraulic Power System Based on AMESim
[IEEE] 2026-8-18 | Multi-Sensor Fusion Approach for Intelligent Wireless Data Processing in Edge-Enabled Campus Networks
[IEEE] 2026-8-18 | Design and Implementation of a Real-Time FPGA Based Image Up-Scaling System
[IEEE] 2026-8-18 | A Hybrid Data-Driven Framework for Post-Silicon Validation of Neuromorphic Integrated Circuits
[IEEE] 2026-8-18 | Compensation of Transport Lag in the Drying Section of Paper Machine using Induction Heating and Neural Network Algorithms
[IEEE] 2026-8-18 | Multi-head Modulated Personalized Neural Machine Translation Framework with Context-Aware Low-Rank Modulation Mechanism
[IEEE] 2026-8-18 | Accurate EKF-Based Underwater Navigation System with RSSI Validation and Delay-Compensated USBL Measurements
[IEEE] 2026-8-18 | Research on the Distribution Strategy of Electro-Hydraulic Composite Braking Force for Electric Vehicles Based on Improved Particle Swarm Optimization Algorithm
[IEEE] 2026-8-18 | LLM-based Method and System for Text Data Annotation in Power Grid Dispatch and Control
[IEEE] 2026-8-18 | Deep Learning for Automated Architectural Design and Smart Building Systems
[IEEE] 2026-8-18 | Prospects of Full Adder with Dynamic Logic Gates for Low Power VLSI Applications
[IEEE] 2026-8-18 | A Review on Deployment of AI Technologies in 5G and Wireless-based Applications
[IEEE] 2026-8-18 | Classroom Student Behavior Recognition and Window-Level Group Engagement Assessment via Human Pose Estimation and Temporal Behavior Modeling
[IEEE] 2026-8-18 | Development of Adaptive Sliding Mode Control Based on an RBF Neural Network for the Speed Loop of a PMSM Motor in an Aviation Electric Fuel Pump
[IEEE] 2026-8-18 | Large-scale distributed energy storage state of charge prediction system integrating deep neural networks
[IEEE] 2026-8-18 | IFC-Based BIM Model Format Conversion and Integration with WebGL-Based GIS Platform
[ACM] 2026-8-19 | The Application of the Improved YOLOV11 in Insulator Detection
[ACM] 2026-8-19 | Integration of School-Based Red Resources into Ideological and Political Education Practice of Engineering Cost Course Based on BERT Model
[ACM] 2026-8-18 | Sharp Object Detection in X-Ray Security Imaging Using Deep Learning Techniques
[IEEE] 2026-8-18 | Galileo Services for Timing and Synchronisation Applications
[IEEE] 2026-8-18 | Visual Feedback-Driven Iterative Refinement for Text-to-3D CAD Generation
[IEEE] 2026-8-18 | A Dynamic Trust-Elimination Security Architecture for Sustainable Cyber-Threat Detection in Edge-Based IoT Systems
[IEEE] 2026-8-18 | Recovery, Generation, and Enhancement: An Empirical Comparative Study of Multivariate Time Series Forecasting Methods under Complete Variable Missing
[IEEE] 2026-8-18 | Dominant-Mode Grid-Strength Assessment for Hybrid Multi-Infeed HVDC Systems with Heterogeneous Controls
[IEEE] 2026-8-18 | Analysis of Outage Probability and Average Peak Age of Information for LEOSAT-Enabled NTFPs
[IEEE] 2026-8-18 | Optimization of Rural Distribution Networks in Smart Grids
[IEEE] 2026-8-18 | Design and Implementation of a Smart Marine Environment Multi-Parameter Online Monitoring System
[IEEE] 2026-8-18 | Enhancing Substantial Potentiality of Restaurant Service Robot for Placing Orders: A comparative review for implementation of Industry 4.0
[IEEE] 2026-8-18 | Algorithmic Approaches to Optimization Problems in Engineering Applications
[IEEE] 2026-8-18 | Event-Camera-to-Body Extrinsic Calibration Using Accumulated Event Frames
[IEEE] 2026-8-18 | Frequency Stability Enhancement Using Grid-Forming BESS Considering Inverter Current Limitations
[IEEE] 2026-8-18 | Combined Active-Passive Strategy for Deorbiting Earth Remote Sensing Satellites in Low Earth
[IEEE] 2026-8-18 | Teaching Graduate Level Ethical Hacking in the Era of Large Language Models - A Case Study
[IEEE] 2026-8-18 | Deep Learning-Based Detection of Real and AI-Generated Images With Multiple Generators and Multi-Scaling Features
[IEEE] 2026-8-18 | Intelligent Retrieval and Risk Assessment Technology for Multimodal Data of Abnormal Tripping in Renewable Energy-Powered Grids
[IEEE] 2026-8-18 | Robust GNSS–ISL Synchronization in LEO Constellations for Space-Based Aircraft Multilateration: Assessment Using Real Data
[IEEE] 2026-8-18 | Outgassing Measurements with Quartz Crystal Microbalances: Preliminary Investigation of Sample Geometry
[IEEE] 2026-8-18 | Microarchitecture-Dependent Optimization of Computations in Intelligent Systems
[IEEE] 2026-8-18 | Framework for Safe Communication in the Non-Indexed Web
[IEEE] 2026-8-18 | Risk-Constrained Multi-Period Capacity Expansion Planning for Isolated Hybrid Renewable Energy Systems with Dynamic Technology Costs
[IEEE] 2026-8-18 | Research on a Generative Adversarial Algorithm for Atmospheric Turbulence Image Restoration Incorporating Non-Local Attention
[IEEE] 2026-8-18 | Experimental Measurement and Characteristic Analysis of Boundary and Equipment Noise in UHV Converter Stations
[IEEE] 2026-8-18 | Teaching the Fish, Not the Rod: A Logic First Framework for the AI Era
[IEEE] 2026-8-18 | Multidimensional Channel Estimation for Drone-Assisted Massive MIMO 6G Infrastructure in Remote Areas
[IEEE] 2026-8-18 | Predictive Analytics for Meter Data Management and Billing Automation in Oracle Utility Platforms
[IEEE] 2026-8-18 | Short-Term Wind Power Forecasting with a Two-Phase Weather-to-Power Transformer
[IEEE] 2026-8-18 | Dynamic Simulation and Business Strategy Optimization of Transmission and Distribution Prices Based on Multi-Agent Reinforcement Learning
[IEEE] 2026-8-18 | Credit Risk Evaluation System for Strengthening Lending Decisions
[IEEE] 2026-8-18 | Federated Reinforcement Learning Model for Smart Grid Voltage Stabilization
[IEEE] 2026-8-18 | Enterprise Digital Transformation Stage Identification for Industrial Internet: Network Topology Computation and Multi-Source Attribute Fusion Method
[IEEE] 2026-8-18 | Research on Electrical Signal Monitoring Model for Active Distribution Network Optimization Scheduling Based on Reinforcement Learning
[IEEE] 2026-8-18 | Anomaly Detection in Cyber-Physical Systems Using Recurrent Graphs
[IEEE] 2026-8-18 | Applied Mathematical Methods for Engineering and Scientific Applications
[IEEE] 2026-8-18 | Research on Variable Crop Fertilization Method Based on UAV Air-Ground Collaboration Using AI-Driven Data Fusion and Optimization Algorithms
[ACM] 2026-8-18 | RA-QGQA: A Question-Driven Pipeline for Corpus-Grounded Knowledge Graph Verification
[ACM] 2026-8-18 | Complexity Bounds for the Generalization of Fulton's Intersection Multiplicity Algorithm
[ACM] 2026-8-18 | Accessible Presentations with LATEX
[IEEE] 2026-8-18 | 2026 2nd International Conference on Sustainable Computing and Integrated Communication in Changing Landscape of AI (ICSCAI)
[IEEE] 2026-8-18 | Dynhor+: Progressive Pose–Shape Optimization for Dynamic Hand-Held Object Reconstruction
[IEEE] 2026-8-18 | Table of Contents
[IEEE] 2026-8-18 | Optimizing Fidelity-Perception Trade-Off via Large Vision-Language Model Prior for Image Compression
[IEEE] 2026-8-18 | A Comprehensive Design Framework for Vertical Power Delivery in High-Performance Computing
[IEEE] 2026-8-18 | IoT-Based Intelligent Energy Management System with Appliance-Level Load Monitoring and Slab-Based Dynamic Billing
[IEEE] 2026-8-18 | Author Index
[IEEE] 2026-8-18 | Compact All-Metasurface Interferometer for High-Precision Displacement Sensing
[IEEE] 2026-8-18 | System Integration and Verification for the International Space Station Electrical Power System: A System-Level Analysis
[IEEE] 2026-8-18 | Transformer-Enhanced Reinforcement Learning: Fundamentals and Applications in Communication Networks
[IEEE] 2026-8-18 | NSSGRN: Network Structure Selection Method for Gene Regulatory Network Construction
[IEEE] 2026-8-18 | ICSCAI 2026 Copyright Page
[IEEE] 2026-8-18 | Multiscale Study on Gas-Phase Fluorination Effects on the Electrical Performance of ENB-EPDM Cable Insulation
[IEEE] 2026-8-18 | 2026 IEEE 13th International Workshop on Metrology for AeroSpace (MetroAeroSpace)
[IEEE] 2026-8-18 | Continual Low-Rank Adaptation Via Cumulative Unified Optimization
[IEEE] 2026-8-18 | Noise-Induced Cross-modal Information Interaction and Dual-Prompt Learning for Medical Image Segmentation
[IEEE] 2026-8-18 | Understanding Hybrid Model and Learning Detection
[ACM] 2026-8-19 | End-to-End Robotic Action Training Framework via Monocular Human Video and Data-Driven Reinforcement Learning
[ACM] 2026-8-19 | Data-Driven Study on the Correlation between Meteorological Factors and the Distribution of Traditional Chinese Medicine Syndromes in Infectious Diseases
[ACM] 2026-8-19 | Classifynew: Evaluating News Classification via Simulated Editorial Collaboration
[ACM] 2026-8-19 | Three-Layer Pipeline Architecture for Precise Gong-Che Notation Recognition Based on YOLOv8 and Lightweight CNN
[ACM] 2026-8-18 | Vietnamese Traffic Law Documents Query Application Based on Large Language Models and Retrieval-Augmented Generation
[ACM] 2026-8-18 | A Multi-Agent System for Equity Analysis
[ACM] 2026-8-18 | DualPop: User Popularity Preference Aware Debiasing Recommendation
[ACM] 2026-8-18 | Towards Automated P&amp;ID Digitization: Graph-Based OCR Consolidation and Global Symbol-Tag Association
[IEEE] 2026-8-18 | Digital Courtesy as a Higher-Order Communication Capability: Developing the Courtesy–Presence–Relationship–Trust (CPRT) Framework for Live Commerce
[IEEE] 2026-8-18 | CPSSyn: An Efficient Privacy-Preserving Data Publish Mechanism for CPSS
[IEEE] 2026-8-18 | Physics-guided Neural Network for Frequency-coupled Admittance Estimation of DFIG: A Unified Framework
[IEEE] 2026-8-18 | Conference Committee
[IEEE] 2026-8-18 | Fuzzy Inference and Explainable Artificial Intelligence for Mapping Multi-dimensional Academic Performance to Technical Demand
[IEEE] 2026-8-18 | Enhanced Denoising of Electrocardiograms via a Denoising Diffusion Probabilistic Model Approach_supp1-3723549.docx
[IEEE] 2026-8-18 | EESPE 2026 TOC
[IEEE] 2026-8-18 | Semantic-Aware Quantum Frequency-Domain Image Transmission with Channel-Aware Denoising
[IEEE] 2026-8-18 | Mamba-FSCIL: Dynamic Adaptation with Selective State Space Model for Few-Shot Class Incremental Learning_supp1-3719435.pdf
[IEEE] 2026-8-18 | Adaptive Readout Interface for Multi-Material Piezoresistive E-Textile Pressure Sensors
[IEEE] 2026-8-18 | A Quad Polarization Multifunctional Stacked Array Antenna with Independent 2-D Beam Switching
[IEEE] 2026-8-18 | FOM-5G: A Learning-Based Framework for Overload Mitigation in V2X-Enabled 5G Networks
[IEEE] 2026-8-18 | Selective Structural Completion Diffusion Model for HRRP Open-Set Recognition
[IEEE] 2026-8-18 | System-Level Isolation for Mixed-Criticality RISC-V SoCs: A ”World” Reality Check
[IEEE] 2026-8-18 | Analog Computing With Hybrid Couplers and Phase Shifters
[IEEE] 2026-8-18 | Low-Loss High-Isolation Broadband Power Divider Based on Capacitor- and Resistor-Loaded T-Coils
[IEEE] 2026-8-18 | An Efficient Spike-Inspired Differential Attention Model for Traffic Flow Forecasting
[IEEE] 2026-8-18 | Selective Disambiguation and Ranking-Aware Distillation for Partial Multi-Label Learning_supp1-3717476.pdf
[IEEE] 2026-8-18 | Reduced-Order Model Based on Equivalent State Variable in Grid- Forming Virtual Synchronous Generator with Improved Transient Damping Control
[IEEE] 2026-8-18 | Insights into Stochastic Flashover Induced by Random Surface Charges
[IEEE] 2026-8-18 | SmartStream: Leveraging Compressed-Domain Metadata for Optimized Video Decoding and Inference
[IEEE] 2026-8-18 | N-trie: A High-Throughput IPv6 Lookup Architecture Based on Nested Trie
