[2026-07-31 11:29:59] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-30
正在获取论文...
[arXiv] 2026-07-30 | Diversifying Personalized Research Ideation against AI-Induced Homogenization
[arXiv] 2026-07-30 | A Query-Efficient Stochastic Volume Rendering Framework for Time-Varying Implicit Neural Volumes
[arXiv] 2026-07-30 | Quartic Scalar Clouds on Fixed Kerr Backgrounds
[arXiv] 2026-07-30 | TongueReenact: Geometry-Anchored Tongue Synthesis for Face Reenactment
[arXiv] 2026-07-30 | Orbital-Selective Mott Transition and Correlation-Amplified Charge Ordering in the Altermagnet CsCr$_2$S$_2$O
[arXiv] 2026-07-30 | VISA: A Structured Description Protocol for Agent-Based Simulation Models Towards Machine Reproducibility
[arXiv] 2026-07-30 | A Stochastic Optimization Framework for RIS-Aided Wireless Network Design
[arXiv] 2026-07-30 | Sinkhorn Hamiltonian Monte Carlo for Entropic Optimal Transport Generalized Bayes
[arXiv] 2026-07-30 | The physical origin of the maximum stellar size
[arXiv] 2026-07-30 | High-accuracy drivers to simulate black hole binaries beyond general relativity with the fixing-the-equations approach
[arXiv] 2026-07-30 | Nonclassical condensation pathways revealed by the multivariable theory of nucleation
[arXiv] 2026-07-30 | Downsian Competition for the Myerson Value
[arXiv] 2026-07-30 | Molecular Hyperpolarisability as a Screening Descriptor for Second-Order Nonlinear Optics in Ferroelectric Nematic Liquid Crystals
[arXiv] 2026-07-30 | Generalization Bounds on Optimal Control for Transformer Training and Wasserstein Distributional Robustness
[arXiv] 2026-07-30 | TAPO: Transition-Aware Policy Optimization for LLM Agents
[arXiv] 2026-07-30 | Optimizing Memory Efficiency and Index Ordering to Simulate Quantum Circuits Using Tensor Decision Diagrams
[arXiv] 2026-07-30 | Towards Quantum Networks: Characterizing Raman Noise over Metropolitan-scale Fiber Network
[arXiv] 2026-07-30 | Beyond Binary Rewards: A Comparative Study of Reward Design for Reinforcement Unlearning
[arXiv] 2026-07-30 | MARS-RA: Rank Aggregation for Credit Assignment via Multimodal Comparisons in Embodied Multi-Agent Cooperation
[arXiv] 2026-07-30 | FiRE: Enhancing MLLMs with Fine-Grained Context Learning for Complex Image Retrieval
[arXiv] 2026-07-30 | Argonaut: Interactive Visual Exploration for Distributed Optimization
[arXiv] 2026-07-30 | From Scoring to Acting: Outcome-Verified Comparative Self-Distillation for LLM Agents
[arXiv] 2026-07-30 | Class-Aware Reinforcement Learning for Counterfactual Explanation Generation
[arXiv] 2026-07-30 | Contrastive Concept Importance: Explaining Pairwise Class Decisions Through Automatically Extracted Concept Representations
[arXiv] 2026-07-30 | Data-free neural PDE solvers based on Graph Neural Networks and weak forms
[arXiv] 2026-07-30 | CoRE-UIR: Prior-guided common and residual experts for efficient all-in-one remote sensing image restoration
[arXiv] 2026-07-30 | A regulated zero-temperature construction of the Fundamental Modular Region in pure Yang--Mills theory and QCD
[arXiv] 2026-07-30 | Dynamical dimension and shift embeddability without the marker property
[arXiv] 2026-07-30 | Non-conformal obstructions to bubble expansion
[arXiv] 2026-07-30 | On the number of factorable induced subgraphs
[arXiv] 2026-07-30 | Ranking the drivers of the Venusian bow shock and ion composition boundary locations
[arXiv] 2026-07-30 | Who Moved? Ecological Estimates of Turnout & Coalition Support by Ethnicity and Age in Johor, Malaysia, 2022-2026
[arXiv] 2026-07-30 | ZAPs: A Reward Attribution Framework for DeFi Ecosystems with Adversarial-Robust Scoring via Parallel Anomaly Ensemble Detection
[arXiv] 2026-07-30 | AutoSupervision: Closing the Feedback Loop in Scientific Workflows with Grounded Revision Verification
[arXiv] 2026-07-30 | VCP-DCN: Beyond Visual Concealed Property via Depth Collaborative Network for Camouflaged Object Detection
[arXiv] 2026-07-30 | Exploring the use of quantum computing for facilitating spatially and temporally resolved models of a biological cell
[arXiv] 2026-07-30 | The evolution of cooperation under imperfect phenotypic recognition
[arXiv] 2026-07-30 | Recognition and Label-Free Adaptation Across Recording Sessions in Surface-EMG Gesture Decoding
[arXiv] 2026-07-30 | Storing Sensor Events in the Interconnection Strength of Conducting Polymer Dendrites
[arXiv] 2026-07-30 | Perfect $2$-codes over arbitrary alphabets
[arXiv] 2026-07-30 | Gaussian non relativistic spontaneusly stochastic hydrodynamica
[arXiv] 2026-07-30 | Subtract or Replay? Exact Deletion from Language-Model Memory
[arXiv] 2026-07-30 | On Optimal Measurement-State Preparation via Geometric Transport of the Squeezing Ellipse
[arXiv] 2026-07-30 | Chimera: Designing and Chinchilla-Scaling Hybrid Visual Diffusion Transformers
[arXiv] 2026-07-30 | OSReward: Instituting Standardized Evaluation for Cross-Platform Computer-Use Reward Models
[arXiv] 2026-07-30 | KAISEN: Reproducible Subgroup Fairness Auditing for Clinical Risk Models
[arXiv] 2026-07-30 | Inducing language models to assert their own consciousness restores human beliefs and values
[arXiv] 2026-07-30 | SymFT: Universal Fault-Tolerant Quantum Circuit Simulation via Symbolic Clifford--Pauli Frames and Stabilizer Coordinates
[arXiv] 2026-07-30 | Explicit Matrices over $\mathbb Z_2$ with CNOT and Row Complexity $4n-\mathrm{o}(n)$ and Local Logic Gates
[arXiv] 2026-07-30 | Characterizing the disruption of Böotes III: a missing link in the Galactic halo?
[arXiv] 2026-07-30 | Axion Inflation with a Massive Abelian Gauge Field
[arXiv] 2026-07-30 | MixFrag: Fragility-Guided Mixed-Precision Post-Training Quantization for Vision Transformers
[arXiv] 2026-07-30 | The Complexity of Kemeny Aggregation with Three Rankings
[arXiv] 2026-07-30 | Finding Change in Satellite Archives from Text: How to Combine Before-and-After Images Efficiently
[arXiv] 2026-07-30 | From Kreweras walks to branching perimeter processes of percolated triangulations
[arXiv] 2026-07-30 | Dark Matter Constraints from Small-Scale Cosmic Structure
[arXiv] 2026-07-30 | MQSS Client: Interface for Decoupling Quantum Programming Interfaces
[arXiv] 2026-07-30 | Frequency-Domain Analysis of Wave Scattering by Spatially Dispersive Metasurfaces Using the Method of Auxiliary Sources
[arXiv] 2026-07-30 | Spinning down neutron-star merger remnants with the Tayler-Spruit dynamo: Global simulations reveal the formation of massive disks and neutron-rich ejecta
[arXiv] 2026-07-30 | APO: Unsupervised Atomic Policy Optimization for 3D Structure Prediction of Atomic Systems
[arXiv] 2026-07-30 | Formalization of security
[arXiv] 2026-07-30 | Quantum Computing Enabled ab initio Molecular Dynamics Simulations
[arXiv] 2026-07-30 | A Sub-6G Mixer First RXFE with LO Overlap Reduction and 1.08 dB NF Degradation
[arXiv] 2026-07-30 | Soft charges and zero modes at null boundaries
[arXiv] 2026-07-30 | MarkushGlyph and OCSRGlyph: Improved Chemical Structure Recognition
[arXiv] 2026-07-30 | RefCaptioner: Multi-Reference Image-Grounded Video Captioning
[arXiv] 2026-07-30 | TCA-SIR: Learning Target-Conditioned Abstractions for Scientific Inspiration Retrieval
[arXiv] 2026-07-30 | Search for Lorentz-boosted di-$τ$ resonances produced in association with top quark pairs in $\sqrt{s}=13$ TeV pp collisions with the ATLAS detector
[arXiv] 2026-07-30 | Towards Real-Time PixOOD: Efficient Anomaly Segmentation for Autonomous Vehicles
[arXiv] 2026-07-30 | Design and beam-test characterization of the CRILIN semi-homogeneous crystal calorimeter
[arXiv] 2026-07-30 | Improving Mental Health Screening and Early Risk Detection in Spanish
[arXiv] 2026-07-30 | DB-Bench: Benchmarking Deblenders for LSST DESC Using the Blending ToolKit
[arXiv] 2026-07-30 | TEA-AgriVLN: Traversability Estimation Alarm for Agricultural Vision-and-Language Navigation
[arXiv] 2026-07-30 | The space of metrics with positive generalized conformal Laplacian
[arXiv] 2026-07-30 | Trajectories into Careers in the Quantum Industry: Beyond Knowledge and Skills
[arXiv] 2026-07-30 | Cybersecurity Detection Classification with Reasoning-enabled Language Models
[arXiv] 2026-07-30 | Metaphor Tracer: A Theory-Informed Analysis of Hidden States
[arXiv] 2026-07-30 | Kohn-Sham Spectral Embedding on Sparse Graphs at the Nishimori Temperature for Image Classification
[arXiv] 2026-07-30 | Quasiparticle phono-conversion: filming carriers coalescing into excitons
[arXiv] 2026-07-30 | A Taxonomy of Performance Metrics for the Distributed Computing Continuum
[arXiv] 2026-07-30 | Why Are GUI Agents Correct but Late? Decode on the Decision-Time Critical Path, Tested with Pre-Compiled Policy Trees
[arXiv] 2026-07-30 | GLM-RAG: Graph Language Models for Graph-Based Retrieval-Augmented Generation
[arXiv] 2026-07-30 | A measurement of the Higgs boson mass in the diphoton decay channel in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[arXiv] 2026-07-30 | Improved Frequency Tracking with Adaptive Moments for Narrowband Interference Mitigation in GNSS
[arXiv] 2026-07-30 | Explaining Image Similarity with Automatically Extracted Concept Activation Vectors
[arXiv] 2026-07-30 | A Riemannian Factor Model for Manifold-Valued Time Series
[arXiv] 2026-07-30 | LEDGERMIND: Provenance-Constrained Multimodal Agentic Reasoning with a Structured Evidence Ledger
[arXiv] 2026-07-30 | On the holomorphic differential operator $\frac{d}{dz}: Q_K\to L^q(WdA)$
[arXiv] 2026-07-30 | ShadowDancer: Teaching Video World Models Any Action by Learning Unified Dynamics Representations from a Video and Its Shadow
[arXiv] 2026-07-30 | Shadowing for weighted composition operators on spaces of continuous functions
[arXiv] 2026-07-30 | No-Go Theorems for Quantum Transport Metrics from Fixed Cost Operators
[arXiv] 2026-07-30 | A Tale of Two Idempotents: Casselman-Shalika and Spherical Genericity
[arXiv] 2026-07-30 | Economics and Epidemics: Evidence from an Estimated Spatial Econ-SIR Model
[arXiv] 2026-07-30 | Encryption-Compatible Clustered Federated Learning via Distributed Expectation-Maximization over Metadata
[arXiv] 2026-07-30 | Incompressible Navier-Stokes-Fourier limit from a nonlinear quantum Fokker-Planck equation
[arXiv] 2026-07-30 | Lifting Lifted Product Codes
[arXiv] 2026-07-30 | $β$-OPSD: Deriving with Policy Optimization, Training with Self-Distillation
[arXiv] 2026-07-30 | A log-log upper bound on blow-up rates for the mass-critical half-wave equation
[arXiv] 2026-07-30 | Perturbed Beta Corners Process
[arXiv] 2026-07-30 | Distinct Jet Properties in the X-Ray-Obscured State of GRS 1915+105
[arXiv] 2026-07-30 | An LP Algorithm for Counting Eulerian Orientations Through the Lens of Quasi-polymorphism
[arXiv] 2026-07-30 | Don't Trust the AI Ecosystem: Analyzing Privacy Leakage in Compromised Open-Source Components
[arXiv] 2026-07-30 | Trainability and Mode Separation of Mixed IQP-QCBMs
[arXiv] 2026-07-30 | $\mathsf{SKB}$ is not algebraically coherent
[arXiv] 2026-07-30 | Non-relativistic Floquet Conformal Field Theory
[arXiv] 2026-07-30 | MORFES: A Benchmark for Productive Inflectional Competence in Modern Greek
[arXiv] 2026-07-30 | Iterative quantum algorithms for the minimum vertex cover problem based on continuous-time quantum walks
[arXiv] 2026-07-30 | "Anomalous Solid Solution" in Ultra-High Melting Point Oxides: A New Strategy for Developing Ultra-High Temperature Thermal Protection Coatings
[arXiv] 2026-07-30 | A Cloud Continuum Research Infrastructure for Distributed CPS Experimentation
[arXiv] 2026-07-30 | Projective norm-attainments and their implications
[arXiv] 2026-07-30 | Hallucinations Leave a Grounding Signature:Verifier-Guided Decoding for Selective Object Correction
[arXiv] 2026-07-30 | Breathing chimera states from purely triadic interactions
[arXiv] 2026-07-30 | On regression with estimated covariates and conditional effects given the propensity score
[arXiv] 2026-07-30 | Is Solving Better Than Evaluating GenAI Solutions?
[arXiv] 2026-07-30 | ZMIS-SAM: Segment Anything Model Enhanced with Wavelet Transform for Zooplankton Microscopy Image Instance Segmentation
[arXiv] 2026-07-30 | Who heeds the call to conserve in an energy emergency? Evidence from smart thermostat data
[arXiv] 2026-07-30 | What makes prompts a graph: necessary and sufficient conditions for prompt graph engineering
[arXiv] 2026-07-30 | Policy Gradient Steering: Interventions from Behavioral Objectives
[arXiv] 2026-07-30 | Modified Dynamic Mixed Subgrid-scale Models for Geophysical Flows: Forced Two-Dimensional and $β$-plane Turbulence
[arXiv] 2026-07-30 | A Montage-Agnostic Encoder for Calibration-Light Cross-User Gesture Recognition from Surface Electromyography
[arXiv] 2026-07-30 | Puncture-Forgetting Maps for Measured Foliations and Applications in Teichmüller Space and Complex Dynamics
[arXiv] 2026-07-30 | Memory Efficient Tabular Foundation Models
[arXiv] 2026-07-30 | Efficient learning of bosonic unitaries beyond the Gaussian class
[arXiv] 2026-07-30 | On the distinct maximal-clique sizes in $3$-uniform hypergraphs
[arXiv] 2026-07-30 | Thinking Once Is Enough: Intermediate-Layer Evidence Routing for High-Resolution VQA
[arXiv] 2026-07-30 | CrowdioSet and PaRIRset: Two Datasets Towards Live Music Source Separation
[arXiv] 2026-07-30 | Robust Estimation of Sparse Numerical Vectors under Local Differential Privacy
[arXiv] 2026-07-30 | Localization and Pursuit of a Mobile Target using Distance-only Measurements
[arXiv] 2026-07-30 | FDDWAN: A Frequency-Decoupled Diffusion Network for Watermarking Attack
[arXiv] 2026-07-30 | Wave patterns in two-dimensional networks of non-locally coupled oscillators with phase delay
[arXiv] 2026-07-30 | RedFlow: Redirect Failure into Action-Level Corrections for Flow-matching VLA Policy
[arXiv] 2026-07-30 | Cavity Tuning of the CDW--Superconductivity Interplay in a Kagome Metal
[arXiv] 2026-07-30 | Gradient-free Task-Conditioned Retrieval for On-Device In-Context Learning
[arXiv] 2026-07-30 | A Combined Microbeam and Phase-Field Approach to Identify the Toughness and Ultimate Strength of Amorphous Silica
[arXiv] 2026-07-30 | PhySR: Physics-Informed Neural Network for Super-Resolution Reconstruction in Radio Synthesis Imaging
[arXiv] 2026-07-30 | A Structured Knowledge Infrastructure for Domain-Specific Data Asset Discovery
[arXiv] 2026-07-30 | Can LVLMs Uncover the Truth Behind Visual Illusions? An Analysis of Perceptual and Reasoning Capabilities
[arXiv] 2026-07-30 | An Asymptotic-Preserving Dynamical Low-Rank Semi-Lagrangian Method for Multiscale Linear Kinetic Transport Equations
[arXiv] 2026-07-30 | Towards joint scaling laws with optimal batch size schedules
[arXiv] 2026-07-30 | eRASSU J043115.8-711730: The first pulsating symbiotic super-soft X-ray source in the Magellanic Bridge
[arXiv] 2026-07-30 | V-RIS: Virtual-Aperture DoA Estimation with Sparse RIS
[arXiv] 2026-07-30 | Mostow-Type Decompositions and Geometric Means for Symmetric Cones
[arXiv] 2026-07-30 | Contraction Maps Generated by Inverse Mean Curvature Flow
[arXiv] 2026-07-30 | Search for $\textit{tH}$ production in the $ H \to ττ$ decay mode, and a combination with other searches, using $\textit{pp}$ collisions at 13 TeV and 13.6 TeV with the ATLAS detector
[arXiv] 2026-07-30 | Guiding Large Language Models with Genetic Programming-Evolved Heuristic Knowledge for Dynamic Multi-Mode Project Scheduling
[arXiv] 2026-07-30 | Eigenvalues of the tetradiagonal Toeplitz matrices with diagonals 1, 0, 0, 1
[arXiv] 2026-07-30 | Iterative minimization in reduced density matrix functional theory for periodic systems
[arXiv] 2026-07-30 | Learning Color Grading, No Photo Sharing: Federated Aesthetic Preference Learning for Personalized Image Enhancement
[arXiv] 2026-07-30 | On the Blueprint of Active Galaxies Producing Neutrinos
[arXiv] 2026-07-30 | From Single- to Cross-Document: Benchmarking Multi-Granularity Event Analysis of Large Language Models
[arXiv] 2026-07-30 | Certifying when decision-time information justifies adaptive experimentation
[arXiv] 2026-07-30 | Robust Wavelength Selection for Partial Least Squares Sugar Content Estimation Using Combinatorial Bayesian Optimization
[arXiv] 2026-07-30 | Quantum LDPC codes with design rate 1/5 and good performance below 1000 physical qubits
