[2026-08-25 21:16:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-24
正在获取论文...
[arXiv] 2026-08-24 | A Cap-Move Reformulation of Ling's Proof of Samuels' Conjecture
[IEEE] 2026-8-24 | UAV-Based Framework for Automated Library Inventory Using Visual Detection and Feature Matching
[IEEE] 2026-8-24 | Adaptive Dead-Time Control for a Four-Switch Buck-Boost Converter
[IEEE] 2026-8-24 | Performance Analysis of Transformer-Based Models for E-Commerce Recommendation Reviews
[IEEE] 2026-8-24 | Benchmarking the Robustness of Wearable HAR Pipelines Under Graded Sensor Noise and Missing-Data Corruption
[IEEE] 2026-8-24 | Adaptive SOC-Band Energy Management Strategy for Fuel Optimization in Parallel Hybrid Electric Vehicles
[IEEE] 2026-8-24 | Study on Photoacoustic Signal Power Spectrum Slope for Classification of Prostate Inflammation Section Samples
[IEEE] 2026-8-24 | CMOS Design of an Homodyne Receiver for Multi-Band Carrierless Amplitude and Phase Signals
[IEEE] 2026-8-24 | Comparative Study of Deep Learning Models for Tomato Leaf Disease Classification: CNNs vs Vision Transformers
[IEEE] 2026-8-24 | Cost-Effective DIY Hardware Solutions for Experimental Validation of Renewable Energy and Electrical Energy Systems
[IEEE] 2026-8-24 | Lightweight Gossip Learning Model for Energy-Constrained Continuous Diabetes Monitoring System
[IEEE] 2026-8-24 | Real-Time FPGA-Based Adaptive Control for Robust FSO Quantum Key Distribution
[IEEE] 2026-8-24 | Illumination-Adaptive Part Detection for Automated FDM 3D Printing Dataset Collection
[IEEE] 2026-8-24 | Distributed Fairness-Aware Joint Sensing and Communication in UAV Swarms via Hybrid MARL-ADMM
[IEEE] 2026-8-24 | AI-Driven Failure Management in CI/CD Pipelines: From Prediction to Remediation
[IEEE] 2026-8-24 | Simulation on Thermal Field and Ampacity of Cable Groups Under Different Laying Methods
[IEEE] 2026-8-24 | Assessing Lower Limb Muscle Fatigue Under Different Inner Pressures of Air Insoles Using Electromyography
[IEEE] 2026-8-24 | Design Optimization of a Dual-Shoe Piezoelectric Energy Harvesting System for Low-Power Wearable Electronics
[IEEE] 2026-8-24 | Multi-Timescale Source-Load-Storage Coordinated Optimization of Distribution Networks Considering Photovoltaic Output Fluctuations
[IEEE] 2026-8-24 | From Voxel Masks to Pulmonary Vascular Graphs: Explainable Reconstruction and Morphometric Analysis from Low-Resolution Chest CT
[IEEE] 2026-8-24 | A Lightweight Hash-Based Mutual Authentication Protocol for Mobile RFID Systems
[IEEE] 2026-8-24 | An Improved Cycle-by-Cycle Current Limiting Strategy for Active Neutral-Point-Clamped Inverters
[IEEE] 2026-8-24 | Hybrid Multiple Access Scheme Based on Interference-Aware Switching Between MU-MIMO and Band-Splitting NOMA-MRT
[IEEE] 2026-8-24 | Multimodal Emotion Recognition Via Integrated Facial, Speech, and Textual Features
[IEEE] 2026-8-24 | Testing Motion Measurement Devices with Accelerometers
[IEEE] 2026-8-24 | Data Fusion of Cameras attached on Dual UAVs for Real-Time Human Detection and Localization
[IEEE] 2026-8-24 | Orchestrating High-Performance Quantum Applications in Distributed Environments
[IEEE] 2026-8-24 | Multiphase Electrical Drive
[IEEE] 2026-8-24 | Attention-Guided Deep Learning for Multi-Stage Liver Fibrosis Staging from Ultrasound Imaging
[IEEE] 2026-8-24 | AI-Driven Visual Intelligence for Disaster Damage Assessment and Emergency Response
[IEEE] 2026-8-24 | Scenario-Adaptive Weighted K-Means++ Clustering Algorithm for Flexible Load Resource Classification in Distribution Networks
[IEEE] 2026-8-24 | AIoT Edge-Cloud Collaborative Authentication Based on Palmprint and Palm Vein Dual Features
[IEEE] 2026-8-24 | Supervised and Unsupervised approach of Machine Learning: A Comparative Study for Credit Card Fraud Detection Across Diverse Datasets
[IEEE] 2026-8-24 | Pre-Correction Optimal Dispatching Method for Generators Considering Frequency Stability Constraints
[IEEE] 2026-8-24 | IntelliBand: An AI Productivity and Research Assistant Tool
[IEEE] 2026-8-24 | Enhanced Microstrip Antenna with Four Modified Circular Elements for High-Gain Operation at 5.8 Ghz
[IEEE] 2026-8-24 | Look-Up Table Based PMSM Control Method Using Low Memorized Data for Electric Vehicle
[IEEE] 2026-8-24 | Toward Fully Interoperable Digital Twins: A Review of Technologies and Frameworks in Industry 4.0
[IEEE] 2026-8-24 | GazeHawkAI: Context-Aware Entropy-Guided Adaptive Fusion for Multi-Branch Anti-Spoofing Face Recognition
[IEEE] 2026-8-24 | Trustworthy Workforce Compensation Intelligence using Fairness-Aware Explainable Artificial Intelligence
[IEEE] 2026-8-24 | AI-Driven Hotel Resource Optimization Before and During COVID-19
[IEEE] 2026-8-24 | Few-Shot Fault Diagnosis for Circuit Breakers Using WGAN-GP-Augmented BiGRU
[IEEE] 2026-8-24 | Relation-Aware Multi-View Representation Learning for Cross-KG Relation Prediction
[IEEE] 2026-8-24 | Enhancing Narrative-Based Learning Experiences Through a Human–Generative AI Co-Creation Support Framework
[IEEE] 2026-8-24 | A Virtual Reality Based Analysis of Visual Search Strategies in Elite and Novice Table Tennis Players
[IEEE] 2026-8-24 | Intelligent Warehousing using IoT and Multi-Agent Reinforcement Learning for Dynamic Storage and Resource Optimization
[IEEE] 2026-8-24 | Security Rule Embedding and Static-Analysis-Guided Repair for LLM-Based Intelligent Multimedia UI Code Generation
[IEEE] 2026-8-24 | Evaluation of Early Fault Detection Algorithms for DC Circuits Using Trend Analysis in Embedded Systems
[IEEE] 2026-8-24 | Research on Probabilistic Scenario Generation and Reduction Methods for Wind and Solar Uncertainty
[ACM] 2026-8-25 | Tetris for Gas: State Variable Mutation for Reducing Smart Contract Deployment Costs
[ACM] 2026-8-25 | Progression in emergent K-12 Informatics: Exploring Teachers’ Perspectives
[ACM] 2026-8-25 | Role of Programming Confidence in Computing Students' Sense of Belonging
[IEEE] 2026-8-25 | NoduleNet: Deep Learning-Based Computational Model for Thyroid Cancer Detection
[IEEE] 2026-8-25 | Model of a Resonant-Type Spiking Neuron Based on Semiconductor Field-Emission Structures with a Vacuum Nanogap
[IEEE] 2026-8-25 | Towards Ciphertext-Efficient LWE: Learning With Sampling over Sublattices
[IEEE] 2026-8-25 | Poster: SAF: Semantic-Aware Flushing for Latency and Jitter Suppression in Continuous VLA Inference on Edge Devices
[IEEE] 2026-8-25 | Explainable AI for Deep Learning-Based Intrusion Detection Systems: A Comparative Analysis of SHAP and LIME with Robustness Evaluation
[IEEE] 2026-8-25 | On Existence of Girth-8 QC-LDPC Code with Large Column Weight: Combining Mirror-sequence with Classification Modulo Ten
[IEEE] 2026-8-25 | Modeling of Mode Coupling in SDM Fibers
[IEEE] 2026-8-25 | A Decoding Algorithm for the Lexicographic Composition de Bruijn Sequence
[IEEE] 2026-8-25 | Acoustic emission hit detection with autoregressive filtering and sequential probability ratio test
[IEEE] 2026-8-25 | Two-Parameter Rényi Information Quantities and Their Applications
[IEEE] 2026-8-25 | Backlash-Aware Design of Backdrivable Gearbox for Robotic Actuator
[IEEE] 2026-8-24 | Substance identification via photocurrent zero-crossing in dual-band photodetectors
[IEEE] 2026-8-25 | Hierarchical Surgeon–Robot–Patient Interaction for Robot–Assisted Transperineal Prostate Biopsy Under Transrectal Ultrasound Guidance
[IEEE] 2026-8-25 | High-Confidence Pseudolabeling-Enhanced Multiorder Dynamic Sparse Graph Aggregation Network for Semi-Supervised Hyperspectral Change Detection_supp1-3724649.pdf
[IEEE] 2026-8-25 | Barrier-Based Adaptive Sliding Mode Security Control for Interconnected Power Systems
[IEEE] 2026-8-25 | IEEE Transactions on Smart Grid Information for Authors
[IEEE] 2026-8-25 | SemGuard: A Triple-Anchor Semantic Security Gateway for Multilingual Prompt Attack Detection in Large Language Models
[IEEE] 2026-8-25 | On the Analysis and Optimization of Low-latency Scalable Video Streams with Random Linear Streaming Codes
[IEEE] 2026-8-25 | Design and Analysis of an Origami-Inspired 3-DoF Spherical Joint
[IEEE] 2026-8-25 | Reliable Task Allocation for Multi-Robot System Using Safe Deep Reinforcement Learning
[IEEE] 2026-8-25 | Direct Satellite-to-Device Communications: From Cooperative Task Offloading to Noncooperative Access Monitoring
[IEEE] 2026-8-25 | Fed-ARDP: An Adaptive Reputation-Driven Federated Learning Framework using Renyi Differential Privacy
[IEEE] 2026-8-25 | Dynamic Frequency Shaping of Grid-following and Grid-forming Inverters
[IEEE] 2026-8-25 | Inversion Model of Coastal Soil Salinity Based on Hybrid Feature Selection and Machine Learning Algorithms_supp1-3726533.pdf
[IEEE] 2026-8-25 | HGKAN: Hyperbolic Graph-Based Kolmogorov-Arnold Network for Social Recommendation
[IEEE] 2026-8-25 | A Spatio-Temporal Multimodal Deep Learning Framework for Taxi Demand Prediction from Multi-Source and Mixed-Type Data
[IEEE] 2026-8-25 | Reed–Muller Codes Achieve the Symmetric Capacity on Finite-State Channels
[IEEE] 2026-8-25 | Optimizing the Photoluminescence Properties of CdSe/CdS Colloidal Quantum Dots Doping Nanocomposites for Use in Fabricating All-Fiber Single-Photon Sources
[IEEE] 2026-8-25 | Trade-offs in Quantized Toeplitz Covariance Estimation Under Partial Observations
[IEEE] 2026-8-25 | Comparing Ankle Dorsiflexion-Only, Hip Flexion-Only, and Combined Hip-Ankle Assistance During Simulated Foot Drop Gait_supp1-3726470.docx
[IEEE] 2026-8-25 | Modeling of Near-Field Self-Injection-Locked Radar for Wrist-Pulse Sensing: Small-Signal Analysis and Validation
[IEEE] 2026-8-25 | Linear List Decodable Edit-Correcting Codes with Rate Approaching 1
[IEEE] 2026-8-25 | Convergence Properties of Good Quantum Codes for Classical Communication
[IEEE] 2026-8-25 | Agentic AI with Zero-Shot Transfer for QoS- and Energy-Aware Resource Auto-Scaling in Cloud-Native B5G Network Slices
[IEEE] 2026-8-25 | Lower Bounds on Code Conversion Bandwidth via a Novel Information-theoretic Approach
[IEEE] 2026-8-25 | Hardware-Optimized Parallel-Prefix Logic for High- Speed Three-Operand Binary Addition
[IEEE] 2026-8-25 | Topological Mapping Based on Camera Loop Constraints and IMU Heading Constraints
[IEEE] 2026-8-25 | Low Power Low Voltage CNTFET Based VDCC
[IEEE] 2026-8-25 | Tropical-coded Joint Detection in Asynchronous Massive Access
[IEEE] 2026-8-25 | Lyndon-Word Expurgation and Sphere Decoding of Tail-Biting Convolutional Codes Using BCH Codes
[IEEE] 2026-8-25 | A Co-Creation Approach to User Requirements for Data-Driven Living Environment Services
[IEEE] 2026-8-25 | Table of Contents
[IEEE] 2026-8-25 | Universal Necessary and Sufficient Conditions for Positive Rate Covert Communications
[IEEE] 2026-8-25 | A Hybrid ACO-GA Approach for Drone Food Delivery Path Planning in Campus Environments
[IEEE] 2026-8-25 | Autonomous Aircraft Control Using Double Deep Q-Networks
[IEEE] 2026-8-25 | Scalability of Co-Packaged DWDM Optical I/O for High-Density AI Fabrics
[IEEE] 2026-8-25 | Implicit Bias and Convergence of Matrix Stochastic Mirror Descent
[IEEE] 2026-8-25 | Information-Theoretic Secure Aggregation over Regular Graphs
[IEEE] 2026-8-25 | MINDGAN: EEG-Based Motor Imagery Decoding via Hybrid CNN–Transformer with Curriculum GAN Augmentation
[IEEE] 2026-8-25 | Serpentine Scan Mamba for Coronary Angiography Vessel Segmentation
[IEEE] 2026-8-25 | An Efficient Weaver Bird Optimization-Based Approach for Multilevel Thresholding RGB Satellite Image Segmentation
[IEEE] 2026-8-25 | An Autonomous Eldercare Companion Robot with a Reconfigurable Base-of-Support and Active Harness for Fall Prevention, Mobility Assistance, and Tai Chi Exercise
[IEEE] 2026-8-25 | PhysioDrift-Fed: Confronting the Drift-Rate Heterogeneity Problem in Federated Learning for Consumer Cardiac Wearables
[IEEE] 2026-8-25 | A Measurement Framework for Distinguishing Human Activities Using Time-Frequency Analysis of Ultrasonic Sensors Data
[IEEE] 2026-8-25 | Gimbal-Based Human Tracking for Companion Robots Using Continual Learning
[IEEE] 2026-8-25 | Entanglement-Assisted Bosonic MAC: Achievable Rates and Covert Communication
[IEEE] 2026-8-25 | Observation of Spatially Structured Montgomery Effect in Free Space
[IEEE] 2026-8-25 | Replicating Human Fingertip Compliance in Soft Pads: Design and Experimental Validation
[IEEE] 2026-8-25 | Metrics for Maximizing Traction in the Design of Wheeled Robots for Soft Terrain
[IEEE] 2026-8-25 | Local Approximation for Privacy Mechanism Design Under LIP and Max-Lift: An Extension to General Leakage Matrices
[IEEE] 2026-8-25 | Fast Trajectory Generation via Energy-Guided Flow Matching with Dynamics-Agnostic Training
[IEEE] 2026-8-25 | Smooth, Repeatable, and Highly Dynamic In-Hand Manipulation via Decentralized Adaptable Multi-Actuator Trajectory Planning
[IEEE] 2026-8-25 | Robotic Skill Diversification via Active Mutation of Reward Functions in Reinforcement Learning During a Liquid Pouring Task
[IEEE] 2026-8-25 | Improved Capacity Upper Bounds for the Deletion Channel using a Parallelized Blahut-Arimoto Algorithm
[IEEE] 2026-8-25 | Vision-Based and Host-Level Detection Framework for NTDS Credential Attacks in Active Directory
[IEEE] 2026-8-25 | Whole Body Compliance Control for Mobile Manipulators
[IEEE] 2026-8-25 | HOA-VMD Enhanced FMCW Radar Signal Processing for Non-Contact Heart Rate Monitoring
[IEEE] 2026-8-25 | Diagnostic Benchmarking of Pseudo-Volumetric Representations for Biplanar X-ray-to-CT Reconstruction
[IEEE] 2026-8-25 | Random Gilbert-Varshamov Codes for Joint Source-Channel Coding
[IEEE] 2026-8-25 | A Smart Device for Airborne Particulate Matter: An IoT Node to Improve the Quality of Life
[IEEE] 2026-8-25 | Cascaded Observer-Based Tracking Control of a Boost-Converter Supplied DC Motor
[IEEE] 2026-8-25 | Reverse Interleaved Symbol-Interval Mapping for Non-Binary Overlapped Arithmetic Code
[IEEE] 2026-8-25 | Table of Contents
[IEEE] 2026-8-24 | Smart Home-security System based on High-performance Garlic-peel Biowaste-derived Triboelectric Nanogenerator_supp2-3726055.mp4
[IEEE] 2026-8-24 | Robust Safety Tracking Control of UAHs via Control Barrier Function-based Self-Adjustable Prescribed Performance and Disturbance Observer
[IEEE] 2026-8-24 | An Interactive Zero-Shot Compound Fault Diagnosis Framework Based on Fuzzy Semantics and Fuzzy Neural Networks
[IEEE] 2026-8-24 | Efficiently Architecting VQAs: Expressibility–Trainability–Resources Pareto-Optimality
[IEEE] 2026-8-24 | Unlocking Optical Prior: Spectrum-Guided Knowledge Transfer for SAR Generalized Category Discovery
[IEEE] 2026-8-24 | Privacy-enhanced mechanisms in AI- and digital twins-based health applications: Trade-off between privacy and measurement accuracy
[IEEE] 2026-8-24 | Preface
[ACM] 2026-8-24 | Perceptual Study of Vibro-Thermal Stimulations Interactions Across the Hand Using a Modular Haptic Stylus
[ACM] 2026-8-24 | Modulation of the Pleasantness of Brush-Stroking Stimuli with an External Virtual Agent Expressing Pleasant Affect in VR
[IEEE] 2026-8-24 | TASTE: Trait-like and State-like Two-stream Framework for EEG Imputation
[IEEE] 2026-8-24 | Effect of Sternal Sensor Location on Seismocardiography for Severe Aortic Stenosis Detection
[IEEE] 2026-8-24 | Copyright Page
[IEEE] 2026-8-24 | Physics-Informed Unsupervised Inversion of Range-Dependent Evaporation Ducts from Uncalibrated Radar Sea Clutter_supp1-3724246.docx
[IEEE] 2026-8-24 | DRL-Based AoI Minimization for RSMA in Finite-Blocklength MU-MISO
[IEEE] 2026-8-24 | Leakage-Controlled High-(d33) Prediction and Uncertainty-Aware Candidate Prioritization in Lead-Free KNN-Based Piezoelectric Ceramics Using PGU-RNet
[IEEE] 2026-8-24 | JCC 2026: Message From the General Chairs
[IEEE] 2026-8-24 | Cover Page
[IEEE] 2026-8-24 | An Intelligent Machine Learning Approach for Early Chronic Kidney Disease Detection Using Hybrid Optimization Techniques
[IEEE] 2026-8-24 | A Dual Uncertainty Framework for Trustworthy Brain Tumor Segmentation on BraTS 2021
