[2025-11-21 09:10:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-20
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511200000+TO+202511202359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2025-11-20 | Section 3: Medical Decision Support Systems. Intelligent Systems in Healthcare
[IEEE] 2025-11-20 | Gamified AR System for Treating Pediatric Dentophobia
[IEEE] 2025-11-20 | A TSCH-Based Wireless Control Network for Fast Industrial Processes Using IEEE 802.15.4 Extensions
[IEEE] 2025-11-20 | XSSnake: A Practical Study in Synthetic XSS Payload Generation
[IEEE] 2025-11-20 | Soft Sensing of Dissolved Oxygen in WWTPs: A Practical Comparative Study of Data Preprocessing Techniques for GRU Networks
[IEEE] 2025-11-20 | Prototypical Networks for Neurovascular Inclusions Identification by Frequency Domain Near Infrared Spectroscopy in Neurosurgery
[IEEE] 2025-11-20 | The Method and Telemedicine System for the Dynamic Correction of the Stereotype of the Interaction of the Feet with the Support
[IEEE] 2025-11-20 | Design of Brain Vessel Phantom Model with Aneurysm for Bench Tests Using Optical Flow Visualization Methods
[IEEE] 2025-11-20 | Optimization of Smart Contract Reentrancy Vulnerabilities Based on Static Analysis
[IEEE] 2025-11-20 | Lyapunov Control of a Load Torque Emulator with Bidirectional DC-DC Converter
[IEEE] 2025-11-20 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp1-3628023.pdf
[IEEE] 2025-11-20 | Kokkidio: Fast, expressive, portable code, based on Kokkos and Eigen
[IEEE] 2025-11-20 | Software-Style Hardware Debugging: A Hardware Generation, Simulation and Debugging Framework
[IEEE] 2025-11-20 | Leaks beyond Bits: Deep Learning-Assisted Side-Channel Attacks on Hyperdimensional Computing Accelerators
[IEEE] 2025-11-20 | FACAM: Design and Optimization of A Compact Energy Efficient FeFET-Based Analog Content Addressable Memory
[IEEE] 2025-11-20 | Achieving Simultaneous Buffering and Steiner Tree Synthesis via Harmonic Based Reinforcement Learning
[IEEE] 2025-11-20 | Ovarian Tumor Segmentation in Ultrasound Images Using U-Net Architectures
[IEEE] 2025-11-20 | Cybersecurity Challenges and Strategies in Critical Infrastructure Systems: A Comprehensive Survey
[IEEE] 2025-11-20 | Improving citizens’ wellbeing using digital technologies for cardiovascular monitoring
[IEEE] 2025-11-20 | Automatic Microarchitecture-Aware Custom Instruction Design for RISC-V Processors
[IEEE] 2025-11-20 | LLM-Barber: Block-Aware Rebuilder for Sparsity Mask in One-Shot for Large Language Models
[IEEE] 2025-11-20 | PCBFormer: Understanding 3D Structure of RealWorld PCB Traces for S-Parameter Prediction
[IEEE] 2025-11-20 | Quantization Distortion Suppression for Signum Coded SAR Based on Hamming Frequency Modulation Transmitted Signal
[IEEE] 2025-11-20 | Performance Analysis of Broadcast Cellular Networks with Stochastic Geometry and Fountain Codes
[IEEE] 2025-11-20 | Formation Scaling Maneuver Control of Multiagent Systems: An Approach Based on Distributed Optimization
[IEEE] 2025-11-20 | Enhancing Data Visualization Literacy: a Comparative Study of Learning Materials in Schools
[IEEE] 2025-11-20 | IEEE Access
[IEEE] 2025-11-20 | Spatiotemporal-Conditional Information Fusion Classifier-Free Guidance Rectified Flow Model for Bearing Fault Diagnosis
[IEEE] 2025-11-20 | Table of Contents
[IEEE] 2025-11-20 | Copyright Page
[IEEE] 2025-11-20 | Section 6: Educational Technologies in Biomedical Engineering
[IEEE] 2025-11-20 | A Surface Integral Equation Solver for Simulation of Metasurfaces Described by Monoanisotropic Generalized Sheet Transition Conditions
[IEEE] 2025-11-20 | A 109-dB SFDR Continuous-Time Delta-Sigma Modulator for Audio Using Bi-Directional Advancing Data Weighted Averaging
[IEEE] 2025-11-20 | Integrated Temperature and Humidity Sensing Using a Condensation-Resistant FBG Sensor for Saturated Humidity Environments
[IEEE] 2025-11-20 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp5-3628023.avi
[IEEE] 2025-11-20 | Interpretable Robot Control via Structured Behavior Trees and Large Language Models
[IEEE] 2025-11-20 | Adaptive and Redundancy-Aware Multimodal Fusion for Sensing–Assisted Beam Prediction
[IEEE] 2025-11-20 | Vehicle Routing Problem With Pick-up and Delivery Tasks in Obstacle-Cluttered Environment
[IEEE] 2025-11-20 | Analysis of Leading FPGA-based Hardware Technologies Efficiency in DNA Reassembly
[IEEE] 2025-11-20 | Machine Learning-Based Detection of Pain from EEG Signals
[IEEE] 2025-11-20 | Structural Analysis of Spatial Dendritic Spines Distribution Patterns in Norm and Alzheimer’s Disease Pathology
[IEEE] 2025-11-20 | Study of Optical System Elements’ Characteristics for Non-Invasive Glucose Measurement in Biological Medium
[ACM] 2025-11-20 | Construction of Enterprise Credit Risk Assessment Model Driven by Graph Neural Network
[IEEE] 2025-11-20 | ASTRA: Automatic Sizing of Transistors with Reasoning Agents
[IEEE] 2025-11-20 | SecureVault: Bridging the Security-Usability Gap Through Gamified Password Management
[IEEE] 2025-11-20 | Reliability Analysis of a Smart Indoor Garden Developed Using IoT Technologies
[IEEE] 2025-11-20 | From Overfitting to Generalization: A Methodological Framework for Heart Failure Detection Using Optimized Ensemble Machine Learning Models
[IEEE] 2025-11-20 | Development of a Comprehensive Process Management and Optimization System Using the Windows API
[IEEE] 2025-11-20 | Frequency Modulation for Task-Oriented Communications and Multiple Access
[IEEE] 2025-11-20 | TickTockStack: In-Datapath Current Imbalance Elimination Using Clocked Differential Logic in a Voltage Stacked Vector Processor
[IEEE] 2025-11-20 | Adder-DCIM: A Parallel Bit-Flexible Digital CIM Accelerator Joint Model Compression Framework for AdderNet Inference
[IEEE] 2025-11-20 | HyperEF 2.0: Spectral Hypergraph Coarsening via Krylov Subspace Expansion and Resistance-Based Local Clustering
[IEEE] 2025-11-20 | BAGNet: A Boundary-Aware Graph Neural Network for SRAM Yield Analysis in Post-LayoutSimulation
[IEEE] 2025-11-20 | TOGGLE: Temporal Logic-Guided Large Language Model Compression for Edge
[IEEE] 2025-11-20 | High-Resolution Full-Chip Thermal Resistance Extraction of BEOL Interconnects in 3-D ICs Considering Detailed Via Connectivity
[IEEE] 2025-11-20 | Self-Error Detection and Correction Techniques for Reliable and Efficient Selector-Only Memory
[ACM] 2025-11-20 | Uncovering the Limitations of Query Performance Prediction: Failures, Insights, and Implications for Selective Query Processing
[IEEE] 2025-11-20 | DataWink: Reusing and Adapting SVG-based Visualization Examples with Large Multimodal Models
[IEEE] 2025-11-20 | CSFD-AFM: Multimodal Remote Sensing Image Registration via Cyclic Shift Feature Descriptor and Adaptive Feature Matching Strategy
[IEEE] 2025-11-20 | Contents
[IEEE] 2025-11-20 | Saturation-Tolerant Adaptive Prescribed Performance Control of Multitasking Steer-by-Wire System with Hardware Experiments
[IEEE] 2025-11-20 | Multispectral Time Delay and Integration Imaging with One Coded Measurement
[IEEE] 2025-11-20 | Structural Analysis of a Serpentine Superconducting Magnet for the Interaction Region of the Electron Ion Collider
[IEEE] 2025-11-20 | Industry-Service Matrix for Autonomous Vehicle: Framework Development and Empirical Validation
[IEEE] 2025-11-20 | Analog Design Experiments With AI—Part 1 [The Analog Mind]
[IEEE] 2025-11-20 | Physiology-driven User Perception Prediction for Networked Collaborative Virtual Reality
[IEEE] 2025-11-20 | Sensor Fault-Tolerant Control for Closed-Loop Deep Brain Stimulation Using Interval Type-3 Fuzzy Neural Networks
[IEEE] 2025-11-20 | FedDGKA: Federated Domain Generalization using Knowledge Alignment
[IEEE] 2025-11-20 | TriGen: A Semantic-Feedback Collaborative LLM Test Case Generation Model
[IEEE] 2025-11-20 | Intent-Based Networking with QoS-Aware Routing in SDN using AHP based AI Prioritization and Optimization
[IEEE] 2025-11-20 | C-band 4λ 960 Gb/s PAM4 Transmission over AR-HCF Enabled by Multi-task Learning
[IEEE] 2025-11-20 | Quantum Mixture-Density Network for Multimodal Probabilistic Prediction
[IEEE] 2025-11-20 | MMCircuitEval: A Comprehensive Multimodal Circuit-Focused Benchmark for Evaluating LLMs
[IEEE] 2025-11-20 | FabThink: A Wafer Analysis Multimodal LLM via Chain-of-Thought-Driven Retrieval Augmentation
[IEEE] 2025-11-20 | SO3-Cell: Standard Cell Layout Automation Framework for Simultaneous Optimization of Topology, Placement, and Routing
[IEEE] 2025-11-20 | Modified Buck Converter Generating Two Independent Output Voltages Using Resonances: A Case Study
[IEEE] 2025-11-20 | IncreGPUSTA: GPU-Accelerated Incremental Static Timing Analysis for Iterative Design Flows
[IEEE] 2025-11-20 | SubtreeLU: High-Performance Parallel Sparse LU Factorization for Circuit Simulation
[ACM] 2025-11-20 | Pacemaker Design
[IEEE] 2025-11-20 | Dual-Mode Energy Harvesting-Based Aerial Computing in NOMA-IoV Networks via Deep Reinforcement Learning
[IEEE] 2025-11-20 | Identification of the Morphology of the High-Frequency Part of Ultra-High Resolution Electrocardiosignals
[IEEE] 2025-11-20 | Multibeamformer ICs for Phased Arrays: Enabling spatial multiplexing communication and sensing
[IEEE] 2025-11-20 | Exploring Lossy Compression of Activation Data for Emerging AI Accelerators: A Case Study on the Graphcore IPU
[IEEE] 2025-11-20 | Revisit Choice Network for Synthesis and Technology Mapping
[IEEE] 2025-11-20 | No Redundancy, No Stall: Lightweight Streaming 3D Gaussian Splatting for Real-time Rendering
[IEEE] 2025-11-20 | Hardware-Software System for Remote Monitoring of the Respiratory System
[IEEE] 2025-11-20 | Growth Prediction of Primary Extra-Axial Brain Tumors of Magnetic Resonance Images Based on Deep Learning
[IEEE] 2025-11-20 | Invited Paper: Unitho: A Unified Multi-Task Framework for Computational Lithography
[IEEE] 2025-11-20 | Accelerating Genome Alignment Pipeline with In-NAND Search Technology and Group Testing Techniques
[IEEE] 2025-11-20 | ZeroSim: Zero-Shot Analog Circuit Evaluation with Unified Transformer Embeddings
[IEEE] 2025-11-20 | LEAP: LLM Inference on Scalable PIM-NoC Architecture with Balanced Dataflow and Fine-Grained Parallelism
[IEEE] 2025-11-20 | Invited Paper: 2025 ICCAD CAD Contest Problem C: Incremental Placement Optimization Beyond Detailed Placement: Simultaneous Gate Sizing, Buffering, and Cell Relocation
[IEEE] 2025-11-20 | Shape Design of Compact HTS Vector Coil for X-ray Diffractometer and Performance Evaluation of Test Coil in Liquid Nitrogen
[IEEE] 2025-11-20 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp3-3628023.avi
[IEEE] 2025-11-20 | IAD-GPT: Advancing Visual Knowledge in Multimodal Large Language Model for Industrial Anomaly Detection
[IEEE] 2025-11-20 | Neural Absolute Shift and Rotation Testing for Fizeau Interferometers
[IEEE] 2025-11-20 | SGTP: A Safety-Guaranteed Trajectory Planning Algorithm for Autonomous Vehicles Using Gap-Oriented Spatio-Temporal Corridor
[IEEE] 2025-11-20 | p-Type Low-Temperature Polycrystalline Silicon Thin-Film Transistor-Based Scan Driver Circuit Capable of Positive and Negative Dual Output Signals
[IEEE] 2025-11-20 | A Single-Phase Integrated On-Board Charger with Minimal Current Ripple for Electric Vehicles Having at Least One Motor
[IEEE] 2025-11-20 | TactiVis: Towards Better Understanding of Team-based Combat Tactics
[IEEE] 2025-11-20 | Author Index
[IEEE] 2025-11-20 | RINS-T: Robust Implicit Neural Solvers for Time Series Linear Inverse Problems
[ACM] 2025-11-20 | Hardware Enforcers for Mitigating Cyber-Physical Attacks
[ACM] 2025-11-20 | Solcoin: A Python Solution for Improved Solana Token Trading
[IEEE] 2025-11-20 | Everything Depends on Your Hammer: A Systematic Rowhammer Attack Exploration on SPHINCS+
[IEEE] 2025-11-20 | Designing and Training Neural Networks for Analog In-Sensor Deployment: A Hardware-Aware Analysis
[IEEE] 2025-11-20 | Making the Best Switch: Encoding Strategy Management for Efficient TFHE Circuit Evaluation
[IEEE] 2025-11-20 | (Invited) FENIX: Flexible and Efficient Hybrid HE/MPC Acceleration with Near-Memory Processing
[IEEE] 2025-11-20 | 3D CoSim: Coupled Operator Learning-Based Co-Simulator for Transferable 3D-IC Analysis
[IEEE] 2025-11-20 | Optimizing Memory Latency and Bandwidth of Spiking Neural Network Accelerators on FPGA via Sparse Hashing
[IEEE] 2025-11-20 | Workload Characterization Using Cross-Layer Features and Multilevel PCA
[IEEE] 2025-11-20 | Adaptive Graphical Settings Optimization for Energy-Efficient Mobile 3D Rendering
[IEEE] 2025-11-20 | AlphaFold3 Workload Characterization: A Comprehensive Analysis of Bottlenecks and Performance Scaling
[IEEE] 2025-11-20 | On-Package Memory with Universal Chiplet Interconnect Express (UCIe): A Low Power, High Bandwidth, Low Latency and Low Cost Approach
[IEEE] 2025-11-20 | WANify: Gauging and Balancing Runtime WAN Bandwidth for Geo-distributed Data Analytics
[IEEE] 2025-11-20 | FPsPIN: An FPGA-Based Open-Hardware Research Platform for Processing in the Network
[IEEE] 2025-11-20 | Automated System for Remote Monitoring of Epileptic Seizures
[IEEE] 2025-11-20 | An Embedded Facial Emotion Recognition Module for Monitoring Affective States in Multiple Sclerosis
[IEEE] 2025-11-20 | MuSTNet: SAT-based Exact Multi-Stage Transistor Network Synthesis with Placement Awareness
[IEEE] 2025-11-20 | VeriSAT: the Hardware Design of Modern SAT Solver
[IEEE] 2025-11-20 | "Energon": Unveiling Transformers from GPU Power and Thermal Side-Channels
[IEEE] 2025-11-20 | M3: Mamba-assisted Multi-Circuit Optimization via Model-based RL with Effective Scheduling
[IEEE] 2025-11-20 | Robust Control of Rotary Tablet Press via Suboptimal Open-Loop Augmentation Scheme
[IEEE] 2025-11-20 | Decentralized Model Predictive Control Algorithm for a Drinking Water Network System
[IEEE] 2025-11-20 | Numerical Simulation of Reaction-Diffusion Model for Graph-Based Data Clustering
[IEEE] 2025-11-20 | Improving WAF Performance With Advanced ML Models: From RNN to GRU and LSTM
[IEEE] 2025-11-20 | Heart Rate Monitoring on Fog Nodes Using Agentic Workflows and Machine Learning Classification For Automated Decision-Making
[IEEE] 2025-11-20 | Dynamic Path Planning for Drone Operations in Partially Known Environments
[IEEE] 2025-11-20 | On Triangular Forms for x-Flat Control-Affine Systems With Two Inputs
[IEEE] 2025-11-20 | Modeling and Simulation of a 155mm Spinning Glide-Guided Projectile From Experimental Data Using Multivariate Orthogonal Functions
[IEEE] 2025-11-20 | Digital Twin-Based Architecture for Efficiency and Safety Enhancement in Dynamic Workspaces
[IEEE] 2025-11-20 | Performance Evaluation of 802.11ac WLAN Networks in the 5 GHz Band Using MikroTik
[IEEE] 2025-11-20 | A Low-Ripple Fluxgate-Based DC Current Transformer
[IEEE] 2025-11-20 | IEEE Feedback
[IEEE] 2025-11-20 | Intent-Driven DRL-Based Resource Allocation for RIS-Assisted Wireless-Powered IoT Edge Networks
[IEEE] 2025-11-20 | A Planar Transformer Integration Design with 2D Scalability for Vertical Power Delivery to HPC Processors
[IEEE] 2025-11-20 | Design and Performance Evaluation of a High- Gain Equilateral Triangular Multi-Layer Microstrip Antenna with a Novel Partial Reflective Surface Approach
[IEEE] 2025-11-20 | Virtual Reality with Sensory Feedback Gloves: A Pedagogical Strategy for Medical Training_supp1-3634990.pdf
[IEEE] 2025-11-20 | President’s Update: Fall 2025 [President’s Corner]
[IEEE] 2025-11-20 | Tutorials
[IEEE] 2025-11-20 | Panel: HotI 2025
[IEEE] 2025-11-20 | Non-contact optical spectroscopy for metabolic and vascular characterizations of orthotopic tongue cancer models
                    <i>in vivo</i>
[IEEE] 2025-11-20 | RollPlace: Improving Macro Placement via Monte Carlo Rollout Search
[IEEE] 2025-11-20 | Hyperspectral Image Denoising via Transformed Tensor Nuclear Norm and Nonconvex Regularization in Spatial-Spectral Gradient Domains
[IEEE] 2025-11-20 | Sparse Bayesian Broad Learning System via Adaptive Lasso Priors for Robust Regression
[IEEE] 2025-11-20 | Recent Activities of the IEEE Solid-State Circuits Society Hong Kong Student Branch Chapter [Chapters]
[IEEE] 2025-11-20 | CAT-MTLNet: A Novel Deep Multi-Target Framework for Hyperspectral Soil Properties Estimation Using Concrete Autoencoder and Transformer
[IEEE] 2025-11-20 | A Multi-step Ambiguity Subset Optimization Algorithm for RTK Positioning in Dynamic Environment
[IEEE] 2025-11-20 | ICCAD 2025 Author Index
[ACM] 2025-11-20 | Research on the Integration Path of Urban Community Elderly Care Resources
[ACM] 2025-11-20 | A Federated Learning-Based Approach for Robust and Accurate Financial Fraud Detection
[ACM] 2025-11-20 | Efficiency Analysis of Rural Collective Economies Based on Fuzzy Comprehensive Evaluation and Machine Learning
