[2026-09-16 23:19:54] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-15
正在获取论文...
[arXiv] 2026-09-15 | NeuroTS-Net: Multi-Class Semantic Segmentation of Pediatric Brain Tumors in Multi-Modal MRI
[ACM] 2026-9-15 | K-Means Clustering for Valuing Business Data Assets in Oil and Gas Enterprises
[ACM] 2026-9-15 | Enterprise Financial Risk Early Warning Model Based on Big Data Mining
[ACM] 2026-9-15 | Research on Risk Identification, Resilience Assessment and Emergency Response Strategies for Cross-border E-commerce Overseas Warehouses in Uncertain Environments
[ACM] 2026-9-15 | DC-GAT: Dual-Channel Graph Attention Network for Trustworthy Verification of Financial Data Integrating Blockchain and Smart Contracts
[ACM] 2026-9-15 | A Machine Learning-Integrated Model for Teaching Quality Evaluation and Personalized Teaching Management
[ACM] 2026-9-15 | Research on Users' Willingness to Purchase Skincare Products on Cross-Border E-Commerce Platforms Based on Review Text Mining
[ACM] 2026-9-15 | Research on Challenges and Transfer Learning Application Pathways for Low-resource Language Thai Translation
[ACM] 2026-9-15 | Evaluating Project-Based Teaching Reform in Heat Transfer Courses Using Logistic Regression, Random Forest, and Gradient Boosting
[ACM] 2026-9-15 | Application of Intelligent Construction Technology for Teaching Resources Integrating Knowledge Graphs
[ACM] 2026-9-15 | Profiling Freshmen's AI Literacy Using K-Means and Random Forest
[ACM] 2026-9-15 | Construction of Industry-Education Collaborative Talent Cultivation Ecosystem for Agriculture-Related Higher Vocational Software Technology Major from the Perspective of Four-Chain Integration
[ACM] 2026-9-15 | Research and Implementation of a Time-Aware AHP-CF Lightweight Hybrid Recommendation Model for Campus Short-Term Mutual-Assistance Scenarios: A Case Study of the “Micro Light Project” WeChat Mini Program
[ACM] 2026-9-15 | A Multi-Agent Reinforcement Learning and Digital Twin Driven Intelligent Teaching System for Low-Altitude Logistics Talent Cultivation
[ACM] 2026-9-15 | Latent Graph Contrastive Learning for Multimodal Sentiment Analysis of Student Engagement in Online English Learning Platforms
[ACM] 2026-9-15 | Modeling and Practice Path of Creative Aesthetic Education Based on K-Means Clustering
[ACM] 2026-9-15 | Improved Adaptive Deep Learning Model for Integrating the Chinese Nation Community Consciousness into College English Courses in Ethnic Universities
[ACM] 2026-9-16 | A Multi-Layer Mechanism Model of Puppet-Based Embodied Expression: Integrating Human-Machine Relationships, Mental Mechanisms, and Visual Generation
[ACM] 2026-9-16 | Short-term Carbon Price Risk Forecasting: The Value of Coal Market Integration
[ACM] 2026-9-16 | A Review of GNSS Signal Acquisition Methods
[ACM] 2026-9-16 | Regional Architectural Style Generation with an Improved GAN
[ACM] 2026-9-16 | Perception and Sentiment Analysis of Greenway Use Based on Social Media and LLMs: A Case Study of the Yongding River Greenway
[ACM] 2026-9-16 | Semantic-Aware Normalization: Enhancing the Evaluation of Large Language Models in Automated Vulnerability Repair
[ACM] 2026-9-16 | Mahalanobis Distance Filter for Open-Set Crop Disease Detection on Edge Devices
[ACM] 2026-9-16 | Machine Learning-Based Construction of Dementia Risk Prediction Models and Their Feature Importance Analysis
[ACM] 2026-9-16 | T2Cura: A Dialect-Adaptive and Knowledge-Grounded Conversational AI System for Post-Diagnosis Type 2 Diabetes
[IEEE] 2026-9-15 | Retina Blood Vessel Segmentation Using Deep Learning
[IEEE] 2026-9-15 | Hybrid Machine Learning Framework for Phishing Website Detection
[IEEE] 2026-9-15 | Graph Attention-Based Faster Mask R-CNN with Diffusion Denoising Networks for Adaptive EEG Enhancement in Sustainable Healthcare Technology
[IEEE] 2026-9-15 | Robust Autonomous Navigation in Dynamic Environments with a Modular Multi-Agent AI Architecture for Mobile Robots
[IEEE] 2026-9-15 | Adaptive LSTM Framework for Invoice-Level Financial Forecasting in SMEs
[IEEE] 2026-9-15 | Automated Cranial Implant Design Through Volumetric Shape Learning: Benchmarking Deep Models on the SkullBreak and SkullFix Datasets
[IEEE] 2026-9-15 | When Not to Answer: Confidence-Aware Response Control for Hallucination Reduction in Consumer Rights Question Answering
[ACM] 2026-9-16 | FastLightCNN: An Ultra-Lightweight Attention-Based Convolutional Network for Edge-Oriented Digit Recognition
[ACM] 2026-9-16 | Asset Pricing and Volatility Forecasting in Financial Markets Integrating Deep Learning with Traditional Econometric Models
[ACM] 2026-9-16 | Model-Driven Engineering of Synthetic Data Pipelines for AI-Enabled Healthcare Systems
[ACM] 2026-9-16 | 10 Systemic Changes to Broaden Participation in Computing
[IEEE] 2026-9-16 | Comparative Evaluation of Commercial Piezoelectric Film and Piezoelectret Insoles for Gait Sensing
[IEEE] 2026-9-16 | Effect of JAYA-Based Noise Covariance Optimization on UKF Performance for SOC Estimation in Battery Electric Vehicle Cells
[IEEE] 2026-9-16 | Wigner Formalism for Coherent Quantum Structures in Photonic Devices
[IEEE] 2026-9-16 | LPA-MoE: A Lightweight Period-Aware MoE Model for Time Series Forecasting in Data Centers
[IEEE] 2026-9-16 | Metasurface Antenna Applied in Millimeter-Wave Imaging Systems
[IEEE] 2026-9-16 | Printed VO₂ Tiles for Tunable Holographic Metasurface
[IEEE] 2026-9-16 | Deep Learning Based Water Detection Using Satellite Imagery Using Mask R-CNN
[IEEE] 2026-9-16 | Performance Analysis of NOMA-Assisted Indoor Multi-Waveguide Pinching-Antenna Systems
[IEEE] 2026-9-16 | Enhancing 3D LiDAR Object Detection in Real-World Infrastructure With Trained Models Using Simulation Data
[IEEE] 2026-9-16 | DVFusion: Dual-View Attention and Geometry-Guided Fusion for 4D Radar-Camera 3D Detection
[IEEE] 2026-9-16 | Multi-Metric Prototypical Networks for Few-Shot Class-Incremental Learning
[IEEE] 2026-9-16 | Microfabrication of Cr/Al-Si MSM chip by direct laser writing with photoelectric response for sensing
[IEEE] 2026-9-16 | Blind IRS Beamforming Using Only Received Signal Power Measurements
[IEEE] 2026-9-16 | Sensor-Placement-Agnostic Sonomyography: Toward Continuous High-Dimensional Control by Users with Tetraplegia
[IEEE] 2026-9-16 | Variable Admittance Force Control with Dead Zone Compensation for Tendon-Sheath Mechanisms in Exoskeleton Applications
[IEEE] 2026-9-16 | Wavelet-Conditioned Diffusion-Based Adversarial Defense for Automatic Modulation Classification
[IEEE] 2026-9-16 | Biases in Human and AI-Assisted Requirements Elicitation for Mental Health Wearables
[IEEE] 2026-9-16 | Uncovering the Low-Dimensional Task-Cost Manifold of Human Gait through Inverse Optimal Control
[IEEE] 2026-9-16 | NUSOD 2026 Organizing and Program Committees
[IEEE] 2026-9-16 | An Attention-Enhanced U-Net-Based Network for Automatic OTFS Waveform Generation
[IEEE] 2026-9-16 | Overview of Voltage Sag Evaluation and Mitigation Techniques for Electrical Power Systems
[IEEE] 2026-9-16 | Boundary-Aware Semi-Supervised Segmentation for Rail Surface Defects
[IEEE] 2026-9-16 | Dispersion Engineered Passive Phase Shifter Design for Enhanced Bandwidth in C-Band
[IEEE] 2026-9-16 | How Nanotextures Influence Electric and Electronic Properties in Perovskite Solar Cells
[IEEE] 2026-9-16 | Design of an Integrated Model for Hybrid AI–Physics Co-Optimization and Validation in Transmission–Distribution Power Networks
[IEEE] 2026-9-16 | Low-Error SoC and SoH Estimation on Batteries Using an Advanced Coulomb Counting Approach with Machine Learning Integration
[IEEE] 2026-9-16 | An Integrated Cyber–Physical–Financial Risk Assessment in Power Distribution Networks
[IEEE] 2026-9-16 | RDAF-YOLOv11: A Rearrangement-Driven Adaptive Fusion Network for UAV Small-Object Detection
[IEEE] 2026-9-16 | A Modified Terminal Sliding Mode Controller for Fault Characteristic Compensations in Bushfire-Prone Electrical Distribution Networks
[IEEE] 2026-9-16 | High-Fidelity Text-Controllable 3D Digital Human Generation via 3D Gaussian Splatting
[IEEE] 2026-9-16 | A 130nm Field-Programmable Analog Array Fabric Enabled by an Analog Standard Cell Library
[IEEE] 2026-9-16 | Table of Contents
[IEEE] 2026-9-16 | Integrated Planar Magnetics based LLC Resonant Converter using Asymmetrical Imbalanced Winding Technique
[IEEE] 2026-9-16 | An In-Vehicle Child Cry Recognition System Using Deep Learning Techniques
[IEEE] 2026-9-16 | A Hierarchical Hardware-in-the-Loop Agentic Framework for Smart Home Automation
[IEEE] 2026-9-16 | Assessing Accuracy of Different Textile-Based Sensors in Respiration Monitoring
[IEEE] 2026-9-16 | SVSS-LMS Adaptive Control for PV-EV Charging Station with Residential Load Integration and Grid Support
[IEEE] 2026-9-16 | A Novel Thirteen-Level Switched Capacitor-based Inverter
[IEEE] 2026-9-16 | ESP32-Based Multi-Sensor Rover for Landmine and IED Detection
[IEEE] 2026-9-16 | A Greedy Skeleton Retrieval Framework for Vietnamese Text-to-Sign Generation
[IEEE] 2026-9-16 | Practical Deployment of Multi-Modal Sensor Fusion on Autonomous Delivery Robot: Real-World Implementation and Performance Analysis
[IEEE] 2026-9-16 | Performance analysis of Grid-to-Vehicle operation for an Electric Vehicle
[IEEE] 2026-9-16 | Grid-Integrated Solar EV Charging: A Sustainable Approach to Urban Mobility
[IEEE] 2026-9-16 | Textile-based metamaterials for electromagnetic wave filtering and guiding
[IEEE] 2026-9-16 | HAPI: A Hybrid Knowledge Graph and Vector Search Framework for Efficient Vietnamese Traffic Law Retrieval
[IEEE] 2026-9-16 | Operationalization Matters: When Graph-Aware Learning Adds Value for IC-Based Influence Approximation
[IEEE] 2026-9-16 | Intelligent Mineral Prospecting Prediction Based on Geoscience Big Data: Data Construction, Algorithm Integration, and System Application
[IEEE] 2026-9-16 | Automatic Optimization Method of Synonym Dictionary Based on Large Language Models
[IEEE] 2026-9-16 | AI-Based Real Estate Price Prediction
[IEEE] 2026-9-16 | A Domain Specific Language for Pattern Specification and Automated Validation for Metamodel-Based Languages
[IEEE] 2026-9-16 | EduRecap: A Multimodal AI Framework for Lecture Transcription, Summarization, Visualization, and Interactive Learning
[IEEE] 2026-9-16 | Quantum Federated Learning for IoT: Empirical Evaluation of Security, Privacy, and Efficiency Trade-Offs
[IEEE] 2026-9-16 | Cascaded Sliding Window Decoding for PS-LDPC Codes in High Speed Communications
[IEEE] 2026-9-16 | Behavior-Driven Electricity Theft Detection Using Machine Learning Under Imbalanced Smart Meter Data
[IEEE] 2026-9-16 | Design and Mechanism Analysis of Drag Reduction for UAV Rotor Blades Based on Bionic Structures
[IEEE] 2026-9-16 | From Prediction to Decision-Making: A Systematic Review of Artificial Intelligence in Predictive Cardiology
[IEEE] 2026-9-16 | A Conceptual Framework for Adaptive Coordination of Hybrid Teams in Emergency Scenarios
[IEEE] 2026-9-16 | Optimization of Charging-Station-Assisted Multi-UAV Data Collection Task Allocation
[IEEE] 2026-9-16 | Exploring Millennials' Purchase Intention Toward Organic Personal Care Products Using Behavioral Modelling Techniques
[IEEE] 2026-9-16 | A 300-GHz Broadband Power-Reconfigurable Load-Modulated Balanced Amplifier
[IEEE] 2026-9-16 | Semantic-Augmented Item Graph Denoising with Collaborative Signals for Multimodal Recommendation
[IEEE] 2026-9-16 | A Secure Deep Joint Source-Channel Coding Method for UAV-Assisted Image Transmission
[IEEE] 2026-9-16 | Adaptive Prosthetic Wrist Reduces Compensatory Movements During Grasping
[IEEE] 2026-9-16 | A Continuously Tunable Silicon-Based 3D Matching Network for Heterogeneous RF Transceiver
[IEEE] 2026-9-16 | A Novel 3D MIMO GBSM for UAV Air-To-Air Communications
[IEEE] 2026-9-16 | Ethical AI Framework for Protecting Human Rights in Digital Surveillance Systems
[IEEE] 2026-9-16 | MCG-PPO for Fully Decentralized Multi-UAV Collaborative Coverage in Post-Disaster Environments
[IEEE] 2026-9-16 | VTP: A Task-Aware Transmission Protocol for Edge Vision-Language-Action Robotic Systems
[IEEE] 2026-9-16 | Real-Time Gesture Recognition on Mobile Devices Using Deep Learning with Fully On-Device Inference
[IEEE] 2026-9-16 | Generation of Deterministic and Heralded Single Photons for Quantum Technologies
[IEEE] 2026-9-16 | A Dual-Level Ensemble Heuristic with Differential Evolution for Large-Scale Multi-Satellite Space Target Tracking
[IEEE] 2026-9-16 | Reconfigurable Battery Module Integration and Performance Evaluation for Electric Vehicle
[IEEE] 2026-9-16 | Virtual Synchronous Generator-based Grid-Forming Control of a DFIG-based Wind Energy Conversion System
[IEEE] 2026-9-16 | Data-Driven SOH Estimation for Embedded Battery Management Systems
[IEEE] 2026-9-16 | Many-Body Electronic Structure of InAsP/InP Nanowire Quantum Dots and Quantum-Dot Molecules
[IEEE] 2026-9-16 | Hybrid LSTM–GRU Architecture for Current Prediction in Polycrystalline Solar Cells
[IEEE] 2026-9-16 | Using Game Theory to Model Human-Exoskeleton Co-Adaptation
[IEEE] 2026-9-16 | Metasurface-Enabled Superheterodyne Transmitter: Architecture, Prototype, and Experiments
[IEEE] 2026-9-16 | Design and Fabrication of a Passivated, Semitransparent, and Anatomy-Conformable Wearable Sensor Using a Cost-Effective Encapsulation Process
[IEEE] 2026-9-16 | Towards Trustworthy Generative AI: A Hybrid RAG-GAN Model for Controlled and Knowledge-Grounded Generation
[IEEE] 2026-9-16 | Energy-Efficient User Scheduling and Resource Allocation for NOMA-Enabled URLLC in Industrial IoT Systems
[IEEE] 2026-9-16 | From Passive Querying to Proactive Data Services: A Demand-Aware Data Fabric Framework for Multi-Platform Data Environments
[IEEE] 2026-9-16 | Analytical BER Modeling of Asynchronous Vehicular OCC Systems Using Rolling Shutter and UPSOOK
[IEEE] 2026-9-16 | GAPPO: An Adaptive Reward-Driven Optimization for High-Accuracy, Low-Latency 6G Positioning
[IEEE] 2026-9-16 | Chaotic-Outline X-Band Patch Antenna Bandwidth Optimization via Metaheuristic Algorithms
[IEEE] 2026-9-16 | KubeShield: Multi-Modal Anomaly Detection for Kubernetes Using Ensemble Learning
[IEEE] 2026-9-16 | Structural and optical properties of sputtered carbon films on Cu buffer-layer for sensing applications
[IEEE] 2026-9-16 | A Privacy-Aware Machine Learning Model for IoT EcoSystems
[IEEE] 2026-9-16 | Hierarchical Modeling and Thermal Analysis of a 355.2 V EV Battery Pack using MATLAB Simscape
[IEEE] 2026-9-16 | Capability-Speed-Coupled Mission Planning for Heterogeneous UAV Swarms
[IEEE] 2026-9-16 | Complex-Metric Higher-Order Dependency Network with Adaptive Backoff for Global Shipping Trajectory Modeling
[IEEE] 2026-9-16 | A Preliminary Demonstration-to-Waypoint Reinforcement Learning Framework for Constrained Robot Skill Acquisition
[IEEE] 2026-9-16 | RBF-Based Adaptive Line-of-Sight Guidance Law for Unmanned Surface Vehicle Path Following
[IEEE] 2026-9-16 | Mediating Role of Employer Branding in Enhancing Employee Retention in Tech Companies: An Empirical Investigation
[IEEE] 2026-9-16 | Efficient Multiscale Point Cloud Transformer for Time-Modulated Array Synthesis
[IEEE] 2026-9-15 | Comparing Uncertainty Measurement and Mitigation Methods for Large Language Models: A Systematic Review
[IEEE] 2026-9-16 | From Point Clouds to Digital Heritage Models: Integrated TLS, UAV Photogrammetry and Scan-to-BIM for the Reconstruction of Ulpia Traiana Sarmizegetusa
[IEEE] 2026-9-16 | Towards Fully Integrated Terahertz Frontends: Silicon Photonics Meets Resonant Tunneling Diodes
[ACM] 2026-9-15 | A teaching model of soil geography integrating digital soil mapping and machine learning Inquiry-based learning design and effect evaluation based on high-precision spatial prediction
[ACM] 2026-9-15 | Research on Constructing a Quality Evaluation Model for College Physical Education Teaching Based on the PSO-BPNN Algorithm
[ACM] 2026-9-15 | From MOOC Clickstreams to Teaching Actions: A Learning-Analytics Decision-Support Pipeline for Risk Ranking in Skill-Oriented Blended Instruction
[ACM] 2026-9-15 | Road Pothole and Crack Detection Based on Improved YOLOv13 and OpenCV Refinement
[ACM] 2026-9-15 | IFC4.3 Semantic Recovery for Semantically Constrained Bridge BIM Models: A Prototype-Driven, Knowledge-Enhanced LLM Framework
