[2026-05-12 11:22:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-11
正在获取论文...
[arXiv] 2026-05-11 | Coarse Menger property of quasi-minor excluded graphs and length spaces
[IEEE] 2026-5-11 | Automated Berg Balance Scale Evaluation System Based on OpenPose Pose Estimation and Real-Time Keypoint Analysis
[IEEE] 2026-5-11 | Non-Invasive Blood Pressure Monitoring and Estimation using Dual-Wavelength PPG and Machine Learning
[IEEE] 2026-5-11 | Evaluating the Portability of BERT-based Misinformation Detection from Twitter to Bluesky
[IEEE] 2026-5-11 | Few-Shot Learning Towards Voice Cloning
[IEEE] 2026-5-11 | Herbal RX: Herbal Remedy Extraction and Recommendation Using Deep Learning and Image Processing
[IEEE] 2026-5-11 | Integrating U-Net and LSTM for Precise Multichannel EEG-Based Emotion Recognition via Differential Entropy Features
[IEEE] 2026-5-11 | A Multi-Level Alerting Framework for Detecting Driver Drowsiness
[IEEE] 2026-5-11 | LeafLife: An Explainable Deep Learning Framework with Robustness for Grape Leaf Disease Recognition
[IEEE] 2026-5-11 | Development of AI-Powered Voice Agent System for Business Communication: A Latency Optimization Approach
[IEEE] 2026-5-11 | Multi-Architectural Deep-Learning and Hybrid Ensemble Approaches for Early Alzheimer’s Classification
[IEEE] 2026-5-11 | Cybersecurity and IT Technologies as a Driver of Digital Marketing Sustainability
[IEEE] 2026-5-11 | Hybrid Multi-Stage Clustering for the General Pickup and Delivery Problem
[IEEE] 2026-5-11 | Computer-Aided Diagnosis for Breast Cancer Classification Using Deep Learning on Ultrasound Images
[IEEE] 2026-5-11 | Blood Bank Demand Forecasting and Management Using AI Approaches
[IEEE] 2026-5-11 | Responsive Virtual Apparel Try-On through Pose Detection, Geometric Warping, and Deterministic Size Matching
[IEEE] 2026-5-11 | Structure-Aware Wavelet Diffusion for Low-Light Image Enhancement with YCbCr Guidance
[IEEE] 2026-5-11 | RIDS: RPi based clinical image-denoising using modified diffusion and spatial filters
[IEEE] 2026-5-11 | GFD-Net: A Gated Feature-Alignment Network with Dynamic Sampling for Retinal Vessel Segmentation
[IEEE] 2026-5-11 | An IoT-Enabled Smart Universal Charger for Modern Devices with Adaptive Device Recognition and Safety Control
[IEEE] 2026-5-11 | An Efficient Hybrid CNN-LSTM Framework for Network Intrusion Detection Using UNSW Data
[IEEE] 2026-5-11 | A Blockchain-Based ECDSA Framework for Drug Authentication and Traceability in Bangladeshi Healthcare
[IEEE] 2026-5-11 | A Hybrid EfficientNet-XGBoost Framework for Multi-Class Lung Disease Classification
[IEEE] 2026-5-11 | Research on PPG Signal Denoising Based on Improved Grey Wolf Optimizer and Variational Mode Decomposition
[IEEE] 2026-5-11 | Detecting Fetal Health Conditions Using a Federated Learning Approach with an Incentive-Based Reward System
[IEEE] 2026-5-11 | A Lightweight CNN Transformer Framework for Low-Resource Multilingual Speaker Verification in Indian Conditions
[IEEE] 2026-5-11 | Service Robotics for Automated Tourist Assistance in Smart Destinations
[IEEE] 2026-5-11 | A Lightweight Detection Method for Transmission Line Bird Hazards Based on Bird-YOLO
[IEEE] 2026-5-11 | Implementation of Machine Learning (ML) in Industrial IoT Systems: Smart Manufacturing Lines Fault Detection and Maintenance Prediction in Real Time
[IEEE] 2026-5-11 | Genet: A Hybrid Congestion Control Framework with a Dynamic Tenure System and Learned Inference
[IEEE] 2026-5-11 | Gradient Descent Method for Solving Low-Tubal-Rank Tensor Factorization Problem
[IEEE] 2026-5-11 | Federated Learning Based Integrated Infrastructure Resilience Framework for Privacy-Preserving and Distributed Intelligence in Smart City Networks
[IEEE] 2026-5-11 | Enhancing Connectivity, Security, and Energy Efficiency in Contemporary Residential Settings using AI with Li-Fi Technology for Smart Homes
[IEEE] 2026-5-11 | Fuel Cell Power Conversion by Using Fuzzy Logic and ANFIS Controllers with Quadratic Converter: An Experimental Analysis
[IEEE] 2026-5-11 | Joint Resource Orchestration for LEO Satellite Networks Based on SFC-Constrained TEG
[IEEE] 2026-5-11 | Smart and Decentralized Security: AI and Blockchain Have a Synergistic to Future IoT
[IEEE] 2026-5-11 | KNN-Assisted Graphene -Based THz Biosensor for Liver Cancer Detection
[IEEE] 2026-5-11 | Emotion-Based Music Recommendation System: Enhancing Personalized Listening Experiences
[IEEE] 2026-5-11 | Deep Learning-Based Brain Tumor Detection in MRI Using a Hybrid YOLOv8 and InceptionV3 Model
[IEEE] 2026-5-11 | A High-Precision Simulation Method of Electromagnetic Scattering Based on Convolutional Neural Network
[IEEE] 2026-5-11 | Fault Diagnosis of an NTC-type Thermistor Using Machine Learning by Artificially Injecting Environmental Effects
[IEEE] 2026-5-11 | Enhancing optimize shortest route problem solutions through Hybridization of Artificial Bee Colony and Differential Evolution Algorithms
[IEEE] 2026-5-11 | Oilfield Produced Water Treatment Prediction Based on Multi-Scale SE Attention-XGBoost Hybrid Model
[IEEE] 2026-5-11 | MGA-Net: Mask-Guided Attention with Segmentation Prior for Infrared Small Target Detection and Classification
[IEEE] 2026-5-11 | Real-Time Mine Safety Alert System for Gas Leakage Detection Using Hybrid GWO-PSO Optimized Machine Learning
[IEEE] 2026-5-11 | Enhancing Information Literacy by Predicting Behaviour Characteristics of Students using DeepNeural Networks
[IEEE] 2026-5-11 | D-RAM: A Dynamic Role-Allocation Mediator for Improving Token Efficiency in Multi-Agent Collaborative Software Development
[IEEE] 2026-5-11 | Automated Disease Classification using ai and image processing: Enhance Models for Accurate Diagnosis
[IEEE] 2026-5-11 | Computational Neural Network Analysis of Waste Pet Fibre Reinforced Rubberised Concrete Beams
[IEEE] 2026-5-11 | An Analysis of Insects in Thai Literature
[ACM] 2026-5-12 | Research on Identity Authentication for Edge Aggregation Control Units Based on Software-Hardware Feature Fusion
[ACM] 2026-5-12 | A Multi-Model Computational Framework for Forecasting Pet Industry Markets Using Time-Series and Multivariate Regression
[ACM] 2026-5-12 | Nursing Decision Support System for Lumbar Disc Herniation Integrating Intelligent Algorithms
[IEEE] 2026-5-11 | Spatial-Spectral Diffusion Model for Medical Image Segmentation
[IEEE] 2026-5-11 | A Virtual Mechanical Interaction Layer Enables Resilient Human-to-Robot Object Handovers
[IEEE] 2026-5-11 | Unsupervised Light Field Salient Object Detection with Diffusion Models for Enhanced Structural Integrity
[IEEE] 2026-5-11 | Semi-URF: Progressive Uncertainty-Aware Region Filtering and Fusion for Semi-Supervised Medical Image Segmentation
[IEEE] 2026-5-11 | Understanding the Impact of Institutional Privacy Violations in Algorithmic Social Media on Information Disclosure and Privacy Fatigue: Insights from the Protection Motivation Theory
[IEEE] 2026-5-11 | Command-Filtered Backstepping Control Algorithm for Quadrotor AAVs Based on Extended State Observer
[IEEE] 2026-5-11 | Neural Spelling: A Spell-Based BCI System for Language Neural Decoding_supp1-3691322.pdf
[IEEE] 2026-5-11 | Diffusion-Based 3D Radar Semantic Perception in Cluttered Agricultural Environments_supp1-3691400.mp4
[IEEE] 2026-5-11 | A Compact Polarization and Pattern Diversity Antenna with Enhanced Azimuthal Gain for Vehicular Communications
[IEEE] 2026-5-11 | Adaptive Gait-Based Control for Assistive Robots Supporting Elderly on Inclined Surfaces
[IEEE] 2026-5-11 | Simplified Methodology to Estimate Minimized Land Impact for Renewable Self-Sufficiency in Small Energy Systems
[ACM] 2026-5-12 | Proceedings of the 2026 18th International Conference on Computer Research and Development
[ACM] 2026-5-12 | Modeling the modulation effect of coordinated stimulation on electric field
[ACM] 2026-5-12 | Enhancing Network Security Intelligence Sharing Against Adversarial Attacks Using Federated Learning with Trusted Execution Environments
[ACM] 2026-5-11 | The Impact of AI-Enhanced E-portfolios on EFL Learners' Writing Proficiency and Self-efficacy: A Quasi-Experimental Study
[IEEE] 2026-5-11 | Comparative Analysis of Deep Learning and Multimodal Architectures for Zero-Shot Rare Disaster Recognition
[IEEE] 2026-5-11 | A Compact Multi-Band Microstrip Antenna with π–H Radiator and Plus-Shaped DGS for mmWave 5G/6G Applications
[IEEE] 2026-5-11 | Joint Temporal-Structural Representation Learning for Distributed Fault Discrimination in Microservice Architectures
[IEEE] 2026-5-11 | Hybrid Approach for Cloud Intrusion Detection: Feature Selection &amp; Classification
[IEEE] 2026-5-11 | Revisiting 1998 Torque Data: a Machine Learning Analysis of Time Series Data for Tapping Experiments
[IEEE] 2026-5-11 | Portfolio Optimization on NIFTY 50 Stocks Using the Golden Jackal Optimizer
[IEEE] 2026-5-11 | Analysis of Concentric Circular Antenna Array Based Radar for Conformable Search and Multiobject Hunting
[IEEE] 2026-5-11 | A Data-Driven–Expert Hybrid Model for Real-Time Battery State of Health Diagnostics
[IEEE] 2026-5-11 | Comparing Machine Learning Models for Non-Performing Asset Recovery: A Multi-Paradigm Evaluation in Post-Flood Regional Banking
[IEEE] 2026-5-11 | Smart Dietary Swaps: Machine Learning for Nutrient-Aware Food Substitution
[IEEE] 2026-5-11 | Exploring Generative Pretrained Language Models for Opinion Mining in Large-Scale Twitter Social Media Data
[IEEE] 2026-5-11 | Design of Wireless Charging Unmanned Vehicle Based on Electromagnetic Compatibility
[IEEE] 2026-5-11 | Enhancing Battery Efficiency and Driving Safety: Advanced State of Charge Estimation Using the Extended Kalman Filter Algorithm
[IEEE] 2026-5-11 | Integrate Wearable Data into Digital Twins: Using Real-Time Biomedical Feedback for Diabetes Management and Hypoglycemic Event Prediction
[IEEE] 2026-5-11 | Designing with AI: Exploring Interactive UX Workflows for Adaptive UI Prototyping
[IEEE] 2026-5-11 | Lightweight Data Sharing Scheme Based on Proxy Re-Encryption in IIoT
[IEEE] 2026-5-11 | Designing Secure Cryptographic Communication Protocols for Wireless Control of Medical Devices in Smart Healthcare Systems and IoT-Enabled Smart Hospitals
[IEEE] 2026-5-11 | An Adaptive AI-Driven Threat Intelligence Framework for Proactive Cyber Defense in Dynamic Healthcare Information Systems
[IEEE] 2026-5-11 | Source Enumeration by Integrating Toeplitz Reconstruction with Elbow-based Method
[IEEE] 2026-5-11 | A Secure and Energy-Efficient Cyber-Physical System Framework for Next-Generation Industrial Automation
[IEEE] 2026-5-11 | Remote Sensing Cross Model Text Image Retrieval Based on Attention Correction and Filtering
[IEEE] 2026-5-11 | A Design Thinking Approach to Developing Songtun for Student Assignment Management in Digital Learning Environments
[IEEE] 2026-5-11 | Port-Hamiltonian Modeling and IDA-PBC Control of an Extended SEPIC Converter for Bidirectional V2X Applications
[IEEE] 2026-5-11 | Research on Network Anomaly Detection Based on Improved SMOTE and XGBoost: Addressing Class Imbalance and Missing Data
[IEEE] 2026-5-11 | Self-Optimizing Automated Learning Pipeline for Big Data Exploration and Predictive Intelligence Applications
[IEEE] 2026-5-11 | Polynomial Kolmogorov-Arnold Networks for Fault Detection and Diagnosis in Industrial Systems
[IEEE] 2026-5-11 | Writing About the History of Technology
[IEEE] 2026-5-11 | Impact of Deployment Strategies on Wireless Sensor Networks Performance under Security Threats
[IEEE] 2026-5-11 | Cryptocurrency Price Prediction Using Deep Learning and Ensemble Methods
[IEEE] 2026-5-11 | Self-Adaptive Artificial Intelligence Systems for Large-Scale Data-Driven Decision Making
[IEEE] 2026-5-11 | Unequal Error Protection Scheme Based on Implicit Partial Product-LDPC Codes
[IEEE] 2026-5-11 | Feature-Optimized Blood Glucose Level Prediction with Explainable AI (XAI)
[IEEE] 2026-5-11 | Content Aware Community Detection Under Simulated Attacks
[IEEE] 2026-5-11 | Adaptive Spatial-Temporal Feature Fusion Network for Multilingual Text Recognition
[IEEE] 2026-5-11 | A Secure Intrusion Detection System Against DDoS Attacks Using Machine Learning
[IEEE] 2026-5-11 | Leveraging Texture Learning Bias for Image Super-Resolution
[IEEE] 2026-5-11 | Rolling Bearing Fault Diagnosis Based on RBMO-VMD and Multi-Scale Deep Attention Network
[IEEE] 2026-5-11 | A Multi-Stage BERT-Based Cognitive Framework for Conversational Business Intelligence in SMEs
[IEEE] 2026-5-11 | Comprehensive Performance and Risk Profiling of ERIDS: A Resilient Ensemble-Based Intrusion Detection Framework
[IEEE] 2026-5-11 | Performance Evaluation of Electrical Models for Bifacial PV Modules
[IEEE] 2026-5-11 | CLCT: Complementary Local Consensus Transformer for Two-View Correspondence Pruning_supp1-3687024.pdf
[IEEE] 2026-5-11 | EHiJackNet: A Quantized Hierarchical Deep Learning Framework for Efficient and Robust Jackfruit Disease Diagnosis on Edge Devices
[IEEE] 2026-5-11 | Effects of Ball Bearing Structure and Material: Parasitic Capacitance, Shaft Voltage, and Electrostatic Discharge
[IEEE] 2026-5-11 | Front Cover
[IEEE] 2026-5-11 | Event-Triggered MPC With Linear Inter-Event Control for AV Path Tracking
[IEEE] 2026-5-11 | RAW-PM: Reliability-Aware Weighted Polar Mapping for Hard-Decision Decoding in 3-D NAND Flash Memory
[IEEE] 2026-5-11 | Gait-Driven Pneumatic Pressure Accumulation Utilizing Multi-Stage Compression
[IEEE] 2026-5-11 | A Convergent Continuous Contact Solver With Explicit Separation Time for High-Stiffness Contact
[IEEE] 2026-5-11 | IEEE Foundation
[IEEE] 2026-5-11 | Mathematical Framework for Harmonic Analysis of Cluster Stream Buffer Switching in MMC HVDC: Chebyshev-Based Approach and Insulation
[IEEE] 2026-5-11 | Image Dehazing of Unmanned Aerial Vehicles Based on Physics-Guided Diffusion Model
[IEEE] 2026-5-11 | SmartData Interlock: An Access Control Architecture and Data Exchange Model for Secure Data Ecosystem in Smart Buildings
[IEEE] 2026-5-11 | Influence of Mode-Induced Strain Gradients on Magnetization Reversal and Frequency Sensitivity in Magnetoelectric MEMS Resonators
[IEEE] 2026-5-11 | Broadband and High-Purity Circular TE
                    <sub>01</sub>
                    Mode Converter Enabled by an Eight-Aperture Coupling Topology
[ACM] 2026-5-12 | Adaptive Online LoRA Control Loop for Plant Disease Recognition with Multimodal Large Language Models
[ACM] 2026-5-12 | Routing Prompts Across Layers: A Global Memory Module for Prompt-Based Continual Learning
[ACM] 2026-5-12 | rPPGNet: A Hybrid Physiological-Neural Framework for Deepfake Detection
[ACM] 2026-5-12 | When Open-Source Large Language Models Meet Supply Chain Management Strategies: How Far Are We?
[ACM] 2026-5-12 | From Standardisation to Personalisation: AI-Driven “Digital Twin” Teaching Reform in Vocational Physical Education - A Study on Health Promotion Prescription Design Based on Student Competency Variations
[ACM] 2026-5-12 | Design of an Intelligent Home-Renovation Environmental Perception and Risk Early-Warning System for Elderly Residential Safety
[ACM] 2026-5-12 | An Experimental Study on the Intelligent Regulation of Physical Education Class Workload and Its Impact on Exercise Outcomes Among Junior High School Students: An Empirical Analysis Based on Multimodal Data Fusion
[ACM] 2026-5-12 | Custom Template for Data Collection and Software Refactoring Algorithm
[ACM] 2026-5-12 | ERFA: Combining expression data with large knowledge graphs and regulation flow for MoA discovery
[ACM] 2026-5-12 | Neural Correlates of Proprioceptive Ankle Joint Position Anticipation
[ACM] 2026-5-12 | Genetic network inference using velocyto analysis of single-cell RNA sequencing data
[IEEE] 2026-5-11 | Meta-Memory for Large Language Models
[IEEE] 2026-5-11 | SHARE-U: Semantic-aware Human Avatar Reconstruction with Efficient Gaussians via Uncertainty-weighted Contrastive Learning_supp1-3685541.pdf
[IEEE] 2026-5-11 | Monolithically-Integrated Inkjet-Printed Magneto-Electric Dipole Antennas and Arrays
[IEEE] 2026-5-11 | IEEE ComSoc Publications
[IEEE] 2026-5-11 | A UB-ETDA Based Spaceborne SAR Parameter Design Method for Enhanced Extended Target Detection Performance
[IEEE] 2026-5-11 | Classifying ADHD Presentations Using Temporally Segmented Behavioral Data from a Serious Game
