[2026-06-26 11:45:10] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[arXiv] 2026-06-25 | Efficient Regex Matching with Sparse Counting-Sets
[arXiv] 2026-06-25 | How Long Can the Escaping Ant Be Confined?
[arXiv] 2026-06-25 | From Content to Strategy: Understanding the Motivations, Processes, and Impacts of AI-Guided Communication
[arXiv] 2026-06-25 | Disco-LoRA: Disentangled Composition of Content, Style, and Motion for Multi-concept Video Customization
[arXiv] 2026-06-25 | Tactile-WAM: Touch-Aware World Action Model with Tactile Asymmetric Attention
[arXiv] 2026-06-25 | LAMP: Lane-Aligned Motion Primitives for Feasible Trajectory Prediction
[arXiv] 2026-06-25 | Generating Special Triangulations with Transformers
[arXiv] 2026-06-25 | Multivariable Mendelian randomization with weak instruments: a comparison of Bayesian and frequentist methods
[arXiv] 2026-06-25 | Doubly Robust Quadratic Inference Functions for Causal Inference in Cluster Randomized Trials
[arXiv] 2026-06-25 | Budget-Constrained Compound Library Prioritization with Risk Awareness and Uncertainty Quantification
[arXiv] 2026-06-25 | Photon-Assisted Tunneling in Double Quantum Dot: Application of Scattering Theory
[arXiv] 2026-06-25 | Ergodicity of stochastic reaction-diffusion equations on unbounded domains driven by space-time white noise
[arXiv] 2026-06-25 | HiPR: Hierarchical Progressive Rendering for Immediate Feedback
[arXiv] 2026-06-25 | Fast Estimation for Forest Matrix of Signed Graphs
[arXiv] 2026-06-25 | Binary Dipolar Condensates of Dysprosium Isotopes with Tunable Spatial Order
[arXiv] 2026-06-25 | DiCoBench: Benchmarking Multi-Image Fine-Grained Perception via Differential and Commonality Visual Cues
[arXiv] 2026-06-25 | The longest and shortest roots of a real cubic
[arXiv] 2026-06-25 | Quantum Fast-Forwarding Beyond Reversibility: The $α$-Perturbed $n$-Cycle
[arXiv] 2026-06-25 | EvoOptiGraph: Weakness-Driven Coevolution via Graph-Based Structural Generation for Optimization Modeling
[arXiv] 2026-06-25 | Shape-Constrained Bayesian Active Learning of Self-Limiting Saturation Curves
[arXiv] 2026-06-25 | IDEA: Insensitive to Dynamics Mismatch via Effect Alignment for Sim-to-Real Transfer in Multi-Agent Control
[arXiv] 2026-06-25 | Zero-shot Tweet-Level Stance Detection Enhanced by External Knowledge and Reflective Chain-of-Thought Reasoning
[arXiv] 2026-06-25 | ISAC for Sea-Air Networks: Predictive Beam Tracking under Sea Induced Disturbances
[arXiv] 2026-06-25 | Adversarial Diffusion Across Modalities: A Fusion Survey of Attacks, Defenses, and Evaluation for Text, Vision, and Vision-Language Models
[arXiv] 2026-06-25 | scBench-Long: Verifiable Benchmarking of Long-Horizon Single-Cell Biology
[arXiv] 2026-06-25 | Explainable Ensemble-Based Machine Learning Models for Detecting the Presence of Cirrhosis in Hepatitis C Patients
[arXiv] 2026-06-25 | Graph Structures for Local Distinguishability of Quantum Product States
[arXiv] 2026-06-25 | A Unified Three-Stage Weighting Framework for Causal Inference and Mediation Analysis under Case-Control Sampling
[arXiv] 2026-06-25 | The Calderón problem for near-Euclidean metrics
[arXiv] 2026-06-25 | From Hallucination to Grounding: Diagnosing Visual Spatial Intelligence via CRISP
[arXiv] 2026-06-25 | \textsc{DiARC}: Distinguishing Positive and Negative Samples Helps Improving ARC-like Reasoning Ability of Large Language Models
[arXiv] 2026-06-25 | Radical AI Interpretability
[arXiv] 2026-06-25 | Assessing Post-Reform Changes in Risk Disclosure Quality with a Multidimensional Text Analysis Approach
[arXiv] 2026-06-25 | Systematic Derivation of Reliable Wake Functions for Complex Structures from Mesh-Based Wakefield Simulations
[arXiv] 2026-06-25 | On the sum of the two largest eigenvalues of the curl-curl operator on graphs
[arXiv] 2026-06-25 | Temporal Validity in Retrieval Memory: Eliminating Stale-Fact Errors for AI Agents over Evolving Knowledge
[arXiv] 2026-06-25 | An analytic approach to the ubiquity of geometric Brascamp-Lieb data
[arXiv] 2026-06-25 | Mean-Field PhiBE: Continuous-Time Mean-Field Reinforcement Learning from Discrete-Time Data
[arXiv] 2026-06-25 | Learning Probabilistic Filters with Strictly Proper Scoring Rules
[arXiv] 2026-06-25 | Comparing BERT Sentence-Pair Classification and Few-Shot LLM Prompting for Detecting Threat and Solution Framing in German Climate News
[arXiv] 2026-06-25 | DKVE: Decentralized Key Validation for End-to-End Encrypted Messaging
[arXiv] 2026-06-25 | Almost Optimal Multiple Source Shortest Paths and Reachability
[arXiv] 2026-06-25 | Average Distortion of Commensurators of Hyperbolic Groups
[arXiv] 2026-06-25 | Detectors for CLASS-W2: The second 90 GHz telescope of the Cosmology Large Angular Scale Surveyor
[arXiv] 2026-06-25 | CHIA: An open-source framework for principled, agentic AI-driven hardware/software co-design research
[arXiv] 2026-06-25 | Homogeneity actions, N-manifolds, and the Frobenius theorem
[arXiv] 2026-06-25 | Finding Stationary Points by Comparisons
[arXiv] 2026-06-25 | On categories of monads and comonads in double categories
[arXiv] 2026-06-25 | RG Running of Multiple Neutrino Mixing Parameters at Oscillation Experiments
[arXiv] 2026-06-25 | Complementing Emerson-Lei Elevator Automata (Technical Report)
[arXiv] 2026-06-25 | Dust Formation in Common Envelope Binary Interactions -- III. Lightcurves
[arXiv] 2026-06-25 | Witness expansion: A unified framework for analytical and measurable mixed-state resource detection
[arXiv] 2026-06-25 | Semimartingale Optimal Transport with Jumps: A General Framework and Equivalent Formulations
[arXiv] 2026-06-25 | Almost EFX in Hypergraphs
[arXiv] 2026-06-25 | Semiparametric Inference for Half-Trek Estimators in Linear Structural Equation Models
[arXiv] 2026-06-25 | On the parabolic Hausdorff dimension of orthogonal projections
[arXiv] 2026-06-25 | Unveiling the roles of thermal and nonthermal processes in the ISM & IGM structure formation and evolution of galaxies with SKAO
[arXiv] 2026-06-25 | Cleaning Logs for Downstream Tasks (Registered Report)
[arXiv] 2026-06-25 | Quantum statistics on atom-ion Feshbach resonances
[arXiv] 2026-06-25 | The Model Checking Problem for Distributed Knowing How is $Δ^p_2$-Complete
[IEEE] 2026-6-25 | Message from the General Co-Chairs
[IEEE] 2026-6-25 | Ellipsoid Control: A White-list Jailbreak Defense via Benign Latent Modeling
[IEEE] 2026-6-25 | EGGNet: Learning Temporal Boundaries of Glottal Cycles from Electroglottography
[IEEE] 2026-6-25 | PlagiAct: Measurement Instrument of STEM Student Attitudes Toward Academic Dishonesty in the AI Era
[IEEE] 2026-6-25 | Multi-Period Dynamic Optimization Framework for Manufacturers' Green Strategy Under Carbon Policies
[IEEE] 2026-6-25 | TID-Tolerant StrongARM Comparator and Sampling Network for Satellite Application High-Voltage ADCs
[IEEE] 2026-6-25 | Distributed Interference Avoidance in LoRaWAN via Spectral Features and Decision Tree
[IEEE] 2026-6-25 | Demo Abstract: An On-Device Mobile GUI Agent System with Online Exploration
[IEEE] 2026-6-25 | Poster Abstract: HiSim — Sensor-Stream Cosine Health Index for Early-Stage Monitoring
[IEEE] 2026-6-25 | A Semi-Parametric Ridge-Stabilized Regression Framework Using Natural Cubic Splines
[IEEE] 2026-6-25 | Photovoltaic Output Prediction Method Based on Time-Frequency Clustering Optimization
[IEEE] 2026-6-25 | Spiking Neural Networks for Log-Based Anomaly Detection: A Survey, Taxonomy, and Roadmap on Energy-Efficient Neuromorphic Log Analysis
[IEEE] 2026-6-25 | FCRL-Net: Identity-Invariant Forgery-Centric Representation Learning for Generalizable and Audio Deepfake Detection
[IEEE] 2026-6-25 | Dual-Galvanometer-Based Active Stereo Vision for Large-FOV High-Precision 3D Reconstruction of Moving Objects
[IEEE] 2026-6-25 | Hierarchical Gated Transformer with Visual Saliency for No-Reference Image Quality Assessment
[IEEE] 2026-6-25 | Adaptive Radar Detection in joint Range-Azimuth Space based on the Hierarchical Latent Variable Model
[IEEE] 2026-6-25 | A New RNN Model for Digital Predistortion: Unlocking Low Complexity and Exponential Activation
[IEEE] 2026-6-25 | Safe Learning Control with Optimality and Stability Guarantees
[ACM] 2026-6-25 | L-SCALE: Locality-Sensitive Coverage for Automata LEarning
[ACM] 2026-6-25 | HYDRA: A Hybrid Heuristic-Guided Deep Representation Architecture for Predicting Latent Zero-Day Vulnerabilities in Patched Functions
[IEEE] 2026-6-25 | GNSS-A Ranging Model With Acoustic Delay Corrections Achieving Centimeter-Level-Precision Positioning
[IEEE] 2026-6-25 | Exploring Factors Influencing Human-Autonomy Teams in Automated Driving System Operations
[IEEE] 2026-6-25 | Small-Perturbation Adversarial Example Detection via Proactive Decision Boundary Bending
[IEEE] 2026-6-25 | Resilient Consensus for Networked Systems with Hidden Nodes and Edges: Detection, Isolation, and Control
[IEEE] 2026-6-25 | Mobile Pedipulation for Object Sliding Via Hierarchical Control on a Wheeled Bipedal Robot
[IEEE] 2026-6-25 | Efficient Classification of Brain Tumor Using a Self-Attention and Skip Connections Based Deep Network
[IEEE] 2026-6-25 | Infrared Small Target Detection via Structure-Aware Weighted Improved Ring Local Contrast Measure
[IEEE] 2026-6-25 | A Material-Embedded Physics-Informed Neural Network for Interior SAR Evaluation From Sparse Boundary Samplings_supp1-3706354.docx
[IEEE] 2026-6-25 | Extending the MPIE Galerkin MoM Thin Wire Formulation to Include Arbitrarily Oriented or Curvilinear Wires with Finite Conductivity
[IEEE] 2026-6-25 | TransCNN-MLDFN: A Multi-level Dynamic Fusion Framework for Incomplete Palmprint and Palm Vein Recognition
[IEEE] 2026-6-25 | Upper Bounding the Capacity of Bandlimited AWGN Channels with Peak-Amplitude-Limited Inputs
[ACM] 2026-6-25 | Machine Unlearning with Minimal Gradient Dependence for High Unlearning Ratios
[IEEE] 2026-6-25 | Backdoor Sample Detection through Progressive Perturbation and Loss Trajectory Analysis
[ACM] 2026-6-25 | A Theory of Probabilistic Contracts
[IEEE] 2026-6-25 | Poster: AoA-Based Bluetooth System for Precise Indoor Localization
[IEEE] 2026-6-25 | Demo Abstract: Hierarchical Hexagonal Spatial Data Representation in Sparse Sensor Networks: A Case Study in Regional Forest Fire Prediction
[IEEE] 2026-6-25 | Poster Abstract: High-Altitude Vision-Based Stabilization with Tracking-Assisted Perception and Safety-Aware Reinforcement Learning
[IEEE] 2026-6-25 | Enhancing Sentiment Analysis with Emojis: A Comprehensive Survey of Methods, Applications, and Future Directions
[IEEE] 2026-6-25 | Reference-Free Manga Colorization Via Semanticguided Latent Diffusion Models
[IEEE] 2026-6-25 | Prediction of Neutron Flux in Lead-Based Reactors Based on an Improved Random Forest Model
[ACM] 2026-6-25 | A Six-Year Journey of Data Collecting, Reviewing, and Reporting for the TaihuLight Supercomputer
[IEEE] 2026-6-25 | Poster Abstract: Preliminary Investigation of Synthetic IMU Data Augmentation for Smartwatch-Based Human Tracking
[IEEE] 2026-6-25 | Demo Abstract: An Interactive Framework for Interpretable Fault Diagnosis with Graph Neural Networks
[IEEE] 2026-6-25 | Poster Abstract: HydroTrack: Non-Contact Hydration Sensing with Event-Triggered Multimodal Gating
[IEEE] 2026-6-25 | Poster Abstract: Hydro-Meteorological Edge Network for Inflow Monitoring Forecasting
[IEEE] 2026-6-25 | Poster Abstract: Q-Count, Single-Link Wifi CSI People Counting in Quasi-Static Offices
[IEEE] 2026-6-25 | Global gross primary production data fusion by Triple Collocation Analysis from 1992 to 2018
[IEEE] 2026-6-25 | High-Uniformity Wafer-Level Porous TiO
                    <sub>2</sub>
                    -WO
                    <sub>3</sub>
                    Heterojunction Sensor Chips for Highly-Sensitive Ethanol Detection
[IEEE] 2026-6-25 | Reinvestigation on Subthreshold Swing of Gate-All-Around Nanosheet FETs in Quantum Limit for Voltage Scaling
[IEEE] 2026-6-25 | Hybrid Model–Data Fault Diagnosis for Wafer Handler Robots: Tilt and Broken Belt Cases
[IEEE] 2026-6-25 | Mobility-Aware Fog-Aided Mobile Crowdsensing: From Spatiotemporal and Continuous-Time Perspective
[IEEE] 2026-6-25 | Unsupervised Domain Adaptation for SAR Target Classification Based on the SAR-ATR-X Foundation Model
[IEEE] 2026-6-25 | Covert Capacity-Key Tradeoff over Discrete Memoryless Networks_supp1-3696919.pdf
[IEEE] 2026-6-25 | High-Rate Quantized Matrix Multiplication I
[IEEE] 2026-6-25 | PD-RPEB: Heterogeneous Static-Graph Risk Propagation Evaluation and Blocking for Power Distribution Operations
[IEEE] 2026-6-25 | Attention-Based Deep Reinforcement Learning for Logistics and Data Collection in AoI-Aware UAV Networks
[IEEE] 2026-6-25 | Leveraging Multimodal Artificial Intelligence for Occupational Health and Safety: A Deep Learning Approach for Work at Heights
[IEEE] 2026-6-25 | A Page–Sector Joint Degradation-Reliability Error Analysis Model for High-Density NAND Flash
[IEEE] 2026-6-25 | Evaluation of Machine Learning and Deep Learning Approaches for Latin Script Recognition Using Electromyographic Signals
[IEEE] 2026-6-25 | Faster Sampling via a Conjugate Gradient Stochastic Gradient Sampler
[IEEE] 2026-6-25 | Reinforcement Learning-Based Identification of Transfer Functions from Frequency Response in Analog Small-Signal Circuits
[ACM] 2026-6-26 | Proceedings of the 1st International Workshop on Dark Software Engineering
[IEEE] 2026-6-25 | Poster Abstract: Enhancing PUF Phenotype Authentication with Margin-Based Learning
[IEEE] 2026-6-25 | Table of Contents
[IEEE] 2026-6-25 | Dynamic capture and evaluation of coastal dune evolution by integrating InSAR and ORS
[IEEE] 2026-6-25 | CCCSIN: Color Compensation and Cross-Scale Semantic Information-Guided Network for Underwater Image Enhancement
[IEEE] 2026-6-25 | Nonlinear Distortions Equalization in Continuous Time Stretched Photonic ADC using Machine Learning_supp1-3707017.pdf
[IEEE] 2026-6-25 | Halogen substitution in Lead-Free Double Perovskites toward Ultralow-Dose X-ray Detection and Signal Decoding
[IEEE] 2026-6-25 | Technical Committee: CCAT 2025
[IEEE] 2026-6-25 | Copyright Page
[IEEE] 2026-6-25 | Decentralized Intrusion Detection and Prevention Leveraging Lightweight ML Model for Securing IoMT Networks
[IEEE] 2026-6-25 | An Overmodulation Strategy With Dual-Modulation-Index Dynamic Interaction-Based Fundamental Voltage Equivalence Method of Electrolytic Capacitorless PMSM Drives
[IEEE] 2026-6-25 | FIRE-Grasp: Failure-Informed Regrasping with multimodal Evidence_supp1-3706934.mp4
[IEEE] 2026-6-25 | Learning-based Acoustic Field Focal Point Control for Mid-Air Haptic Rendering
[IEEE] 2026-6-25 | A Ground-Centric UAV-UGV Cooperative System for Autonomous Launch and Recovery
[IEEE] 2026-6-25 | Vision-Assisted Bipedal Locomotion on Challenging Terrains Via Terrain-Related Adversarial Motion Priors
[IEEE] 2026-6-25 | Adaptive Constructive Fuzzy System With Spectral-Bounded Regularization and Dual Rule Selection
[IEEE] 2026-6-25 | Knowledge Graph-Empowered AI Digital Twin Networks
[IEEE] 2026-6-25 | Critical-Node-Based Attack Strategy and Resilient Cooperative Control Design for Train Autonomous Circumambulation Systems
[IEEE] 2026-6-25 | Comparative Mathematical Study of Manifold Learning Algorithms with Emphasis on Riemannian Manifold Learning
[ACM] 2026-6-26 | Patrones Oscuros: a Browser Extension for detecting Dark Patterns in Spanish
[ACM] 2026-6-25 | Rude Humans and Vengeful Robots: Examining Human Perceptions of Robot Retaliatory Intentions in Professional Settings
[ACM] 2026-6-25 | Proceedings of the 7th ACM/IEEE International Conference on Automation of Software Test
[ACM] 2026-6-25 | Erratum: Knowledge Graphs vs. Large Language Models: Competitors or Partners in Supporting Virtual Museums
[IEEE] 2026-6-25 | A Stackelberg Framework for Product Upgrade Strategies With Forward-Looking Consumers
[IEEE] 2026-6-25 | Filters With Gamma Kernel Impulse Response: Realization and Application in Auditory Systems
[IEEE] 2026-6-25 | Improving Energy Efficiency in Federated Learning Through the Optimization of Communication Resources Scheduling of Wireless IoT Networks
