[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[arXiv] 2026-08-05 | Engineering Nanodiamonds for Quantum Sensing: Material Constraints at the Nanoscale
[arXiv] 2026-08-05 | Not All Redundant Tokens Are Alike: Analyzing Visual Token Pruning through Token Roles
[arXiv] 2026-08-05 | Super-Gaussian: Interactive Scene Editing for 3D Gaussian Splatting and NLI-Based Volume Visualization in Virtual Reality
[arXiv] 2026-08-05 | EndoVLM: An Endoscopy Vision-Language Pre-training Model via Anatomy-Guided Sparsity and Progressive Alignment
[arXiv] 2026-08-05 | Relativistic Signatures of Dark Matter Equations of State in Static Spherically Symmetric Spacetimes
[arXiv] 2026-08-05 | Iterated Distinct Absolute Differences of Integer Compositions
[arXiv] 2026-08-05 | AdaptAgent: A Multi-agent, Domain-Guided Reasoning Framework for Code Adaptation
[arXiv] 2026-08-05 | Q-CueGraph: Query-Conditioned Visual Evidence Graphs for Multimodal Reasoning
[arXiv] 2026-08-05 | Magnetic Reconnection and Energy Extraction from a Rotating Black Hole in a Four-dimensional Einstein-Gauss-Bonnet Gravity
[arXiv] 2026-08-05 | Robustness Emerges Early in Training Dynamics, but Is Not Preserved
[arXiv] 2026-08-05 | Season: Spectrum-Aware Orthogonal Gradient Refinement for Transfer-Based Adversarial Attacks
[arXiv] 2026-08-05 | Thinking with Anchors: Grounded and Efficient Document Reasoning
[arXiv] 2026-08-05 | Optimal Rigidity and Classification Results for the $k$-Hessian Equation of Lane--Emden Type
[arXiv] 2026-08-05 | Generative Optimization for Incentivized Advertising with Global Level Constraints
[arXiv] 2026-08-05 | Zero-Instrumentation Dependency Discovery for Guided Microservice Migration Using eBPF
[arXiv] 2026-08-05 | Information locality of a quantum locally recoverable code
[arXiv] 2026-08-05 | Production of the top partner $T$ of the Bestest Little Higgs Model at the future muon collider
[arXiv] 2026-08-05 | On the Burgess bound and Pythagorean triples involving primitive roots
[arXiv] 2026-08-05 | Morse index, Leray-Schauder degree and local uniqueness for multi-peak concentrating solutions of a fractional Schrödinger equation
[arXiv] 2026-08-05 | Hamilton cycles of semisymmetric graphs of order $2p^3$
[arXiv] 2026-08-05 | FinReportBench: Measuring and Improving Institution-Grade Financial Report Generation
[arXiv] 2026-08-05 | FAST Ultra-Deep Survey: the baryonic Tully-Fisher relation in FUDS0 field
[arXiv] 2026-08-05 | EvtGraph: Event-Adaptive Compression for Sparse Temporal Graph Learning in Multimodal Time Series
[arXiv] 2026-08-05 | NeuMoSync: End-to-End Neuromodulatory Control for Plasticity and Adaptability in Continual Learning
[arXiv] 2026-08-05 | Life 2.0: A Scalable Distributed Space-Telescope Array for Biosignature Spectroscopy
[arXiv] 2026-08-05 | Bivariate Prior Specification for Bayesian Decision Making in Early Phase Clinical Trials
[arXiv] 2026-08-05 | ATLAS: Adaptive Topological Learning with Abstract Successors for Continual Learning
[arXiv] 2026-08-05 | Informational Content of Auction Prices
[arXiv] 2026-08-05 | An Analysis and Implementation of Seam Carving for Content-Aware Image Resizing
[arXiv] 2026-08-05 | HRRC on the Farm: Quantile Forecasting for Highly-Reliable Remote Control via LEO Networks
[arXiv] 2026-08-05 | Efficient Online Lexicographic Generalized Low-Rank Matrix Bandits
[arXiv] 2026-08-05 | A Linearly Convergent Projection-Free Algorithm for Smooth Convex Sets
[arXiv] 2026-08-05 | Trident : How to Break Deep Reinforcement Learning Cyber Defenses (Agentic)
[arXiv] 2026-08-05 | Adversarial Attacks for Good: A Survey of Proactive Protection across the Visual Content Lifecycle
[arXiv] 2026-08-05 | An immersive micro-manipulation system using real-time 3D imaging microscope and 3D operation interface for high-speed and accurate micro-manipulation
[arXiv] 2026-08-05 | Searching for Sound-Meaning Collisions: Graph-Based Affordance Retrieval and Multi-Evaluator Ranking for Pun Translation at CLEF 2026 JOKER Task 2
[arXiv] 2026-08-05 | CoCo-IR: Contextual Composed Image Retrieval
[arXiv] 2026-08-05 | Fast Quantum Interconnects via Neutral Atom Ensembles
[arXiv] 2026-08-05 | Toward Skill-Native LLMs: Skill Entropy for Benchmarking and Training Long-Horizon Reasoning
[arXiv] 2026-08-05 | DeepConnect: A Visual Analytics System for Bridging Interdisciplinary Research Collaborations
[arXiv] 2026-08-05 | Spoken Function Calling: A New Perspective on Spoken Language Understanding for Large Audio Language Models
[arXiv] 2026-08-05 | Area Minimization Among Group-Invariant Planar Convex Bodies of Constant Width
[arXiv] 2026-08-05 | Chained Recursive Language Models for Multi-Iteration Reasoning
[arXiv] 2026-08-05 | IRIS: A Visual Cortex-Inspired Framework for Analyzing Orientation Selectivity in Vision Transformers
[arXiv] 2026-08-05 | Cardinal Grid Slime Trail is PSPACE-Complete
[arXiv] 2026-08-05 | Robust and Efficient Motion Reasoning for Privacy-Aware Classroom Incident Recognition
[arXiv] 2026-08-05 | Building a Start-to-End Model of the CESR Injector Linac
[arXiv] 2026-08-05 | Spherically Polarized Alfvén Waves and the Gosling Boost
[arXiv] 2026-08-05 | Correlation decay in area-tilted line ensembles
[arXiv] 2026-08-05 | Deployment Feasibility Analysis of Post-Quantum Digital Signatures in Safety-Critical C-V2X Communication for Urban Mobility Scenario
[arXiv] 2026-08-05 | Learning When to Stop: Prefix-Optimal Dynamic Diffusion Policies for Continuous Control
[arXiv] 2026-08-05 | Mask-free fast patterning of organic light-emitting diode pixels using laser-assisted close-space sublimation
[arXiv] 2026-08-05 | Diatomic molecular anions of alkali-metal and alkaline-earth-metal atoms
[arXiv] 2026-08-05 | Direct Evidence for Robust Bulk Band Gap Across the Charge Density Wave Transition in TiSe2
[arXiv] 2026-08-05 | On the achromatic index of Johnson graphs $J(n,2)$
[arXiv] 2026-08-05 | Kerckhoffs-Compliant Watermarking for Physical Design IP Protection: From Placement to Routing
[arXiv] 2026-08-05 | Rethinking Reservoir Pruning: A Dynamical Perspective for Echo State Networks
[arXiv] 2026-08-05 | The maximum volume polytope with nine vertices inscribed in the sphere
[arXiv] 2026-08-05 | On the topology of fibers of complex polynomial maps
[arXiv] 2026-08-05 | MOTION, a liquid xenon time projection chamber platform for high voltage technologies in dark matter detectors
[arXiv] 2026-08-05 | Complementary Quantum Correlations Are Universal for Qubits
[arXiv] 2026-08-05 | Unveiling the Role of Friction in Coarse-Grained Clay: A Hybrid Framework Integrating Long-Range Interactions and Granular Contact Mechanics
[arXiv] 2026-08-05 | Dimension of polynomial growth harmonic functions on locally conformally flat manifolds with nonnegative Ricci curvature
[arXiv] 2026-08-05 | Shifted lower Bruhat intervals are EL-shellable
[arXiv] 2026-08-05 | Calabi-Yau Conjecture for Minimal Hypersurfaces in $\mathbb{R}^4$ with bounded geometry
[arXiv] 2026-08-05 | Cluster-Cluster model in $\mathbb{Z}^d$
[arXiv] 2026-08-05 | Parameter identification for predator-prey system with sparse data
[arXiv] 2026-08-05 | Strengthening Target-Language Features: SAE-Based Steering for Multilingual Inference
[arXiv] 2026-08-05 | Constraining Lorentz invariance violation from the depth of air-shower maximum
[arXiv] 2026-08-05 | A geometry-based deep equilibrium model for image restoration under multiplicative Gamma noise
[arXiv] 2026-08-05 | From populations to absolute binding affinities in molecular simulations: exact volumetric terms and practical estimators
[arXiv] 2026-08-05 | Drivers of Success: A Bayesian State-Space Model to Disentangling Latent Driver and Constructor Abilities in Formula One
[arXiv] 2026-08-05 | Adaptive Intrusion Detection System using Transformer-Based Neural Networks and Continual Learning Approach with Adversarial Investigation
[IEEE] 2026-8-5 | Time-Periodic Transmission Lines on Finite Intervals: A Hybrid Sturm–Liouville–Floquet Formulation
[IEEE] 2026-8-5 | Compressed-Space Instanced Sampling for High-Resolution and Real-Time Light Field Display_supp1-3719147.mp4
[IEEE] 2026-8-5 | Design, Modeling, and Control of a Bio-Inspired Passive-Extensible McKibben Muscle System With Self-Sensing and Self-Locking_supp2-3714270.mp4
[IEEE] 2026-8-5 | MSPE-DeiT: A Vision Transformer based Multimodal Framework for Skin Cancer Diagnosis_supp1-3719871.docx
[IEEE] 2026-8-5 | Quantum Machine Learning: Foundational Principles to Practical Applications
[IEEE] 2026-8-5 | Laser Structured Optical Interposer for Ultra-dense Surface Coupling of Multicore Fibers to Silicon Photonic Chip
[IEEE] 2026-8-5 | 6G Space-Air-Sea Integrated Networks: QoS-Aware Design and Optimization
[IEEE] 2026-8-5 | Lossy Compression, Realism, and Coordination
[IEEE] 2026-8-5 | General Analytical Model for Electromagnetic Performance Prediction of IPM Motors Considering Non-Uniform Saturation and Saturation Overflow
[IEEE] 2026-8-5 | Design and Fabrication of a WLP-Packaged Ultrawideband BAW Filter Based on Al
                    <sub>0.7</sub>
                    Sc
                    <sub>0.3</sub>
                    N Film With Cap-Wafer IPD Matching Inductors
[IEEE] 2026-8-5 | Manifold-Aligned In-Context Learning: Hybrid Retrieval-Augmented Tabular Foundation Models for Ambient Intelligence
[IEEE] 2026-8-5 | PRISMA: Data-Distribution-Aware Approach to Machine Unlearning
[IEEE] 2026-8-5 | The Potential of Spatially Detecting SPIONs Using Multiple Sensor Coils
[IEEE] 2026-8-5 | Poster: Experimental Setup for Comfort Evaluation in Automated Vehicles: Design and Implementation Framework
[IEEE] 2026-8-5 | Integrated Measurement of Sound Insulation and Absorption in Sustainable Materials
[IEEE] 2026-8-5 | Decentralized Hybrid Logit–Evolutionary Game for Handover in Multi-RAT Vehicular Network
[IEEE] 2026-8-5 | AdaptCMVC++: Robust and Flexible Adaptation to Incremental Views in Continual Multi-view Clustering_supp1-3713048.pdf
[ACM] 2026-8-5 | PipelineEDU: Creating Synthetic Data for Educational Research and Applications
[IEEE] 2026-8-5 | A Self-Powered Embedded Condition Monitoring System for Smart Bearings
[IEEE] 2026-8-5 | Intelligent Circuit Identification Framework for Automated Simulation of Power Equipment with Winding Structure: From Circuit Diagram to FRA
[IEEE] 2026-8-5 | Low-complexity Design for Beam Coverage in Near-field and Far-field: A Fourier Transform Approach
[IEEE] 2026-8-5 | Neuromorphic Photonic Processors Using Microring Resonators: Elements, Performance, Limits, and Applications_supp1-3720248.pdf
[IEEE] 2026-8-5 | Centrally Aligned Pulse Based One Cycle Control for Fast Response of PWM Voltage Source Inverters
[IEEE] 2026-8-5 | Inverse Modeling and Design Optimization of a Broadband THz Metamaterial Absorber
[IEEE] 2026-8-5 | Toward Intelligent Automated Driving Functionalities for Multipurpose Vehicles in UNICAR
                    <i>agil</i>
[IEEE] 2026-8-5 | Density Matters: The Effect of SPION Sedimentation on Molecular Communication
[IEEE] 2026-8-5 | Equivalent Circuit Analysis of Double Mode Surface Acoustic Wave Filters with Series- or Parallel-Connected One-Port Resonator
[IEEE] 2026-8-5 | Statistical Analysis of Equipment Failures in Railway Signalling Systems Using the Wilcoxon Signed-Rank Test
[IEEE] 2026-8-5 | Robust Discrete-Time LQG Control of a MIMO System
[IEEE] 2026-8-5 | Copyright Page
[IEEE] 2026-8-5 | Committees
[IEEE] 2026-8-5 | Table of Contents
[IEEE] 2026-8-5 | Tool wear characterization using a custom multi-frequency eddy current probe_supp1-3718589.pdf
[IEEE] 2026-8-5 | Lightweight Proprioceptive Contact Detection for Wheeled-Quadruped Robots Under Non-Periodic Gaits
[IEEE] 2026-8-5 | VarTip: Skin-Inspired Multimodal Variable Friction Sensor for Robotics
[IEEE] 2026-8-5 | HardFlow: Hard-Constrained Sampling for Flow-Matching Models Via Trajectory Optimization_supp1-3708824.pdf
[IEEE] 2026-8-5 | An 88–125-GHz Mixer-First Receiver With 8.2–10.2-dB NF, −12-dBm Peak-Gain IP1dB, and Gain-Compensated Linearity in 22-nm FD-SOI
[IEEE] 2026-8-5 | Compressed-Space Instanced Sampling for High-Resolution and Real-Time Light Field Display_supp2-3719147.mp4
[IEEE] 2026-8-5 | Safety-Critical Herding Guidance of Autonomous Surface Vehicles Against Swarm Attackers for Domain Protection via Consolidated Control Barrier Functions_supp1-3714929.mp4
[IEEE] 2026-8-5 | Machine Learning-Augmented 3D-Variational Data Assimilation for Wintertime Diurnal Variability of Surface Ozone over China_supp1-3720234.docx
[IEEE] 2026-8-5 | A Non-invasive Bond Wire Aging Monitoring Method Based on Combined Magnetic Flux Density
[IEEE] 2026-8-5 | In-Browser Split Inference for Autoregressive Large Language Models with Activation Quantization
[IEEE] 2026-8-5 | Cross-Spatial Perception for Deformation-Resistant UAV Tracking
[IEEE] 2026-8-5 | A Penalty Function Based Track-Before-Detect Method for Formation Targets
[IEEE] 2026-8-5 | Experimental Analysis of Performance and Consumption of NB-IoT Device Under Different Radio Conditions
[IEEE] 2026-8-5 | Experimental and Numerical Analysis of Transient Phenomena in a Hybrid Lead-Acid Battery-Supercapacitor System
[IEEE] 2026-8-5 | Agentic Llm-Driven Human-Robot Interaction
[IEEE] 2026-8-5 | Region Coherence-Aware Edge-Prioritized Attention based Dual-Branch Graph Convolutional Fusion Network for Hyperspectral Image Classification
[IEEE] 2026-8-5 | LFC-SATP-SGG: Latent Feature Completion and State-Aware Text Prompting with Semantic-Guided Gating for Incomplete Multi-Modality Brain Tumor Segmentation
[IEEE] 2026-8-5 | Mangrove Canopy Decline in the Reentrâncias Maranhenses: Spatial Pattern Detection Under Infrastructure and Fishing Pressures Using Sentinel-2: a Data Science application.
[IEEE] 2026-8-5 | Adaptive Stego Content Sterilization in Social Media Through Explainable Multiagent Learning
[IEEE] 2026-8-5 | Mobility-Assisted Decentralized Federated Learning: Convergence Analysis and A Data-Driven Approach
[IEEE] 2026-8-5 | Two-Stage Evolution for Large-Scale Binary Optimization: Feature-to-Score Transformation and Guided Refinement
[IEEE] 2026-8-5 | Encoding-Decoding-Based Model-Free Adaptive Control of Nonlinear Multi-Agent Systems Under False Data Injection Attacks
[IEEE] 2026-8-5 | Fabric-Aware and Physics-Informed Generative AI for Simulation-Ready Garments in Digital Fashion_supp1-3720444.docx
[IEEE] 2026-8-5 | Coalition-based Knowledge Graph Learning for Actual Controller Disclosure
[IEEE] 2026-8-5 | Crystalline InGaO TFT Rectifier With Conversion Efficiency Higher Than 90% for RFID Application
[IEEE] 2026-8-5 | 2026 IEEE Vehicular Networking Conference (VNC)
[IEEE] 2026-8-5 | Design of Class-A RF Amplifier with Free CAD/EDA Tools
[IEEE] 2026-8-5 | Outage Evaluation of DPSK MIMO Free Space Optical System Over Gamma-Gamma Turbulence Channels
[IEEE] 2026-8-5 | Methods for Increasing Distance Between Transmitter and Receiver in Inductive Wireless Power Transfer Systems
[IEEE] 2026-8-5 | Comparison of Data Augmentation Methods for Honeycomb Cell Classification using AlexNet
[IEEE] 2026-8-5 | IEEE Antennas and Wireless Propagation Letters Publication Information
[IEEE] 2026-8-5 | Engineering Education
[IEEE] 2026-8-5 | Low-Fidelity-Guided High-Fidelity Bayesian Optimization for High-Speed Link Signal Integrity
[IEEE] 2026-8-5 | A High-Performance Neural Rendering Accelerator With Dual-Lane Micro-MLPs and Hierarchical Latency-Hiding Scheduling_supp2-3708722.mp4
[IEEE] 2026-8-5 | Backstepping Control for Constrained CAVs With Adaptive Event-Triggered Communication
[IEEE] 2026-8-5 | IEEE Journal of Biomedical and Health Informatics Publication Information
[IEEE] 2026-8-5 | Immittance-Based Stability Criterion for Two-Voltage-Level DC Systems Without RHP Pole Constraints
[IEEE] 2026-8-5 | Global Spatial-Spectral and Frequency-Domain Mamba for Hyperspectral Change Detection
