[2026-07-11 10:16:08] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[NO] 3/1000 | Systematic Comparison and Improvement of Pre-silicon Leakage Analysis Tools
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 4/1000 | Compiling Linear Algebra Workloads from C to Quantum Circuits via Multi Level Intermediate Representation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 5/1000 | Proceedings of the Genetic and Evolutionary Computation Conference
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 6/1000 | Reasoning for IR &amp; IR for Reasoning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 7/1000 | TM-Bench: Benchmarking Large Language Models on Low-Resource Traditional Mongolian
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 8/1000 | RegionSLM: Region-aware Question Answering on Document Screenshots
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 9/1000 | Retrieval-Augmented Contrastive Learning for Dynamic Graph Anomaly Detection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 10/1000 | Same Frequency Begets Shared Interests: Popular-Niche Wavelet Graph Learning for Multimodal Recommendation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 11/1000 | EasyRAG: A Beginner-Friendly and Interactive Framework for Retrieval-Augmented Generation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 12/1000 | ProEchoMem: Enhancing Long Video Understanding via Multi-Trace Probe-Echo Memory
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 13/1000 | Multimodal Large Language Models with Adaptive Preference Optimization for Sequential Recommendation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 14/1000 | SciCheck: Reasoning Distillation for Biomedical Claim Verification
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 15/1000 | Generation-Augmented Video Corpus Moment Retrieval
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 16/1000 | Uniboost: Global Coordination with Value Alignment for Fair and Efficient Traffic Allocation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 17/1000 | Surface-Form Neural Sparse Retrieval: Robust Fuzzy Matching for Industrial Music Search
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 18/1000 | Agentic Search in the Wild: Intents and Trajectory Dynamics from 14M+ Real Search Requests
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 19/1000 | When and How to Ask: Dynamic Preference Elicitation Strategies for Conversational Recommendation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 20/1000 | Too Many Questions: Deriving Concise and Effective Nugget Banks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 21/1000 | Search for Coverage: Learning Coverage-Aware Retrieval with Augmented Sub-Question Answerability
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 22/1000 | mKG-RAG: Leveraging Multimodal Knowledge Graphs in Retrieval-Augmented Generation for Knowledge-intensive VQA
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 23/1000 | UGenLah: A Human-in-the-loop Agentic Paradigm for Game Development
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 24/1000 | Human Digital Twins for Sharing and Accessing Tacit Knowledge in University Research Labs
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 25/1000 | Adjunct Proceedings of the 5th Annual Symposium on Human-Computer Interaction for Work
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 26/1000 | 2026 IEEE European Test Symposium (ETS)
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 27/1000 | Network Reliability Assessment for Manufacturing Systems with Binning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 28/1000 | How Testing must change in the age of AI processors, Silent Data Corruption Failures and 100s of Chiplets
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 29/1000 | Modified End Bonding of Cross-Bonded Cables Terminated at Non-Uniform Minor Sections
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 30/1000 | TFBF: Temporal-Frequency Bidirectional Fusion for Action Quality Assessment
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 31/1000 | Multi-source Data Fusion-Driven High-Frequency Electric Vehicles Trajectory Reconstruction with Segment-Level Traffic Conditions
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 32/1000 | Using English-based NLP Tools for Domain-specific Text in Foreign Languages
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 33/1000 | Design and Experimental Evaluation of a Bidirectional Magnetic Soft Diaphragm Pump_supp3-3703007.mp4
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 34/1000 | Golden-Style Graph Alignment for Cross-Dataset EEG Emotion Recognition
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 35/1000 | Phase-Modulated Dual-Frequency Fiber Lasers: A Power Scalable and Temporally Stable Architecture for High-Power Systems With Enhanced Nonlinearity Suppression
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 36/1000 | Enhancing Power Distribution System Resilience through Insurance Mechanisms: An Insurer Optimization Approach with V2G Aggregator Participation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 37/1000 | Optimizing Nursing Care Taxi Dispatch Leveraging Integer Linear Programming Solvers and Machine Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 38/1000 | Radar Micro-Doppler Rotor Feature Extraction Based on Hybrid Cost Function and Dwell Penalty Mechanism
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 39/1000 | Short-Packet Covert Communication in Underlay Cognitive Radio Networks With Multiple Wardens
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 40/1000 | Monitoring of Upper-Limb Functional Movements After Stroke: Optimizing Threshold-Based Detection with Inertial Measurement Units
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 41/1000 | Integrated Sensing and Communication in 6G: A Comprehensive Survey of Use Cases, Enabling Technologies, Standardization Roadmap, and Monetization Frameworks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 42/1000 | A Comparative Study of Model Selection Criteria for Symbolic Regression
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 43/1000 | Planning Relay Networks That Avoid Enemy Line-of-Sight and Maximize Angles Between Links and Enemies
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 44/1000 | Detection of Cercospora Leaf Spot in Okra Using Deep Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 45/1000 | ShallowNet: A Lightweight Neural Network Approach for Efficient Flow-Level DDoS Detection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 46/1000 | Characterisation of Emissions and Impedances up to 150 kHz of Power Electronics-Based DC Loads for Low-Voltage DC Grids
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 47/1000 | Automated Selective Color-wise Colony Counting on Spread Plates using Deep Learning and Human-in-the-loop Integration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 48/1000 | Noise Source Localization with Sparse Magnitude-Only Magnetic Field Measurements Using KNN Algorithm
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 49/1000 | Influence of Geometric Parameters on MRI Gradient-Field Heating: A Simulation Study on Size and Shape Effects
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 50/1000 | SIVF: GPU-Resident IVF Index for Streaming Vector Analytics
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 51/1000 | POLAR-PIC: A Holistic Framework for Matrixized PIC with Co-Designed Compute, Layout, and Communication
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 52/1000 | Adaptive Strategic Intelligence Enabled by Machine Learning in Dynamic Markets
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 53/1000 | Operator-User Cost Trade-offs in Sweden’s Future EV Charging System
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 54/1000 | Comparative study of quantum-based parallel and coordinated distributed temporal aggregation for capacity expansion planning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 55/1000 | A Hybrid LSTM-Based Model for Stock Price Prediction Using Sentiment Analysis and Volatility Features
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 56/1000 | Machine Learning Based Integrated Solution for Smart Pepper Farming in Sri Lanka
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 57/1000 | Feature Extraction and Classification Algorithm for Identification of Ball Fault of Bearing in Induction Motor
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 58/1000 | Design of GaN HEMT ANPC Power Module with Low Parasitic Inductances
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 59/1000 | Experimental Measurement of Magnetic Flux Exposure on Dielectric Material Structure
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 60/1000 | Simple Equational Modeling and Swarm Intelligence Based 3D Path Planning Over Large-Scale Complex Mountain Terrain with Irregular Topology
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 61/1000 | Fault Model-Driven Formal Verification of Cryptographic Hardware Against Fault Attacks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 62/1000 | Investing in Batteries or Choosing Tolling? Storage Strategies for Risk-Aware PPA Portfolios in Renewable Energy Communities
