[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[IEEE] 2025-11-24 | Research on Feeding Rate Measurement Method for Combine Harvester Based on Multimodal Information Fusion
[IEEE] 2025-11-24 | Trajectory Planning for Autonomous Driving in Transportation Systems Based on Deep Reinforcement Learning and Spatio-Temporal Voxels
[IEEE] 2025-11-24 | Small and Fast LLMs on Commodity Hardware: Post-Training Quantization in llama. cpp
[IEEE] 2025-11-24 | Traffic Volume Analysis and Reduction Strategies in Urban Environments
[IEEE] 2025-11-24 | Deriving Trajectory Tracking Requirements for a Small Size League Robot
[IEEE] 2025-11-24 | Hydrogen as an Alternative to Storage Energy in a Microgrid
[IEEE] 2025-11-24 | Physics-Guided and Explainable Anomaly Detection for IEC 61850 Sampled Values
[IEEE] 2025-11-24 | Data-Driven Agriculture: A Unified ML and DL Framework for Smart Crop Yield Forecasting
[IEEE] 2025-11-24 | Optimizing VLSI-Based Quantum Computing Performance in Digital Image Processing Using Modular Energy-Efficient Posit Multipliers for Enhanced Computational Precision and Reduced Power Consumption
[IEEE] 2025-11-24 | NeuroFusion: Embedded Model for Stress Detection Using EEG Signals
[IEEE] 2025-11-24 | Energy, Exergy, Economic, and Environmental Analysis of a Photovoltaic-Powered Forced Convection Greenhouse Solar Dryer for Coffee Processing
[IEEE] 2025-11-24 | Application of Artificial Neural Networks in Mid-Term Power Demand Forecasting: A Case Study in CNEL El ORO-Ecuador
[IEEE] 2025-11-24 | Evaluating Software Quality: Application of ISO/IEC 25000 in Public and Private Sectors
[IEEE] 2025-11-24 | Innovating Fiscal Oversight Designing and Developing a Service Integration Model
[IEEE] 2025-11-24 | A Study on User Approval Criteria and User Interfaces for Dependability of AI-based Code Generation Tools
[IEEE] 2025-11-24 | Smart IoT Enabled RealTime Traffic Monitoring and Management System
[IEEE] 2025-11-24 | Industry 4.0 Empowered by Interoperability: Vertical Integration of Electrical and Fire Safety Systems Using IEC Standards in a SCADA Environment
[IEEE] 2025-11-24 | Speech Emotion Recognition: A Hybrid CNN-BiLSTM Approach with Wav2Vec2
[IEEE] 2025-11-24 | Ai Based Bitcoin Price Prediction Using Machine Learning
[IEEE] 2025-11-24 | MBIE: Motion-Blurred Image Enhancement for Mobile Robots
[IEEE] 2025-11-24 | Reduction of Lean Waste in a Retail Pharmaceutical Warehouse Using ABC and 5S Tools
[IEEE] 2025-11-24 | Corrections to “Stable HIPPO-Based Circuit Macro-Modeling”
[IEEE] 2025-11-24 | A Machine Learning Method for Marketing Prediction of Consumer Behaviour
[IEEE] 2025-11-24 | Optimization of Code Efficiency with the Utilization of Artificial Intelligence
[ACM] 2025-11-24 | It’s Hip To Be Square: A Tangible User Interface for Quadrilateral Learning
[ACM] 2025-11-24 | Constraint Satisfaction Problems: better apprehending them through Tangible Interaction, a Systematic Literature Review
[IEEE] 2025-11-24 | Nonmonotonic Instability of
                    <i>V</i>
                    <sub>TH</sub>
                    and
                    <i>R</i>
                    <sub>ds,on</sub>
                    in 650V Schottky-Type p-GaN Gate HEMTs Under Short-Circuit: The Effect of Electric Field and Thermal Dynamics
[IEEE] 2025-11-24 | A Robust DRAM/MRAM In-Memory Computing Architecture with Analog MVM and Intrinsic Authentication for Edge AI
[IEEE] 2025-11-24 | Single Pixel Imaging Based on Enhanced Dual Generative Networks
[IEEE] 2025-11-24 | Threshold Voltage Degradation and Recovery Characteristics of SiC MOSFETs Under Repetitive Short-Circuit Stress
[IEEE] 2025-11-24 | ViResGF-Net: Gated Multi-Scale Hybrid Vision Transformer for Robust Fundus Image Multi-Label Classification
[IEEE] 2025-11-24 | Edge-Guided Multi-Scale Frequency Attention Network for Gastrointestinal Cancer Image Segmentation
[IEEE] 2025-11-24 | MTFuseSyn: A Multi-Task Fusion Framework for Drug Synergy Prediction Integrating Cell Line Multi-Omics Data
[IEEE] 2025-11-24 | DHSNet: Dual Classification Head Self-training Network for Cross-scene Hyperspectral Image Classification
[IEEE] 2025-11-24 | MLCvis: A Design Study of a Visual Analysis Tool for Multi-Label Classifier Evaluation and Comparison_supp2-3635918.mp4
[IEEE] 2025-11-24 | Fault-Tolerant Aware Task Offloading Based on Reinforcement Learning in Mobile Edge Computing
[IEEE] 2025-11-24 | A 56-Gbaud 7.3-
                    <i>V</i>
                    <sub>ppd</sub>
                    Linear Modulator Transmitter With AMUX-Based Inherent FFE and Breakdown Voltage Tripler in 130-nm SiGe BiCMOS
[IEEE] 2025-11-24 | Ultra-Compact Dual-Polarized Millimeter-Wave Active Phased Array with Enhanced Isolation and Wide-Angle Scanning Based on 3D-Folded Radiator
[IEEE] 2025-11-24 | MTIF-GNN: A Multi-Modal Topology and Integrated Focused Network for ASD Diagnosis
[IEEE] 2025-11-24 | Optimization of Time Windowing Technique for Closed Loop Circuit Co-Simulation Using WR Method
[IEEE] 2025-11-24 | Bibliometric Analysis of Intelligent Monitoring of Bovine Welfare: Leveraging IoT for Sustainable Livestock Farming in Cauca, Colombia
[IEEE] 2025-11-24 | Effects of γ-Ray Irradiation on Bulk Defects and Interface States in β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Barrier Diodes
[IEEE] 2025-11-24 | Motif Simplification for BioFabric Network Visualizations: Improving Pattern Recognition and Interpretation_supp2-3634266.pdf
[IEEE] 2025-11-24 | 2025 Index IEEE Solid-State Circuits Magazine
[IEEE] 2025-11-24 | Title Page
[IEEE] 2025-11-24 | Financial Technologies (FinTech) Disrupting Traditional Banking
[IEEE] 2025-11-24 | Revolutionizing Schizophrenia Care for the Elderly: Blockchain-driven Predictive Models for Personalized Support
[IEEE] 2025-11-24 | Retrieval Augmented Generation Optimized Large Language Model based Legal Virtual Assistant for Legal Self-help
[IEEE] 2025-11-24 | Impact of Government Expenditure on Economic Growth in India: An Econometric Analysis
[IEEE] 2025-11-24 | Development Respiratory Auscultation Device Supported by Augmented Reality and Artificial Intelligence Aimed for Clinical Training
[IEEE] 2025-11-24 | Comparative Analysis of Mechanical Properties of Banana Peel-Based Biocomposites Through ASTM Standardized Mechanical Testing
[IEEE] 2025-11-24 | Enhancing Expressive Communication in Children with ASD Through a NAO Robot-Mediated PECS-Adapted System
[IEEE] 2025-11-24 | Blockchain Technology: Transforming Supply Chain Management
[IEEE] 2025-11-24 | XGBoost Based Day Ahead Solar Energy Generation Forecasting Using Trends and Periodicity Features in Historical and Weather Data
[IEEE] 2025-11-24 | Process Flow for Material Recovery and Sustainability Assessment About Recycling Ultra Thin Photovoltaic Panels
[IEEE] 2025-11-24 | Deep Dive into Marine Pollution Segmentation: Unveiling the Power of Deep Learning for Effective Trash Detection
[IEEE] 2025-11-24 | A Comparative Study of Non-Linear Modelling Capabilities of T-S Fuzzy Models and Back-Propagation Neural Networks
[IEEE] 2025-11-24 | QTree-RRT: Improving RRT Through Quadtree-Guided Sampling for Path Planning
[IEEE] 2025-11-24 | Beyond Gross Domestic Product: through Artificial Intelligence-A Holistic Economic Measurement Model with reference to the United Arab Emirates
[IEEE] 2025-11-24 | Ambient Advisory Models: Augmenting Runtime Models Into Distributed Reasoning Agents
[IEEE] 2025-11-24 | Enhancing Industrial Equipment Reliability through Predictive Maintenance: A Big Data and Machine Learning Approach
[IEEE] 2025-11-24 | A Comprehensive Simulation Platform for Image-Based Visual Servoing: Unity 3D and ROS 2 Integration with Performance Analysis
[IEEE] 2025-11-24 | Effective Malware Classification with Minimum False Negatives Using Optimized Sequenced CNN and FNN Models
[IEEE] 2025-11-24 | Automatic Egg Chicken Classifier Applying Artificial Vision and Mechatronic Design
[IEEE] 2025-11-24 | Synergies Between Nuclear Energy and Green Hydrogen: Potential for a Sustainable Energy Transition
[IEEE] 2025-11-24 | Fast Training on Dynamic Heterogeneous Information Network for Fake News Detection
[IEEE] 2025-11-24 | Cross Polarization in Asymmetric Sixteenth-Mode SIW Antennas: Source Identification and Reduction
[IEEE] 2025-11-24 | Design of 3D Steerable Frequency-Invariant Beamformers With Concentric Circular Superarrays
[IEEE] 2025-11-24 | A remote optical fiber dosimeter for environmental radiation based on GAGG:Ce radioluminescence
[IEEE] 2025-11-24 | Toward Pareto Optimal Voltage Distribution in Power Efficient Low-Noise Amplifiers
[IEEE] 2025-11-24 | Program Committe
[IEEE] 2025-11-24 | Title Page
[IEEE] 2025-11-24 | IEEE Transactions on Power Delivery Information for Authors
[IEEE] 2025-11-24 | Modulation Strategy for Dual-Active-Bridge Converter with Mitigated Voltage Oscillation
[IEEE] 2025-11-24 | Shared-Exclusive Disentangled Representation Learning With Channel Attention for Incipient Fault Detection in Multimode Power Inverter Systems
[IEEE] 2025-11-24 | XAPT: eXplainable Anomaly-driven Prediction of Threat Stages in APT Campaigns
[IEEE] 2025-11-24 | VCHAR: A Variance-Driven Framework for Complex Human Activity Recognition with Vague Label
[IEEE] 2025-11-24 | ITER Central Solenoid Manufacturing and Assembly Progress
[IEEE] 2025-11-24 | Large-Scale IoT Sensor Network Planning Based on Empirical NB-IoT and LTE CAT-M Measurements for Underground Water System
[IEEE] 2025-11-24 | ·Embedding Porous Structure Electrodes into T-Shirt for ECG Monitoring: Combining Low Impedance and High SNR for Optimized Comfortability and Performance
[IEEE] 2025-11-24 | Design and Optimization of Array Structured Active Layer Geometry for Enhanced Sensitivity in Flexible Piezoresistive Pressure Sensor
[IEEE] 2025-11-24 | Feynman Meets Turing: Computability Aspects of Exact Circuit Synthesis, Gate Efficiency, and the Spectral Gap Conjecture
[IEEE] 2025-11-24 | Identification and Prediction of Multiple Intelligence Patterns among University Students using Machine Learning for Personalized Learning and Instruction_supp4-3635866.docx
[IEEE] 2025-11-24 | RSG-SLAM: A Robust, Enhanced Semantic and Geometric Visual SLAM for Dynamic Environments
[IEEE] 2025-11-24 | True-Amplitude Gaussian-Beam Migration: An Extension of the Application to Viscoacoustic Media and to the Common-Offset Domain
[IEEE] 2025-11-24 | To Disclose or Not? Disclosure of Manufacturer Identity in Store Brand Supply Chains with Brand Spillover Effect and Online Reviews_supp1-3635663.pdf
[IEEE] 2025-11-24 | A Graph Attention Network-based Spatial Decomposition Method for Drug Repositioning
[IEEE] 2025-11-24 | A Design Space for Multiscale Visualization
[IEEE] 2025-11-24 | FedCLD: A Federated Contrastive Learning Approach for Detecting Stealthy Attacks on Smart Grid with Unlabeled Data
[IEEE] 2025-11-24 | Application of the Internet of Things (IoT) to Increase the Perfect Order Fulfillment Index in an Air Cargo Company Through the Integration of SCOR, TPM, and SLP Approaches
[IEEE] 2025-11-24 | From Trust to Code: A Comparative Performance Analysis of Ethereum and Polygon for Decentralized University Research Funding
[IEEE] 2025-11-24 | Evaluating Defensive Influence in Multi-Agent Systems Using Graph Attention Networks
[IEEE] 2025-11-24 | Proposal to Improve Service Level in HDPE Barge Deliveries Using TSM-IoT, DDMRP, and Digital Twins
[IEEE] 2025-11-24 | Performance Improvement Model Based on TPM-IoT, SMED and Process Standardization in a Metalworking Line
[IEEE] 2025-11-24 | Emerging IOT Cybersecurity Threats in Machine Learning
[IEEE] 2025-11-24 | Investigating Relationships Among Fintech Drivers Using PCA-DEMATEL Approach
[IEEE] 2025-11-24 | A Systematic Review on Solar Trees: Design Efficiency and Sectoral Applications
[IEEE] 2025-11-24 | Effects of Model Merge on Developers' Brain Dynamics: An EEG Microstate Analysis
[IEEE] 2025-11-24 | Reasoning with Knowledge Graphs for Trustworthy Course Recommendation
[IEEE] 2025-11-24 | Estimating the Effectiveness of Test-Driven Development to Reduce Bugs
[IEEE] 2025-11-24 | Development of a Low-Cost Phantom for Quality Control of B and Doppler Modes in Ultrasound Systems Installed in Peruvian Health Centers
[IEEE] 2025-11-24 | Lean Waste Prioritization in Integration with Sustainability and Circular Manufacturing
[IEEE] 2025-11-24 | Exploring the Development of Microgrids Using Residential Rooftop Photovoltaic Systems as an Alternative to the Existing Grid in Puerto Rico
[IEEE] 2025-11-24 | Evaluating Interpretability Using Logical Relations: Do Saliency Maps Encode Relevant Information?
[IEEE] 2025-11-24 | A security framework: Sensitive data from wearable devices in Health Care
[IEEE] 2025-11-24 | Cloud-Based Digital Twins in Real-time Manufacturing Process Optimization
[IEEE] 2025-11-24 | Sustainable Industry 5.0 and Digital Transformation: Analytical Insights on Challenges, AI-Driven Strategies, Frameworks, and Future Directions
[IEEE] 2025-11-24 | Modeling and Simulation of Mechanical Failures in Three-Phase Induction Motors Using Support Vector Machines
[IEEE] 2025-11-24 | Machine Learning Approaches for the classification of infected Soyabean Leaves
[IEEE] 2025-11-24 | Hybrid Model for Alzheimer Disease Prediction from Electronic Health Records of patients
[IEEE] 2025-11-24 | Segmentation and Classification Techniques: A Comparative Analysis Based on Performance Properties
[IEEE] 2025-11-24 | Long Short Term Memory Model based Graph Convolution Network towards Deep Scale Fusion in Multimodal Emotion Recognition
[ACM] 2025-11-24 | Computer Assisted Diagnosis: does it make sense for Lungs Tumor Detection? A Qualitative study with Pulmonologists.
[IEEE] 2025-11-24 | Consolidation of the Superconducting Circuits Energy Extraction Systems at the Large Hadron Collider
[IEEE] 2025-11-24 | Surgical Workflow Prediction Via Visual Information in Laparoscopic and Robot-Assisted Surgery
[IEEE] 2025-11-24 | Desing and Development of a Mixed Si-GaN Open-End Winding Inverter for Electric Vehicles
[IEEE] 2025-11-24 | Front Cover
[IEEE] 2025-11-24 | Differentially-Fed Dual-Polarized Microwave and Millimeter-wave Shared-Aperture Antennas with Single-layer Substrate
[IEEE] 2025-11-24 | A Radical Heavy-Ball Method for Gradient Acceleration in Communication-Efficient Mobile Federated Learning
[ACM] 2025-11-24 | The Process
[IEEE] 2025-11-24 | A Simple and Cost-Effective Method for Condition Monitoring of Inverter DC-Link Film Capacitors based on Capacitance Variation
[IEEE] 2025-11-24 | Indoor Channel Characterization and Performance Analysis for RIS-assisted Communication Systems with Multi-Codebook
[IEEE] 2025-11-24 | Design of High-Selectivity Bandpass Filter Using 3-D Coupling and 2-D Lump Resonators Based on TGV Technology for RF Front-End Application
[IEEE] 2025-11-24 | Author Index
[IEEE] 2025-11-24 | IEID 2025 Copyright Page
[IEEE] 2025-11-24 | DengueAI Comparative Time-Series and Deep-Learning Modeling for Early Prediction of Dengue Outbreaks in Rural Peru Using Open Data
[IEEE] 2025-11-24 | MCeT: Behavioral Model Correctness Evaluation using Large Language Models
[IEEE] 2025-11-24 | Advancements in Hand Gesture Technology for Enhancing Accessibility in Disability Assistance
[IEEE] 2025-11-24 | Nanoexplosives Devices Based in Porous Silicon Technology Impregnated with Sodium Perchlorate
[IEEE] 2025-11-24 | From Engineering Diagrams to Graphs: Digitizing P&amp;IDs with Transformers
[IEEE] 2025-11-24 | Longitudinal Analysis of ICT Integration and Digital Transformation in the Shipbuilding Sector of Cartagena De Indias
