[2025-12-04 09:14:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-03
正在获取论文...
[arXiv] 2025-12-03 | SkillFactory: Self-Distillation For Learning Cognitive Behaviors
[IEEE] 2025-12-3 | Herbal Finder: A Deep Learning-Based Mobile Application for Providing Identification and Usage of Herbal Leaves
[IEEE] 2025-12-3 | Enhancing Cryptocurrency Market Forecasting Through Advanced AI-Driven Predictive Analytics
[IEEE] 2025-12-3 | Towards Optimal Oyster Mushroom Growth under Multiparametric Internet-of-Things Automation
[IEEE] 2025-12-3 | Analyzing Trends in Civil Rights Cases Using NLP Techniques
[ACM] 2025-12-4 | Multi-dimensional Path Design and Simulation of Digital Economy Enterprise Innovation Based on Deep Learning Algorithm
[IEEE] 2025-12-3 | Functional and Structural Neural Plasticity Following sEMG Control of a Virtual Prosthetic Hand in an Individual with Bilateral Upper-Limb Congenital Amputation
[IEEE] 2025-12-3 | Battery-Friendly Model Predictive Control for Direct-Drive Wave Energy Converters with Hybrid Energy Storage System
[IEEE] 2025-12-3 | Comparison of Optimal Control Mitigation Techniques for $E_{3}$ HEMP Insults Utilizing the Transformer Neutral Path
[IEEE] 2025-12-3 | Designing a Self-Powered Hydrogel-Based Wearable EMG Device
[IEEE] 2025-12-3 | Identification of Spatio-Temporal Features in Volumetric Task-Based fMRI Data Using 3D Variational Autoencoder
[IEEE] 2025-12-3 | FLASH-D: FlashAttention with Hidden Softmax Division
[ACM] 2025-12-4 | Research on Intermodal Route Selection for Finished Vehicle Logistics in C Logistics Enterprises under Low-Carbon Transportation
[IEEE] 2025-12-3 | Thermal System Identification of Electric Machine Stators using ARX Methods
[ACM] 2025-12-4 | Accounting-Instruction Tuning: Explainable and Regulation-Compliant Risk Detection in Financial Reports
[ACM] 2025-12-4 | Design and Application of Intermediate Observer Based on Systematic Mathematical Model
[IEEE] 2025-12-3 | CogniFuse and Multimodal Deformers: A Unified Approach for Benchmarking and Modeling Biosignal Fusion
[IEEE] 2025-12-3 | On-orbit Maintenance Mode for Manned Spacecraft
[IEEE] 2025-12-3 | Feasibility of Speckle Contrast Optical Spectroscopy for Quantifying Active Muscle Blood Flow *
[IEEE] 2025-12-3 | Performance Analysis of HAN, HLSTM, and BERT in Classifying Accreditation Documents
[IEEE] 2025-12-3 | Review and Comparison of Common Mode Voltage Mitigation in Four-Leg Inverters
[IEEE] 2025-12-3 | Physiologically interpretable DNN using blink-related brain activity solely from an EEG device in mental fatigue recognition
[IEEE] 2025-12-3 | Performance, Portability, and Productivity of HIP on GPUs with NAS Parallel Benchmarks
[IEEE] 2025-12-3 | Data-Driven Voltage Regulation of Distribution Grid Using Nonlinear Autoregressive Model with Exogenous Inputs (NARX)
[IEEE] 2025-12-3 | Breaking the Game: A Low-Cost System for 3D Human and Ball Pose Estimation in Basketball
[IEEE] 2025-12-3 | Respiratory Inhaler Sound Event Classification Using Self-Supervised Learning
[IEEE] 2025-12-3 | Fault-Tolerant Control Based on Model Reference Adaptive Control for Automotive Electric Machines
[IEEE] 2025-12-3 | Blockchain for Enhanced Data Privacy in Healthcare
[IEEE] 2025-12-3 | Guest Editorial: Special Cluster on Electromagnetic Scattering Technologies for Smart Environments and Internet of Things (IoT)
[IEEE] 2025-12-3 | Cost-Effective Power Conversion for Wave Energy Harvesting Using Doubly-Fed Induction Generator
[IEEE] 2025-12-3 | Erratum to “A 7-bit 1.15-GS/s 2.6-bit/Cycle Asynchronous SAR ADC Using Comparator Decision Skip Technique With Background Offset Calibration”
[ACM] 2025-12-3 | MARCO: A Cooperative Knowledge Transfer Framework for Personalized Cross-domain Recommendations
[ACM] 2025-12-3 | Letter from Chairs
[ACM] 2025-12-3 | Poster: Beacon: Interpretable Land-Use Classification for Edge AIoT via Information Lattice Learning
[IEEE] 2025-12-3 | Copyright Page
[IEEE] 2025-12-3 | Region-of-Interest-Guided Deep Joint Source-Channel Coding for Image Transmission
[IEEE] 2025-12-3 | Joint Domain Adaptation via Cluster Centers and Thermal Imaging for Detecting Leakages in Different Pneumatic Components_supp3-3635345.docx
[IEEE] 2025-12-3 | Mega Satellite Constellation Design under the Impact of Single Event Upsets
[IEEE] 2025-12-3 | AC2Next: A novel model that can predict the next animation API by fusing the animation API context and the UI animation task
[IEEE] 2025-12-3 | IEEE Journal of Solid-State Circuits Publication Information
[IEEE] 2025-12-3 | Towards Faithful Scene-Adaptive Knowledge for Semantic Segmentation of Remote Sensing Images_supp1-3637855.pdf
[IEEE] 2025-12-3 | Critical resource factors for cyber threat intelligence implementation in enterprises
[IEEE] 2025-12-3 | A Cost-Effective Data Sampling Strategy by Unifying Online Data with Offline Data_supp1-3639114.pdf
[IEEE] 2025-12-3 | Operational and Biomechanical Evaluation of a Wrist Exoskeleton Prototype for Assisting Meat-Cutting Tasks
[IEEE] 2025-12-3 | Exploring Cross-Modal Mutual Prompt Learning for Video Quality Assessment
[IEEE] 2025-12-3 | Towards Structure-aware Model for Multi-modal Knowledge Graph Completion
[IEEE] 2025-12-3 | Integrated Design of Mobile Battery-Swapping and Charging Services for Electric Vehicles
[IEEE] 2025-12-3 | Design and Analysis of In-Slot Sleeve Direct Oil Cooling Method for Reluctance Machines
[IEEE] 2025-12-3 | Blood Pressure Prediction During Blood Transfusion: A Population-Informed Multi-Modal Sequential Inference Approach
                    <sup>*</sup>
[IEEE] 2025-12-3 | Mixed time-/event-Triggered Quantization Strategy Design for Linear Systems
[IEEE] 2025-12-3 | DPCA-Based Doppler Radar Measurements from Space: Additional Error Sources and Single-Antenna Transmission
[IEEE] 2025-12-3 | Copyright
[IEEE] 2025-12-3 | 2025 16th Student Research Conference on Applied Computing (SRC)
[IEEE] 2025-12-3 | FNatPred: A Data-Driven Approach for Distinguishing Between NAT and Tumor on the Fungal Microbiome
[IEEE] 2025-12-3 | Keyword Index
[IEEE] 2025-12-3 | Hardware Design Optimization and Testing of an Interleaved DC-DC Converter with Asymmetric Phase-Leg Structure for Reversable Solid Oxide Fuel Cell Applications
[IEEE] 2025-12-3 | Analysis and Implementation of Transformer-Less High Voltage Gain Buck Converter
[IEEE] 2025-12-3 | Robust $H_{\infty}$ AC-Grid-Forming Electrolytic Capacitor-Free Fully Soft-Switched AC/DC On-Board Charger for Vehicle-to-Home Application
[IEEE] 2025-12-3 | Design and Development of a Transillumination-based Intraoral Imaging Probe for Dental Implant Localization
[IEEE] 2025-12-3 | Model-Free Physiological Denoising Using State-Space Reconstruction and Time Reversal
[IEEE] 2025-12-3 | Robotic Gripper Sensing with Optimized Grouped Electrode Angles for ECT Imaging
[IEEE] 2025-12-3 | A Breakerless Solid-State Protection Scheme for VSC-based DC Microgrids
[IEEE] 2025-12-3 | Preliminary Investigation of Clustering Analysis for Understanding Individual Sensory Contributions in Human Postural Control
[IEEE] 2025-12-3 | Systemic Analysis of Blood Pressure Waveform Features Using a Cardiovascular Simulator: Implications for Non-invasive Vascular Health Monitoring
[IEEE] 2025-12-3 | Fraud Detection by Machine Learning and Fuzzy Using Imbalance Credit Card Turkish Dataset
[IEEE] 2025-12-3 | Exploring the Effect of Gate Loop on Switching Behaviors of Paralleled Discrete SiC MOSFETs
[IEEE] 2025-12-3 | Imaging-Process-Informed Generative Strategy for Microwave Medical Image Processing
[IEEE] 2025-12-3 | Pulsating Power Processing and Voltage Balancing of Multi-Active Bridge (MAB) Converter for Single-Phase Grid-Connected EV Charging
[IEEE] 2025-12-3 | A Dwell-Time Approach for Global Optimal Fault-Tolerant Control Performance: an Aeronautic Case
[IEEE] 2025-12-3 | EDGeNet: Electroencephalography Denoising Efficient Network for Fast Artifact Removal
[IEEE] 2025-12-3 | Adaptive and Switching Internal Model Design: ROBUST ADAPTIVE FEEDFORWARD TECHNIQUES FOR STABLE SYSTEMS
[IEEE] 2025-12-3 | Pitfalls in Using Pallor of the Eye to Detect Anaemia with Digital Cameras
[IEEE] 2025-12-3 | Magnetic Concrete for Road-Embedded Wireless Power Transfer: A Review
[IEEE] 2025-12-3 | A Synchronous Gate Driver System for Series-Connected SiC MOSFETs for High-Voltage Pulsed Power Supplies Based on Magnetic Pulse Compression
[IEEE] 2025-12-3 | Mutation-Driven Ensemble Learning Framework for Glioma Subtype Classification
[IEEE] 2025-12-3 | Mixed Potential Theory-Based Large-Signal Stability Analysis Method for Multi-Port Dual DC Buses Power Router
[IEEE] 2025-12-3 | Discrete Control Barrier Function Design for Constrained Heat Pump Control Using Local Linear Models
[IEEE] 2025-12-3 | Nonlinear dynamics in pulse-modulated feedback drug dosing
                    <sup>*</sup>
[IEEE] 2025-12-3 | Fuzzy Modeling and Tracking Control of Fuel Consumption in Cargo Ships
[IEEE] 2025-12-3 | Design and Implementation of an Intelligent Negotiation System: Using Dispute Settlement as an Application Scenario
[IEEE] 2025-12-3 | Short Training Techniques to Enhance Usability of System-Assigned PINs
[IEEE] 2025-12-3 | Multi-Scale Convolutional Attention Enhanced Residual Network for Cuff-less Blood Pressure Prediction
[IEEE] 2025-12-3 | Optimization of a Permanent Magnet Shaft Generator System for Large Vessels
[IEEE] 2025-12-3 | Additive Manufactured Vapor-Chamber-Based Two Phase Modular Cold Plate for TO-247- Packaged Power Semiconductor
[IEEE] 2025-12-3 | Joint Brain Structure-Function Analysis with Correlation-Consistent Learning for Alzheimer's Disease Diagnosis
[IEEE] 2025-12-3 | NeuroMoE: A Transformer-Based Mixture-of-Experts Framework for Multi-Modal Neurological Disorder Classification
[IEEE] 2025-12-3 | Novel Rotor Surface Profile Control Method for Minimizing Position Error in VR Resolvers by Harmonic Injection
[IEEE] 2025-12-3 | Development of a Free-Viewpoint Bladder Observation System for Cystoscopy
[IEEE] 2025-12-3 | FS-UNet3+: A Coronary Vessel Segmentation Network Combining High and Low-Frequency Features
[IEEE] 2025-12-3 | Safety-Guaranteed Lung-Protective Mechanical Ventilation using Digital Twins and Reinforcement Learning
                    <sup>*</sup>
[IEEE] 2025-12-3 | Improving Omics-Based Classification: The Role of Feature Selection and Synthetic Data Generation
[IEEE] 2025-12-3 | Comparative Analysis of High-Power Transient Voltage Suppression Diodes
[IEEE] 2025-12-3 | A Neuromorphic-Inspired Pipeline for Real-Time Anomaly Detection in IoT Sensor Networks
[IEEE] 2025-12-3 | Towards the Correction of Covariate Shift in EEG-Based Passive Brain-Computer Interfaces for Out-of-Lab Applications
[IEEE] 2025-12-3 | A Timing-Driven Layout Method Based on Distributed Reinforcement Learning
[IEEE] 2025-12-3 | High-Density MEA Reveals Distinct Sharp-Wave Ripple Network Dynamics Across Induction Methods in the Hippocampus
[IEEE] 2025-12-3 | The Role of Information Technology in Enhancing Sales Revenues of Smartphone Companies
[IEEE] 2025-12-3 | The Fifth Main Dynamic Factor: Skin Temperature and Its Effects on EMG-Based Gesture Recognition
[IEEE] 2025-12-3 | Novel Dynamic Inverter Control Mechanism for Reliable Solar-PV Energy Access in Weak Rural Grids
[IEEE] 2025-12-3 | Development of a Bioimpedance Probe for Enhanced Tissue Identification in the Upper Aerodigestive Tract
[IEEE] 2025-12-3 | Performance Evaluation of Heat-Pipe-Based Thermal Management System for a 250 kW GaN-Based Integrated Modular Motor Drive
[IEEE] 2025-12-3 | Novel Compensation Topology for IPT System in V2G Applications Using Switched Controlled Capacitors
[IEEE] 2025-12-3 | Thermal and Structural Analysis of a Press-Pack Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Diode
[IEEE] 2025-12-3 | Joint Optimization of Truck-Drone Logistics Network and Distribution Plan in Alpine Region
[IEEE] 2025-12-3 | Dynamic Modeling of a Magnetic Video Capsule for Enhanced Navigation in the Gastrointestinal Tract
[IEEE] 2025-12-3 | GlauCUTU-WebXR: Virtual Reality Visual Field Perimetry System Embedded with Enhanced Humphrey Field Analyzer Prediction Models for Glaucoma Screening in Resource-limited Settings
[IEEE] 2025-12-3 | Channel Variability of Body-Resonance Human Body Communication
[IEEE] 2025-12-3 | Reduced-Order Modeling of PM Motors for PWM Loss Estimation in VSI, T-Type MVSI and CSI Drives
[IEEE] 2025-12-3 | SPINN: a Tool for Distributed Patch Inference on Massive Data Samples
[IEEE] 2025-12-3 | AI-Powered Food Marketing Techniques: from Personalized Suggestions to Predictive Analysis: Decision Making and Knowledge Sharing as Moderator Variables
[ACM] 2025-12-4 | A Multi-Factor-Based Feature Ranking Model for Financial Data Fluctuations
[IEEE] 2025-12-3 | Robust Actuator Fault Estimation of Quadrotor UAV Based on qLPV Observer
[IEEE] 2025-12-3 | Sex and Age-Related Changes in Lean Mass of C57BL/6 Mice: A New Method for Assessing Body Composition
[IEEE] 2025-12-3 | Evaluating Deep Human-in-the-Loop Optimization for Retinal Implants Using Sighted Participants
[IEEE] 2025-12-3 | An Automatic Neutral Section Power Supplier Based on Partial Capacity Converter with Continuous Railway Power Conditioner Function
[IEEE] 2025-12-3 | Unified Circulating Current Mitigation Strategy in Paralleled High-Power Adjustable Speed Drives
[IEEE] 2025-12-3 | Exploring the Effect of LED-to-Photodetector Spacing on Subcutaneous Photoplethysmography for Continuous Blood Pressure Measurement
[IEEE] 2025-12-3 | Fast Training of Physics-Informed Neural Networks Using Analytical Motor Models
[IEEE] 2025-12-3 | naviDCN: Navigator-Guided Multi-Modal Deep Clustering for Sepsis Phenotyping in Early ICU Admission
[IEEE] 2025-12-3 | Automated Detection of Shoulder Arthroplasty in X-rays Using Machine Learning
[IEEE] 2025-12-3 | Facial Verification For Senior Profiling using Haar Cascade Algorithm
[IEEE] 2025-12-3 | Study about deep Bifurcation learning model for separation of ultrasound echo signals and tissue acoustic properties
[IEEE] 2025-12-3 | Functional Connectivity in Human-Derived Neurospheroids
[IEEE] 2025-12-3 | Vulnerability Analysis of Intelligent Connected Vehicle Platoons Based on Topological Structure and Node Trust Values
[IEEE] 2025-12-3 | Investigating The Effect Of Systolic And Diastolic Arterial Pressures On Mean Pressure Through Partial Information Decomposition
[IEEE] 2025-12-3 | Enhancing the Objective Assessment of Friedreich Ataxia Severity: A Multiview IMU-Based Approach
[IEEE] 2025-12-3 | Transfer Learning in EEG-based Reinforcement Learning Brain Machine Interfaces via Q-learning Kernel Temporal Differences
[IEEE] 2025-12-3 | Optimizing Household Energy Management Using Fuzzy Logic for Enhanced Electricity Cost Reduction
[IEEE] 2025-12-3 | Medical Image Registration with Multi-Dilated Convolution and Quintuple Attention
[IEEE] 2025-12-3 | Performance Comparison of K-Nearest Neighbor and Naives Bayes Algorithm for Crop Yield Classification
[IEEE] 2025-12-3 | BreastHistoNet: A Efficient Breast Cancer Histopathological Image Classification Using Multiscale Features and Channel Recalibration
[IEEE] 2025-12-3 | Enhanced Fault Current Supply Capability of Grid-Forming Converters Using Variable DC-Link Six-Step Operation
[IEEE] 2025-12-3 | Machine Learning Diagnostic Model for Ischemic Heart Disease Based on Multi-Domain Magnetocardiography
[IEEE] 2025-12-3 | Design of a Two-Channel, Integrated, Planar Inductor with PCB Windings for Bidirectional Converters with Low Parasitic Winding Capacitance
[IEEE] 2025-12-3 | Mathematical Design and Monochrome Encoding of an Optimal Controlled Growth Chamber System for Pleurotus Ostreatus
