[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[IEEE] 2026-9-23 | Seismic Random Noise Attenuation Via Implicit Neural Representations with Multiple Structural Priors
[IEEE] 2026-9-23 | Pressure-Impulse-Based Diagnosis of Discharge Faults Using Time–Frequency Decoupled Generation and Difficulty-Aware Dynamic Convolution
[IEEE] 2026-9-23 | QXL - A Scalable Hardware Framework for Tabular Q-Learning Inference on RISC-V
[IEEE] 2026-9-23 | Fault Diagnosis Method for Rolling Bearings Based on Wavelet Packet Analysis and Adaboost.M2 Algorithm
[IEEE] 2026-9-23 | TJBe-GS:Rigid Trajectory-Guided Bézier Gaussian Splatting for RGB-D Dynamic Reconstruction
[IEEE] 2026-9-23 | Few-Shot Active Power Margin Assessment for Wind Farms based on a Physics-Data-Driven Approach
[IEEE] 2026-9-23 | Hierarchical Secure and Energy-Efficient Control of EV Platoons With Coupled Longitudinal-Lateral Dynamics Under DoS Attacks
[IEEE] 2026-9-23 | Dual-Role Trajectory AoI-based Incentive Mechanism for HD Map Crowdsourcing
[IEEE] 2026-9-23 | Safety Analysis of Orbit Jumping Technology in Satellite Flight Control Drills
[IEEE] 2026-9-23 | A Structural Characterization of Cyclotomic Cosets with Applications to Affine-Invariant Codes and BCH Codes
[IEEE] 2026-9-23 | Dual-Band Nonlocal Reconfigurable Intelligent Surfaces for Precise Full Half-Space Beam Shaping
[IEEE] 2026-9-23 | Miniaturized Filtering Power Dividers with Ultra-wide Stopband and High Isolation by Incorporating the Low-pass Topology
[IEEE] 2026-9-23 | Beyond-Visual-Range Situational Awareness for Intelligent Surface Vehicles: A Maritime IoT-Based Collaborative Framework
[IEEE] 2026-9-23 | Multi-Tethered Aerial Robot System for Precise Aerial Physical Collaborative Interaction
[IEEE] 2026-9-23 | A Robot-Action-Planning FPGA Accelerator With Flow-Predictive Inference and Adaptive Real-Time Chunking for Embodied AI
[IEEE] 2026-9-23 | Identifiability-Aware Virtual Force Sensing and Self-Calibration for Quadrotors
[IEEE] 2026-9-22 | A Compact UWB GaAs Power Amplifier MMIC for V- and W-Band Applications
[IEEE] 2026-9-23 | MFIE-Guided Latent Space Evolution for Predicting Surface Currents
[IEEE] 2026-9-23 | Accessibility-Aware Stochastic Optimization of Maintenance Scheduling and Vessel Logistics for Offshore Wind Farms
[IEEE] 2026-9-23 | Cardiovascular High Frame Rate Echo-Particle Tracking Velocimetry
[IEEE] 2026-9-23 | FHRF: A Physics-Inspired Neural Network for Wireless Channel Prediction
[IEEE] 2026-9-23 | Cost-Constrained Safety Factor and Tolerance Optimization for Thin-Walled Cylindrical Shells
[IEEE] 2026-9-23 | A Novel GBSM for Beyond Line-of-Sight Maritime Communication Systems
[IEEE] 2026-9-23 | TSMRNet: A Method for High-Resolution Soil Moisture Mapping with Limited Labels by Integrating Self-Supervised and Semi-Supervised Learning
[IEEE] 2026-9-23 | Retraction Notice: An Integrated Approach of Fire Identification utilizing Web of Things and Aerial Robots
[IEEE] 2026-9-23 | SiloBreaker: Breaking the Resource Silo in Hybrid Bonding via Architecture-Scheduling Co-Design
[ACM] 2026-9-23 | Therapy as an NLP Task: Comparing LLMs and Human Peers Behaviors in CBT Sessions
[ACM] 2026-9-23 | "I Can’t Respond to Everyone": An Empirical Investigation of Social Media Influencers’ Management of Controversies
[IEEE] 2026-9-23 | Refined fusion graph spectrum model (RFGSM): A graph-informed multivariate signal processing method for high-speed train bogie bearing fault diagnosis
[ACM] 2026-9-23 | Silence and Noise: Self-censorship and Opinion Expression on Social Media
[IEEE] 2026-9-23 | Geospatial Artificial Intelligence (GeoAI) Framework for Flood Susceptibility Mapping Using a Hybrid SVM–XGBoost Model
[IEEE] 2026-9-23 | A Third-Quadrant Transient Voltage Method for Hole Trapping and Threshold Voltage Shift Characteristics in SiC MOSFETs
[IEEE] 2026-9-23 | Bearing Fault Recognition Based on Signal Enhancement and an Improved Convolutional Neural Network
[IEEE] 2026-9-23 | Prior-Knowledge Guided Deep Learning Algorithm for Robust Array Diagnosis Under Array Errors
[ACM] 2026-9-23 | Stress through Story: Participatory design for Gamified College Wellness
[IEEE] 2026-9-23 | Heterogeneous 5G Multi-Path Fusion Secure Networking Technology for High-Reliability Power Grid Service Transmission
[ACM] 2026-9-23 | Is It There Yet? Designing a User Interface For Messenger Apps That Use Disruption-Tolerant Networking in Crises
[IEEE] 2026-9-23 | Cavity-Enhanced Multilevel Nonvolatile Photonic Memory with Phase-change Nanobeam Cavities for In-memory Computing_supp1-3736531.docx
[ACM] 2026-9-23 | Reading the Room: Steerable Live Comment Clustering to Improve Speaker-Audience Understanding
[IEEE] 2026-9-23 | KAN-GAT-PFL: A KAN-Enhanced Graph Attention Network with Personalized Federated Learning for Lithium-Ion Battery Early Cycle-Life Prediction
[ACM] 2026-9-22 | On the Stability of Large MJQM With Correlated Arrivals
[ACM] 2026-9-22 | Single-Server Size-Aware Scheduling with Abandonment
[IEEE] 2026-9-22 | Model Predictive Control-Based Coordinated Control of Circulating Cooling Water Flow and Temperature in a Circulation Station
[IEEE] 2026-9-22 | A Novel Privacy-Preserving Wind Power Forecasting Method Considering Regional Spatio-Temporal Correlations
[IEEE] 2026-9-22 | Safe but not Robust: Security Evaluation of VLM by Jailbreaking MSTS
[IEEE] 2026-9-22 | Data-Driven Embedded Learning Observer for Model-Free Control of a Multi-Phase Interleaved Step-Down Fuel Cell Converter
[IEEE] 2026-9-22 | Bi-Level Low-Carbon Optimal Scheduling for Distribution Networks Integrated with Distributed Generators
[IEEE] 2026-9-22 | Real-Time Deepfake Detection on IoT Edge Devices via Lightweight CNN and WebRTC Integration
[IEEE] 2026-9-22 | Constructing a Physics-Driven Dataset for Underwater Acoustic Signal Generation using Diffusion Models
[IEEE] 2026-9-22 | A Wide-Area Rural Renewable Energy Accommodation Strategy Accounting for Spatiotemporal Flexibility of Urban-Rural Transportation
[IEEE] 2026-9-22 | Nanocrystalline Core Structure Design for Non-Polarised IPT Pads
[IEEE] 2026-9-22 | A Coordinated Operation Strategy for Wind Power Producer and Demand Response Customer
[IEEE] 2026-9-22 | Transformer Aging-Aware Predictive Coordinated Control for Active Distribution Networks with High Renewable Penetration
[IEEE] 2026-9-22 | Key Information Extraction and Automated Compliance Comparison of Financial Contracts via Neuro-Symbolic Agentic Frameworks
[IEEE] 2026-9-22 | Replication of a Three-Phase 200-kW Dynamic Wireless Power Transfer Pilot System for Standards-Oriented Testing
[IEEE] 2026-9-22 | A SHA-256 Driven Tent Map and Dynamic S-Box Based Secure MRI Image Encryption Framework for Healthcare IoT Systems
[IEEE] 2026-9-22 | Modeling Through the Soil Wireless Transfer System with Empirical Validation
[IEEE] 2026-9-22 | A Compact Mixed-Integer Linear Programming Formulation for Non-Intrusive Load Monitoring with Startup Linking and Normalized Power Variables
[IEEE] 2026-9-22 | Fronthaul Resiliency in Latency Constrained C-RAN
[IEEE] 2026-9-22 | Semi-Supervised Fast Food Classification Using Vision Transformers and FixMatch
[IEEE] 2026-9-22 | A Prediction Model to Forecast Ragi Price in Southern Parts of India Using Time Series and Machine Learning Algorithm
[IEEE] 2026-9-22 | Distance Adaptive Cascaded XGBoost Method for Series Arc Fault Detection in Photovoltaic Systems
[IEEE] 2026-9-22 | Scaling SDN Control Planes with Multi-Agent Reinforcement Learning
[IEEE] 2026-9-22 | A Siamese DenseNet121 Framework with Contrastive Learning for Offline Signature Forgery Detection
[IEEE] 2026-9-22 | Synergizing 5G-uRLLC Connectivity and Low-Loss Magneto-Dielectric Antenna Systems for Resilient Autonomous Vehicles and UAVs
[IEEE] 2026-9-22 | On the Influence of Objectives, Constraints, and Material Interpolation Schemes in the Topology Optimization of Ferrite Plates for WPT Systems
[IEEE] 2026-9-22 | Characteristics of Single-Shunt Rectifiers Under Negative-Voltage Conditions
[IEEE] 2026-9-22 | Poisoning-Resilient Federated Load Forecasting for Smart Grids
[IEEE] 2026-9-22 | TPS Modulated DAB-CLLC Converter for Wireless Charging of Light Electric Vehicles
[IEEE] 2026-9-22 | Sideband Reduction in Pulse-Width Time-Modulated Arrays for WPT scenarios
[IEEE] 2026-9-22 | Facial Expression Recognition Using Capped Adaptive Ensemble of Deep Learning Models
[IEEE] 2026-9-22 | Development and Field Implementation of Transient Torsional Torque Protection for Turbine Generators
[IEEE] 2026-9-22 | Mambafolio: a Negative-Result Study of Modular Predict-Then-Optimize Portfolios Under Realistic Frictions
[IEEE] 2026-9-22 | Study on the Low-Temperature Characteristics of Key Materials for Interturn Insulation of Dry-Type Air-Core Reactors Under Extreme Cold Conditions
[IEEE] 2026-9-22 | Multi-Equipment Collaborative Operation and Energy-Saving Control of Air Conditioning Systems in Industrial Plants Under Dynamic Production Loads
[ACM] 2026-9-22 | Token Write Amplification in LLM-Mediated State Stores
[IEEE] 2026-9-22 | WPTCE 2026 Copyright Page
[ACM] 2026-9-22 | MQSim 2.0: A Framework for Realistic Studies of AI-Era SSDs and Disaggregated Storage
[IEEE] 2026-9-22 | Compact Dual-Port Nested Co-Aperture Implantable Antenna for Multi-Band Biomedical IoMT Nodes
[IEEE] 2026-9-23 | CSIYOLO: An Intelligent CSI-Based Scatter Sensing Framework for Integrated Sensing and Communication Systems
[IEEE] 2026-9-22 | MPLNet: Multimorphology Power Line Instance Detection Network
[IEEE] 2026-9-22 | Development of A Dual-Mode Electromagnet-Based EMAT with Halbach Array Configuration
[IEEE] 2026-9-22 | TESSA: An Efficient Streaming Accelerator for Time-Synchronized Event Stereo
[IEEE] 2026-9-23 | Polarization-Transforming RIS-Aided Multi-User MISO Communications
[IEEE] 2026-9-23 | BiV-ICL: Bilateral Visual In-Context Learning for Enhancing Semi-Supervised Medical Image Segmentation
[IEEE] 2026-9-23 | Joint Optimization of AGV Scheduling and Imperfect Preventive Maintenance in Matrix Manufacturing Systems
[IEEE] 2026-9-23 | Quantitative Photo-elastic Characterization of Interfacial Residual Stress of Epoxy Insulators_supp1-3736026.docx
[IEEE] 2026-9-22 | ESC Enables Protection of an Accelerator Superconducting Magnet With $&gt;$5 kA/mm$^{2}$ Copper Current Density
[IEEE] 2026-9-23 | Dual-Flexible Prescribed Performance Boundary-Guided Reinforcement Learning Control for Nonlinear Coupled Constrained Systems
[IEEE] 2026-9-23 | An Efficient Processing Framework for Spaceborne GNSS-R Raw Intermediate-Frequency Data Based on NVSLSM and GPU Parallel Computing and Its Application to Sea Surface Altimetry
[IEEE] 2026-9-23 | Side-Polished Seven-Core Fiber MZI for High-Sensitivity Intensity- and Wavelength-Based Directional Curvature Sensing
[IEEE] 2026-9-23 | IEEE Robotics and Automation Letters Information for Authors
[IEEE] 2026-9-23 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[IEEE] 2026-9-23 | Low-altitude Hunter: A System for Vision-Language Anti-UAV Task with MLLM
[IEEE] 2026-9-22 | Teacher-free Latent Self-distillation and Class-separable Representations for Lightweight IoT Attack Detection
[IEEE] 2026-9-23 | RIS-aided Radar Detection Architectures with Application to Low-RCS Targets
[IEEE] 2026-9-23 | Track-to-Track Association under Sensor Asynchrony and Sensor Bias via Stochastic Trajectory Registration
[IEEE] 2026-9-23 | Socially-Aware Intention Prediction for Vulnerable Road Users via Future Posture Generation in Urban Traffic Systems
[IEEE] 2026-9-23 | A Review of Feature-Level Fusion Methods for Indoor Environment Recognition
[IEEE] 2026-9-23 | On the Estimation of Object Inertial Parameters Through Optimal Motion Patterns
[IEEE] 2026-9-23 | Are We Really Making Much Progress in Text Classification? a Comparative Review
[IEEE] 2026-9-22 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data_supp1-3735540.docx
[IEEE] 2026-9-23 | Learning-based Proactive Handover Optimization in Satellite-Terrestrial Integrated Networks for Seamless Mobility
[IEEE] 2026-9-23 | Microscopic Mechanism Linking Molecular Structure and Intermolecular Interactions to the Insulation Performance of Bio-Based Oils under Lightning Impulse
[IEEE] 2026-9-23 | An Improved A* Algorithm Combining Two-Layer Neighborhood and Hierarchical Heuristic Strategy
[IEEE] 2026-9-23 | Retraction Notice: An analysis of head pose variation detection and recognition in human faces
[ACM] 2026-9-23 | I'm In If You're In: Action Escrows as a Design Pattern to Achieve Social Change in Online Communities
[IEEE] 2026-9-23 | VLMSNet: View Large to Measure Shape
[IEEE] 2026-9-23 | A Method of Timeliness Evaluation and Optimization Design for Emergency Operations
[IEEE] 2026-9-23 | Matched Comparison of DQN, VDN, and QMIX for Joint Power and Codebook-Beam Control in Multi-UAV mmWave Downlinks
[IEEE] 2026-9-23 | Exploring Typical Issues in Application of Fault Tree Analysis to Airborne Systems Safety Assessment
[IEEE] 2026-9-23 | [1988] Proceedings. Computer Networking Symposium
[IEEE] 2026-9-23 | A Temporal Graph Neural Network for Lithium-Ion Battery State-of-Health Estimation
[IEEE] 2026-9-23 | Communication-Lightweight Cooperative Energy Management of Networked Multienergy Microgrids
[IEEE] 2026-9-23 | MRCSPA: A Modular Reconfiguration Soft Pneumatic Actuator
[IEEE] 2026-9-23 | PLUNet: A Vision Sensor-Driven Plant Lesion Segmentation Network Integrating Global Context and Boundary-Ambiguity Refinement
[IEEE] 2026-9-23 | Model and Practical Application for Evaluating the Quality of Artificial Intelligence Datasets
[IEEE] 2026-9-22 | Cavity-Enhanced Multilevel Nonvolatile Photonic Memory with Phase-change Nanobeam Cavities for In-memory Computing
[ACM] 2026-9-23 | Occupational Diversity and Stratification in Platform Work: A Longitudinal Study of Online Freelancers
[IEEE] 2026-9-23 | Online Response-Time Analysis for Early Detection of Deadline Violations in 5G NR Applications
[IEEE] 2026-9-23 | Beyond Algorithms: Conceptual Innovation in Medical Imaging AI
[IEEE] 2026-9-23 | PhysDiff: Physics-Guided Bidirectional State Space Diffusion Model for Efficient Trajectory Anomaly Detection
[IEEE] 2026-9-23 | CAFIM-BR MAMBABCD: Enhancing Binary Remote Sensing Change Detection with Cross-Temporal Interaction and Boundary Refinement
[IEEE] 2026-9-23 | A VHF Resonant Buck Converter With Improved Output Power Range Considering Switching-Node Parasitic Inductance
[IEEE] 2026-9-23 | Multimodal Enhancement and Transformation Alignment of Spatial, Visual, and Semantic Cues for 3D Pose Estimation
[IEEE] 2026-9-23 | Structured Channel Estimation and Localization for Wideband Near-Field MIMO Systems
[IEEE] 2026-9-23 | Periodic Event-Triggered Stabilization of Uncertain NCSs Under Quantization and Mixed Cyber-Attacks
[ACM] 2026-9-23 | What If We Work Together? Fostering Reflections on Designer Inclusion in Open Source Software Through Speculative Design
[ACM] 2026-9-23 | Artful Reconfiguration: Decoupling Novelty and Design in a Computer-Saturated World
[ACM] 2026-9-23 | Centering Knowledge Along the Responsible LLM Supply Chain: An Empirical Study &amp; Multi-Stakeholder Taxonomy
[ACM] 2026-9-22 | InfiniLoRA: Disaggregated Multi-LoRA Serving for Large Language Models
[IEEE] 2026-9-22 | Steering Committee
[IEEE] 2026-9-22 | Detection and Characterization of Hydrogen-Induced Stepwise Cracks Using Multi-Plane Wave Imaging, Coherence Factor Fusion and Physics-Constrained Temporal Pair Tracking
[IEEE] 2026-9-22 | Copyright Page
[IEEE] 2026-9-22 | ICSSIP 2025 Author Index
[ACM] 2026-9-22 | Bridging CPU and GPU I/O with a Device-Resident File System
[ACM] 2026-9-22 | A Hybrid Classical/Quantum Algorithm to Estimate Network Violation Probabilities
[ACM] 2026-9-22 | The Power of Clouds: The Power Metric for Cloud Auto-Scaling Under Attack
[IEEE] 2026-9-22 | FedCardioNet: A Federated Deep Neural Network for Privacy-Preserving Heart Failure Risk Prediction
[IEEE] 2026-9-22 | Analysis and Design of Intermediate Coil Detuning for Enhanced Output Power in WPT Systems
[IEEE] 2026-9-22 | Computational Social Network Analysis of Political Participation and Educational Brokerage: An Empirical Study Based on CBDB
