[2026-09-22 23:20:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-21
正在获取论文...
[arXiv] 2026-09-21 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[IEEE] 2026-9-21 | Flexible Wearable Devices and Artificial Intelligence Algorithms: From Rigid Sensing to Flexible Intelligence for Chronic Disease Monitoring and Rehabilitation
[IEEE] 2026-9-21 | Low-Power HQVGA iToF Camera for Robust UAV Autonomous Flight
[IEEE] 2026-9-21 | SafeSight: A Visual Directed Severity Evaluation and Real Time Visual Identification of Personal Protective Gear
[IEEE] 2026-9-21 | A Comparative Evaluation of Standalone and Hybrid Machine Learning Techniques for Network Anomaly Detection Using NSL-KDD
[IEEE] 2026-9-21 | Standalone SqueezeNet for Accurate and Resource-Efficient Tomato Leaf Disease Classification
[IEEE] 2026-9-21 | Iterative Compensation Control for Nonlinear Multi-Agent Systems Under Resource Constraints
[IEEE] 2026-9-21 | HASDDI: Hierarchical Attention with Substructure for Drug-Drug Interaction Event Prediction
[IEEE] 2026-9-21 | PSNODE: Extracting the Low-Dimension Latent Dynamic in Spatio-Temporal Point Processes
[IEEE] 2026-9-21 | Volatility Clustering-Inspired Multiscale Features for Long-Term Carbon Price Forecasting
[IEEE] 2026-9-21 | Time-Wise Feature Importance in Corporate Credit Rating Classification with Transformer-Based Sequence Models
[IEEE] 2026-9-21 | Feedback Design for LLM-Based Automatic Improvement of Stock Investment Strategies
[IEEE] 2026-9-21 | Optimizing Multiple Team Formation within an Educational Context
[IEEE] 2026-9-21 | Micro-Doppler Radar-Based Drone RPM Estimation for Wireless Monitoring and Airspace Communication Security
[IEEE] 2026-9-21 | Driving Sustainable Smart Buildings through Federated Intelligence and Digital Twin Integration
[IEEE] 2026-9-21 | Dual-Branch Convolutional Neural Network-Assisted Flexible Wearable Hydrogel Strain Sensor for Humancomputer Interaction and Posture Recognition
[IEEE] 2026-9-21 | AI-Based Certificate Authentication: A Proposed Framework Integrating OCR and Blockchain
[IEEE] 2026-9-21 | Using Retrieval Augmented Large Language Model for Test Scenario Generation with Input from Use Case
[ACM] 2026-9-22 | I/O-Cool: Using I/Os for Temperature Regulation When Training on the Edge
[IEEE] 2026-9-21 | Explainable AI for Bias Detection and Mitigation in Loan Approval Systems
[IEEE] 2026-9-21 | Implement Federated Intelligence with Ensemble Stream Mining for Privacy-Aware and Collaborative Intrusion Detection in Distributed IoT Network Architectures
[IEEE] 2026-9-21 | YOLOv8-based Pedestrian Detection for Malaysian Urban Traffic Surveillance: A Case Study at Bukit Bintang MRT
[IEEE] 2026-9-22 | A Resource-Aware Selectively Agentic Framework for A-Share Trading
[IEEE] 2026-9-22 | A False Sense of Privacy: Evaluating Textual Data Sanitization Beyond Surface-level Privacy Leakage
[IEEE] 2026-9-22 | Time-Resolved Analysis of the Influence of Sound Design Effects on Behavioral Kinematics in Virtual Reality
[IEEE] 2026-9-22 | Active Shielding for Magnetic Field Mitigation in Automotive Wireless Charging Based on Coil Position Estimation
[IEEE] 2026-9-22 | MDFPF-Net: Multi-Domain Feature Perceptual Fusion Network for Hyperspectral Unmixing_supp1-3735828.pdf
[IEEE] 2026-9-22 | Prediction of Armor-piercing Power of Flat-top Shaped Charge Liner Based on Deep Learning
[IEEE] 2026-9-22 | Tunable and Flexible Metamaterial for Enhancing Wireless Power Transfer Efficiency for Implantable Medical Devices
[IEEE] 2026-9-22 | HealthFed: A Cluster-Based Multimodal Federated Learning Framework for Heart Disease Prediction
[IEEE] 2026-9-22 | How Reliable are Automated Jailbreak Evaluators? A Study of Human-Machine Agreement in Cybersecurity Multi-Turn LLM Attacks
[IEEE] 2026-9-22 | Training Set Reconstruction from Differentially Private Forests: How Effective is DP?
[IEEE] 2026-9-22 | Related-Party Transaction Fraud Detection with Data-Governance-Enhanced Graph Neural Networks
[IEEE] 2026-9-22 | CTAP-Net: A Multi-Head Self-Attention-Based Multi-Task Framework for BLDC Motor Fault Diagnosis and RUL Prediction
[IEEE] 2026-9-22 | Post-Quantum Cryptography Algorithms for Cyber Attack Prevention
[IEEE] 2026-9-22 | Predictive Scheduling Optimization for Regional Integrated Energy Systems Considering Load Stochasticity
[IEEE] 2026-9-22 | Small Signal Stability Analysis of VSC-HVDC Based on Impedance Model
[IEEE] 2026-9-22 | Correlation-Based Leakage Screening is Insufficient for IoT/IIoT Intrusion-Detection Benchmarks: Evidence of Redundant Shortcut Encoding in Edge-IIoTset
[IEEE] 2026-9-22 | User-Controllable Workload Trace Synthesis Scheme for Power-Computing Simulation of Data Centers
[IEEE] 2026-9-22 | Coordinated Optimal Scheduling for Active Distribution Networks and 5G Base Station-Integrated Microgrids: A Distributed Interaction Approach
[IEEE] 2026-9-22 | Fetal Health Classification Using SGO-MEFS Based Feature Selection
[IEEE] 2026-9-22 | IEEE Industry Applications Society Information
[IEEE] 2026-9-22 | MDFPF-Net: Multi-Domain Feature Perceptual Fusion Network for Hyperspectral Unmixing
[IEEE] 2026-9-22 | Auditable Inference from Embedded PV Telemetry to Field Energy and Economic Outcomes
[IEEE] 2026-9-22 | Machine Learning-Based SNR Estimation for 5G X-Band Links: An Optimized Support Vector Regression Model
[IEEE] 2026-9-22 | Continuous-Time Robust Distributed Scheduling of Integrated Energy Systems With Wind Power Uncertainty
[IEEE] 2026-9-22 | GeoMF: A Geographic Context-Aware Multimodal Framework for Fine-Grained Ship Classification
[IEEE] 2026-9-22 | Interpretable Intelligent Fault Diagnosis for Elevators Based on Wavelet Scattering Transform Convolutional Neural Network
[IEEE] 2026-9-22 | Deterministic Supervisory Control Framework for Hybrid-Electric Aircraft Propulsion Systems
[IEEE] 2026-9-22 | Stackelberg Game Optimal Scheduling of Integrated Energy System in Market Environment Considering EV Aggregation Participating in Real-Time Electricity Price Mechanism
[IEEE] 2026-9-22 | Differentiable Brain Network Feature Selection for Multi-center Schizophrenia Diagnosis
[IEEE] 2026-9-22 | ASSS: A Differentiable Adversarial Framework for Task-Aware Data Reduction
[IEEE] 2026-9-22 | A Blockchain-Based Identity Management System Resistant to Ransomware
[IEEE] 2026-9-22 | Odor Source Localization System Inspired by Odor Information Processing of an Insect_supp3-3735894.mp4
[IEEE] 2026-9-22 | Road-Structure-Guided Sampling-Controlled Trajectory Aggregation for Road Extraction from High-Resolution Remote Sensing Imagery
[IEEE] 2026-9-22 | A Context-Aware and Adaptive Attention YOLO Model for Surface Crack Detection
[IEEE] 2026-9-22 | IEEE Transactions on Sustainable Energy Information for Authors
[IEEE] 2026-9-22 | Accuracy–Efficiency Trade-offs in Lightweight Deepfake Detection Models: CNN and Transformer Benchmarks on Raspberry Pi 5
[IEEE] 2026-9-22 | A Learning Analytics Infrastructure for Studying Calibrated AI Assistance in Data Science Problem Framing
[IEEE] 2026-9-22 | A Feedforward Control Method for Multi-Degree-of-Freedom Turntable Servo System Based on Physics-Guided Temporal Convolutional Network Model
[IEEE] 2026-9-22 | Coordinated Control Strategy for Distributed PV Integrated into Continuous Co-Phase Traction Power Supply System
[IEEE] 2026-9-22 | Intelligent Spectrum-Energy Co-Optimization in Space-Air-Ground Integrated 6G Networks
[IEEE] 2026-9-22 | A Dead-Time Optimization Strategy for Buck-Boost+LLC Integrated Topology
[IEEE] 2026-9-22 | Odor Source Localization System Inspired by Odor Information Processing of an Insect_supp1-3735894.pdf
[ACM] 2026-9-21 | A YOLOv8-Based Fruit Defect Detection and Blockchain-Enabled Traceability Framework: An Intelligent Monitoring System for Agricultural Supply Chains
[ACM] 2026-9-21 | Gamification and Engagement: Assessing the Impact of Game-like Elements on Customer Interaction and Brand Loyalty in E-Commerce
[ACM] 2026-9-21 | Chalk to Cloud: Transformative Journeys of Mathematics Teachers Adopting AI in Philippine Classrooms
[ACM] 2026-9-21 | Technology Puzzle Books: Key Drivers of Parents' Intention to Purchase via E-Commerce in Can Tho City, Vietnamin Livestream Commerce: A Theoretical Model of Gen Z's Purchase Intention on Shopee in Vietnam
[ACM] 2026-9-21 | Integrating Technological, Psychosocial, and Emotional Factors  in Livestream Commerce: A Theoretical Model of Gen Z's  Purchase Intention on Shopee in Vietnam
[IEEE] 2026-9-21 | Organization Committee
[IEEE] 2026-9-21 | Table
[IEEE] 2026-9-21 | Test Scenario Coverage Evaluation and Sample Generation for Smart Metering Adaptability Under Complex Load Conditions
[IEEE] 2026-9-21 | Steel Surface Defect Detection Based on an Improved YOLO26 Algorithm
[IEEE] 2026-9-21 | Fine-Grained Animal Identification in Complex Backgrounds and Among Similar Species
[IEEE] 2026-9-21 | Unsupervised Stratification of PCOS Patients Using PCA-Based Fuzzy C-Means Clustering
[IEEE] 2026-9-21 | A Visual Intelligent Automatic Measurement System for Workpieces
[IEEE] 2026-9-21 | Bounded Density-Rank Reweighting for Split Conformal Prediction
[IEEE] 2026-9-21 | Scalability Limits of Roadside Units in VANETs under Quantum Key Constrained Security Framework
[IEEE] 2026-9-21 | An IoT-Based Smart Ward Environment and Remote Vital Signs Monitoring System
[IEEE] 2026-9-21 | Advanced Numerical Study and Performance Characterization of a 34% Efficient Monolithic Perovskite–Silicon Tandem Solar Cell
[IEEE] 2026-9-21 | Quantitative Validation of Explainable AI for Breast Cancer Detection Using ROI-Guided Grad-CAM Analysis
[IEEE] 2026-9-21 | Dual-View Spatial Consistency Regularization for Few-Shot Hyperspectral Image Classification
[IEEE] 2026-9-21 | Recognition of Adulterants in Liquid Beverages: A Modified Fisher Discrimination Dictionary Learning-based Approach
[IEEE] 2026-9-21 | Physics-Guided Conditional Adaptive Decoupling with Variational Autoencoders for Multivariate Meteorological-Load Scenario Generation
[IEEE] 2026-9-21 | A High-Precision Retrieval Method for Multimodal Data Based on Autoregressive Pre-Training
[IEEE] 2026-9-21 | Quantum Boltzmann Machine Enhanced Variational Autoencoder for Cds Sequence Modeling
[IEEE] 2026-9-21 | Addressing Operating Condition Fluctuations and Cross-Battery Adaptation: A Novel Multi-Input SOC Estimation Model for Lithium-Ion Batteries
[IEEE] 2026-9-21 | Support-Free Geometric Segmentation Algorithm for Complex Components Based on Improved Laplacian Operator
[IEEE] 2026-9-22 | Community Detection and Benefit Allocation Method for Integrated Energy Systems Based on Game Theory
[IEEE] 2026-9-22 | Research on Negative-Sequence Voltage Suppression in Distribution Networks Based on Magnetically Controlled Switch Stepped Compensation
[IEEE] 2026-9-22 | TimeAgent: A Training-Free LLM Agent for Time Series Foundation Models
[IEEE] 2026-9-22 | A Multilayer Perceptron-Based Method for Predicting the Maximum Temperature of IGBTs Under Small-Sample Conditions
[IEEE] 2026-9-22 | An IIoT-Enabled Multi-Order Graph Hierarchical Local-Global Network for Bearing Remaining Useful Life Prediction
[IEEE] 2026-9-22 | Music-induced Emotion Oscillation Modeling
[IEEE] 2026-9-22 | Distributed Pseudolinear Information Filtering Approach with Multisource Measurements for Heterogeneous Sensor Networks
[IEEE] 2026-9-22 | Price Sensitivity Analysis of Adjustable Resources in Multi-Energy Flexible Systems of Public Buildings
[IEEE] 2026-9-22 | Oblivious Exact (Un)Learning of Extremely Randomized Trees
[IEEE] 2026-9-22 | Hybrid Random–Directional RIS Phase Profile Design for Multi-Layer TN/NTN Positioning
[IEEE] 2026-9-22 | SoK: The Hitchhiker’s Guide to Efficient, End-to-End, and Tight DP Auditing
[IEEE] 2026-9-22 | Spaceborne Ultra-High-Resolution Sliding Spotlight SAR Imaging Algorithm Based on United Azimuth Time-Frequency Polynomial Compensation
[IEEE] 2026-9-22 | Privacy-Preserving Synthetic Data Generation in Healthcare
[IEEE] 2026-9-22 | UrbanRAMF: Confidence-Guided Feature Interaction for Fine-Grained Urban Flow Inference From Incomplete Sensing Data
[IEEE] 2026-9-22 | Two-Stage Low-Carbon Optimal Operation for Distribution-Microgrid Systems Considering Flexible Microgrid Grouping
[IEEE] 2026-9-22 | Optimal Scheduling of Combined Heat and Power System Considering Renewable Energy Uncertainty: An Improved A3C Algorithm
[IEEE] 2026-9-22 | Exploring the Muscle-Tendon Biomechanics and Load Mitigation of a Passive Shoulder Exoskeleton During Overhead Work
[IEEE] 2026-9-22 | Distributed Multimodal UAV Sensing and State Prediction in ISAC Networks
[IEEE] 2026-9-22 | HiS-CIM: A 72.65-TOPS/W Hetero-CIM-Based LLM Accelerator Exploiting Hierarchical Weight Compression and Multi-Granular Sparsity
[IEEE] 2026-9-22 | CryptoFormer: Multi-Currency Traffic Classification Via Two-Stage Transformer Architecture
[IEEE] 2026-9-22 | Optimization of Adjustable Resource Scheduling for Flexible Ramping in Power Systems
[IEEE] 2026-9-22 | A Dual-Roofline Runtime Model for Capacity Planning in Shared-Backend LLM Multi-Agent Social Simulation: A Case Study of AgentSociety
[IEEE] 2026-9-22 | GNSS-based Real-Time Onboard Orbit Determination for Agile Satellites
[IEEE] 2026-9-22 | Research on a MOSFET-Based Fully Controlled DC Circuit Breaker and Smooth Commutation Strategy
[IEEE] 2026-9-22 | Characterizing, Modeling, and Mitigating Radiation-Induced Noise on Event-Based Vision Sensors for Space Applications
[IEEE] 2026-9-22 | An Energy Efficient Unipolar Buck Assisted Linear Amplifier Drive System with Optimized Envelope Generation
[IEEE] 2026-9-22 | Ultra-Short-Term Wind Power Prediction Model Based on Heterogeneous Transformer Expert Pool and Grey Relational Embedding
[IEEE] 2026-9-22 | A Targeted Correction Method for NWP Irradiance Considering Local Cloud Motion and Meteorological Spatial Correlations
[IEEE] 2026-9-22 | Machine Learning for GDP Forecasting: LightGBM and CatBoost Outperform ARIMA Across 20 Economies
[IEEE] 2026-9-22 | Multi-Time-Scale Optimal Scheduling of Distributed Photovoltaic-Energy Storage Systems for Coordinated Source-Grid-Load-Storage Interaction
[IEEE] 2026-9-22 | Drone-Based Iot and Machine Learning Framework for Real-Time Factory Air Pollution Monitoring and Long-Term Prediction
[IEEE] 2026-9-22 | Stock-Out Distortion and Under-Forecasting: An Inventory-Aware Diagnosis of Demand-Signal Bias in Multi-SKU Sales Forecasting
[IEEE] 2026-9-22 | Data-Driven Load Profile Inference and Grid Integration Planning for New Users at Electric Heavy-Duty Truck Charging Stations
[IEEE] 2026-9-22 | A Hybrid Deep Learning Framework for SoC and SoH Estimation in Lithium-Ion Batteries with Capuchin Optimization Model
[IEEE] 2026-9-22 | Efficient Medical Image Analysis in the JPEG-AI Compressed Domain
[IEEE] 2026-9-22 | Voltage Margin Calibration for Wind Power Hosting Capacity Risk Boundary Assessment Under Source-Load Coupling
[IEEE] 2026-9-22 | Credibility State Estimation Fusion Driven by Deep Learning for Low-Altitude Target Tracking
[IEEE] 2026-9-22 | A Credible Schedulable Capacity Assessment Method for Large-Scale 5G Base Stations Based on Dimension-Reduction Virtual Power Plant Framework
[IEEE] 2026-9-22 | Attack-defense-inspired Volt/var Control with Line Parameter Noise in Active Distribution Networks
[IEEE] 2026-9-22 | Radiation Hardened Latch Designs With FPGA-Based Verifications for Aerospace Applications
[IEEE] 2026-9-22 | Balancing Productivity and Flexibility in Lean Manufacturing for Complex Production Systems
[IEEE] 2026-9-22 | Congestion-Aware Waste Heat Recovery and Thermal Support Evaluation for Fuel Cell Heavy-Duty Trucks
[IEEE] 2026-9-22 | Low-Latency Initial Access Using Hierarchical Beam Sweeping in LEO Satellite Communication Systems
[IEEE] 2026-9-22 | Investigation on Flow Characteristics of Oil Injection at End Winding of Hairpin Winding Motors
[IEEE] 2026-9-22 | Smart Pharmacy Automated Dispensing System: Engineering Realization and Management Innovation from the Perspective of New Quality Productive Forces
