[2026-07-24 11:04:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[arXiv] 2026-07-23 | Long-memory Markov chains with power-law intensities
[arXiv] 2026-07-23 | Explainable graph attention network for stress recognition (StressGAT) via differential action units
[arXiv] 2026-07-23 | Execution and Evaluation: A New Occupational Measure and Long-Run Employment Gradients
[arXiv] 2026-07-23 | Profiling Lightweight Large Language Models
[arXiv] 2026-07-23 | New Criteria and Constructions for Self-Orthogonal Codes
[arXiv] 2026-07-23 | Classical Acceptance Is Not Hybrid Authentication: Measuring X.509 Verifier Semantics in Post-Quantum Migration
[arXiv] 2026-07-23 | Enhanced hydrodynamic predictions for $v_{02}(p_T)$
[arXiv] 2026-07-23 | An Analytically Trained Variational Surrogate for Quantum Phase Estimation on NISQ Hardware
[IEEE] 2026-7-23 | Research on the Performance Degradation of Lithium-ion Batteries in Multi-Temperature Domain Based on Empirical Model Parameter Identification
[IEEE] 2026-7-23 | Data Driven Student Institution Matching Evaluation Based on Random Forest and Causal Inference for Vocational Enrollment Systems
[IEEE] 2026-7-23 | Knowledge-Enhanced Graph Patching Network for Fault Prediction in Chemical Processes
[IEEE] 2026-7-23 | Polyharmonic Spline Modelling of Tissue Deformation for Ultrasound-Guided Surgery
[IEEE] 2026-7-23 | Risk Estimation of Power Construction Operations via Domain-Adaptive BERT and Multimodal Transformer
[IEEE] 2026-7-23 | Output-Aware Latent Distribution Learning Using Variational Autoencoder for Industrial Soft Sensor
[IEEE] 2026-7-23 | A Fault Quantity Prediction Model for T/R Modules of Phased Array Radar Based on Grey Neural Network
[IEEE] 2026-7-23 | IT-IRRT*: An Incremental-Topology IRRT* Approach for Multi-Target UAV Path Planning with Line-of-Sight Communication Maintenance
[IEEE] 2026-7-23 | Active Learning Based BERT Aspect-Level Sentiment Analysis Model for Course Evaluation Mining
[IEEE] 2026-7-23 | Radial Electrode Geometries for Enhanced Performance in Organic Field-Effect Transistors
[IEEE] 2026-7-23 | Reducing of the Frequency Measurement Error for the Signal Phase Increment Method by Suppressing Spectral Leakage
[IEEE] 2026-7-23 | Reference-Guided Soft Actor-Critic for Unmanned Surface Vehicle Navigation in Constrained Waterways
[IEEE] 2026-7-23 | MEDRAG-SHIELD: A Privacy-Preserving Retrieval-Augmented Generation Framework for Clinical Text Analysis Using BiLSTM-Attention Mechanisms
[IEEE] 2026-7-23 | Adaptive Clustering-Based Federated Learning for Non-Intrusive Load Monitoring Across Multiple Users
[IEEE] 2026-7-23 | A Fine-Grained Versatile Systolic Array Architecture for Mixed-Sparsity Hardware Acceleration on FPGA
[IEEE] 2026-7-23 | EV Charging Demand Prediction Considering Environmental Condition and User Behavior
[IEEE] 2026-7-23 | Edge Convergence of Second-Order Nonlinear Systems
[IEEE] 2026-7-23 | Online Fault Diagnosis under Missing Data via Multi-Kernel Learning
[IEEE] 2026-7-23 | Large Language Model-Assisted State Transition Algorithm for Solving Sensor Network Localization Problem
[IEEE] 2026-7-23 | Design, Synthesis, and Comparison of Multiplier Architectures using 90 nm to 3 nm Standard Cell Libraries
[IEEE] 2026-7-23 | BiLSTM-Attention-Based Reader Behavior Prediction and Crowd Flow Modeling in Libraries
[IEEE] 2026-7-23 | Large Language Models: Technical Pathways and Application Challenges
[IEEE] 2026-7-23 | Throughput Analysis of Coded OTFS System under Fast Fading Channels
[ACM] 2026-7-23 | "Is This Not Enough?": Asymmetries in Institutional Accountability and Collective Sensemaking in the Case of Canada's Algorithmic Visa Triage System
[IEEE] 2026-7-23 | IEEE Standard for Power Modeling to Enable System-Level Analysis
[IEEE] 2026-7-23 | Title Page
[IEEE] 2026-7-23 | Large-Scale Sensor Systems for Sentient Environments: Emerging Research Directions
[IEEE] 2026-7-23 | Amorphous Oxide Semiconductor Transistors for Monolithic 3D Integrated Circuits
[IEEE] 2026-7-23 | Table of Contents
[IEEE] 2026-7-23 | Coil Geometry Effects on Force Directionality and Crosstalk in Direct Ink Writing-Based Electromagnetic Actuators for E-skin
[IEEE] 2026-7-23 | Granular-Ball-Induced Noise-Tolerant Discernibility Indexes for Fuzzy $\beta$ Covering Decision Systems and Feature Subset Selection
[IEEE] 2026-7-23 | Energy-Efficient Beamforming and Adaptive Computational Task Offloading in ISCC Systems
[IEEE] 2026-7-23 | Mitigation of Field Drift in a Conduction-Cooled No-Insulation ReBCO Magnet by Overshooting Current Profile Optimization
[IEEE] 2026-7-23 | Steering Committee
[IEEE] 2026-7-23 | Modality-Incomplete Human Status Recognition on Mobile Devices with Multi-Scale Relation and Semantic-Matching Distillation
[IEEE] 2026-7-23 | Advancing Fluid Antenna-Assisted Non-Terrestrial Networks in 6G and Beyond: Fundamentals, State of the Art, and Future Directions
[IEEE] 2026-7-23 | Design and Placement of a Passive Clamp Snubber for Isolated SEPIC and Cuk Converters Working as Automatic Power Factor Correctors
[IEEE] 2026-7-23 | 2026 International Conference on Complex Systems and Automation Control (CSAC)
[IEEE] 2026-7-23 | RPHunter: Unveiling Rug Pull Schemes in Crypto Token via Code-and-Transaction Fusion Analysis
[ACM] 2026-7-23 | El Faro: An Advanced Frugal AI Stack for Context-Driven Resilience
[IEEE] 2026-7-23 | Copyright Page
[IEEE] 2026-7-23 | Imitating Fund Managers’ Portfolio Decisions: A Knowledge-Based Approach
[IEEE] 2026-7-23 | Generative AI Model Assisted Multimodal Semantic Vehicular Edge Computing for Collaborative Perception
[IEEE] 2026-7-23 | A new paradigm for effective LLM-Agent discovery and dynamic creation of trusted Multi-Agent Systems based on social relationships
[IEEE] 2026-7-23 | Holistic Fusion: Task- and Setup-Agnostic Robot Localization and State Estimation With Factor Graphs
[IEEE] 2026-7-23 | Fractional Doppler Effects on OTFS-NOMA HetNets with Mixed-Mobility Users
[IEEE] 2026-7-23 | Terrain-Based Global Tracking Without Prior Pose Information Using Multibeam Echosounder Measurements
[IEEE] 2026-7-23 | A Combined-Field Boundary Element Formulation for the Electromagnetic Modeling of Multiscale Interconnects and Integrated Passive Components from DC to Millimeter-Wave Frequencies_supp5-3715919.pdf
[IEEE] 2026-7-23 | ESACT: An Index-Reordering Approach to Eliminate Bank Conflicts in Parallel Prefix-Sum Algorithms without Shared Memory Padding
[IEEE] 2026-7-23 | GNSS Signal Resiliency Metric: A Stochastic Approach
[ACM] 2026-7-23 | Design and Implementation of a Lightweight Live-line De-icing Robot for 35kV Wind Farm Collection Lines
[ACM] 2026-7-23 | A Bio-Inspired Multi-Segment Partitioned Soft Pneumatic Actuator for Hand Edema Rehabilitation
[IEEE] 2026-7-23 | Periodic Event-Triggered Consensus Control for Uncertain Second-Order Itô-Type Stochastic Multi-Agent Systems
[IEEE] 2026-7-23 | Research and Implementation of YOLOv8-based Binocular Vision Ranging Target Detection System
[IEEE] 2026-7-23 | Low-Level I/O Monitoring for Scientific Workflows
[IEEE] 2026-7-23 | Research on Rapid Gear Profile Modification Technology Based on AI Agent Skills
[IEEE] 2026-7-23 | Design and Formal Verification of a Logarithmic-Posit Arithmetic Core for Edge Neural Acceleration
[IEEE] 2026-7-23 | Diffusion-Based Models for 3D Vascular Two-Photon Microscopy Generation
[IEEE] 2026-7-23 | A 60 GHz Low Noise Amplifier Adopting Integrated Transformer-based Neutralization Technique
[IEEE] 2026-7-23 | ADRC-PID Based Cascade Control for Multi-Temperature-Zone Systems with Large Inertia
[IEEE] 2026-7-23 | Research of the Performance Fiber-Optic Communication Networks Under the Impact of Radioelectronic Interference Sources
[IEEE] 2026-7-23 | Masked Structural Decomposition with Time Frequency Consistency for Unsupervised Multivariate Time Series Anomaly Detection
[IEEE] 2026-7-23 | TAM: Temporal Attention for Edge-Oriented Short-Term Load Forecasting
[IEEE] 2026-7-23 | Electrostatic Field Engineering Analysis of Hybrid Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /ZrO
                    <sub>2</sub>
                    Gate Dielectric AlN/GaN based MOSHEMTs for Enhanced RF and Power Performance
[IEEE] 2026-7-23 | Distributionally Robust Coordinated Scheduling of Port Integrated Energy Stations Considering Multi-Path Green Hydrogen Utilization
[IEEE] 2026-7-23 | Model-free Adaptive Iterative Learning Control with Applications to Quadrotors
[IEEE] 2026-7-23 | Beyond Peak Field Enhancement: Theoretical Framework for Emitter Participation and Scaling in Nanocarbon Field Emitter Arrays
[IEEE] 2026-7-23 | Nonlinear Fault Root Cause Diagnosis Method Based on LSTM-AVAR Granger Causality Analysis
[IEEE] 2026-7-23 | Real-time Vehicle Tracking for Complex Dynamic Environments Based on YOLO-ReID Fusion for Intelligent Transportation Systems
[IEEE] 2026-7-23 | Hopf Bifurcation Analysis of a Bistable Duffing System with Washout Filter Delayed Feedback
[IEEE] 2026-7-23 | Energy Efficient Approximate Square Root Circuit for Image Processing Applications
[IEEE] 2026-7-23 | Performance-Supervised Fault Detection For Model-Free Nonlinear Systems Based on Fuzzy Approximation
[IEEE] 2026-7-23 | Statistical Identification of Linear Link Characteristics
[IEEE] 2026-7-23 | Performance Evaluation of Real-Time Scheduling Algorithms for Latency-Critical IoT Applications
[IEEE] 2026-7-23 | Robust Tire Imbalance Detection Using In-Vehicle CAN Signals: A Signal-Observability-Aware Unsupervised Approach
[IEEE] 2026-7-23 | Gaussian Process Regression–Driven Thermal Modeling of 5 nm Stacked Nanosheet FETs for Advanced CMOS Thermal Management and Reliability
[IEEE] 2026-7-23 | Robust Secure ISAC Beamforming for Integrated HAPS-LEO Maritime Networks
[IEEE] 2026-7-23 | Sponsor
[IEEE] 2026-7-23 | Co-SEC: An Adaptive Security-Enhanced ASCON Accelerator via Algorithm-Hardware Co-Design
[IEEE] 2026-7-23 | Robust Relative Sensor Registration in the Presence of Non-Gaussian Noise
[IEEE] 2026-7-23 | Riemannian Adversarial Attacks on Subspace Detectors via the Grassmann Manifold_supp1-3716159.pdf
[IEEE] 2026-7-23 | Reusing Multimodal Agents: Efficient Evaluation of Sound Designs in Games
[IEEE] 2026-7-23 | Miresga: Achieving High-Performance and Reliable Layer-7 Load Balancing with Programmable Switches_supp1-3715854.pdf
[IEEE] 2026-7-23 | Exponential-Family Tensor Completion via Nonconvex Dual Total-Variation Regularization
[IEEE] 2026-7-23 | Low Complexity DOA/DOD and Polarization Estimation for Polarimetric MIMO Radar Via Unitary Dimension-Reduction MUSIC
[IEEE] 2026-7-23 | IEEE Transactions on Emerging Topics in Computational Intelligence Information for Authors
[ACM] 2026-7-23 | Trivium: Temporal Regret as a First-Class Objective for Causal-Memory Controllers
[ACM] 2026-7-23 | AIEAnalyzer: An Analytical Framework for Versal AI Engine Performance Analysis
[ACM] 2026-7-23 | Credibility, Anonymity, and Algorithmic Gatekeeping in Leveraging Social Media as a Justice-Seeking Tool
[IEEE] 2026-7-23 | Data-Driven Iterative Learning Control for Nuclear Waste Incineration Temperature Regulation
[IEEE] 2026-7-23 | Iterative Learning Control for Overhead Cranes via Optimal Path Planning
[IEEE] 2026-7-23 | Large Language Model-assisted Optimal Scheduling Method for Electric Vehicle Charging and Discharging Based on PER-DDPG Algorithm
[IEEE] 2026-7-23 | Decarbonization of Electric and Transport Systems in Islanded Remote Communities Using Renewable Energy and Mobile Battery Storage System
[IEEE] 2026-7-23 | A UAV-Borne FMCW GPR System for Spatial Ice Thickness Measurement
[IEEE] 2026-7-23 | Concatenated CI-BCH Code Construction with Inner Algebraic Convolutional Code
[IEEE] 2026-7-23 | Crypto Vision: A Reversible Gate-Based 16-Bit Image Encryption Framework with Chaos-Driven Key Scheduling and VLSI Metrics
[IEEE] 2026-7-23 | High-Accuracy Modification of the Spectral Leakage Reduction Method Based on Sample Number Adjustment
[IEEE] 2026-7-23 | State of Health Estimation and Remaining Useful Life Prediction of Lithium-Ion Batteries Based on Physics-Constrained Federated Meta-Learning
[IEEE] 2026-7-23 | Towards Intelligent Construction: A Hybrid ANN-NSGA-II Framework for Compressive Strength Prediction toward 3D Concrete Printing
[IEEE] 2026-7-23 | MFAPC control for variable speed adjustment of Boil-off gas compressor in LNG fuel supply system
[IEEE] 2026-7-23 | Inland River Ship Crew Fatigue Detection Method Based on Multi-Feature Fusion with Improved RT-DETR
[IEEE] 2026-7-23 | Demagnetization Risk Prediction and Active Control for Elevator Traction Machines via Current and Millimeter Wave Vibration Sensing
[IEEE] 2026-7-23 | Model-Free Adaptive Iterative Learning Control for Nonlinear Systems Using Partial Model Knowledge
[IEEE] 2026-7-23 | A Two-Chip Solution for 10Gb/s PON Optical Receivers Reaching Sensitivities up to -26dBm or Better Using 3.3V Photodiode and Electronics
[IEEE] 2026-7-23 | A Hybrid Path Planning Method for Mobile Robots Based on Improved Theta* and Improved APF
[IEEE] 2026-7-23 | FPGA Implementation of a Real-Time Image Processing Engine
[IEEE] 2026-7-23 | Combination Structure as a Factor in Algorithm Selection in Multi-Label Text Classification for IT Incident Categorization
[IEEE] 2026-7-23 | Federated Autoencoder-Based RFFI for Impersonation Detection in Heterogeneous Wi-Fi Networks
[ACM] 2026-7-23 | Risk-Aware Dual-Strategy Safe Motion Control for Robots in Narrow Environments
[ACM] 2026-7-23 | A Hybrid Control Architecture for Dynamic Terrain Adaptation of Legged-Wheeled Robots
[ACM] 2026-7-23 | Event-Based Control of Fuzzy Networked Systems Under DoS Attacks With Data Loss
[IEEE] 2026-7-23 | CCECE 2026 Cover Page
[IEEE] 2026-7-23 | Causality-Aware Spatiotemporal Adversarial Learning for Knowledge-Data Fault Diagnosis in Large-Scale Industrial Processes
[IEEE] 2026-7-23 | Traceable Registered Functional Encryption for Unbounded Inner Product in Web Service Platforms
[IEEE] 2026-7-23 | SCC-Loc: A Unified Semantic Cascade Consensus Framework for UAV Thermal Geo-Localization
[IEEE] 2026-7-23 | Sensorless Control of High-Speed Maglev Drives Based on Backstepping Complex Vector Observer With Multiple Disturbance Suppression
[IEEE] 2026-7-23 | GeoAlign: Foundation Model-driven Asymmetric Dual-Stream Manifold Alignment for Unsupervised Cross-View Geo-Localization
[IEEE] 2026-7-23 | Multi-Frame Semantic-Geometric Alignment for 3DGS-CARLA Hybrid Rendering in Real Urban Intersection Scenes
[IEEE] 2026-7-23 | Hybrid Feature Image Mapping (HFIM): A Multi-Channel Image Approach for Malware Detection Using Static and Dynamic Features
[IEEE] 2026-7-23 | Security Considerations in the Distributed Network Architectures
[IEEE] 2026-7-23 | Anomaly Management in Unmanned Aerial Vehicles: A Systematic Literature Review
[IEEE] 2026-7-23 | Plenary Talks
[ACM] 2026-7-23 | RAudit
[ACM] 2026-7-23 | Preface
[IEEE] 2026-7-23 | Research on Dynamic Position Management for Commodity Futures Trend Strategies Based on Deep Reinforcement Learning
[IEEE] 2026-7-23 | Distributed Fault-Tolerant Optimal Consensus for Nonlinear Multi-Agent Systems via Stackelberg Min–Max Control
[IEEE] 2026-7-23 | Observer-Based Model-Free Adaptive Heading Control for an Unmanned Surface Vehicle with False Data Injection Attacks
[IEEE] 2026-7-23 | A Risk Assessment Method for Power Grid Maintenance Scheduling Considering Outage Costs and Generation-Demand Balance
[IEEE] 2026-7-23 | Design and ASIC Implementation of a Low-Latency AXI-Based Interconnect for High-Speed Low-Power VLSI Systems
[IEEE] 2026-7-23 | Variable Population Differential Evolution Algorithm Driven by Multiple Indicators
[IEEE] 2026-7-23 | Robust Model Predictive Control Based on Equivalent Input Disturbance for Speed Control with Unknown Disturbances
[IEEE] 2026-7-23 | Fiber-Optic Delay Line Noise Impact on Synthesizer Spectrum
[IEEE] 2026-7-23 | Hyperspectral Land-Sea-Cloud Segmentation for Onboard Processing via Spectral Band Selection
