[2026-08-12 10:06:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608110000+TO+202608112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-8-11 | VL-DNA: Enhance DNA Storage Capacity with Variable Payload/Strand Lengths
[IEEE] 2026-8-11 | A BP Weight-Scheduled NDO-NMPC Method for Complex Trajectory Tracking of Unmanned Surface Vehicles
[IEEE] 2026-8-11 | A Mobile Centric Multi Modal Framework for Adaptive Alerting in Human Automation Takeovers
[IEEE] 2026-8-11 | Reliability Analysis of Gas-Insulated Switchgear Using Hybrid Fault Tree
[IEEE] 2026-8-11 | DySTAL-AD: A Dynamic Self-Attention and LSTM Framework for IoT Anomaly Detection
[IEEE] 2026-8-11 | A Practical Framework for Solving Production Optimization Problems Using MILP and ESOA
[IEEE] 2026-8-11 | Bi-directional RRT* with Weighted Sampling and Fan-Shaped Escape for AGV Navigation
[IEEE] 2026-8-11 | Construction and Performance Evaluation of Organic Molecule Property Prediction Model Based on Graph Neural Network
[IEEE] 2026-8-11 | GrainSense: Non-Destructive In-Package Grain Classification Using UHF RFID
[IEEE] 2026-8-11 | A GIS-Based Comparative Study of Modified Analytic Hierarchy Process and Modified Frequency Ratio for Landslide Susceptibility Mapping Along Hoang Sa Road, Da Nang, Vietnam
[IEEE] 2026-8-11 | Group Containment and Formation Control for Heterogeneous Multi-agent Systems with Input Saturation via Multi-task
[IEEE] 2026-8-11 | Deep Learning Based Channel Estimation for THz Band Ultra Massive MIMO Systems
[IEEE] 2026-8-11 | A Study on Reducing Aerodynamic Drag for Electric Vehicle Using Trapezoidal Vortex Generators
[IEEE] 2026-8-11 | Unified Barrier Function–Based Tracking Control of Strict-Feedback Nonlinear Systems with Asymmetric Time-Varying State Constraints
[IEEE] 2026-8-11 | Learning-Assisted Target Localization in Distributed UAV Networks
[IEEE] 2026-8-11 | A Machine Learning-Integrated Multi-Objective Optimization Approach for Assisting the Design of Self-Sensing Concrete
[IEEE] 2026-8-11 | A Covariance Matrix Reset-Based Orbit Determination Method for Continuously Maneuvering Satellites
[IEEE] 2026-8-11 | Research on the Topology and Control Strategy of a Flexible Distributed Online De-icing Device for UHV Transmission Lines
[IEEE] 2026-8-11 | From Reactive Monitoring to Predictive Control in Mainframe Batch Processing Systems
[IEEE] 2026-8-11 | Adaptive Anchor-Weighing Control of Marine Windlasses Based on Fuzzy Load Identification
[IEEE] 2026-8-11 | Runtime Profiling in Augmented Reality
[IEEE] 2026-8-11 | Energy-Efficient Drone Design with Solar-Powered Hybrid Propulsion System for Extended Flight Duration
[IEEE] 2026-8-11 | Innovative MEMS Electrostatic Zipper Pump to Improve Drug Delivery Accuracy
[IEEE] 2026-8-11 | Numerical Analysis of Combustion and Emissions in a 110cc SI Engine with Gasoline/Ammonia Blends
[IEEE] 2026-8-11 | Biofabrication of Chitosan-Hydroxyapatite hydrogel via 3D Printing for Tissue Engineering Applications
[IEEE] 2026-8-11 | SCD-YOLO: An Improved Visible-Infrared Object Detection Algorithm for YOLOv11
[IEEE] 2026-8-11 | Modifications in Power Spectral Density Parameters Used to Detect Damage in a Steel Beam
[IEEE] 2026-8-11 | A Hybrid Approach to Municipal Waste Collection Route Optimization: A Case Study Using Real-World Data
[IEEE] 2026-8-11 | AI-Driven Demand Forecasting and Inventory Resource Optimization for Pharmaceutical Supply Chains Using Graph Attention Networks and Genetic Algorithms
[IEEE] 2026-8-11 | GenAI-Driven Knowledge Graph Expansion Using LLM Reasoning
[IEEE] 2026-8-11 | IoT-Based Vehicle Emission Monitoring and Alert System
[IEEE] 2026-8-11 | Transformation Taxonomy in a Framework for Software Product Line Creation
[IEEE] 2026-8-11 | Application of a Dual Active Bridge Converter in Charging and Discharging Supercapacitors Using the Close-Loop Triple Phase Shift Algorithm
[IEEE] 2026-8-11 | An Efficient Command Processing Method for Multi-Agent Simulation Based on Lightweight Binary Messages and Dynamic Priority Scheduling
[IEEE] 2026-8-11 | PAS-GS: A Progressive and Adaptive Streaming System for Dynamic Scenes via 4-D Gaussian Splatting
[IEEE] 2026-8-11 | Edge-Ready Multimodal and Geometry-Aware Perception for UAV-Based High-Voltage Power Line Inspection: A Systematic Review
[IEEE] 2026-8-11 | Beyond Reweighting: A Discriminative Contrastive Learning Framework for Long-Tailed Multi-Domain Generalization in Intelligent Fault Diagnosis
[IEEE] 2026-8-11 | Weighted Semantic Consistency Framework for Robust Zero-Shot Fault Diagnosis in Industrial Processes
[IEEE] 2026-8-11 | Retraction Notice: Comparative Analysis of e-Health Care Telemedicine System Based on Internet of Medical Things and Artificial Intelligence
[IEEE] 2026-8-11 | A 65-nm Compute-in-Read-Only-Memory Macro With Bidirectional Ternary Weight Storage and Sparsity-Aware Local Accumulation for 1.58-bit LLM Inference
[ACM] 2026-8-11 | Explaining Network Configurations Under Failures via Localized Subspecifications
[IEEE] 2026-8-11 | BLS-TAPS-PR: A Scalable Threshold Accountable Private Signature with Proactive Refresh for Secure Internet of Vehicles_supp1-3716705.pdf
[IEEE] 2026-8-11 | Analysis of Deployment Patterns for Edge Hosted Multimodal AI in Cloud-Edge Robotic Systems Utilizing ROS 2
[IEEE] 2026-8-11 | Supplementary Material for E
                    <sup>3</sup>
                    NeRF: Efficient Event-Enhanced Neural Radiance Fields from Blurry Images
[IEEE] 2026-8-11 | DA-Iscc: Dynamic Adaptation for Integrated Sensing, Communication, and Computation in SAGINs
[IEEE] 2026-8-11 | Comparative Analysis of Recent TS Fuzzy Model Transformation Theories For Modeling and Control-Design: A Comprehensive TORA Benchmark Study
[IEEE] 2026-8-11 | Predicting Air Quality Index: Deep Learning Perspective
[IEEE] 2026-8-11 | Multi-Objective Optimization for Credit Card Fraud Classification: Achieving a Balance between Accuracy and Carbon Footprint within a Green AI Framework
[IEEE] 2026-8-11 | Prediction of Cylinder Displacement Response of a Four-Door and Two-Cover Durability Test Bench Based on a PSO-BP Neural Network
[IEEE] 2026-8-11 | Crash Simulation Study of a Vehicle with an Airbag and Evaluation of Driver Head Injury
[IEEE] 2026-8-11 | Research on Multi-Agent Cooperative Control Based on Data Distribution Service (DDS)
[IEEE] 2026-8-11 | A Study on Access Control Entity Classification Based on Graph Neural Networks
[IEEE] 2026-8-11 | Multidimensional State Monitoring and Adaptive MPPT Cooperative Control for Offshore Floating Photovoltaic Systems
[IEEE] 2026-8-11 | A 0.1-20 GHz Flat-Gain Distributed LNA in a 0.25-µm GaAs pHEMT Process
[IEEE] 2026-8-11 | Robust Optimization for Stackelberg Game of Multiple Virtual Power Plants Aggregated with Electric Vehicles
[IEEE] 2026-8-11 | Electrical Power System Studies: Why Required and Realized Benefits
[IEEE] 2026-8-11 | Point Cloud Registration Method based on Iterative Reasoning of Overlap Confidence
[IEEE] 2026-8-11 | Improved Salient Object Detection Via CBAM-Integrated Pyramidal Feature Attention Network
[IEEE] 2026-8-11 | A Conformal Flexible Antenna-Based Microwave Imaging Framework for Breast Tumor Localization
[IEEE] 2026-8-11 | Duty-Cycle Optimization of a Multi-Parallel Wireless Charging System for Robots Under Frequency Variation
[IEEE] 2026-8-11 | Design and Simulation Verification of Trajectory Tracking System for Quadrotor UAV Based on Backstepping Sliding Mode Control
[IEEE] 2026-8-11 | An Offline Reinforcement Learning Method for Motion Control of a Dual-Screw Propulsion Robot
[IEEE] 2026-8-11 | Three-Dimensional Radar Algorithms for the Detection and Tracking of Drones
[IEEE] 2026-8-11 | Scalable Orchestration of Multi-Model Pipelines Focusing on Model Bias Reduction in Tumor Analysis
[IEEE] 2026-8-11 | Quantitative Analysis of the Regrowth Degree of
                    <i>Spartina Alterniflora</i>
                    by Integrating Radar and Optical Remote Sensing Indices
[IEEE] 2026-8-11 | AI-Based Analysis of Waste Paper Streams and YOLOv8-Based Object Detection for Sustainable Recycling
[IEEE] 2026-8-11 | 2026 5th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0
[IEEE] 2026-8-11 | Retraction Notice: An Efficient Parallel Algorithm for Graph Processing in Cyber-Physical Systems
[IEEE] 2026-8-11 | HybridOR: A Hybrid Routing Approach for Optimizing Energy Efficiency in Mixed LOS/NLOS IoV Networks
[IEEE] 2026-8-11 | Pipelined Microarchitecture for VTA With Circuit and Instruction Co-Optimization
[IEEE] 2026-8-11 | Cyber-Attack Resilient Load Frequency Control of Multi-Area Power Systems Using Nonlinear Active Disturbance Rejection Control
[IEEE] 2026-8-11 | High-Performance System-on-Chip Architectures for Multipoint Quasi-distributed Fiber Optic Sensors for Monitoring in Critical Systems
[IEEE] 2026-8-11 | iTourniquet: A Smart Elastic Venous Tourniquet Usage-Monitoring System Using Stretchable Conductive Fiber Sensing and IoT Technology
[IEEE] 2026-8-11 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework_supp4-3721823.pdf
[IEEE] 2026-8-11 | Compact Wideband Circularly Polarized Implantable Antenna for Head Implant Applications
[IEEE] 2026-8-11 | Hybrid Channel Access Protocol for Ultra-Wideband Swarm Networks
[IEEE] 2026-8-11 | Drug–Drug Interaction Classification using Graph-Based and Text-Based Drug Representations
[IEEE] 2026-8-11 | Temperature-Aware Logit-Based Uncertainty Quantification Analysis for Trustworthy Vision-Language Models in Histopathology
[IEEE] 2026-8-11 | Multi-view Graph Neural Network Guided Transformer for Cell-Type Annotation
[IEEE] 2026-8-11 | Spatial Knowledge Distillation in Video Models via Vision-Language Guided Zero-Shot Pretraining
[IEEE] 2026-8-11 | Adaptive Fusion of Spatial and Frequency Features For Robust Deepfake Detection Under Compression
[IEEE] 2026-8-11 | Review for "Region-Specific Nested-Domain U-Nets for Global Particulate Matter Forecasting"
[IEEE] 2026-8-11 | Dynamic Event-triggered Distributed Optimal Output Consensus of Heterogeneous Linear Multi-Agent Systems
[IEEE] 2026-8-11 | Research on DA Optimization Control Strategy for CSTR
[IEEE] 2026-8-11 | Diagnostic-Feature-Guided Deep Fusion for Imbalanced Fault Diagnosis of Electric Submersible Pumps
[IEEE] 2026-8-11 | Community-Driven Behavior and Data-Informed Urban Governance: Evidence from Padel Reparticipation in Greater Jakarta
[IEEE] 2026-8-11 | A Robust Framework for Fault-Tolerant Log Replication and Efficient Storage in Distributed Clusters Using RAFT Algorithm
[IEEE] 2026-8-11 | Enhancing Customer and Worker Experience Through Smart Facility Planning and Safety Engineering in Service Supply Chains
[IEEE] 2026-8-11 | Minimum Synchronous Inertia Evaluation for Renewable Energy Substitution Scenarios Considering Parameter Coupling Under Frequency Security Constraints
[IEEE] 2026-8-11 | Depth-Based Metric Tree Height Estimation from Satellite Imagery
[IEEE] 2026-8-11 | Comparative Machine Learning Analysis for Early and Late-Stage Student Performance Prediction Using Random Forest
[IEEE] 2026-8-11 | The Impact of Multipath Interference Caused by Ground Reflections on Wireless Time Comparison Systems
[IEEE] 2026-8-11 | Research on Autonomous Exploration Algorithms for Mobile Robots
[IEEE] 2026-8-11 | Robust Fixed-Time Sliding Mode Control for Speed and Position Loops of Permanent Magnet Axial Gap Bearingless Motor
[IEEE] 2026-8-11 | Smart Water Pouring System with Web-Based Control and Hybrid Monitoring
[IEEE] 2026-8-11 | VirtuArts: A Digital Exhibition Ecosystem for Next-Generation Mobility Workforce (SDG 4, SDG 8, SDG 17) with Evidence from Iterative Design-Based Cycles
[IEEE] 2026-8-11 | Automated Classification of Rice Varieties Using Convolutional Neural Networks
[IEEE] 2026-8-11 | Quality-Aware Potential-Based Reward Shaping for Fixed-Wing UAV Formation Navigation
[IEEE] 2026-8-11 | EC-HSRA: Environment-Conditioned Hierarchical Shared-Resource Allocation for Multi-Task Regional Support
[IEEE] 2026-8-11 | Behavior-Response Feature Clustering Method for Load-Side Flexible Resources in Microgrid Clusters
[IEEE] 2026-8-11 | Process of Validation of Forensically Handled Log Records in the Cloud Environment of the Financial Institution
[IEEE] 2026-8-11 | Federated Learning-Based Cybersecurity Model for Distributed Cloud Environments
[IEEE] 2026-8-11 | Temporal Fusion Networks for Agricultural Crop Yield Prediction:A Multi-Dimensional Machine Learning Approach
[ACM] 2026-8-11 | FFAD: Fast Fine-tuning Based Cold-start Anomaly Detection for Serverless Computing Infrastructures
[ACM] 2026-8-11 | Leveraging Cognitive States for Adaptive Scaffolding of Understanding in Explanatory Tasks in HRI
[IEEE] 2026-8-11 | An Ultra-Compact K-Band Wideband Linearized Power Amplifier Supporting 4096-QAM for mm-Wave Communication Applications
[IEEE] 2026-8-11 | Retraction Notice: Basic Structure on Artificial Intelligence: A Revolution in Risk Management and Compliance
[IEEE] 2026-8-11 | UniDrug-LLM: A Reliability-Aware Multimodal LLM-based Framework for Drug Discovery
[IEEE] 2026-8-11 | A Personalized Federated Learning Method Based on Iterative Partitioning and Parameter Hierarchy
[IEEE] 2026-8-11 | Assessing the Middleton Class A Model for Underwater Impulsive Noise
[IEEE] 2026-8-11 | A Compliance Control Method for PMSLM via Composite Feedback Enhanced Natural Admittance Control
[IEEE] 2026-8-11 | Fabrication and Electrical Testing of Printed Circuit Board-Based High Voltage Trigatron Switch
[IEEE] 2026-8-11 | Multi-View SAR Target Recognition Using View-Correlation Regularizers Based on Cross-View Attention
[IEEE] 2026-8-11 | Physical Layer Immutability as an Adversarial Anchor: A Realizability Constrained Robustness Analysis of Satellite Terrestrial Network Intrusion Detection
[IEEE] 2026-8-11 | BiLSTM-Driven Adaptive GNSS/INS/ODO Integration with Dynamic NHC/ZUPT Noise Tuning for Vehicle Navigation
[IEEE] 2026-8-11 | An Innovative Control Technique to Mitigate Vertical Imbalance Conditions in MMC-Based Energy Hubs
[IEEE] 2026-8-11 | A Novel P/PS Compensated Capacitive Power Transfer System for Robust Constant Current Output Against Misalignment
[IEEE] 2026-8-11 | Supersonic Target Detection with OMP and Blind Range Analysis in Random Pulse Interval Radar
[IEEE] 2026-8-11 | GPS-Aided Scale Estimation for Visual SLAM-Based Point Cloud Mapping
[IEEE] 2026-8-11 | Correction to “Efficient Modeling of Quasi-Periodic Structures Using a Physics-Informed Deep Operator Network”
[IEEE] 2026-8-11 | LLM-RailATD: Large Language Model-Driven Autonomous Train Dispatching for High-Speed Railways in Case of Emergencies
[IEEE] 2026-8-11 | Mapping the Evolution Human-Centered Care Robotics: A Bibliometric and Thematic Analysis of Socially Assistive Robotics Research
[IEEE] 2026-8-11 | Explainable AI (XAI) for Sentiment Analysis in low-resource languages
[IEEE] 2026-8-11 | SBL-SIC for Grant-Free Random Access Under Near-Far Conditions
[IEEE] 2026-8-11 | Cover Page
[ACM] 2026-8-11 | Honey, I Shrunk the Headers With Flow.ZIP
[ACM] 2026-8-11 | Towards multicore fiber-to-chip interposers for spatial division multiplexing without active alignment
[ACM] 2026-8-11 | Tree-based Publish-Subscribe Model and Load Partition for Distributed Object System
[ACM] 2026-8-11 | UBEP: Re-architecting Expert Parallelism Communication Library for Production Superpods
[ACM] 2026-8-11 | GPU-Centric Stateless LLM Serving With GIGANETS
[ACM] 2026-8-11 | Near-optimal Online Traffic Engineering
[ACM] 2026-8-11 | Poster: The Case for Accountable Agent-to-Agent Networks
[IEEE] 2026-8-11 | End-of-Day Forecasting of Financial Transaction Volume via Rule-Based Ensemble Selection
[IEEE] 2026-8-11 | Learning-based Adaptive Parameter Selection Framework for Navigation in Mobile Robots
[IEEE] 2026-8-11 | Performance, Scalability, and Computational Resource Consumption Analysis of QNN and QSVM Models in Ideal and Noisy Quantum Simulation Environments
[IEEE] 2026-8-11 | Credit Assessment Integrated with Explainable Artificial Intelligence and Large Language Models
[IEEE] 2026-8-11 | A New Turkish Speech Emotion Recognition Database with a Novel Construction Approach
[IEEE] 2026-8-11 | Fine-Tuning Text-to-Speech Models with Turkish Speech Data
[IEEE] 2026-8-11 | A Gradient Projection-Based Moving Horizon False Data Injection Attack Against VTOL Cyber-Physical Systems
[IEEE] 2026-8-11 | Multidimensional EMG Assessment of Post-Stroke Upper Limb Impairment Across Functional Tasks
[IEEE] 2026-8-11 | A Hybrid Ensemble Learning Strategy for Enhancing Solar Photovoltaic Forecasting in Renewable Energy Systems
[IEEE] 2026-8-11 | A Spectrum-Aware Swin Transformer with High-Low Semantic Expansion for RF Open-Set Recognition of Drones
