[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
[IEEE] 2026-8-24 | Deep Face Matching via Sparse Embedding of Partial Face Representations
[IEEE] 2026-8-24 | A Short Bibliometric of LPWAN Network-Layer Security in Smart Agriculture
[IEEE] 2026-8-24 | A Surface Integral Equation Framework for Light Scattering in Layered Media
[IEEE] 2026-8-24 | Analysis of the Impact of Contrast Injection Methods on Radiation Dose in Chest CT Angiography at the Arrazi Hospital of the Mohammed VI University Hospital Center in Marrakech
[IEEE] 2026-8-24 | A Systematic Review of Metaverse-Conversational AI Integration for Citizen Participation: Gaps and a Pathway for Global South Contexts
[IEEE] 2026-8-24 | End-to-End Pedestrian Safety Risk Prediction Based on Spatiotemporal Graph Convolutional Networks
[IEEE] 2026-8-24 | Event-Aware Double-Threshold Aloha for Massive AIoT Networks
[IEEE] 2026-8-24 | Optimal Dispatch of Microgrids Based on an Improved Hippopotamus Optimization Algorithm
[IEEE] 2026-8-24 | Decoding the Tumor Microenvironment: The Role of Machine Learning in Early Cancer Detection and Diagnostic Precision
[IEEE] 2026-8-24 | Research on Transformer Reliability Characteristics in New Energy Output Scenarios
[IEEE] 2026-8-24 | Unsupervised Predictive Maintenance: Early Fault Detection in Metro Trains Through Deep Latent Space Anomaly Detection
[IEEE] 2026-8-24 | Chameleon: A Deception Defense Strategy Against LLM-Assisted Attacker in New Power Systems
[IEEE] 2026-8-24 | A Nearest Level Modulation Method Without Capacitor Voltage Measurement for Six-Phase Modular Multilevel Converters
[IEEE] 2026-8-24 | Classification of Rare Earth Elements Based on Nanopore Event
[IEEE] 2026-8-24 | Explainable AI-Based Feature Selection Method for Energy Harvesting-Assisted IoT Network
[IEEE] 2026-8-24 | An Exploratory Study on Lightweight Cross-Pose Face Recognition for Edge Devices: Revisiting Geometric Constraints and Partial INT8 Quantization Boundaries
[IEEE] 2026-8-24 | Enhanced Traffic Prediction Model in High-Resolution Aerial Images using YOLOv9-based Vehicle Detection and Gated Attention Fusion Strategy
[IEEE] 2026-8-24 | Air-Sea Surface Modeling and Operating Link Range Evaluation for AUV-to-UAV Optical Wireless Communication Links
[IEEE] 2026-8-24 | Evaluating Prompt Injection Risk and Guardrails in LLM-Enabled Home IoT Assistants
[IEEE] 2026-8-24 | Optimized Evidential Learning Enabled Graph Neural Network based Cluster Head Selection and Trust Aware Clustering in WSN
[IEEE] 2026-8-24 | Table of Contents
[IEEE] 2026-8-24 | A Multi-Modal RAG-Based Virtual Health Assistant with 3D Visual Interface
[IEEE] 2026-8-24 | SVM-Based Fault Diagnosis of Abnormal Tripping in 10 kV Distribution-Station Circuit Breakers Using VMD and Wavelet Packet Decomposition
[IEEE] 2026-8-24 | LUNA: Light-based Urban Navigation and Anchor via Geometric Structural Constraints
[IEEE] 2026-8-24 | Agentic Data Services: A Control-Plane Architecture for Adaptive Data Workflows
[IEEE] 2026-8-24 | Assessing Machine Learning and Deep Learning Approaches for Wood Volume Prediction in Forest Plantations Using Hyperspectral Imagery: Limitations and Challenges
[IEEE] 2026-8-24 | An Overview of Supervised Deep Learning Methods for Medical Image Segmentation
[IEEE] 2026-8-24 | Self-Adaptive Leakage Mechanism in Spiking Neural Networks Using Inter-Spike Interval Modulation
[IEEE] 2026-8-24 | Coordinated Multi-Charger Scheduling for Extended Lifetime and Path Efficiency in WRSNs
[IEEE] 2026-8-24 | Star Map Reconstruction of Daytime Star Sensor with Field-of-View-Gated Structure Based on Star Motion in Associated Frames
[IEEE] 2026-8-24 | A Bioinspired Multimodal Soft Gripper with Intuitive Teleoperation and Distal Sensing for Constrained-Space Manipulation_supp2-3726374.mp4
[IEEE] 2026-8-24 | Investment Decision Model for Low Carbon Technologies in Power Grid Based on Real Options
[IEEE] 2026-8-24 | IEEE Computer Society AI Caravan: Bridging the knowledge gap from Region 8 to the global stage [IEEE Student Activities]
[IEEE] 2026-8-24 | Algorithm Comparison and Engineering Application of Three-Phase Short-Circuit Fault Current Under Openloop/Closed-Loop Operation of Power System Ring Network
[IEEE] 2026-8-24 | Quantitative Evaluation of Quantum/Classical Neural Network Using a Game Solver Metric
[IEEE] 2026-8-24 | HSTI: An XGBoost-Based Three-Dimensional Method for Forecasting Industry Development
[IEEE] 2026-8-24 | Learning Entropy with ICA Preprocessing for Assessment of Postural Instability in Stroke: A Pilot Study
[IEEE] 2026-8-24 | Development of Emergency Response System with Pattern-Based Decision Support Using Machine Learning
[IEEE] 2026-8-24 | Station Influence Identification of Metro Network Using Importance Signal in Vertex Domain
[IEEE] 2026-8-24 | Intercomparison of Radiative Transfer Models for TOA Radiance Simulation: Application to a CubeSat-Based Multispectral Sensor
[IEEE] 2026-8-24 | Secrecy Performance of Cooperative Dual RIS-Aided Wireless Systems
[IEEE] 2026-8-24 | Deep Learning-Based Gastric Cancer Image Classification with Hybrid Data Augmentation
[IEEE] 2026-8-24 | Tranexis: A Smart Management Platform for Predicting Traffic Flow Based on Integrated Time Domain and Spatial Domain Graph Neural Networks
[IEEE] 2026-8-24 | Ice Thickness Inversion Based on Multi-Source Satellite Remote Sensing and Optimized LightGBM
[IEEE] 2026-8-24 | SemOCC: Task-Oriented Optical Camera Communication for Robust Robotic Command Signaling
[IEEE] 2026-8-24 | A Skill Transfer Support System Through the Integration of Depth Sensing and Edge-Based Generative AI
[IEEE] 2026-8-24 | SHAP-Enabled Machine Learning for Impulse Buying Detection in BNPL-Based Consumer E-Commerce Systems
[IEEE] 2026-8-24 | KG-Augmented LLM for Efficient and Correct Dockerfile Generation
[IEEE] 2026-8-24 | A Reconfigurable LLC Resonant DC-DC Converter Supporting 120 V/240 V Operation in Vehicle-to-Load Applications
[IEEE] 2026-8-24 | Event-Triggered Selective Channel Refinement for Energy-Constrained IoT Communications
[IEEE] 2026-8-24 | 2026 Eleventh International Conference on Communications and Electronics (ICCE)
[IEEE] 2026-8-24 | Agentic AI-Driven Decision Support Systems for Real-Time Emission Monitoring and Climate Change Mitigation: A Comprehensive Survey
[IEEE] 2026-8-24 | Bare-Metal Reconfigurable Accelerators for PicoRV32 RISC-V SoC via AXI-Lite Interface on Zynq-7000
[IEEE] 2026-8-24 | COALITION-VAST: Auditable Multi-Agent Alignment Under Byzantine Governance
[IEEE] 2026-8-24 | Statistics-Aware Adaptive MPC Using Mahalanobis Distance for Path Tracking
[IEEE] 2026-8-24 | Correction to “Toward Realism: Sparse Matrix Statistics in the North American and Synthetic Electric Grid Models”
[IEEE] 2026-8-24 | LLM-ReSum: A Framework for LLM Reflective Summarization Through Self-Evaluation
[IEEE] 2026-8-24 | A Traffic Signal Control System Based on TDX Data and Reinforcement Learning
[IEEE] 2026-8-24 | Mobile Payment Fraud Detection Using Random Forest Algorithm on PaySim Dataset
[ACM] 2026-8-24 | AI Companions: The Blurring Line Between Connection and Deception
[ACM] 2026-8-24 | Planar haptics: A wireless haptic glove using interwoven nitinol actuators for accelerated feedback response
[ACM] 2026-8-24 | Distortion of Multi-Winner Elections on the Line Metric: The Polar Comparison Rule
[IEEE] 2026-8-24 | Recursive Binary Identification under Data Tampering and Non-Persistent Excitation with Application to Emission Control
[IEEE] 2026-8-24 | A Lossy-Mode-Resonance-Based Method for Monitoring the Evolution of Thin-Film Properties during Thermal Annealing
[IEEE] 2026-8-24 | Harnessing Load Flexibility for Supply Chain Resilience: Integrating Energy Sector Strategies into Supply Chain Management
[IEEE] 2026-8-24 | Mamba-Based Time–Frequency Interactive Fusion Network for SAR Ship Wake Detection
[IEEE] 2026-8-24 | ODPNet: Orthogonal Dual-path Network for Real-Time Semantic Segmentation of Urban Road Scenes
[IEEE] 2026-8-24 | Impact of Multimorbidity on Pharmaceutical Expenditure: Evidence from Moroccan Health Insurance Claims Using Machine Learning and Explainable AI
[IEEE] 2026-8-24 | AMSD-Net: Adaptive Multi-Scale Dynamic Network with Dynamic Feature Modulation for Small-Target Detection in Remote Sensing
[IEEE] 2026-8-24 | Conditional GAN with Spatial-Temporal LSTM Discriminator for Lithium-Ion Battery State-of-Health Prediction
[IEEE] 2026-8-24 | Least Square Based Sensorless Control for PMSG Within High-Voltage Circuit Breakers
[IEEE] 2026-8-24 | Front Cover
[IEEE] 2026-8-24 | An Interpretable and Calibrated Energy-Based Model for Bearing Fault Diagnosis and Out-of-Distribution Detection
[IEEE] 2026-8-24 | Leveraging Artificial Intelligence to Improve Communication and Refusal Management in Pediatric Care: A Study Based on Nursing Students' Experiences
[IEEE] 2026-8-24 | AB-NAECP:Attention Based Neural Architecture for Electricity Consumption Prediction
[IEEE] 2026-8-24 | Design of a Double-Bridge Thin-Film Piezoelectric Actuator with Multi-Frequency Tunability for Wearable Haptics
[IEEE] 2026-8-24 | Artificial Intelligence in Power IGBT Module Reliability: A Comprehensive Bibliometric and Interpretative Review
[IEEE] 2026-8-24 | Adaptability Enhancement of Insulation and Cooling Structures in Transformers Using Plant-Based Synthetic Esters
[IEEE] 2026-8-24 | Social VR Platforms to Reduce Loneliness and Social Isolation Among the Elderly
[IEEE] 2026-8-24 | Fragmentation-Aware Static RCSA Method for SDM-EON Using Counter-Propagation
[IEEE] 2026-8-24 | Uncertainty Evaluation in Outdoor Power Measurement of PV Modules for High-Altitude Stand-Alone Photovoltaic Systems
[IEEE] 2026-8-24 | Kilometer-Class Field Trials of a Photonic 312 GHz Terahertz-Wave Wireless Link from 1 to 3 km for 6G Backhaul
[IEEE] 2026-8-24 | Instant Preference Alignment for Text-to-Image Diffusion Models_supp1-3726123.pdf
[IEEE] 2026-8-24 | A Consideration of Sensing Network Architecture for Smart Agriculture Based on Diagnostic Queries
[IEEE] 2026-8-24 | Deep Audio Embeddings from Spontaneous Speech for Automated Cognitive Screening
[IEEE] 2026-8-24 | ASSCA-Net: An Adaptive Spectral–Spatial Cooperative Attention Network for Hyperspectral Image Classification
[IEEE] 2026-8-24 | Dual-Level Domain Alignment Meets Fine-Grained Contrast: Advancing Cross-Scene Few-Shot Hyperspectral Image Classification
[IEEE] 2026-8-24 | Table of Contents
[IEEE] 2026-8-24 | DFS Control Strategy for Railway Water Supply and Drainage System
[IEEE] 2026-8-24 | Paraphrase-Augmented Multi-Modal Fake News Detection
[IEEE] 2026-8-24 | Multi-Metric Experimental Assessment of LoRa Link Quality and Coverage Boundaries
[IEEE] 2026-8-24 | Product Authenticity Detection using Blockchain: A Permissioned Architecture with Cryptographic Tag Binding and Composite Trust Scoring
[IEEE] 2026-8-24 | Accurate Localization of Road Traffic Objects on the Road Plane Using Surveillance Camera Imagery
[IEEE] 2026-8-24 | Based on the Communication of the Internet of Things and YOLO as Well as the Optimization of Lightweight Algorithms
[IEEE] 2026-8-24 | AI-Driven Secure Load Frequency Control of Renewable Energy and Electric Vehicle Integrated Power Systems
[IEEE] 2026-8-24 | Robust Channel Estimation in OTFS Systems Using Embedded Pilots and DFT-Based Interpolation
[IEEE] 2026-8-24 | Data-Driven Stability Assessment of Low-Inertia Multi-Machine Power Systems
[IEEE] 2026-8-24 | LiWave: A Lightweight 1D Wavelet-Residual U-Net for ECG Signal Denoising
[IEEE] 2026-8-24 | Yield-Loss in HV ESD Device Caused by the CESL-Charge-Induced Breakdown Voltage Degradation
[IEEE] 2026-8-24 | Chronospatial Backpropagation Through Time and Integration of RNN with Blockchain for Secure and Scalable Sequence Modeling
[IEEE] 2026-8-24 | Temporal Segmentation of Hand-Object Interaction Across Grasp Types_supp1-3726390.mp4
[IEEE] 2026-8-24 | Table of Contents
[IEEE] 2026-8-24 | Conversational AI Interfaces for Retail Data Engineering and Business Intelligence
[IEEE] 2026-8-24 | Logarithmic Feature Transformation and Machine Learning Algorithms for EEG-Based Imagined Speech Classification
[IEEE] 2026-8-24 | Automatic Construction and Key Process Identification of Power Grid Construction Project Schedule Network Based on Graph Neural Network and Critical Path Method
[IEEE] 2026-8-24 | A Reproducible and Budget-Aware Framework for Evaluating Local Retrieval-Augmented Generation (RAG) Robustness to Perturbations
[IEEE] 2026-8-24 | Three-Stage Stackelberg Game-Based Computation Offloading Strategy for UAV-Assisted Edge Computing_supp1-3717591.pdf
[IEEE] 2026-8-24 | Design and Automation of a Pilot-Scale Solar Photocatalytic Reactor for Tequila Vinasse Treatment
[IEEE] 2026-8-24 | Design and Preliminary Evaluation of a User-Centered Plant Digital Twin Interactive Prototype
[IEEE] 2026-8-24 | Evaluation of Positional Fluctuations in Ear Acoustic Authentication Systems
[IEEE] 2026-8-24 | Effects of Local Vibrations with Different Frequencies on Plantar Skin Blood Flow Responses
[IEEE] 2026-8-24 | Robust CLIP-Based Unsupervised Semantic Segmentation via Structure-Aware Bias Rectification
[IEEE] 2026-8-24 | Reproduction of Railway Station Usage and Crowd Control Based on Permissible Passing Directions Using a Floor Field Model
[IEEE] 2026-8-24 | Research on the Profit Differentiation of Distributed Photovoltaics Entering the Market in Hebei South Power Grid and Relevant Suggestions
[IEEE] 2026-8-24 | Ultrahigh-Sensitivity RI Sensor via Cascaded Microcavities with Direct Liquid Core Interaction
[IEEE] 2026-8-24 | Assessment and Design of Sustainable Hydrogen System in Dakhla Morocco
[IEEE] 2026-8-24 | Curriculum-Guided Feedback Validation Learning for Robust Neural Network Training
[IEEE] 2026-8-24 | A Rail-Integrated S-band Slot Antenna for CubeSats Mitigating External Panel Area Trade-offs
[IEEE] 2026-8-24 | Investigating accuracy versus gait strides trade-off in Parkinson's detection
[IEEE] 2026-8-24 | Constructing Tactical Main-Purpose Proxy Labels from Observational Baseball Data via Selective and Hierarchical Labeling
[IEEE] 2026-8-24 | Integrated Energy System Planning Method Based on Deep Graph Embedding and Distributed Resilience Consensus
[IEEE] 2026-8-24 | Message from the General Chairs: IEEE BigDataService 2026
[IEEE] 2026-8-24 | MarTA-Net: A Terrain-Aware U-Net Enhanced with Convolutional Block Attention Modules for Martian Surface Segmentation
[IEEE] 2026-8-24 | A 16-GHz Cryogenic Sub-Sampling PLL with a Three-Tier Hybrid Frequency Divider in 180-nm CMOS for Quantum Control
[IEEE] 2026-8-24 | CAN-SAFE: Compact Attribution-Based Nonlinear Scoring and Feature Evaluation with KANs for Lightweight Internet of Vehicles Intrusion Detection
[IEEE] 2026-8-24 | Modelling and computer simulations of a resonant electrical circuit used in a mechanical vibration reduction system with an energy harvesting abilities
[IEEE] 2026-8-24 | Cloud-based Web Application Behaviour Monitoring System using Mern Stack
[IEEE] 2026-8-24 | Toward Low-Cost Parkinson’s Disease Classification: A Comparative Study of VR and Clinical Eye-Tracking Systems
[IEEE] 2026-8-24 | Design and Implementation of an Edge Intelligence Oriented Human-Machine Interaction Experimental Platform
[IEEE] 2026-8-24 | AI-Enhanced Order-to-Cash Automation Framework for Telecom and Utility Enterprises
[IEEE] 2026-8-24 | Boosting LLM Serving in Computility Networks Via a Publish-Subscribe Framework
[IEEE] 2026-8-24 | Joint DQN Optimization of Task Offloading and Resource Allocation for Low-AoI in IoV
[IEEE] 2026-8-24 | Implementation of Visible Light Communication Carrier Synchronization for Internet of Things
[ACM] 2026-8-24 | Exploratory fNIRS Measures During Redirected Hand Interaction
[ACM] 2026-8-24 | Virtual Reality and the Perception of Non-Euclidean Geometry: How Expert Mathematicians Evaluate Its Research Potential
[IEEE] 2026-8-24 | Hyperparameter Optimization Techniques for Machine Learning: Based Breast Cancer Classification
[IEEE] 2026-8-24 | CAST: Counterfactual Labels Improve Instruction Following in Vision-Language-Action Models_supp1-3726383.mp4
[IEEE] 2026-8-24 | The Effect of Cache Replacement Methods on Video and Audio Transmission QoE in ICN/CCN
[IEEE] 2026-8-24 | Comparison of Load Balancing Performance Between Mikrotik ECMP and Ruijie Reyee Smart Balancing
[IEEE] 2026-8-24 | Mutual Coherence and Dispersion Characterization of a Low-RF-Drive Electro-Optic Frequency Comb
