[2026-07-01 12:09:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-30
正在获取论文...
[arXiv] 2026-06-30 | Contrastive Regularization of Machine Learning Potentials
[arXiv] 2026-06-30 | Geometric formulation for Palatini-Cartan gravity
[arXiv] 2026-06-30 | Spectral extremal problems for fractional $ID$-$[a,b]$-factor-critical graphs
[arXiv] 2026-06-30 | Optical Amplification with Large Goos-H$\ddot{a}$nchen Shift Driven by Non-Hermitian Bilayer Meta-Grating
[arXiv] 2026-06-30 | Beyond binary scission: a generalized three-species cascade breakage model for wormlike micellar solutions
[arXiv] 2026-06-30 | Reference-Based Prosody and Rhythm Evaluation for Spoken Dialogue Systems
[arXiv] 2026-06-30 | ADAPT: Attention Dynamics Alignment with Preference Tuning for Faithful MLLMs
[arXiv] 2026-06-30 | Warp RL: Reshaping Base Policy Distributions for Dynamics Adaptation
[arXiv] 2026-06-30 | GenPage: Towards End-to-End Generative Homepage Construction at Netflix
[arXiv] 2026-06-30 | Continuous-Variable Source-Independent Quantum Random Number Generation with General POVMs
[arXiv] 2026-06-30 | Qubit Readout via State-Dependent Radiative Linewidths
[arXiv] 2026-06-30 | Beyond Compilation: Evaluating Faithful Natural-Language-to-Lean Statement Formalization
[arXiv] 2026-06-30 | The competition between low-temperature kinks and magnons at the vicinity of the deconfinement transition point in 1D easy-axis XXZ ferromagnet
[arXiv] 2026-06-30 | Path-Minimality for Positive $p$-Energies, Laplacian-Type Spectra, and Line Graphs
[arXiv] 2026-06-30 | Hybrid principal component analysis in multivariate allometric regression
[arXiv] 2026-06-30 | Local magnon modes studied by dynamic magnetic pair-density function analysis
[arXiv] 2026-06-30 | DynFly: Dynamic-Aware Continuous Trajectory Generation for UAV Vision-Language Navigation in Urban Environments
[arXiv] 2026-06-30 | ECHO: Prune to act, trace to learn with selective turn memory in agentic RL
[arXiv] 2026-06-30 | Technical Report of RoboSpatial Challenge at CVPR 2026: Selective Reasoning Activation and Reference-Frame Disambiguation for Embodied Spatial Reasoning
[arXiv] 2026-06-30 | Fujita-type blow-up for inhomogeneous semilinear heat equations with regularly varying forcing
[arXiv] 2026-06-30 | LiteMatch: Lightweight Zero-Shot Stereo Matching via Cost Volume Stabilization
[arXiv] 2026-06-30 | Invariant $λ$-translators in $\mathbb{S}^2\times\mathbb{R}$
[arXiv] 2026-06-30 | Ultralight dark matter mixed with primordial black holes
[arXiv] 2026-06-30 | A big step forward with SHARP: spatially resolved stellar population properties in passive galaxies at z > 1.5
[arXiv] 2026-06-30 | Robust Autonomous UAV Landing on Maritime Platforms via Multimodal Agentic AI and Active Wave Compensation
[arXiv] 2026-06-30 | Eigenstate Transitions, Duality, and Anomalous Diffusion in a Quasiperiodic Qi-Wu-Zhang Chern Insulator
[arXiv] 2026-06-30 | On Optimal Data Splitting for Split Conformal Prediction
[arXiv] 2026-06-30 | Power law scaling for classification accuracy in physical neural networks
[arXiv] 2026-06-30 | Robustness of neural networks to random noise perturbations of their inputs
[arXiv] 2026-06-30 | Holonic Active Distillation for Scalable Multi-Agent Learning in Multi-Sensor Systems
[arXiv] 2026-06-30 | Localized Conformal Prediction for Image Classification with Vision-Language Models
[arXiv] 2026-06-30 | The Stokes Operator with Power Weights Outside the Muckenhoupt Class
[arXiv] 2026-06-30 | Growth optimization of shallow Ge quantum wells grown by molecular beam epitaxy
[arXiv] 2026-06-30 | MV-GEL: Language-Driven Multi-View Geometric Entity Localization on Meshes
[arXiv] 2026-06-30 | The number of labeled partial orders and topologies on 19 points
[arXiv] 2026-06-30 | PRISM: Latent Composition Consistency for Single-Image Reflection Removal
[arXiv] 2026-06-30 | Falsification, Not Exposure: An Internally Preregistered Placebo-Controlled Decomposition of Self-Repair Feedback in Frozen Small Code Models
[arXiv] 2026-06-30 | Magnetic field and plasma number density from radio and millimeter core measurements in AGN jets
[arXiv] 2026-06-30 | Temporal-Plane Carroll--Schrödinger Dynamics and Vortex Sectors in (2,2) Klein Space
[arXiv] 2026-06-30 | Configured Grant Scheduling for the Support of TSN Traffic in 5G and Beyond Industrial Networks
[arXiv] 2026-06-30 | Digital Innovation through Knowledge Processes
[arXiv] 2026-06-30 | SimpleSearch-VL: A Simple Recipe for Multimodal Agentic Deep Search
[arXiv] 2026-06-30 | Fully Automated High-Precision Segmentation of Retinal Atrophy and Ellipsoid Zone Thickness in OCT: A Reliable Tool for Real-World GA Monitoring
[arXiv] 2026-06-30 | Surprise as a Signal for Plasticity and Metacognition
[arXiv] 2026-06-30 | ChronoFlow-Policy: Unifying Past-Current-Future Interaction Flow in Visuomotor Policy Learning
[arXiv] 2026-06-30 | Dynamic Ultrasound Beamforming Using Left-to-Right Arithmetic Adders on FPGA
[arXiv] 2026-06-30 | Real-time identification of the onset of financial rogue waves
[arXiv] 2026-06-30 | Von Mises Based Uncertainty Quantification for Closely Spaced Automotive Radar Targets
[arXiv] 2026-06-30 | Resolving the Klavžar-Kovše conjecture on opposite semicube isomorphisms in partial cubes and its extension
[arXiv] 2026-06-30 | ILPU: Iterative Laplace-Based Phase Unwrapping via Bi-Level Optimization
[arXiv] 2026-06-30 | Revising RVL-CDIP: Quantifying Errors and Test-Train Overlap
[arXiv] 2026-06-30 | Dynamics of Coupled Stochastic van der Pol Oscillators: Bifurcations, Synchronization and Chaos
[arXiv] 2026-06-30 | Wave-particle duality as an uncertainty relation for the average confidence width
[arXiv] 2026-06-30 | Clinically Structured Rank-Gated LoRA for Cross-Benchmark Medical Question Answering
[arXiv] 2026-06-30 | One Feature, Three Clocks: Phase-Locked Gravitational Waves, Primordial Black Holes, and Non-Gaussianity from Periodic Warm Inflation
[arXiv] 2026-06-30 | Towards a Joint Task-Oriented and Generative Semantic Communication Framework for 6G Networks
[arXiv] 2026-06-30 | DA-Studio: An Agentic System for End-to-End Data Analysis
[arXiv] 2026-06-30 | GEAR: Guided End-to-End AutoRegression for Image Synthesis
[arXiv] 2026-06-30 | PointSplat: Compact Gaussian Splatting via Human-Centric Prediction
[arXiv] 2026-06-30 | Exactly solvable non-unitary conformal interfaces in unitary CFTs
[arXiv] 2026-06-30 | Simulation of Two-qubit Gate Variability and Fidelity of Spin Qubits Built on Nanosheet Technology
[arXiv] 2026-06-30 | AdaJEPA: An Adaptive Latent World Model
[arXiv] 2026-06-30 | FLORA: A deep learning approach to predict forest attributes from heterogeneous LiDAR data
[arXiv] 2026-06-30 | Scalable Behaviour Cloning on Browser Using via Skill Distillation
[arXiv] 2026-06-30 | The geometric bookkeeping guide for $\varepsilon$-factorised differential equations
[arXiv] 2026-06-30 | Joint inference of weak lensing convergence map and cosmology with diffusion models
[arXiv] 2026-06-30 | Complexity of Universality and Related Decision Problems for Unary Two-Dimensional Automata
[arXiv] 2026-06-30 | Toward Efficient Sensing in Multi-Device ISCC by Removing Frequency Domain Redundancy
[arXiv] 2026-06-30 | AnyBokeh: Physics-Guided Any-to-Any Bokeh Editing with Optical Fingerprint Transfer
[arXiv] 2026-06-30 | On the l-adic homotopy type of configuration spaces
[arXiv] 2026-06-30 | An overview of stray light findings and interpretation during on-sky commissioning of LSSTCam
[arXiv] 2026-06-30 | Invasion with size-dependent dispersion range
[arXiv] 2026-06-30 | LeCropFollow: Latent Space Planning for Navigation in Unstructured Crop Fields
[arXiv] 2026-06-30 | Investigation and Mitigation of a Prominent Off-Axis Stray Light Path in Rubin Observatory Commissioning
[arXiv] 2026-06-30 | PBHs and GWs from Scaling Monopoles
[arXiv] 2026-06-30 | A class of II$_1$ factors without non-trivial crossed product decompositions
[arXiv] 2026-06-30 | Logics Containing wK4: Selection à la Fine
[arXiv] 2026-06-30 | Theory of Mind and Persuasion Beyond Conversation: Assessing the Capacity of LLMs to Induce Belief States via Planning and Action
[arXiv] 2026-06-30 | Drift-diffusion interplay in active Brownian particles under orienting field
[arXiv] 2026-06-30 | Learning Locomotion on Discrete Terrain via Minimal Proximity Sensing
[arXiv] 2026-06-30 | Improved Algorithms for Bounded-Degree (Subset) Traveling Salesman Problems
[arXiv] 2026-06-30 | A Gödel Modal Logic Over Witnessed Models
[arXiv] 2026-06-30 | Self-Generated Electric Fields in Polyelectrolyte Gradients Increase Microparticle Transport
[arXiv] 2026-06-30 | Mechanical Studies of an Additional Light Baffle for the LSST Camera
[arXiv] 2026-06-30 | On the degree of subvarieties on abelian varieties
[arXiv] 2026-06-30 | Stratified Counterpossible Logic
[arXiv] 2026-06-30 | Modal CEGAR-tableaux with RECAR and resolution-based SAT-shortcuts
[arXiv] 2026-06-30 | Intuitionistic Monotone Modal Logic: Proof Theory and Semantics
[arXiv] 2026-06-30 | State-dependent Gaussian gate set using an optical tweezer for trapped ions
[arXiv] 2026-06-30 | Low-dimensional topology of deep neural networks
[arXiv] 2026-06-30 | Determining stress-based bending mode limits for the Vera C. Rubin Observatory M1M3 active mirror system
[arXiv] 2026-06-30 | Bridging Local Observation and Global Simulation in Closed-Loop Traffic Modeling
[arXiv] 2026-06-30 | RoboTacDex: A Dexterous Visual-Tactile-Action Dataset for Humanoid Manipulation
[arXiv] 2026-06-30 | Breaking Failure Cascades: Step-Aware Reinforcement Learning for Medical Multimodal Reasoning
[arXiv] 2026-06-30 | Absorption-Feature-Guided Distance-Decoupled Estimation and Band Selection for LWIR Hyperspectral Passive Ranging
[arXiv] 2026-06-30 | A generalization of partition identities of Göllnitz-Gordon, Rogers-Ramanujan and Nandi
[arXiv] 2026-06-30 | Token sliding independent set reconfiguration on graphs with few $P_4$'s
[arXiv] 2026-06-30 | Generative Lane Topology Reasoning via Autoregressive Model with Geometry Prior
[arXiv] 2026-06-30 | Mean-Flow Adjoint Sensitivity Analysis of Unsteady Flow Around Porous Cylinders Using a Homogenized Lattice Boltzmann Method
[arXiv] 2026-06-30 | AdaTrans: Automated C to Rust Transformation via Error-Adaptive Repair
[arXiv] 2026-06-30 | Diffusing Blame: Task-Dependent Credit Assignment in Biologically Plausible Dual-Stream Networks
[arXiv] 2026-06-30 | RCT: A Robot-Collected Touch-Vision-Language Dataset for Tactile Generalization
[arXiv] 2026-06-30 | Overview of the TalentCLEF 2026: Skill and Job Title Intelligence for Human Capital Management
[arXiv] 2026-06-30 | Settlement Manipulation in Prediction Markets
[arXiv] 2026-06-30 | Rabinowitz Floer homology for Legendrian submanifolds in prequantization bundles
[arXiv] 2026-06-30 | Learning Gaussian Graphical Models from a Glauber Trajectory Without Mixing
[arXiv] 2026-06-30 | Plasma double layer development during high power EUV exposure
[arXiv] 2026-06-30 | CHERRY: Compressed Hierarchical Experts with Recurrent Representational Yield
[arXiv] 2026-06-30 | Liouville theorems for the fractional Navier-Stokes equations with arbitrary asymptotic state at infinity
[arXiv] 2026-06-30 | Context-Verified, Error-Budget-Aware Decomposition Selection for Toffoli Networks
[arXiv] 2026-06-30 | Distributed Hierarchical Temporal Memory with Shared Associative Memory for Cross-Entity Preemptive Warning
[arXiv] 2026-06-30 | Self-Supervised Temporal Regularization for Landmark-Based Cardiac Segmentation with Automatic AHA Regional Mapping
[arXiv] 2026-06-30 | Bridging the Gap Between Latent and Explicit Reasoning with Looped Transformers
[arXiv] 2026-06-30 | Energy-time entanglement from a monolithically integrated quantum dot on silicon
[arXiv] 2026-06-30 | Policy Optimization Achieves Data-Dependent Regret Bounds in MDPs with Unknown Transitions
[arXiv] 2026-06-30 | JETO-Bench: A Reproducible Benchmark for Execution Time Improvement Patches in Java
[arXiv] 2026-06-30 | Embedding a graded matrix algebra into an elementary graded
[arXiv] 2026-06-30 | Improving Perturbation Theory with the Sum-of-squares II: Large Density-Density Terms
[arXiv] 2026-06-30 | NURBS Splatting: A Unified Differentiable Rendering Framework for Vector Graphics
[arXiv] 2026-06-30 | Stability and Droop Characteristics Analysis of Observer-Synchronized Grid-Forming Control
[arXiv] 2026-06-30 | A Technical Typology of AI Systems in Public Administration
[arXiv] 2026-06-30 | FedXDS: Leveraging Model Attribution Methods to counteract Data Heterogeneity in Federated Learning
[arXiv] 2026-06-30 | STEB: Style Text Embedding Benchmark
[arXiv] 2026-06-30 | MemLearner: Learning to Query Context memory for Video World Models
[arXiv] 2026-06-30 | Holographic Krylov Complexity with Lifshitz Scaling and Hyperscaling Violation
[arXiv] 2026-06-30 | UniTacVLA: Unified Tactile Understanding and Prediction in Vision Language Action Models
[arXiv] 2026-06-30 | Automated Background Swapping for Robustness against Spurious Backgrounds
[arXiv] 2026-06-30 | The filter exchange system of the LSSTCam at the Vera C. Rubin Observatory
[arXiv] 2026-06-30 | What enables GaOx as hole transport layer for a 16 percent 1.0 eV CuInSe2 Bottom Cells with VOC above 550 mV?
[arXiv] 2026-06-30 | Cosmic Rulers: Masers as Tools for Probing Structure in the Galaxy and Beyond, from AU to kpc
[arXiv] 2026-06-30 | Bolometric correction for cosmologically redshifted stars with dust: an update to the YBC database
[arXiv] 2026-06-30 | Atom diffraction in the strong-coupling regime
[arXiv] 2026-06-30 | Effective Resistance and Generalized Bejaia-Pisa Sequences on Complete Graphs with Circulant Distance Deletions
[arXiv] 2026-06-30 | An Acceleration is Worth a Hundred Thousand Phase Space Measurements
[arXiv] 2026-06-30 | Labimus: A Simulation and Benchmark for Humanoid Dexterous Manipulation in Chemical Laboratory
[arXiv] 2026-06-30 | OTCache: Optimal Transport for Geometry-Aware Caching in Diffusion Models
[arXiv] 2026-06-30 | Isoperimetric-type inequalities for pluriharmonic functions on the polydisc
[arXiv] 2026-06-30 | WarpI2I: Image Warping for Image-to-Image Translation
[arXiv] 2026-06-30 | Beyond Wireless Security: Covert Communications in Large Language Model-enabled Edge Networks
[arXiv] 2026-06-30 | Spin-Squeezing-Enhanced Charging for Quantum Dicke Batteries
[arXiv] 2026-06-30 | Evaluating Interactivity: Toward Automated Assessment of AI-Generated Explorable Explanations
[arXiv] 2026-06-30 | Self-consistent field theory of semiflexible nematics: Density-nematic coupling, anisotropic elasticity, and defect core sizes
[arXiv] 2026-06-30 | Dense Structural Priors for Sparse Functional Landmark Localization in Surgical Videos
[arXiv] 2026-06-30 | Phase Transition and Censorship Principle for Holographic Casimir Effect
[arXiv] 2026-06-30 | Estimating Supply Incrementality in Two-sided Marketplaces: A Causal Machine Learning Approach
[arXiv] 2026-06-30 | A Three-Phase Foundation Model for Tax-Aware Personalized Portfolio Management
[arXiv] 2026-06-30 | Difference-of-Convex Optimization via Inexact Smoothing Descent Methods: Difference of High-Order Moreau Envelopes
[arXiv] 2026-06-30 | One Retrieval to Cover Them All: Co-occurrence-Aware Knowledge Base Reorganization for Session-Level RAG
[arXiv] 2026-06-30 | Topological phase transition in chaotic optomechanical systems
[arXiv] 2026-06-30 | SeKV: Resolution-Adaptive KV Cache with Hierarchical Semantic Memory for Long-Context LLM Inference
[arXiv] 2026-06-30 | On the completion of $ε$-dense partial Latin squares
[arXiv] 2026-06-30 | Deep Extragalactic VIsible Legacy Survey (DEVILS): Morphologically-selected galaxy merger fractions and their direct comparison to close-pair samples
[arXiv] 2026-06-30 | The effect of TMD evolution on the Sivers asymmetry in back-to-back $J/ψ+γ$ and $J/ψ+\text{jet}$ production at the Electron-Ion-Collider
[arXiv] 2026-06-30 | Galactic microlensing by backreacted massless wormholes
[arXiv] 2026-06-30 | JacobianAvatar: Temporally Consistent Semi-rigid Avatar Reconstruction from a Monocular Video
