[2026-04-21 10:19:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-20
正在获取论文...
[arXiv] 2026-04-20 | Dust characterization of halos -- The extended emission in protoplanetary disks
[IEEE] 2026-4-20 | SMR: A Shrink-Map-Release Algorithm for Global Path Planning in Autonomous Driving
[IEEE] 2026-4-20 | Design and Implementation of an Automated Optical Inspection System for Electronic Components in Custom PCB Manufacture
[IEEE] 2026-4-20 | Neural-Network-Based Modeling of Three-Phase Grid-Forming Inverters
[IEEE] 2026-4-20 | Independently Controllable Triple Pass Band Filter with Defective Ground Surface for Wireless Applications
[IEEE] 2026-4-20 | Dynamic Multi-Scale Hybrid Framework for EEG-Driven Chinese Speech Imagery
[IEEE] 2026-4-20 | Intelligent Prediction and Feature Analysis of Ceramic Flexural Strength Using Interpretable Machine Learning Approaches
[IEEE] 2026-4-20 | An Enhanced Deep Reinforcement Learning (DRL)-Guided Hybrid Planner for Unmanned Aerial Vehicle Path Planning in Complex Environments
[IEEE] 2026-4-20 | A Mathematical Framework for Wise AI
[IEEE] 2026-4-20 | Developing a Modular Framework for IEC 61850 Compliant Communication and Data Modeling in Smart Photovoltaic (PV) Power Plants
[IEEE] 2026-4-20 | Post-Earthquake Structural Damage Classification from Ground-Level Imagery Using Transfer-Learning Convolutional Neural Networks
[IEEE] 2026-4-20 | Robust Socioeconomic Community Discovery from Census-Derived Indicators via KNN Graphs and Louvain Stability–Conductance Analysis
[IEEE] 2026-4-20 | Efficient AI-Powered Decision Support Systems: A Framework for Scalable Real-Time Predictions
[IEEE] 2026-4-20 | SMOTE-Enhanced Random Forest Classifier with Bayesian Optimization for Lung Cancer Prediction
[IEEE] 2026-4-20 | Nonlinear Model Predictive Control N-MPC for a Conical Tank
[IEEE] 2026-4-20 | An Improved YOLO-Based Object Detection Framework for Dense Small Targets in VisDrone Scenarios
[IEEE] 2026-4-20 | Factors Impacting Performance of Multiclass Image Classification: A Study Using Mars Images
[IEEE] 2026-4-20 | Control Strategy for a STATCOM Under Dynamic Load Implemented in MATLAB/Simulink
[IEEE] 2026-4-20 | KubeNetLLM: An Architectural Framework for Context-Aware Kubernetes Network Configuration Using LLMS and MCP
[IEEE] 2026-4-20 | Identifying Affective Engagement States in Digital Learning Using Synchronized Electroencephalography
[IEEE] 2026-4-20 | Building Information Modeling as a Strategic Tool to Implement PV+BESS Microgrids That Enhance Grid Resilience and Sustainability: A Case Study in the World Heritage Island of Fernando De Noronha, Brazil
[IEEE] 2026-4-20 | Greedy-Cover and Greedy-Demand: Two Enhanced Algorithms for the Maximum Happy Set Problem
[IEEE] 2026-4-20 | Development of a Calculator to Estimate the Potential for Generating Electricity from Biogas Produced from Municipal Solid Waste
[IEEE] 2026-4-20 | Engineering Analysis and Quantitative Research on the Platform-Based Evolution of Enterprise Communication Systems
[IEEE] 2026-4-20 | A Systematic Study of Autonomous Driving Perception: Models, Co-operation and Constraints
[ACM] 2026-4-20 | Keystone with Linux PREEMPT_RT: Real-Time Enclaves on RISC-V?
[ACM] 2026-4-20 | Evaluating Neural Style Transfer on Flower Images: Parameter Optimization and Performance Analysis
[ACM] 2026-4-20 | Analysis of Accident Causation in AI-Driven Higher Education Based on Complex Network
[ACM] 2026-4-20 | SEAM-YOLO: Lightweight Detection of Lithium Mineral Phases in Microscopy Images Using YOLOv12
[ACM] 2026-4-20 | Research on Bionic Design of Lingnan Culture Considering Physiological Characteristics
[ACM] 2026-4-20 | More Than a Button: How Creator-Initiated Interaction Influence Online Tipping on UGC Video Platforms
[ACM] 2026-4-20 | Improve Blockchain Security Environment based on Visual Cryptography Techniques
[IEEE] 2026-4-20 | A Mathematical Review and Improvement of the Multifractal Analysis
[IEEE] 2026-4-20 | Variable Stiffness Spring Leg With Human-Driven Stiffness Adaptation
[IEEE] 2026-4-20 | AgriGS-SLAM: Orchard Mapping Across Seasons Via Multi-View Gaussian Splatting SLAM
[IEEE] 2026-4-20 | Distributed Direct Position Determination of Moving Sources in Asynchronous Sensor Networks
[IEEE] 2026-4-20 | Word-Line-Aware Garbage Collector for QLC-based NAND Flash Memories
[IEEE] 2026-4-20 | From Pixels to Touch: Direct Tactile Servoing with Learned Photometric Normalization
[IEEE] 2026-4-20 | Impedimetric immunosensor for detection of PBP2a, a biomarker of methicillin-resistant
                    <i>Staphylococcus aureus</i>
[IEEE] 2026-4-20 | Resilience Evaluation and Recovery Strategies for IoT-Enabled Unmanned System-of-Systems under GNSS Spoofing Attacks
[IEEE] 2026-4-20 | A Topology-aware Quantum Inspired Genetic Algorithm for Secure Quantum Communication
[IEEE] 2026-4-20 | Deep Learning–Enabled Multisource Partial Discharge Diagnostics for Online Monitoring of High Voltage Rotating Machine Insulation
[IEEE] 2026-4-20 | SIGNASS 2026: List of papers
[IEEE] 2026-4-20 | Author Index
[IEEE] 2026-4-20 | Program Committee
[IEEE] 2026-4-20 | Copyright Page
[IEEE] 2026-4-20 | A Leakage Current-Suppressed K/Ka-Band Bidirectional Amplifier for Satellite Communication Applications
[IEEE] 2026-4-20 | Impact of Nonlinear Power Amplifier on Massive MIMO: Machine Learning Prediction Under Realistic Radio Channel
[IEEE] 2026-4-20 | IEEE Embedded Systems Letters Publication Information
[IEEE] 2026-4-20 | SR-Net: A Heterogeneous Point Clouds Registration Method Based on Deep Learning
[IEEE] 2026-4-20 | Design and Characterization of a Graphene-Based Wideband Fractal Slotted Antenna With Pattern Reconfigurability
[IEEE] 2026-4-20 | From Concept to Creation: Harnessing AI for Rapid Innovation and MVP Delivery
[IEEE] 2026-4-20 | Analytically Estimated Cut-Off Frequency as a Decision Criterion Between Hairpin and Conventional Windings
[IEEE] 2026-4-20 | Distributed Robust Route Planning for Liquefied Natural Gas Carriers
[IEEE] 2026-4-20 | Implementing Shor's 9-Qubit Code: Encoding, Decoding, and Correction on IBM and IONQ
[IEEE] 2026-4-20 | When Do Tools and Planning Help Large Language Models Think? A Cost- and Latency-Aware Benchmark
[IEEE] 2026-4-20 | Fault-Tolerant Predictive Current Control in Nine-Phase Generation System Driven by a Multi-Modular Matrix Converter
[IEEE] 2026-4-20 | Techno-Economic Analysis for the Implementation of a Photovoltaic System in Goat Farming Facilities in the Coquimbo Region
[IEEE] 2026-4-20 | Improved SAC Algorithm for Solving the Interactive Hybrid Disassembly Line Balancing Problem Considering Multiskilled Workers
[IEEE] 2026-4-20 | A Frequency Dithering Technique to Attenuate Conducted Electromagnetic Emission of SiC MOSFET Based DC-DC Converter
[IEEE] 2026-4-20 | AI-Enhanced Disaster Risk Prediction with Explainable SHAP Analysis: A Multi-Class Classification Approach Using XGBoost
[IEEE] 2026-4-20 | A 5G-Based Autonomous Aerial System for Real-Time Anomaly Prevention and Response in Smart Urban Environments
[IEEE] 2026-4-20 | Research on Vehicle Detection and Tracking Under High-Speed Motion and Dynamic Illumination Using Event Cameras
[IEEE] 2026-4-20 | Direct Model Predictive Control in a Double-Input Single-Output DC-DC Converter in PV Applications
[IEEE] 2026-4-20 | A Hailo-Accelerated System for Precision Agriculture: Real-Time on-Board YOLO Inference on a Drone Platform
[IEEE] 2026-4-20 | Design, Fabrication, and Performance of a Multi-Layer Thermal Plant with Digital Control for Precision Timing Research and Development
[IEEE] 2026-4-20 | ABSortQA: An Evaluation of Chemical Reasoning in Large Language Models Through Pairwise Comparison of Acid and Base Strength
[IEEE] 2026-4-20 | Angle-Free Mobile Robot Position Control
[IEEE] 2026-4-20 | HemoCell-Det: An Efficient Deep Learning-Based Algorithm for Blood Cell Detection
[IEEE] 2026-4-20 | A Lightweight Detection Model Based on Improved Yolov11 for Aero-Engine Surface Defect Inspection
[IEEE] 2026-4-20 | Coherence Analysis of Output Spectra from Multilongitudinal Mode FP Lasers
[IEEE] 2026-4-20 | GPT for Botnet Detection
[IEEE] 2026-4-20 | Detecting Injection Attacks in REST APIs Using DNIARS
[IEEE] 2026-4-20 | Operationalizing Multi-Agent Interoperability via Contract-Driven Model Context Protocols
[IEEE] 2026-4-20 | Research and Development of a Differential Equation Modeling and Trend Prediction Platform for Large-Scale Data Streams
[IEEE] 2026-4-20 | Is Adversarial Vulnerability a Real Trade-Off in LoRa Fine-Tuned Models?
[IEEE] 2026-4-20 | Automated Chili Leaf Disease Classification Using a ResNet50-Based Convolutional Neural Network for Sustainable Food Production
[IEEE] 2026-4-20 | Reliable mmWave LoS/NLoS Classification via Large Wireless Model Embeddings
[IEEE] 2026-4-20 | Bidirectional Encoder Representations from Transformers in Brazilian News Classification of a Public Security Agency
[IEEE] 2026-4-20 | Adaptive Access Control for Preventing Credential-Based Data Exfiltration in Cloud Analytics Platforms
[IEEE] 2026-4-20 | A Self-Aware Data Platform with Predictive Elasticity: Closed-Loop Autonomy for Elastic, Reliable, and Governed Analytics at Scale
[IEEE] 2026-4-20 | Interval Mover's Distance: Melodic Stylistic Comparison using Interval Distributions
[IEEE] 2026-4-20 | Research and Design of Electronic Data Evidence Preservation System for Materials Supply Chain Oriented to Multiple Trusted Sources
[IEEE] 2026-4-20 | Non-Linear Droop Control for Islanded Grid-Forming Inverters Supplying Residential Air Conditioners
[IEEE] 2026-4-20 | Complex Query Answering for Neural Graph Databases with Dynamic Gradient Recurrence
[IEEE] 2026-4-20 | Can LLMs Find Bugs in Code? An Evaluation from Beginner Errors to Security Vulnerabilities in Python and C++
[IEEE] 2026-4-20 | Gmw-Yolo: Enhanced Vehicle and Pedestrian Detection in Foggy Conditions
[IEEE] 2026-4-20 | Intelligent Facades: An IIoT and Digital Twin Framework for Occupancy-Aware Kinetic Envelope Control
[IEEE] 2026-4-20 | AI Augmented Big Data Framework for Edge Driven Threat Intelligence in Software Defined Networks
[IEEE] 2026-4-20 | Quadruped Robot Prototype Based on Artificial Intelligence Using Deep Reinforcement Learning Through the ROS Framework
[IEEE] 2026-4-20 | An Affordable Robotic Manipulation Platform with Flexible Gripper and Vision for AI-Driven Control
[IEEE] 2026-4-20 | Advanced Image Encryption with 1-D Group Cellular Automata Techniques
[IEEE] 2026-4-20 | YOLOv10-DFP: An Improved Model for Small Target Detection in Unmanned Aerial Vehicle Images
[ACM] 2026-4-20 | Trusted and Transparent Time-Stamping Through TEEs and Network Time Security
[ACM] 2026-4-20 | Commerce User Review Sentiment Analysis Model Based on BERT and Transformer
[ACM] 2026-4-20 | Intelligent Design Research on Ceramic Patterns Based on Generative Adversarial Networks
[ACM] 2026-4-20 | Development of Design fuzzy logic hierarchy structure by Using Decision Tree Algorithm
[IEEE] 2026-4-20 | Time-Stepped Cyber-Physical Simulation of DoS, DoD, and FDI Attacks on the IEEE 14-Bus System
[IEEE] 2026-4-20 | CogniScript: Hybrid Learning with XAI for Handwriting-Based Personality Analysis with Big Five Traits and Honesty-Humility
[IEEE] 2026-4-20 | Transcription of Large-Scale Sculptural Works to Their Digital Twins
[IEEE] 2026-4-20 | Analysis of Single-Switch Capacitive-Coupled WPT Systems with Two Receivers
[IEEE] 2026-4-20 | A Multi-Objective Approach for Allocation of $\mu$ PMUs Considering Measurement Errors
[IEEE] 2026-4-20 | Design of DSSS Signal Receiver for Real-Time Decision Adjustment
[IEEE] 2026-4-20 | Hybrid Rule-Based and Deep Learning System using GNNs to Detect Credit Card Fraud
[IEEE] 2026-4-20 | Comparative Analysis of VSI Vs. NPC Inverter Topologies in Grid-Connected PV Systems Under Rapid Irradiance Transitions
[IEEE] 2026-4-20 | Effect of Shift-Left Security Testing on Early Vulnerability Detection in CI/CD Pipelines
[IEEE] 2026-4-20 | GWSoD: A Conditional Diffusion Model for Cross-Band Galaxy Image Generation from WISE to SDSS
[IEEE] 2026-4-20 | Joint Trajectory and Beamforming Optimization for UAV-ISAC Secure Communications
[IEEE] 2026-4-20 | Quantum Resource Management in the NISQ Era: Challenges, Vision, and a Runtime Framework
[IEEE] 2026-4-20 | A Python-Based Workflow for Producing Soil Electromagnetic Properties
[IEEE] 2026-4-20 | A Robust Hybrid Fuzzy-Fuzzy Cascade and Sliding Mode Control Scheme for Tracking in Aerial Manipulators
[IEEE] 2026-4-20 | Structuring Ontologies for Bayesian Reasoning in LLM Contexts
[IEEE] 2026-4-20 | Privacy-Preserving On-Device AI for Personalized Mobile Video Advertising
[IEEE] 2026-4-20 | Understanding Human-AI Teaming and Engagement Behaviors in Critical Mission Scenarios in Virtual Environments
[IEEE] 2026-4-20 | Object Detection in UAV Aerial Imagery Based on Multi-Scale Feature Fusion
[IEEE] 2026-4-20 | A Scalable Hybrid Model for EEG-Based Stress Detection Toward Real-Time Deployability
[IEEE] 2026-4-20 | Study of Demagnetization in a Coreless Axial-Flux Permanent Magnet Synchronous Generator for Small Hybrid Vertical-Axis Wind Turbines
[IEEE] 2026-4-20 | From Language to Action: Small Language Model—Driven Humanoid Control with Visual Grounding Under the Model Context Protocol
[IEEE] 2026-4-20 | Detecting ROS 2 Man-in-the-Middle Attacks in Simulated Environments with NLPSA
[IEEE] 2026-4-20 | Research on Urban Street Perception Prediction and Mechanism Interpretation Based on Large Language Models
[IEEE] 2026-4-20 | Multi-Head Dynamic Convolutional Networks with Adaptive Gating for Agricultural Defect Detection in Tomato Leaf Disease Classification
[IEEE] 2026-4-20 | Hybrid CNN-LSTM Framework for Automated Arrhythmia Detection from ECG Signals
[IEEE] 2026-4-20 | The HPC-AI Low—Code Integration Stack: A Scalable Architecture for Real-Time, Governed Intelligence in Healthcare Systems
[IEEE] 2026-4-20 | Cybershield: Secure Boot for Obfuscated Instruction Codes
[ACM] 2026-4-20 | Empirical Study on the Effectiveness of Multimodal Reinforcement Learning-Driven Intelligent Sandbox System and its Career Exploration Function
[IEEE] 2026-4-20 | Bifunctional Metasurface for Simultaneous Absorption and Polarization Conversion
[IEEE] 2026-4-20 | Implementation of an Agricultural Monitoring System Based on Vegetation Indices
[IEEE] 2026-4-20 | A Computational Economic Complexity Model for Regional Economic Integration: Analysis of the EU, MERCOSUR, URUPABOL, and the AndeanCommunity
[IEEE] 2026-4-20 | Copyright Page
[IEEE] 2026-4-20 | Biological Risk Traceability of Codling Moth in Market Circulation Based on A Transformer Gated Network Based on Iterative Class-Wise Denoising
[IEEE] 2026-4-20 | Synergistic Localization and Sensing in MIMO-OFDM Systems via Mixed-Integer Bilevel Learning
[IEEE] 2026-4-20 | Cooperative Control of Multirotor UAVs with Disturbance Rejection Capabilities for Load Transportation
[IEEE] 2026-4-20 | Hardware-Efficient Low-Distortion Sinusoidal Signal Generator Using FPGA-Based Dual-DAC Digital Predistortion
[IEEE] 2026-4-20 | High-Precision Tracking Control With Optimal Switching Frequency for a Digital Hydraulic System
[IEEE] 2026-4-20 | Real-Time Assessment of Dynamic Event-Triggered Controllers for Islanded Microgrids via High-fidelity Cyber-Physical Platform
[IEEE] 2026-4-20 | Enhanced Lyapunov-Based Model Predictive Control for Wheeled Mobile Robot with Improved Tunnel Performance Constraints
[IEEE] 2026-4-20 | Knowledge-Enhanced Intent-Driven Flow Scheduling for LEO Satellite Networks
[IEEE] 2026-4-20 | Wideband Active Frequency Selective Surface (AFSS) for Wireless and 5G Mobile Communications
[IEEE] 2026-4-20 | Dynamic Local Range-Doppler Map and Controlled Feature Fusion for Continuous Human Activity Recognition on Variable Multi-node Radars
[IEEE] 2026-4-20 | Novel and Efficient Video Compressive Sensing Reconstruction Approach for IoVT Applications
[IEEE] 2026-4-20 | Characterization of Electrical Crosstalk in FDM Readout for a CMB Experiment
[IEEE] 2026-4-20 | Large-Scale Energy Storage Systems: Comparative Analysis between BESS and HSS
[IEEE] 2026-4-20 | 2025 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)
[IEEE] 2026-4-20 | HT-HSCNet: A Lightweight Network With Heuristic Teaching and Hypergraph Structural Constraints for RS Images Change Detection
