[2026-07-17 10:48:02] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-16
正在获取论文...
[arXiv] 2026-07-16 | Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency
[IEEE] 2026-7-16 | GRANDSLAM: Linearly Scalable Model Synthesis
[IEEE] 2026-7-16 | A Comparative Study of Deep Learning Models for Multiclass Cotton Leaf Disease Classification Using Explainable AI
[IEEE] 2026-7-16 | Hot-Spot Temperature Analysis of Oil-immersed Transformer Based on Contact Thermal Resistance
[IEEE] 2026-7-16 | Enhancing the Performance of Kalman Filters via Monte Carlo Approaches and Riemannian-Manifold Covariance Estimation
[IEEE] 2026-7-16 | A Cloud-Based Recommender System for Cryptocurrency: A Latent-Structural Fusion Framework for Intelligent Wealth Management
[IEEE] 2026-7-16 | Differentially Private and Explainable Federated Learning for ICU Mortality Prediction
[IEEE] 2026-7-16 | Resource Allocation Optimization in O-RAN Using Prospect Theory and Reference Point Adaptation
[IEEE] 2026-7-16 | AushadhaPradata: IoT-Enabled Automated Over-the-Counter Medication Dispensing System
[IEEE] 2026-7-16 | Infinite-time Horizon Dirichlet Boundary Optimal Control for 1D Reaction-Advection-Diffusion PDEs
[IEEE] 2026-7-16 | Design and Optimization of a Wideband Cascode Low Noise Amplifier Using ATF-34143 GaAs pHEMT for Multistandard RF Front-End Receivers
[IEEE] 2026-7-16 | Research on Circuit Breaker Fault Diagnosis Method Based on Time-Frequency and Spatial Feature Fusion of Acoustic Arrays
[IEEE] 2026-7-16 | Physics-Informed Transformers for Non-Stationary Time Series: A Framework for GNSS Hydrogeodesy
[IEEE] 2026-7-16 | Multi-Criteria Decision Analysis for Offshore Platform Decommissioning: Development of a Descriptor for Sediment Mobilization
[IEEE] 2026-7-16 | HAGILApp: Development of An AI-Based Geographical Interactive Locator System Device for Intelligent Tracking of Professionals in Industry Manning
[IEEE] 2026-7-16 | Energy-Saving and Low-Carbon Technologies in the Yin-Chuo-to-Liao Water Diversion Project
[IEEE] 2026-7-16 | Multi-Criteria Conditional Handover in 5G NTN Mega-Constellations
[IEEE] 2026-7-16 | GraSF: Graph-based Similarity Filtering as a Preprocessing Step for SMT-based Verification of Cloud Access Policy Configuration
[IEEE] 2026-7-16 | Explainable Deep Learning Framework for Oral Cancer Detection Using Intraoral Images
[IEEE] 2026-7-16 | Constraint-Focused Benchmark of Combinatorial Testing Tools: A Practitioner’s View
[IEEE] 2026-7-16 | Online Deformation Estimation in Compliant Hyper-Redundant Robots via Lumped Parameter Modeling and Extended Kalman Filtering
[IEEE] 2026-7-16 | Combinatorial Test Generation Tool for REST API with Variable-Length Arrays
[IEEE] 2026-7-16 | xChain: Multi-Stage Traffic Analysis and Classification in O-RAN
[ACM] 2026-7-16 | Phase State Space Models: Parallel, Surrogate-Free Training of Spiking Networks
[IEEE] 2026-7-16 | Secure and Efficient
                    <i>
                      L
                      <sup>p</sup>
                    </i>
                    -Norm Computation for Two-Party Learning Applications
[IEEE] 2026-7-16 | IEEE Long Island Power Electronics Symposium
[IEEE] 2026-7-16 | A Deformable Mode Stirrer for Reducing Measurement Uncertainty in Reverberation Chambers
[IEEE] 2026-7-16 | NCFDNet: A Nuclear-Core Fusion-Inspired Energy-Adaptive Architecture with a Self-Evolving Multiscale Contextual Feature Design for High-Resolution Underwater Image Enhancement
[IEEE] 2026-7-16 | Redundant MEMS gyroscope data fusion algorithm based on particle filtering
[IEEE] 2026-7-16 | Hybrid Voltage/Current Control Method for Harmonics Mitigation in DC Microgrids Supplying Single-Phase AC Loads
[IEEE] 2026-7-16 | Buried Subwavelength Gratings for Polarization Pinning of Bottom-Emitting GaAs VCSELs
[IEEE] 2026-7-16 | The Decaying Missing-at-Random Framework: Model Doubly Robust Causal Inference with Partially Labeled Data_supp1-3713863.pdf
[IEEE] 2026-7-16 | Distinguished Expert Panel
[IEEE] 2026-7-16 | Privacy-Preserving Vertical Federated Learning via Adaptive Noise-Intensity Regulation for Embodied Intelligence_supp1-3710545.pdf
[IEEE] 2026-7-16 | Adaptive Convolutional Interaction-guided Graph Attention Network for Hyperspectral Image Classification
[IEEE] 2026-7-16 | Integrating Physical Information Constraints for Magnetotelluric Data-Driven Inversion
[IEEE] 2026-7-16 | HARP-LAWN: Hierarchical Adaptive Reasoning and Planning for Low-Altitude Wireless Networks_supp1-3713806.pdf
[IEEE] 2026-7-16 | DSPose: Decoupled Real-Time Pose Estimation from Semantic-RGB Radiance Rays
[IEEE] 2026-7-16 | Addressing Recurring Gaps in Agile Requirements Engineering: A Scrum-Embedded Framework for Early Redirection and Inspectable Decision Traces
[IEEE] 2026-7-16 | HashRuler: Lightweight Detection of Anomalous Hash Codes for Backdoor Defense
[IEEE] 2026-7-16 | An Efficient Algorithm for Generating Minimal Unique-Cause MC/DC Test Cases for Singular Boolean Expressions
[ACM] 2026-7-16 | GeoQuery: Geometry-Query Diffusion for Sparse-View Reconstruction
[ACM] 2026-7-16 | Walking on Spheres and Talking to Neighbors: Variance Reduction for Laplace's Equation
[ACM] 2026-7-16 | Deep Motion Warping via Phase-Conditioned Diffusion Autoencoder
[ACM] 2026-7-16 | ArtiFixer: Enhancing and Extending 3D Reconstruction with Auto-Regressive Diffusion Models
[ACM] 2026-7-16 | Beyond the Code: The Value of Practicing and Evaluating Technical Debt Management
[ACM] 2026-7-16 | Efficient Context-Aware Corpus-Grounded Query and Prompt Suggestion constrained by Creative Knowledge Graph
[ACM] 2026-7-16 | Same Data, Different Schemas: Robustness of LLM-based Text-to-SQL
[IEEE] 2026-7-16 | Streamlit Based Heart Disease Prediction Model
[IEEE] 2026-7-16 | GenAI vs Traditional AI: A Comparative Framework Across Five Domains
[IEEE] 2026-7-16 | Coupled-Lines Modeling and Design in (Bi)CMOS Technologies
[IEEE] 2026-7-16 | Improving Pulse Compression Detection of Human Mouth-Click Signals Using Bio-Inspired Filter
[IEEE] 2026-7-16 | Unveiling the Impact of Scheduling Strategies in Kubernetes with the KubeTwin Platform
[IEEE] 2026-7-16 | Scalability, Stability, and Real-Time Feasibility of Hierarchical Reinforcement Learning for Large-Scale EV Charging Control
[IEEE] 2026-7-16 | CAIR-MFMD: Context-Aware Image Relevance Verification for Multi-modal Financial Misinformation Detection and Explanation
[IEEE] 2026-7-16 | Generalization of the Moreau condition for convergence to consensus
                    <sup>*</sup>
[IEEE] 2026-7-16 | RAVEN: Mining Defensive Patterns in Ethereum via Semantic Transaction Revert Invariants Categories
[IEEE] 2026-7-16 | Research on the Development of the Vanadium Redox Flow Battery Industry in Hubei Province : —— Systematic Analysis and Comprehensive Evaluation Based on the PESTLE Framework
[IEEE] 2026-7-16 | Improving Automated Patch Correctness Assessment by Designing LLM-Based Oracles
[IEEE] 2026-7-16 | A Comparison of Different GNN Architectures for Network Traffic Classification
[IEEE] 2026-7-16 | An Intelligent Framework for Real-Time Code Collaboration: Unified Collaborative Editor
[IEEE] 2026-7-16 | Hybrid Game-Theoretic and Reinforcement Learning for Collision Avoidance and Optimal Multi-Agent Aerial Coverage
[IEEE] 2026-7-16 | High-Accuracy Plant Disease Detection Using a DenseResIncept Attention Fusion (DRIAF) Hybrid Deep Learning Model
[IEEE] 2026-7-16 | Explainable Deep Learning (XAI-CNN) for Interpretable Colorectal Cancer Detection
[IEEE] 2026-7-16 | A Lightweight Audio-Visual Framework for Deepfake Detection
[IEEE] 2026-7-16 | Deep Learning–Enabled Smartphone Colorimetric Sensing for Intelligent Cortisol Detection in Healthcare Applications
[IEEE] 2026-7-16 | CloudEmu: A Trace-Driven Cloud-Native Emulation Testbed for Vehicle Video Uplink Over Cellular Networks
[IEEE] 2026-7-16 | Retraction Notice: A DT Framework based AI Robot For Facial Recognition using IoT
[IEEE] 2026-7-16 | Transmission-Efficient Federated Learning via Chessboard Convolutional Kernel
[IEEE] 2026-7-16 | Effects of Audio Visual Congruence and Incongruence on Stress and Immersion in Virtual Reality_supp1-3702115.pdf
[IEEE] 2026-7-16 | A Robust Resistance-Like Feature for Health Estimation of Lithium-Ion Batteries Based on Impulse Response and Regularization
[IEEE] 2026-7-16 | Beyond Time-Expanded Graphs: Novel Continuous-Time Graphs for SAGINs
[IEEE] 2026-7-16 | Movable Antenna Enhanced UAV-to-UAV Communication with Full 3-D Coverage
[IEEE] 2026-7-16 | Event Calendar
[IEEE] 2026-7-16 | IEEE Annals of the History of Computing
[IEEE] 2026-7-16 | Hierarchical Feature Integration Network for Bi-Temporal Remote Sensing Change Detection Under Complex Environmental Conditions
[IEEE] 2026-7-16 | EESCAN: An EEG and Eye Movement Fusion Network Combining Intra-modal Self-attention and Inter-modal Bidirectional Interaction for Dual RSVP Classification Task_supp1-3713631.docx
[IEEE] 2026-7-16 | A Novel SNN-Based Decision-Making Method for Coordination of UAV Formation Maintenance and Obstacle Avoidance
[IEEE] 2026-7-16 | An Observation-Oriented Optimal Finite Difference Discretization of the Single Particle Model
[IEEE] 2026-7-16 | Carbon-Responsive Consensus: A Climate-Aware Blockchain Protocol with Incentive-Compatible Validator Selection
[IEEE] 2026-7-16 | FedSpam: Federated Learning for Privacy-Preserving Spam Detection Across Non-IID Data Distributions
[IEEE] 2026-7-16 | Automated Black-Box Testing: A Comparative Study of LLM Agent Architectures and Prompt Engineering
[IEEE] 2026-7-16 | Grid-connected Power Smoothing Strategy for Wind Power Based on Improved Model Predictive Control
[IEEE] 2026-7-16 | RTE4SDC at the ICST 2026 Tool Competition —Self-Driving Car Testing Track
[IEEE] 2026-7-16 | Hierarchical Contrastive Representation Alignment For Federated Human Activity Recognition
[IEEE] 2026-7-16 | Stability Analysis of Load Frequency Control of a Single-area Power System with Communication and Actuator Delays
[IEEE] 2026-7-16 | Breach-Tolerant Kubernetes Intrusion Detection System Using Trusted External Resource Telemetry
[IEEE] 2026-7-16 | Global Stability Analysis of PI-controlled Grid-Following Inverters incorporating the time-varying nature of the PLL mechanism
[IEEE] 2026-7-16 | Design and Deployment of a Flexible COTS-Based TSN Testbed
[IEEE] 2026-7-16 | A Novel Framework for the Performance Analysis of FBMC-IM with IRS
[IEEE] 2026-7-16 | Unified AI Framework for Predictive Pediatric Healthcare in Multilingual, Resource-Limited Settings
[IEEE] 2026-7-16 | Prediction, Anomaly Detection and Calibration of O-RAN Power Consumption: An AI-Driven Approach Using Network KPIs
[IEEE] 2026-7-16 | A Fragment-Based Multilingual Jailbreak Testing Framework for Large Language Models with Implications for Healthcare Deployment
[IEEE] 2026-7-16 | Truthful Auction Mechanisms for Spatial Crowdsourcing: A Comparative Study of First Price Auction and VCG Mechanism
[IEEE] 2026-7-16 | Multi-model Real-Time Physiological Data Analysis for Student Concentration Monitoring
[IEEE] 2026-7-16 | Intelligence Where It Matters in Open RAN
[IEEE] 2026-7-16 | AAAS Elects Qing-Chang Zhong as Fellow [Announcement]
[IEEE] 2026-7-16 | Intelligent Priority-Aware Transport Protocol for Resilient Multi-Event Wireless Sensor Networks
[IEEE] 2026-7-16 | NyaayaVaani: An AI-based Multilingual Legal Question-Answering LLM
[IEEE] 2026-7-16 | Advanced monitoring system based on image processing technologies and real-time alerts
[IEEE] 2026-7-16 | A Comprehensive Review of Air Quality Monitoring, Modeling, and Prediction Techniques
[IEEE] 2026-7-16 | Do Language Models Prefer Vulnerable Code? A Probabilistic Study of Insecure Code Preference
[IEEE] 2026-7-16 | A Multi-Perspective Evaluation of Static Mutant Selection Techniques
[ACM] 2026-7-16 | VeraRetouch: A Lightweight Fully Differentiable Framework for Multi-Task Reasoning Photo Retouching
[ACM] 2026-7-16 | EchoAvatar: Real-time Generative Avatar Animation from Audio Streams
[ACM] 2026-7-16 | BoxCtrl: 3D-Aware Visual Prompting for Geometric Image Editing
[ACM] 2026-7-16 | Diceplay: A Modular Canvas for Physical Image Composition
[ACM] 2026-7-16 | MeshFlow: Mesh Generation with Equivariant Flow Matching
[ACM] 2026-7-16 | Proceedings of the Workshop on Synthetic Data Generation and Management for Building AI Systems
[ACM] 2026-7-16 | Direction-of-Arrival Estimation via Spiking Locally Competitive Algorithm
[ACM] 2026-7-16 | CRISP: A JIT Compiled Neuromorphic Simulator
[ACM] 2026-7-16 | mpcGear: Multi-Point Conjugation Gear Mechanisms
[ACM] 2026-7-16 | CubePart: An Open-Vocabulary Part-Controllable 3D Generator
[ACM] 2026-7-16 | Atmospheric Haptics: Rendering Airflow and Temperature as Tactile Fields for Interactive Experiences in Virtual Reality
[ACM] 2026-7-16 | BFS: Back-to-Front Layered Image Synthesis via Knowledge Transfer
[ACM] 2026-7-16 | Gradient-based Approximation of Nonuniform Low-Discrepancy Samples
[ACM] 2026-7-16 | TopoCap: Learning Topology-Agnostic Motion Priors for Monocular Video-to-Animation
[ACM] 2026-7-16 | ADS: Random Sampling of Occupancy Functions using Adaptive Delaunay Scaffolding
[ACM] 2026-7-16 | MultiAct: Text-to-Motion Generation from Composite Text via Tailored Attention Guidance
[ACM] 2026-7-16 | 2D Gaussian Splatting for Bézier Spline Line Art Vectorization
[ACM] 2026-7-16 | Reality Check: How Avatar and Face Representation Affect the Perceptual Evaluation of Synthesized Gestures
[ACM] 2026-7-16 | DJM: Compact Base Meshes for Displacement Mapping using Triangle Jacobians
[ACM] 2026-7-16 | KnowGen: Modeling Synthetic Dataset Construction as Inference over Latent Acceptability
[IEEE] 2026-7-16 | ICSCCC 2026 Cover Page
[IEEE] 2026-7-16 | Optimal Load Type for Passive Magnetic Energy Harvesters Equipped with Saturation-Delaying Capacitor under High Primary Currents
[IEEE] 2026-7-16 | Prompt-Guided Contrastive Network: Efficient Audio-Visual Segmentation via Prompt Learning and Contrastive Learning
[IEEE] 2026-7-16 | Key Modal Impedance-Based s-Domain Modal Analysis and Stability Criterion for Hybrid GFM/GFL Renewable Energy Systems
[IEEE] 2026-7-16 | Reverse and Adaptive T-coil Design for Wireline Receiver Input Matching
[IEEE] 2026-7-16 | Artificial Intelligence-Enabled Automation for Enterprise Storage Reliability
[IEEE] 2026-7-16 | Link the day and night: A deep learning framework to retrieve global nighttime AOD from VIIRS DNB_supp1-3713835.pdf
[IEEE] 2026-7-16 | A Novel Communication-Assisted Short Circuit Fault Protection Scheme for Power Distribution Lines in Inverter-Based Isolated Microgrids
[IEEE] 2026-7-16 | Broadband Characteristic Mode Tracking for Pixel Structures using Adaptive Hybrid Scoring Method
[IEEE] 2026-7-16 | Multiresolution Density-Equalizing Transformation for Scatterplots
[IEEE] 2026-7-16 | A Dynamic Aggregative Game-based Distributed Approach for Defensive Spacecraft Formations
[IEEE] 2026-7-16 | Agentic AI-RAN Empowering Synergetic Sensing, Communication, Computing, and Control
[IEEE] 2026-7-16 | Intelligent Dementia Risk Monitoring and Cognitive Support System for the Elderly Well-being
[IEEE] 2026-7-16 | A Layered Secure and Post-Quantum Ready Communication Architecture for Microservice Platforms
[IEEE] 2026-7-16 | Transformer State Prediction Based on Joint Temporal–Spectral Filtering
[IEEE] 2026-7-16 | Route, Delay and Access Control for Truck Saturated Flow Utilizing Rest Areas
[IEEE] 2026-7-16 | The Time Dependence of Reverse Recovery Charge (
                    <i>Q</i>
                    <sub>rr</sub>
                    ) in Advanced Power Applications
[IEEE] 2026-7-16 | MT4DT: Metamorphic Testing for Digital Twins
[IEEE] 2026-7-16 | Resilient Chaotic Cross-Layer Routing for Smart Grid IoT Networks
[IEEE] 2026-7-16 | A Comprehensive Review of Attacks and Defense Mechanisms in Federated Learning for Autonomous Driving and VANETs
[IEEE] 2026-7-16 | Observer-Based Active Fault-Tolerant Sliding Mode Control for Delayed PEM Fuel Cell Systems in LPV Form
[IEEE] 2026-7-16 | Deep Learning based Task Scheduling and Prioritization in Cloud Environments
