[2025-12-09 09:13:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-08
正在获取论文...
[arXiv] 2025-12-08 | A quantitative dynamical Zhang fundamental inequality and Bogomolov-type problems
[YES] 716/782 | PCMind-2.1-Kaiyuan-2B Technical Report
[NO] 717/782 | Efficient Simulation of Electron-Positron Pair Production in Foam Targets in the low χ-Regime
[NO] 718/782 | Algorithm-hardware co-design of neuromorphic networks with dual memory pathways
[NO] 719/782 | A Closed-form Solution to the Wahba Problem for Pairwise Similar Quaternions
[NO] 720/782 | Extended formulations for the maximum weighted co-2-plex problem
[NO] 721/782 | Local-Curvature-Aware Knowledge Graph Embedding: An Extended Ricci Flow Approach
[NO] 722/782 | Nash Equilibrium of Bi-objective Optimal Control of Fractional Space-Time Parabolic PDE
[NO] 723/782 | Tunable Dynamics of a Dipolar Quantum Battery: Role of Spin-Spin Interactions and Coherence
[NO] 724/782 | Midpoints and critical points
[NO] 725/782 | 33 Gbit/s source-device-independent quantum random number generator based on heterodyne detection with real-time FPGA-integrated extraction
[NO] 726/782 | Squeezed Limit non-Gaussianity Estimation with Cosmic Shear
[NO] 727/782 | Investigating Training and Generalization in Faithful Self-Explanations of Large Language Models
[NO] 728/782 | Modified vacuum polarization in the presence of a plasma
[NO] 729/782 | Pauli Master Equation numerical analysis of coherent and incoherent dressed fermions in triplet unconventional superconductors
[NO] 730/782 | The first nonzero eigenvalue of the weighted p-Laplacian on differential forms
[NO] 731/782 | Optimal asymptotic expansion of entire solutions to Monge-Ampère equation with $C^α$ perturbed periodic data
[NO] 732/782 | Affine Subspace Models and Clustering for Patch-Based Image Denoising
[NO] 733/782 | Mass and volume of four-dimensional Einstein metrics
[NO] 734/782 | Non-Hermitian Bose-Hubbard-like quantum models
[NO] 735/782 | PINE: Pipeline for Important Node Exploration in Attributed Networks
[NO] 736/782 | The late-time attractor structure of dynamical black branes
[NO] 737/782 | Towards Robust Protective Perturbation against DeepFake Face Swapping
[NO] 738/782 | Pay Less Attention to Function Words for Free Robustness of Vision-Language Models
[NO] 739/782 | Characterizing Lane-Changing Behavior in Mixed Traffic
[NO] 740/782 | NeSTR: A Neuro-Symbolic Abductive Framework for Temporal Reasoning in Large Language Models
[NO] 741/782 | Coherent Audio-Visual Editing via Conditional Audio Generation Following Video Edits
[NO] 742/782 | Geometric Prior-Guided Federated Prompt Calibration
[NO] 743/782 | Unitary Coupled-Cluster based Self-Consistent Electron Propagator Theory for Electron-Detached and Electron-Attached States: A Quadratic Unitary Coupled-Cluster Singles and Doubles Method and Benchmark Calculations
[NO] 744/782 | AutoLugano: A Deep Learning Framework for Fully Automated Lymphoma Segmentation and Lugano Staging on FDG-PET/CT
[NO] 745/782 | Information-Thermodynamic Bounds on Planetary Biosphere Productivity and Their Observational Tests
[NO] 746/782 | SUCCESS-GS: Survey of Compactness and Compression for Efficient Static and Dynamic Gaussian Splatting
[NO] 747/782 | RefLSM: Linearized Structural-Prior Reflectance Model for Medical Image Segmentation and Bias-Field Correction
[NO] 748/782 | UniDiff: A Unified Diffusion Framework for Multimodal Time Series Forecasting
[NO] 749/782 | Using Vision-Language Models as Proxies for Social Intelligence in Human-Robot Interaction
[NO] 750/782 | JEPA as a Neural Tokenizer: Learning Robust Speech Representations with Density Adaptive Attention
[NO] 751/782 | When Privacy Meets Recovery: The Overlooked Half of Surrogate-Driven Privacy Preservation for MLLM Editing
[NO] 752/782 | MuSASplat: Efficient Sparse-View 3D Gaussian Splats via Lightweight Multi-Scale Adaptation
[NO] 753/782 | Search for Light Sterile Neutrinos With Two Neutrino Beams at MicroBooNE
[NO] 754/782 | Top dickson class and annihilators of cohomology over invariant rings
[NO] 755/782 | Lorenz ordering of parasite loads across hosts in Isham's model of Host-Macroparasite Interaction
[NO] 756/782 | Measurement of the branching fraction of $η\to μ^+ μ^-$ and search for $η\to e^+ e^-$
[NO] 757/782 | Evidence of young magnetars in massive binary embedded in a supernova remnant as sources of active fast radio bursts
[NO] 758/782 | Time-Varying Formation Tracking Control of Wheeled Mobile Robots With Region Constraint: A Generalized Udwadia-Kalaba Framework
[NO] 759/782 | DART: Leveraging Multi-Agent Disagreement for Tool Recruitment in Multimodal Reasoning
[NO] 760/782 | Training-free Clothing Region of Interest Self-correction for Virtual Try-On
[YES] 761/782 | RisConFix: LLM-based Automated Repair of Risk-Prone Drone Configurations
[NO] 762/782 | Surrogate compliance modeling enables reinforcement learned locomotion gaits for soft robots
[NO] 763/782 | Direct Boundary Matching: A Bound-State Technique for Nuclear Scattering with Lagrange-Legendre Functions
[NO] 764/782 | Dual Refinement Cycle Learning: Unsupervised Text Classification of Mamba and Community Detection on Text Attributed Graph
[NO] 765/782 | Limitations of Randomization Tests in Finite Samples
[NO] 766/782 | Regular Functions on Formal-Analytic Arithmetic Surfaces
[NO] 767/782 | ThinkTrap: Denial-of-Service Attacks against Black-box LLM Services via Infinite Thinking
[NO] 768/782 | TRACE: A Generalizable Drift Detector for Streaming Data-Driven Optimization
[NO] 769/782 | Procrustean Bed for AI-Driven Retrosynthesis: A Unified Framework for Reproducible Evaluation
[NO] 770/782 | DFIR-DETR: Frequency Domain Enhancement and Dynamic Feature Aggregation for Cross-Scene Small Object Detection
[NO] 771/782 | Momentum-Accelerated Online Feedback Optimization for Power System Flexibility
[NO] 772/782 | Do Large Language Models Truly Understand Cross-cultural Differences?
[NO] 773/782 | Lipschitz stability for an inverse problem of a fully-discrete stochastic hyperbolic equation
[NO] 774/782 | A Geometric Theory of Surface Elasticity and Anelasticity
[NO] 775/782 | One Layer Is Enough: Adapting Pretrained Visual Encoders for Image Generation
[NO] 776/782 | How Far are Modern Trackers from UAV-Anti-UAV? A Million-Scale Benchmark and New Baseline
[NO] 777/782 | A Large-Scale Multimodal Dataset and Benchmarks for Human Activity Scene Understanding and Reasoning
[NO] 778/782 | Zero-Shot Textual Explanations via Translating Decision-Critical Features
[NO] 779/782 | Beam search decoder for quantum LDPC codes
[YES] 780/782 | PIP: Making Andersen's Points-to Analysis Sound and Practical for Incomplete C Programs
[NO] 781/782 | Dynamics of the velocity fluctuations in sedimenting suspensions of rigid fibres
[NO] 782/782 | Realizing on-demand all-to-all selective interactions between distant spin ensembles
筛选完成：共 782 篇；Yes = 30 篇；已保存到 papers/select_paper2025-12-08.json。
邮件发送成功！
[2025-12-09 09:22:26] 任务执行成功！
