[2026-07-10 11:52:49] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[IEEE] 2026-7-9 | An fNIRS-Based Interpretable Framework for Recognizing and Predicting Social-Emotional State in Children with ASD under Multimodal Social Robot Intervention
[IEEE] 2026-7-9 | Image-Reconstruction-Driven Magnetic-Resonance-Eddy-Current Test for Corrosion of Threaded steel bar in Concrete
[IEEE] 2026-7-9 | Pilot-Efficient Channel Estimation for RIS-Aided Wireless Communication Systems: A Systematization
[IEEE] 2026-7-9 | MARE: Building a Programmable, Modular and Secure Foundation for 6G Ecosystems
[IEEE] 2026-7-9 | Analysis of Influencing Factors of Electromagnetic Torque Fluctuation in Round Bore Railgun
[ACM] 2026-7-9 | Addicted To It
[IEEE] 2026-7-9 | Table of Contents
[IEEE] 2026-7-9 | Corticomuscular Connectivity and Brain Reorganization Post-Stroke
[IEEE] 2026-7-9 | Boosting High-Speed Channel Transformer Performance with Gating Neural Network
[IEEE] 2026-7-9 | Assessment of Virtual Power Plant Regulation Capability and System Value
[IEEE] 2026-7-9 | Simulation Analysis on the Layout Optimization of 5G Antenna Radiation Performance for the Entire Vehicle
[IEEE] 2026-7-9 | Design of a Miniaturized Dual-Band Filter Chip Based on GaAs-IPD Technology
[IEEE] 2026-7-9 | The Impact of AI on Productivity and Code
[IEEE] 2026-7-9 | Adaptive Dual Control for Robust and Scalable Functional Training of Prosthesis
[IEEE] 2026-7-9 | Theoretical Derivation and Simulation Analysis of Protection Distance between High-Voltage Overhead Transmission Line (Passive Interference) and Short-Wave Broadcast Direction Finding Stations
[IEEE] 2026-7-9 | Neural Membrane Excitations Induced by Repetitive Biphasic Current Pulses with Varying Interphase Interval and Phase Order
[IEEE] 2026-7-9 | Design of an X-Band Frequency-Diverse Metasurface-Based Antenna for Microwave Imaging
[IEEE] 2026-7-9 | Design of a Low-Profile Energy-Selective Surface for High-Power Microwave Protection
[IEEE] 2026-7-9 | A Low-Cost Parallel Dual-Loop Passive Magnetic Field Probe
[IEEE] 2026-7-9 | CTI2Sigma: Large Language Model Driven Automated Threat Detection Rule Generation for Industrial Control Systems
[IEEE] 2026-7-9 | A Shield-Assisted Dual-Side Common-Mode Choke Coils Architecture for Compact Automotive Ethernet ECUs
[IEEE] 2026-7-9 | An Ultra-Wideband Tunable Spoof Surface Plasmon Polariton Absorber
[IEEE] 2026-7-9 | Dimension-Reduced Visualization of Security Boundaries Considering Distributional Robustness and Local Analytical Mapping
[IEEE] 2026-7-9 | LLM-as-Parameterizer: A Language-Guided Safe Game-Theoretic DER Control Algorithm for Distribution Voltage Regulation
[IEEE] 2026-7-9 | A High-Efficiency Multiphase Buck Converter with Sub-Phase Shedding and Phase-Rotation Control for Wide Load Range
[IEEE] 2026-7-9 | A Global Optimization MPPT Algorithm
[IEEE] 2026-7-9 | Research on Energy Storage Planning Method for Provincial Power Systems Based on System Regulation Function
[IEEE] 2026-7-9 | SenseMatch: Smartphone-Based Cross-Modal Matching for Accessible Perceptual Assessments
[IEEE] 2026-7-9 | Development of Spaceborne Q-Band Solid-State Power Amplifier Based on GaN MMIC Power Amplifier Chip
[IEEE] 2026-7-9 | Stability Assessment for Implanted Electrodes Using Equivalent Impedance Analysis
[IEEE] 2026-7-9 | EM Modeling of A Seventh-Pole Cavity Filter Based on Complex-Frequency-Domain Parameter Extraction Technique
[IEEE] 2026-7-9 | A Novel Vectorial Unified Transform for the Full-Wave Broadband Characterization of On-Chip Passives
[IEEE] 2026-7-9 | Unconsented Sensing: A Sociotechnical Governance Framework for 6G ISAC
[IEEE] 2026-7-9 | An Automated Identification Method for Thunderstorm Cloud Charge Structures Based on Spatial Characteristics of VHF Radiation Sources and Support Vector Machine (SVM)
[IEEE] 2026-7-9 | Experimental Validation of a Novel Memory-Embedded and Innovation-Weighted State-of-Charge Estimation of Lithium-Ion Batteries for Electric Vehicles_supp1-3701794.docx
[IEEE] 2026-7-9 | Modeling and Improving Transmission of High-Speed Vias on PCBs up to 200 Ghz
[IEEE] 2026-7-9 | Experimental Performance of a 5G N78 Reconfigurable Intelligent Surface: From Controlled Measurements to Commercial Network Deployment
[IEEE] 2026-7-9 | Reduced-Order Electromagnetic Optimization of Fifth-Pole Waveguide Filter
[IEEE] 2026-7-9 | Design of an Ultra-Wideband Polarization-Insensitive Cross-Polarization Converter
[IEEE] 2026-7-9 | Power Integrity in 3-D Chiplet Systems with Intermediate Layers
[IEEE] 2026-7-9 | Bi-level Optimization for Virtual Power Plant Bidding under Multi-Entity Game
[IEEE] 2026-7-9 | High-Precision Isolated Fiber-Optic Transmission for Distribution Network Traveling Waves Through Bitstream Modulation
[IEEE] 2026-7-9 | Interdigital Capacitor Decoupling Scheme for Closely Spaced Single-Layer H-Plane Patch Arrays
[IEEE] 2026-7-9 | Experimental Study on PIM of Coaxial Connector Under Temperature Variation
[IEEE] 2026-7-9 | Three-Phase Four-Wire AC/DC Power Flow Algorithm Based on Matrix Calculus and Interface Equations
[IEEE] 2026-7-9 | Wire-Driven Robotic Gripper of Sensorized Flexure Joints With Kinematic Contact Detection and Underactuated Feedback Control_supp1-3711377.mp4
[IEEE] 2026-7-9 | IEEE Computing Edge
[IEEE] 2026-7-9 | Front Cover
[IEEE] 2026-7-9 | PCBClip: Vision-Language Defect Detection Model for Low-Sample Inspection Systems
[IEEE] 2026-7-9 | Computational Comparison of AC and DC Excitation for Long-Term Electrodermal Activity (EDA) Recording Across Electrode Materials
[IEEE] 2026-7-9 | Lightweight QoS-Aware Routing for Large-scale LEO Satellite Networks via Hierarchical Reinforcement Learning
[IEEE] 2026-7-9 | GUIDE–PdM: A Data-Informed Framework for Method Selection in Predictive Maintenance
[IEEE] 2026-7-9 | DA-ICL: Distribution-Aware In-Context Learning for Arabic Automatic Speech Recognition Error Correction
[IEEE] 2026-7-9 | A Broadband and High-Sensitivity Ultrasonic Receiver for Miniaturized Photoacoustic Systems_supp1-3706211.pdf
[IEEE] 2026-7-9 | The Scalable Tensor-based Codebook Product Quantization for Multi-Label Image Retrieval
[IEEE] 2026-7-9 | Correlation and Spectral Density Functions in Mode-Stirred Reverberation—IV. Deep Correlation for Stir Efficiency and Diagnostics_supp1-3702082.pdf
[IEEE] 2026-7-9 | Increased Immersion in the Digital Multiverse: Implications for Adult Motivation
[IEEE] 2026-7-9 | Event-Based Optical Marker Systems: A Survey
[IEEE] 2026-7-9 | Fine-Grained Enhancement Convolutional Diffusion Transformer for Unsupervised Anomaly Detection
[IEEE] 2026-7-9 | TransferCam: Integrated Object Recognition and Communication via Style Transfer Camera
[IEEE] 2026-7-9 | Dynamic Relationship Between Brain and Cardiovascular Signals in Sleep Apnea: A Granger Causality Approach
[IEEE] 2026-7-9 | Toward Sustainability-Aware Decentralized Federated Learning for Anomaly Detection in 5G and Beyond 5G
[IEEE] 2026-7-9 | A Simplified Model of Hybrid HVDC Breaker Based on Resistance Equivalence
[IEEE] 2026-7-9 | A Robust Hyperbolic Trajectory Constrained Clustering Method for GPR Pipeline Detection in Complex Scenarios
[IEEE] 2026-7-9 | Agentic Routing and VNF Placement
[IEEE] 2026-7-9 | Spatiotemporal Integrated Storage and Analysis of U.S. Power Grid Operation and Carbon Emission Data: A Comparative Study of Electricity Map and Graph-Based Modeling
[IEEE] 2026-7-9 | A Wideband High-Efficiency Power Amplifier with Filter Matching Operating in the S-Band
[IEEE] 2026-7-9 | Multipath Channel Analysis Based on Large-Scale Scenarios
[IEEE] 2026-7-9 | A Frequency-Reconfigurable Microstrip Conformal Antenna
[IEEE] 2026-7-9 | Adaptive Frequency Trajectory Optimization Control of Wind Turbines with Smooth Exit Capability to Prevent Secondary Frequency Drop
[IEEE] 2026-7-9 | Multi-Period Volt-VAR Optimization in Active Distribution Networks via Continuous Convex Reformulation and Sequential Bound Tightening
[IEEE] 2026-7-9 | Extracting Interpretable Features from EEG Signals through Attention and Sparse Autoencoders
[IEEE] 2026-7-9 | Rotor Position Information Reconstruction for Aerospace Electro-Mechanical Actuator Drive Motors Based on High-Frequency Square-Wave Injection
[IEEE] 2026-7-9 | Design of a Multilayer Medium Dielectric Sensor Based on Split-Ring Resonators for Detecting Radar Absorbing Material Defects
[ACM] 2026-7-10 | Exploring Instruction Set Extension Emulation for Long-Term Support of RISC-V Processors
[ACM] 2026-7-10 | EPAC: The Last Dance
[ACM] 2026-7-9 | A11yArgus: Automated Detection and Empirical Analysis of Accessibility Issues in Android Apps
[IEEE] 2026-7-9 | Koopman Explicit Model Following Control and Koopman Inverse Dynamics Control for Nonlinear Systems
[ACM] 2026-7-9 | Saba
[IEEE] 2026-7-9 | 2025 12th International IEEE/EMBS Conference on Neural Engineering (NER)
[IEEE] 2026-7-9 | Table of Contents
[IEEE] 2026-7-9 | LLM Agent-enhanced Bi-level Online Order Dispatching and Scheduling for Large-scale Agile Earth Observation Satellites_supp1-3710264.pdf
[IEEE] 2026-7-9 | GVA-BLS: Gaussian Vector Autoregression Broad Learning System Based on Randomly Distributed Embedding for Multistep-Ahead Prediction
[IEEE] 2026-7-9 | Adaptive Synchronous Rectifier Driving Scheme With Zero-Diode-Conduction for MHz Wireless Power Transfer Systems
[IEEE] 2026-7-9 | <i>p</i>
                    -GaN HEMTs With Thin AlGaN-Barrier Achieving Record Short-Circuit Robustness of
                    <i>t</i>
                    <sub>SC</sub>
                    &gt;600 μs &amp; 12000cycle/50 μs Repetitive Short-Circuit Capability
[IEEE] 2026-7-9 | A Survey of AutoML on Consumer Electronics in the Generative AI Era: Foundations, State of the Art, and Future Directions
[IEEE] 2026-7-9 | Anti-Aliasing Multi-Frequency Signal Design for Fast and Accurate Impedance Measurement of Diode Rectifier Systems
[IEEE] 2026-7-9 | Aligning Condensed Graph via Hashing: A New Insight for Federated Graph Learning
[IEEE] 2026-7-9 | A Scattering-Angle Based Spatiotemporal Filtering Strategy for Waveform Inversion
[IEEE] 2026-7-9 | Cost-Effective Open-Source Neuroprosthetic Arm with Modular Design and Environmental Haptic Feedback
[IEEE] 2026-7-9 | An Electrically Small Multi-Band Antenna for Dielectric Logging Tools
[IEEE] 2026-7-9 | Real-Time Power System Frequency Measurement Algorithm Based on Newton Equidistant Node Time-Domain Iterative Interpolation
[IEEE] 2026-7-9 | An Improved Graph Convolutional Network-Based Rapid Decision-Making Method for Power Grid Operation Optimization
[IEEE] 2026-7-9 | Broadband Low-RCS Circularly Polarized Array Antenna with High Gain
[IEEE] 2026-7-9 | Design and Application of One-Dimensional Finite-Size Impedance Surfaces Based on Integral Equations
[IEEE] 2026-7-9 | Simulation calculation method for steady-state voltage distribution of UHV AC gap-type CMOA
[IEEE] 2026-7-9 | Design of a Compact-Scale Ultra-Wideband Tightly Coupled Dipole Array
[IEEE] 2026-7-9 | Capacity Configuration Strategy for Hybrid Wind-CAES Systems with Constant-Pressure Storage
[IEEE] 2026-7-9 | Over-Moded Coaxial Test Cables for 425 Gbps PAM4 SerDes Validation Test Margin
[IEEE] 2026-7-9 | Simulation and Research Wind-Solar-Hydrogen Energy Storage Microgrid Based on DQN Deep Reinforcement Learning
[IEEE] 2026-7-9 | Learnable Wavelet Decomposition with Multi-Task Learning for HESS Capacity Configuration in Electric Bus Charging Stations
[IEEE] 2026-7-9 | Frequency-Constrained Optimal Dispatch Model for Integrated Electric-heat Systems Considering Heating Network Elasticity
[IEEE] 2026-7-9 | A Compact Wide-Stopband Shielded Slow Wave QMSIW Filter Using Non-Uniform Blind Holes Based on TGV Technology
[IEEE] 2026-7-9 | A Fast and Intelligent Calculation Method for Power Limit of Transmission Section Based on Scene Clustering and KAN-LSTM
[IEEE] 2026-7-9 | Hybrid Charging Station Load Aggregation Control Method Based on Multi-Feature Fusion K-means++
[IEEE] 2026-7-9 | Two-Stage Robust Optimization of Multiple Buildings with Photovoltaic, Energy Storage System and Electric Vehicles
[IEEE] 2026-7-9 | Precision Matters: How Small Deviations in Liquid Crystal Polymer Bonding Parameters Impact Neural Implant Integrity
[IEEE] 2026-7-9 | Achieving Coverage, Capacity and Quality in C2 Data Links for BVLOS UAS Operations
[IEEE] 2026-7-9 | Non-Uniformly Compressed High-Order Mode Quadrifilar Helical Antenna with Beamwidth-Enhanced
[IEEE] 2026-7-9 | Random Forest-Assisted Dynamic TRM Estimation for Improved ATC in Renewable-Rich Power Systems
[IEEE] 2026-7-9 | A Multilayer Coupled Resonance Emitter for Dual-Band Infrared Camouflage and Radiative Cooling
[IEEE] 2026-7-9 | Ultrawideband High Gain Frequency Reconfigurable Vivaldi Antenna Based on Liquid Metal
[IEEE] 2026-7-9 | Study of Perception in Vehicle Platoons: Balancing Communication Overhead and Information Accuracy
[IEEE] 2026-7-9 | High-Performance Electronic Metadevice Switches with Ultrafast Response and THz Cutoff Frequency for Microwave Applications
[IEEE] 2026-7-9 | Key AI Technologies for Power Load Forecasting in New Power Systems: Mechanism Analysis and Provincial Grid Pilot Verification
[IEEE] 2026-7-9 | Time-Invariant Frequency-Domain Equivalent Principle and Calculation of Time-Varying Impedance
[IEEE] 2026-7-9 | Development of Auxetic-Patterned Electrode Array for Regenerative Peripheral Nerve Interfaces
[IEEE] 2026-7-9 | Attack Detection and Mitigation for Power Systems under Event-Triggered Load Frequency Control
[IEEE] 2026-7-9 | An X-Band Multi-Layer FSS with Stable Passband Performance
[IEEE] 2026-7-9 | Wideband Coaxial-Fed Magneto-Electric Dipole Antenna for Sub-6G Communications
[IEEE] 2026-7-9 | Transient Electro-Thermo-Mechanical Analysis of Wire Bonding Structures Using a High-Order Tetrahedral Spectral Element Method
[IEEE] 2026-7-9 | Construction and Application of Knowledge Graph for New Equipment Startup Enhanced by Domain Knowledge
[IEEE] 2026-7-9 | Design and Application of a Multi-Point Synchronous Electromagnetic Radiation Measurement System for the Confined Spaces
[IEEE] 2026-7-9 | Self-Similar Biomarker for Identifying Epileptogenic Zone in Patients with Medically Refractory Epilepsy
[IEEE] 2026-7-9 | 60-GHz Slot Array Antenna with Simplified Feeding Network for 5G RedCap
[ACM] 2026-7-10 | LibreRT: Portable Heterogeneous Real-Time Programming for the Embedded Computing Continuum
[IEEE] 2026-7-9 | A 436–472 GHz 4-Element IF Beamforming Phased-Array Receiver in 65-nm CMOS
[IEEE] 2026-7-9 | Neural Network Compensator-Based Suspension Force Control of Magnetically Saturated Bearingless Doubly Salient Electromagnetic Motor
[IEEE] 2026-7-9 | Learning-Based Adaptive Thresholding and Data En-decryption for Event-Triggered Cyber-Physical Systems under Strategic DoS Attacks
[IEEE] 2026-7-9 | Table of Contents
[IEEE] 2026-7-9 | Distributed Optimization-Based Joint Task Assignment and Bandwidth Allocation for UAV-Enabled Jammer Swarm
[ACM] 2026-7-9 | Proceedings of the 2026 International Symposium on Symbolic and Algebraic Computation
[ACM] 2026-7-9 | A Symbolic Homotopy Algorithm for Solving Composable Polynomial Systems
[IEEE] 2026-7-9 | Hybrid Optical–Radio Wireless Body Area Networks for Intelligent Internet of Medical Things
[IEEE] 2026-7-9 | A Full-Angle and High-Efficiency Scanning Leaky-Wave Antenna Based on a Mixed Microstrip-SSPP Structure
[IEEE] 2026-7-9 | AdG-MAE: Adaptive Gated Masked Autoencoder for Domain-Generalised Face Anti-Spoofing
[IEEE] 2026-7-9 | Modeling the Impact of SiPM Optical Crosstalk on Depth-of-Interaction Estimation in Dual-Ended BGO Crystals for PET
[IEEE] 2026-7-9 | Equivalent Modeling of Radiated Emissions from Complex Wire Harnesses for Aerospace EMC Evaluation
[IEEE] 2026-7-9 | High Resolution Force Sensor Based on Dual-Wavelength Erbium-Doped Fiber Laser Integrating a Filter of Sagnac Loop and a Fiber Bragg Grating
[IEEE] 2026-7-9 | Perceptually Diverse Inland Waterway Infrastructure Detection with Light Global Context Refinement and Fine-grained Feature Extraction
[IEEE] 2026-7-9 | Esiur: A Resource-Centric Distributed Runtime Framework for Real-Time State Synchronization
[IEEE] 2026-7-9 | Challenges of Ergonomic Assessment Tools in Production Systems
[IEEE] 2026-7-9 | ASPIRE-VINS: Adaptive Spline-based Visual-inertial Navigation System With Robust 3D Measurement Residuals
[IEEE] 2026-7-9 | Generator Frequency Trajectory Prediction After Large Disturbances Using Conditional Invertible Models
[IEEE] 2026-7-9 | Hierarchical Autonomous Control Method for Distribution Systems Considering the Coordination of Heterogeneous DGs
[IEEE] 2026-7-9 | Bayesian Classification With and Without Temporal History for Estimating Parkinsonian Symptom State for Adaptive Deep Brain Stimulation
[IEEE] 2026-7-9 | Hybrid Power Supply Current Measurement System for Lightning Strike Simulation Tests
