[2026-07-28 11:18:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[IEEE] 2026-7-27 | YOLOv11n-OptCBAM Based Edge Transformer Oil Leakage Detection Method with Lightweight Attention Mechanism
[IEEE] 2026-7-27 | An Intelligent Symptom-based Disease Prediction System using Neural Networks and LLM-Assisted Healthcare Guidance
[IEEE] 2026-7-27 | Agentic AI in ERP: Autonomous Decision-Making Framework for Intelligent Supply Chain Execution
[IEEE] 2026-7-27 | An ML-Driven Predictive Analytics Framework for Urban Gentrification Risk Assessment and Socioeconomic Impact Modeling
[IEEE] 2026-7-27 | Small-Sample Fault Diagnosis of Mountainous Distribution Networks Based on CR-SMOTE and RBF Neural Networks
[IEEE] 2026-7-27 | Angular Super-Resolution of Camera Arrays via Radiance Fields Synthesis
[IEEE] 2026-7-27 | HMT-ReNet: A Skinned Motion Retargeting Model with Hybrid Mamba-Transformer
[IEEE] 2026-7-27 | Design and Implementation of FSM-based Multi-Slave I
                    <sup>2</sup>
                    C Communication with Error Detection
[IEEE] 2026-7-27 | Intelligent Investment Research Systems and Investment Decision Optimization Empowered by Large Models
[IEEE] 2026-7-27 | A Preliminary Study on 3DAV Coding Resource Allocation Optimized by Multi-Agent Game
[IEEE] 2026-7-27 | Implantable Sensors and Actuators in Cardiovascular Internet of Medical Things: A Survey
[IEEE] 2026-7-27 | EncFormer: Secure and Efficient Transformer Inference over Encrypted Data_supp1-3714715.pdf
[IEEE] 2026-7-27 | FIGAN: Diversity-Oriented Traffic Generation for Industrial Protocol Format Inference
[IEEE] 2026-7-27 | Women in Engineering
[IEEE] 2026-7-27 | SKANet: A Single-Stream Spectral-KAN Framework for Multi-Source Remote Sensing Fusion and Interpretation
[IEEE] 2026-7-27 | DeepASMR: LLM-Based Zero-Shot ASMR Speech Generation
[IEEE] 2026-7-27 | ICIGP 2026 TOC
[IEEE] 2026-7-27 | Stochastic Practical Fixed-Time Input-to-State Stability and Its Applications
[IEEE] 2026-7-27 | SMART: Semantic Merging Adaptive Regional Transformer for Image Captioning
[ACM] 2026-7-27 | Empirical Gittins for Data-driven M/G/1 Scheduling with Arbitrary Job Size Distributions
[ACM] 2026-7-27 | Optimal Scheduling Algorithms for LLM Inference: Theory and Practice
[IEEE] 2026-7-27 | Optically Transparent and Broadband Aperiodic Absorber Based on Hilbert Curve
[IEEE] 2026-7-27 | Range Ambiguity Suppression for Coherent FDA-SAR via Intra-Pulse Beam Scanning
[IEEE] 2026-7-27 | Amplify-and-Forward Quantum FSO Relaying: Theory and Performance Analysis
[IEEE] 2026-7-27 | Physics-Informed Geometric Reasoning Network for Joint Cloud and Shadow Detection
[IEEE] 2026-7-27 | Efficient Fine-Tuning Method for Large Video Models Based on Video Segmentation and Maximum Confidence Ensemble
[IEEE] 2026-7-27 | Multi-Level Security for Hospital Pharmacy CPS: Federated Learning, RFID Authentication, and Post-Quantum Cryptography
[IEEE] 2026-7-27 | PEARL: Performance-Efficient Agentic Retrieval-Augmented Generation Through Learned Orchestration
[IEEE] 2026-7-27 | Prototyping an LLM-Based AI Agent for Operator Support in Augmented Reality Industrial Quality Inspection
[ACM] 2026-7-28 | Proceedings of the 9th Annual ACM Workshop on the Lifelog Search Challenge
[IEEE] 2026-7-27 | Vision-Augmented PID Control Architecture for Autonomous Line-Following Robotic Platforms
[IEEE] 2026-7-27 | Adaptive Cloud Data Architecture for Autonomous Pipeline Orchestration using Generative AI
[IEEE] 2026-7-27 | Design and Implementation of a Low-Power Wireless Communication Chip for the Industrial Internet of Things
[ACM] 2026-7-27 | Optimizing Dropout in LLM Training: Performance Comparison of Fusion and Overlap
[ACM] 2026-7-27 | The Price of Interoperability: Exploring Cross-Chain Bridges and Their Economic Consequences
[ACM] 2026-7-27 | Method for Measuring Power of Target Simulation Type Pulsed Light Source and Evaluation of Power Uncertainty
[ACM] 2026-7-27 | Non-Destructive Measurement of Fused Multi-fiber Taper Fiber Devices for Optical Communications
[ACM] 2026-7-27 | Research on Construction Method of Evaluation Dataset for Civil Aircraft Onboard Software Large Language Models
[IEEE] 2026-7-27 | ADS-Based Hybrid IRBwSA-Vision Transformer Framework for Intelligent Fault Diagnosis of Industrial Centrifugal Pumps
[IEEE] 2026-7-27 | Explainable AI-Driven Intrusion Detection and Blockchain-Based Trust Evolution for Secure Routing in Underwater Sensor Networks
[IEEE] 2026-7-27 | DiffFlex: A Diffusion-Based Model for Medium-Term Load Forecasting Over Flexible Intervals
[IEEE] 2026-7-27 | FedML Parrot: A Scalable Federated Learning Simulation System via Heterogeneity-aware Scheduling on Hierarchical Sequential Training
[IEEE] 2026-7-27 | Multi-Objective Modeling and Optimization of Reconfigurable Intelligent Surface-Aided Multiuser Wireless Communications
[IEEE] 2026-7-27 | Secure and Safe Agentic AI for Semantic Communication-Empowered Intelligent Energy Dispatch
[IEEE] 2026-7-27 | Self-Duplexing MIMO Antenna For Concurrent Transmission and Reception in IoT-enabled Head Implants
[IEEE] 2026-7-27 | Survivor-Aware UAV Positioning for RIS-Assisted 6G Emergency Communications: A Deep Reinforcement Learning Approach
[IEEE] 2026-7-27 | QF-DWPA: Quantile Feature with Dynamic Windowed Positional Attention for Hard Landing Prediction
[ACM] 2026-7-27 | A Fine-Grained and Efficient Reliability Analysis Framework for Noisy Quantum Circuits
[IEEE] 2026-7-27 | Efficient All-in-One Image Restoration with Adaptive Frequency Enhancement
[IEEE] 2026-7-27 | Exploring Canopy Emissivity Over Sloping Terrains
[IEEE] 2026-7-27 | Look-and-Confirm: A Hierarchical Active Sampling for Reliable Aerial Search and Rescue
[IEEE] 2026-7-27 | SIRF-Net: Shared Implicit Representation with GMSFF for Efficient Multi-Scale Image Deraining
[IEEE] 2026-7-27 | Study of Power-Over-Fiber Receiver Topologies for Multiple Optical Sources and Low-Power Devices
[IEEE] 2026-7-27 | ByffusionMOT: An Efficient Joint Detection and Tracker Based on Diffusion Models
[IEEE] 2026-7-27 | Hybrid TCN-BiLSTM Framework for Climate-Driven Prediction of CPT-Derived Soil Strength
[IEEE] 2026-7-27 | Design and Development of a Smart Nesting Pod for Birds using Image Processing and Environmental Sensing
[IEEE] 2026-7-27 | IoT-based Smart Battery Monitoring Systems using Multi-Sensor Fusion
[IEEE] 2026-7-27 | ServiceNow-Orchestrated Predictive Change Management: An Ensemble Machine Learning Framework for Automated Risk Governance in Enterprise DevOps Pipelines
[IEEE] 2026-7-27 | Real-Time Detection of Critical Physiological Anomalies in Clinical Settings using a Multi-Sensor Wearable System and LSTM Networks
[IEEE] 2026-7-27 | Intelligent Dispute Resolution in Banking: A Federated Learning Approach for Cross-Institutional Chargeback Fraud Detection with Privacy-Preserving Evidence Sharing
[IEEE] 2026-7-27 | Adaptive Multimodal AI-Driven Assessment Framework using Generative AI and Behavioral Analytics
[IEEE] 2026-7-27 | Distribution Network Fault Prediction Method Based on Optimal Time-Window Mechanism
[IEEE] 2026-7-27 | An NLP-Enabled Pipeline for Multi-Source Financial News Normalization in the Indian Stock Market
[IEEE] 2026-7-27 | Design and Implementation of an IoT-Cloud Framework for Patient Health Analytics
[IEEE] 2026-7-27 | Comparative Evaluation of LSTM and BiLSTM for Arabic Twitter Sentiment Classification
[ACM] 2026-7-27 | A Variegated Look at Direct-to-Cell Satellites in the Wild
[IEEE] 2026-7-27 | Reinforcement Learning Based Resource Allocation for IRS-Enhanced V2X Communication and Computation Systems
[IEEE] 2026-7-27 | A Privacy-Preserving Geometric Circles Positional Relation Determination Scheme in the Multi-key Environment
[IEEE] 2026-7-27 | ICCBI 2026 Committees
[IEEE] 2026-7-27 | Energy Efficiency Maximization for RIS-UAVs Aided Communication Networks: A Joint Optimization Framework
[IEEE] 2026-7-27 | Fluid Antenna Systems: Research Trends, Evolution, and Emerging Directions
[IEEE] 2026-7-27 | Ray-Based Simulation of Scattering from Discretized Curved Bodies for Vehicular and ISAC Applications
[IEEE] 2026-7-27 | A Highly Sensitive Flexible Battery-Type Self-Powered Pressure Sensor With a Wide Detection Range
[IEEE] 2026-7-27 | 2026 International Conference on Computer Intelligence and Software Engineering (CICSE)
[IEEE] 2026-7-27 | Hedge Defense-Based Adversarial Robustness for Cross-Modal Deep Hashing Networks
[IEEE] 2026-7-27 | RefraSegNet: OCT Image Segmentation Framework for Refraction Correction and Accurate Biometric Measurements of the Eye
[IEEE] 2026-7-27 | ProtoDCS: Towards Robust and Efficient Open-Set Test-Time Adaptation for Vision-Language Models
[IEEE] 2026-7-27 | Spatio-Temporal Integration for Weak Target Localization and Tracking in Coherent MIMO Radar
[IEEE] 2026-7-27 | Ultra-Low Bit-Width K-Means Quantization for W-Band PAM4 Wireless Equalization
[IEEE] 2026-7-27 | Research on Point Cloud Poisson Reconstruction Based on Octree and Local Mesh
[IEEE] 2026-7-27 | Authentication Block for AMBA Advanced Peripheral Bus
[IEEE] 2026-7-27 | Field-Weakening Control of a Synchronous Reluctance Machine Using FW and MTPV Trajectories and Single Supply DVSI
[IEEE] 2026-7-27 | Integrating Large Language Models with Microsoft Dynamics CRM for Personalized Customer Engagement
[IEEE] 2026-7-27 | S.C.A.R: An Autonomous Underwater Monitoring and Data Acquisition Vehicle
[IEEE] 2026-7-27 | Neighborhood-Aware Progressive Attribute Compression for Dense Point Cloud
[IEEE] 2026-7-27 | Intelligent Predictive Maintenance of Rotating Machinery using Deep Reinforcement Learning
[IEEE] 2026-7-27 | Resilient Payment Data Platforms: High Availability, Disaster Recovery, and Regulatory Continuity
[IEEE] 2026-7-27 | IoT-Enabled Back Support Exoskeleton for Remote Musculoskeletal Health Monitoring of Rural Farming Populations: A Comprehensive Engineering Review
[IEEE] 2026-7-27 | A Multimodal Perception-Driven Deep Reinforcement Learning Algorithm for Low-Altitude Obstacle Avoidance in Helicopters
[IEEE] 2026-7-27 | ICIGP 2026 Cover Page
[IEEE] 2026-7-27 | A Triband Power Amplifier With Three Isolated Inputs and Dual Frequency-Selective Outputs
[IEEE] 2026-7-27 | A Data-Efficient and Multiobjective Framework for Stitching via Optimization in PCB Layouts
[IEEE] 2026-7-27 | HistRetinex: Optimizing Retinex Model in Histogram Domain for Efficient Low-Light Image Enhancement
[IEEE] 2026-7-27 | A Transformer with Variable-Wise Attention for Multi-Zone Indoor Air Temperature Prediction in a Retail Store
[IEEE] 2026-7-27 | A Comprehensive Diagnosis and Fault Tolerant Control Method for Multiple Current Sensor Faults in Multiphase PMSM Drives
[IEEE] 2026-7-27 | Efficient Image Deblurring for Edge Industrial Devices via Cross-Channel Harmonic Mean Prior and Memristor Acceleration
[IEEE] 2026-7-27 | Consistent Hashing and Mahalanobis Distance-Based Swarm Learning for Collaborative Caching in Digital Twin Industrial IoT
[IEEE] 2026-7-27 | Low-Complexity Adaptive Digital Backpropagation Based on Clock-Tone Strength for Nyquist and Bandwidth-Limited Coherent Optical Systems
[IEEE] 2026-7-27 | Joint Optimization of Beam Position and Communication Resources for Integrated Terrestrial and Non-Terrestrial Networks
[IEEE] 2026-7-27 | Generalization-Enhanced Out-of-Distribution Detection via Explicit Spatial Alignment
[IEEE] 2026-7-27 | Enhancing Web Search Agents with Self-Play Contrastive Fine-Tuning
[IEEE] 2026-7-27 | Geographically Distributed Co-Simulation of Electric Power Systems: Accuracy Analysis and Time Delay Compensation
[IEEE] 2026-7-27 | CICSE 2026 Content Announcement Page
[IEEE] 2026-7-27 | Depth Brownian Covariance Prototypical Network for Damage Detection of Composite Structures by Fusing Numerical Simulation and Monitoring Data
[IEEE] 2026-7-27 | When Technological Empowerment Becomes Structural Deprivation: Effort Devaluation and Identity Bifurcation of Pre-Service Teachers Under the Impact of GenAI
[ACM] 2026-7-28 | HOMC: A MATLAB Package for Higher Order Markov Chains
[ACM] 2026-7-28 | U-Cker: Enhancing Lifelog Retrieval with Temporal Exploration Interfaces
[IEEE] 2026-7-27 | Spatial-Temporal Dual-Scale Velocity-Guided Dynamic Graph Convolution for Human Motion Prediction
[IEEE] 2026-7-27 | Survey On the Design of CubeSat Ground Stations - Architectures and Communication Trade-Offs
[IEEE] 2026-7-27 | Digital Twin-based Production Scheduling Framework for Smart Manufacturing
[IEEE] 2026-7-27 | Attention-Driven Multimodal Reinforcement Learning for Robust Portfolio Optimization
[IEEE] 2026-7-27 | Neurosymbolic Zero Trust Orchestration Framework for Secure Cloud Edge IoT Continuums in U.S. Federal Sectors
[IEEE] 2026-7-27 | MCF-SMLA: Infrared-Visible Fusion via Mamba-CNN Features and Supervised Multi-Level Alignment
[IEEE] 2026-7-27 | Classification of Histopathological images as Graph Classification with Graph Convolutional Networks through Fusion of Multiple Laplacians
[IEEE] 2026-7-27 | Application of Binary Particle Swarm Optimization in Node Planning for Power Information Edge Computing
[IEEE] 2026-7-27 | WSA-MS-UNet: Attention-Based Weak Signal Enhancement for Cross-Modal Medical Microvessel Segmentation
[IEEE] 2026-7-27 | Real-Time Emotion Detection for Adaptive Human–Machine Systems using Deep Neural Networks
[IEEE] 2026-7-27 | 3D Surface Matching Based on Adaptive Threshold and Curvature Map
[IEEE] 2026-7-27 | AI-Driven Code Quality Assessment Model and Implementation for Complex Power Grid Software Systems
[ACM] 2026-7-27 | A Beam-Controllable Reflectarray
[ACM] 2026-7-27 | Cache Your Prompt When It's Green - Carbon-aware Caching for Large Language Model Serving
[ACM] 2026-7-27 | Exploring the 5G Digital Divide in the Non-Contiguous US: LEO Satellites to the Rescue?
[ACM] 2026-7-27 | <scp>ObliQ:</scp>
                    Solving Quadratic Unconstrained Binary Optimization Problems on Real Photonic Quantum Machines
[ACM] 2026-7-27 | ACALSim: A Scalable Parallel Simulation Framework for High-Performance System Design Space Exploration
[ACM] 2026-7-27 | Green Bin Packing
[ACM] 2026-7-27 | μ-VF: Enabling Virtualization of Embedded FPGAs
[IEEE] 2026-7-27 | Bidirectional RO-ISAC Using Polarization Division Duplexing With a Polarization-Maintaining CCR
[IEEE] 2026-7-27 | PICO-MAPF: Predictive Influence-based Coordinated Multi-Agent Path Finding for Large-Scale High-Density Environments
[IEEE] 2026-7-27 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp1-3714831.pdf
[IEEE] 2026-7-27 | Coordinated Beam Management and Resource Allocation in Multi-Beam LEO Satellite Networks
[IEEE] 2026-7-27 | Large Language Model Empowered Recommendation Meets All-Domain Continual Pre-Training
[IEEE] 2026-7-27 | Connect to ComSoc Membership with the IEEE App
[ACM] 2026-7-27 | Drift-Aware Compressed Sparse Fault Diagnosis and Self-Calibration forAntenna Arrays
[ACM] 2026-7-27 | DeckerPlus: Whole Program Attack Surface Reduction via Compiler Analysis  and Transformations
[IEEE] 2026-7-27 | Haptic Interfaces for Accessible Audio Mixing_supp5-3716643.mp4
[IEEE] 2026-7-27 | A Parameter-Free Current Error Mitigation Strategy for Enhancing MTPA Control of Ultra-Low Inductance PMSM in DC-Link Current Sensor Inverters
[IEEE] 2026-7-27 | Multi-Stress Aging of Mineral and Renewable Oils in HV Transformers Part I: Experimental Analysis
[IEEE] 2026-7-27 | Closed-Loop Wind Turbine Controllers for Active Wake Mixing Strategies
[IEEE] 2026-7-27 | Automated Tailoring of the Doom Engine for Handheld Gaming Devices
[IEEE] 2026-7-27 | CSD-GCN: Cross-Modal Self-Distillation Graph Convolutional Network for Alzheimer's Disease Diagnosis
[IEEE] 2026-7-27 | Towards Harmless Verification of Web-Sourced Datasets Usage in Text-to-Image Diffusion Models Via Self-Activated Text Encoder
[IEEE] 2026-7-27 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp2-3714831.mp4
[IEEE] 2026-7-27 | On the Design of Mixture-of-Experts for Dynamic Gaussian Splatting_supp1-3712736.pdf
[IEEE] 2026-7-27 | Predefined-Time Disturbance Observer-Based Control for Nonlinear Systems With Quantized Input
[IEEE] 2026-7-27 | Integrated Fault-Tolerant Control for Nonlinear Switched Stochastic Systems with Multiple Heterogeneous Disturbances
