[2026-09-11 22:51:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-10
正在获取论文...
[arXiv] 2026-09-10 | Qubit-Qutrit Quantum Tomography of hadronic $Λφ$ and $ΛK^{\ast 0}$ systems
[IEEE] 2026-9-10 | Early sound-based meal onset detection using Hidden Markov Models (HMMs)
[IEEE] 2026-9-11 | Computationally-Tractable Synthesis of an MXene Metamaterial Absorber with a 3D-Printable Spatially Variable Substrate by a Local Approach
[IEEE] 2026-9-11 | Personalized Blood Pressure Estimation with a Topological Prior Vector from Minimal Per-Subject Data
[IEEE] 2026-9-11 | On the Performance Advantages of Magneto-Dielectric Absorbers
[IEEE] 2026-9-10 | Variable-structure Soft Actuator for Multi-mode Grasping
[IEEE] 2026-9-10 | FluidTac: A Vision-Based Arrayed Artificial Lateral Line Sensor for Underwater Ego-Motion Estimation
[IEEE] 2026-9-10 | AI as an Insider Threat: A Vision of the Future and Conceptual Risk Assessment Model
[IEEE] 2026-9-11 | An Adaptive Dispatching Method for Call-Handling Intelligent Agents Based on Multidimensional Features
[IEEE] 2026-9-11 | Evaluating Decision Tree Regression and Light-GBM Models for Short-Term Solar Irradiance Forecasting
[IEEE] 2026-9-11 | Programmable Notch Synthesis in Multichannel Non-Uniform DT FIR Receivers Using Harmonic Transfer Function Diversity
[IEEE] 2026-9-11 | End-to-End GNSS Interference Classification Using CNNs with Neural Engine Acceleration
[IEEE] 2026-9-11 | Comparative Study on PSO and Improved Cuckoo-Incremental Conductance for Multi-Peak PV MPPT
[IEEE] 2026-9-11 | A PAPR Reduction Method for OFDM Systems Based on CNN and Enhanced Residual Connections
[IEEE] 2026-9-11 | Experimental Validation of FR2 RIS-Assisted Dual-Stream Multi-User OFDMA Communication Testbed
[IEEE] 2026-9-10 | Real-Time Network IDS for SOHO Using Hybrid Edge Machine Learning Techniques
[IEEE] 2026-9-11 | Unified Small-Signal Modeling and Stability Analysis of a Current-Mode Controlled Three-Level Bidirectional Flying Capacitor Converter
[IEEE] 2026-9-11 | A Novel Compact Spherical Phased Array with Omnidirectional Radiation and Beam Scanning for 5G Micro Base Stations
[IEEE] 2026-9-11 | Title Page
[IEEE] 2026-9-11 | Per-Simon Kildal: Scientific Vision, Innovation, and Lasting Impact in Antenna Engineering
[IEEE] 2026-9-11 | Flexible Performance Function Based Time-Varying Formation Control for Second-Order Systems under Safety Constraints
[IEEE] 2026-9-11 | A Formal Approach to LLM Hallucination Detection and Mitigation
[IEEE] 2026-9-10 | Analytical Model for Electromagnetic-Vibration Prediction in Inverter-Fed Synchronous Reluctance Motor
[IEEE] 2026-9-11 | A Compact Dual-Polarized Aperture-in-Aperture Antenna for Concurrent GPS L1 and Ka-Band UAV Application
[IEEE] 2026-9-11 | A Noise-Free Method for Generating Speech Adversarial Examples Against ASR Systems
[IEEE] 2026-9-11 | MOSAIC-1M: A Large-Scale Multi-Modal Dataset with Automated Semantic Annotations for Visual Content Understanding
[IEEE] 2026-9-11 | A High-Throughput and Low-Overhead FPGA Design and Implementation of a Quasi-Cyclic LT Concatenated Decoder
[IEEE] 2026-9-11 | Research on Low Probability of Intercept Technology for Netted LPI Radar System Based on Deep Learning
[IEEE] 2026-9-11 | Co-identification of Vibration, Structural Looseness, and Surface Damage in Industrial Equipment Operation Videos
[IEEE] 2026-9-11 | Quantifying Trapped-Charge Evolution in High-Temperature β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MOSFETs Using the Charge-Neutrality Point
[IEEE] 2026-9-11 | CITPT: A Concurrency-Induced Throughput Phase Transition in Blocking Client–Server Architectures under Extreme Concurrency: An A-MAPSS Based Experimental Study
[IEEE] 2026-9-11 | Tree-Based Ensemble Forecasting of PV Generation, Load Demand, and Battery SOC in Tropical Island Microgrids: A Multi-Horizon Cross-Season Evaluation
[IEEE] 2026-9-11 | Joint Prediction of SOC and Traction Load for Hybrid Locomotives Based on Multi-task BiLSTM-Attention
[IEEE] 2026-9-11 | Smart Integration of Electric Vehicle Charging Infrastructure within Hybrid Renewable Microgrids
[IEEE] 2026-9-11 | Small Object Detection Using Improved YOLOv11n
[IEEE] 2026-9-11 | Deep Learning-Based Fault Detection for Chiplet Interconnect Signals
[IEEE] 2026-9-11 | Sequential Pattern Mining of Fire Incident Escalation and High-Damage Precursors in Central Luzon: a Provincial and Municipal Scale Analysis
[IEEE] 2026-9-11 | Disentanglement Multi-Task Learning Based on Hyperbolic Space for Multimodal Sentiment Analysis
[IEEE] 2026-9-11 | Uniform Field Coil Design in a Magnetically Shielded Cylinder With Ferromagnetic Coupling Suppression and Coil Constant Constraints
[IEEE] 2026-9-11 | Fundamental Limits, Radiation Resistance, and Throughput in Electrically Small Antennas
[IEEE] 2026-9-11 | A Physics-Grounded Hybrid Framework for Statistical Prediction of Cavity Scattering Under Interior Uncertainty
[ACM] 2026-9-11 | TEXMET: A Deep Learning Benchmark for Archaeological Textile Reconstruction
[ACM] 2026-9-11 | The Promise and Pitfalls of GenAI-Powered Mobile Apps: Perspectives from User Reviews
[ACM] 2026-9-11 | ConfuGuard: Using Metadata to Detect Active and Stealthy Package Confusion Attacks Accurately and at Scale
[ACM] 2026-9-11 | Six Million (Suspected) Fake Stars on GitHub: A Growing Spiral of Popularity Contests, Spams, and Malware
[ACM] 2026-9-11 | FM4MC: Improving Feature Models for Microservice Chains—Towards More Efficient Configuration and Validation
[ACM] 2026-9-11 | Model Migration by Example (MbEx): Understanding Model Co-Evolution from User Adaptations
[ACM] 2026-9-11 | Towards Understanding and Characterizing Vulnerabilities in Intelligent Connected Vehicles through Real-World Exploits
[ACM] 2026-9-11 | Argus: A Multi-agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships
[ACM] 2026-9-11 | TypeCare: Boosting Python Type Inference Models via Context-Aware Re-Ranking and Augmentation
[ACM] 2026-9-11 | SymRadar: PoC-Centered Bounded Verification for Vulnerability Repair
[ACM] 2026-9-11 | FoundRoot: Towards Foundation Model for Root Cause Analysis via Structured Deep Thinking
[ACM] 2026-9-11 | Write Your Own Code Checker: An Automated Test-Driven Checker Development Approach with LLMs
[IEEE] 2026-9-11 | Air-gap Field Modulation-Based EMN Model Applied for LNG Pump Cryogenic PMSM
[IEEE] 2026-9-10 | Input-Data Information Preservation and Protocol-Specific Error Mitigation in Noisy Fixed-Parameter Quantum Front Ends: A Reproducible Simulation Study
[IEEE] 2026-9-11 | NLOS-Aided Joint OTA Synchronization and Off-Grid Imaging for Distributed MIMO Systems
[IEEE] 2026-9-11 | Bandwidth Enhancement of Connected Array Antennas Using Controlled Reflection
[ACM] 2026-9-10 | Design of a Fact-Verification System for Music Theory Question Answering Based on Large Language Models
[ACM] 2026-9-10 | Weighted Readiness Evaluation Algorithm and Modular AI System Design for Cross-Border Foreign Trade SMEs
[IEEE] 2026-9-10 | A Survey of Relation Extraction: From Deep Learning to Large Language Models
[IEEE] 2026-9-10 | AIHT-MPI: Accelerated Iterative Hard Thresholding via Moore-Penrose Pseudo-Inverse with Conjugate Gradient Refinement for Sparse Signal Recovery
[IEEE] 2026-9-10 | Spherical Fuzzy Set Adaptive Decoupling Network: Principled Multi-Task Optimization for Robust Low-Light Image Enhancement
[IEEE] 2026-9-10 | Manifold-based Robust Beamforming Design for RIS-Assisted LEO Satellite in SAGIN-ISAC Systems
[IEEE] 2026-9-10 | Turbulence-Resilient Multicasting of OAM Beams Using a Hybrid Optical-Electronic Neural Network
[IEEE] 2026-9-10 | A New Academic–Industry Partnership Grant and the Last IERA Award [Industry Activities]
[IEEE] 2026-9-10 | Table of Contents
[IEEE] 2026-9-10 | Enhanced Double-PWM Control of TAB Converters for Full-Range ZVS and Reduced Conduction Loss
[IEEE] 2026-9-10 | Connectivity-Aware UAV Path Planning with Continuous Action Modeling in Variable Altitude Urban Scenarios
[ACM] 2026-9-10 | Introduction to the Special Issue on Game Advertising
[IEEE] 2026-9-10 | CISAT 2026 Author Information Page
[IEEE] 2026-9-10 | Table of Contents
[IEEE] 2026-9-10 | On the Generalization of Deepfake Detection under Limited Supervision
[ACM] 2026-9-11 | DeFT: Maintaining Determinism and Extracting Unit Tests for Autonomous Driving Planning
[ACM] 2026-9-10 | MiniMaestro: Resource-Conscious Conversational Music Recommendation with a Single Open-Weight 8B Model
[ACM] 2026-9-10 | A Multi-Source Retrieve-Fuse-Rerank System for Conversational Music Recommendation
[IEEE] 2026-9-10 | An Ultra-Low-Profile Circularly Polarized Folded Transmitarray Antenna Based on Metasurfaces
[IEEE] 2026-9-10 | Knowledge-Enhanced Image-Text Incongruity Representation for Multi-modal Sarcasm Detection
[IEEE] 2026-9-10 | A spaceborne Ka-band 200 W pulsed solid-state power amplifier
[IEEE] 2026-9-10 | Spectral-Visual Transformation for Low-Resource Dialect Identification: A Technical Evaluation of the Transition from MATLAB-Based Visualization to Deep Residual Learning Pipelines
[IEEE] 2026-9-10 | Accurate extraction of equivalent circuit parameters for RF surface-mount Inductors and Capacitors
[IEEE] 2026-9-10 | A Cryo-CMOS Demultiplexer for Large-scale Silicon Spin Qubits
[IEEE] 2026-9-10 | DFTC-Net: Dynamic Fusion of Deformable Attention Transformer and CNN Network for Low-Dose CT Denoising
[IEEE] 2026-9-10 | Few-Shot Multimodal Fake News Detection via Transfer Learning and Unsupervised Domain Adaptation
[IEEE] 2026-9-10 | Design of an All-Metal Wideband Corrugated Vivaldi Antenna with High Power Capacity
[IEEE] 2026-9-10 | High-Precision Joint Range-Angle Estimation for 1-Bit FDA-MIMO Radar via Off-Grid Refinement
[IEEE] 2026-9-10 | Signal Integrity Analysis of Multilayer Spiral Inductor and Elliptical Slot Compensation Structure for Vertical Via Interconnection
[IEEE] 2026-9-10 | A Large-Frequency-Ratio Shared-Aperture Antenna With High Aperture Reuse Efficiency
[IEEE] 2026-9-10 | Study on the Influence of Non-uniform Electron Beam on the Output Microwave Characteristics of an S-Band Relativistic Klystron Amplifier
[IEEE] 2026-9-10 | Thermally Controlled Chiral Metasurface for Independent Control of Circularly Polarized Waves
[IEEE] 2026-9-10 | A Hybrid Approach of Anomaly Detection for Reducing False Negatives in IDS
[IEEE] 2026-9-10 | Design of all dielectric metasurfaces based on multiple resonant modes of high permittivity ceramic materials and complex structures
[IEEE] 2026-9-10 | LightMambaVLA: Efficient Vision-Language-Action Modeling with State Space Models and Flow Matching
[IEEE] 2026-9-10 | Design of High-Efficiency 10-W X-Band Power Amplifier Based on GaN HEMT Process
[IEEE] 2026-9-10 | A 48–94 GHz Wideband Low-Noise Amplifier Based on a Unified CS Cell in 65-nm CMOS
[IEEE] 2026-9-10 | A Parasitic-Aware End-to-End Automated Optimization Scheme for mm-Wave Circuits Based on an Offline Passive Library
[IEEE] 2026-9-10 | A Low-Profile Dual-Polarized Planar Ultra-Wideband Modular Antenna (PUMA) Array with A Resistive Frequency-Selective Surface
[IEEE] 2026-9-10 | Research on Vehicle CAN Bus Intrusion Detection Method based on MobileNetV3
[IEEE] 2026-9-10 | Design of Frequency Adjustable Antennas Based on Phase Change Materials
[IEEE] 2026-9-10 | A Shared-Aperture SatCom Antenna Integrating Ka-Band Cavity-Backed Patches and X-Band Aperture-Coupled Feed Structure
[IEEE] 2026-9-10 | A Novel Eight-way Power Combining Network Based on the TE
                    <sub>20</sub>
                    Mode Branch Waveguide Coupler
[IEEE] 2026-9-10 | Closed-Loop Parameter Updating of Wind Turbine Digital Twins Based on Deep Reinforcement Learning and Time-Series Similarity
[IEEE] 2026-9-10 | An Efficient and Compact Phase-shift Tunable First-Order All-Pass Filter Using Single VCII with Minimum Passive Elements
[IEEE] 2026-9-10 | Leaky-wave Antenna with Dynamic Polarization Tuning
[IEEE] 2026-9-10 | Design of a hybrid absorption-transmission FSS
[IEEE] 2026-9-10 | Frequency-Dependent Damage Mechanisms of L-Band Surface Acoustic Wave Filters under High-Power Microwave Injection
[IEEE] 2026-9-10 | Logic-Aware Vulnerability Knowledge Graph Model for Precise Vulnerability Assessment
[IEEE] 2026-9-10 | Student Use of GenAI in an Interdisciplinary STEAM Design project
[IEEE] 2026-9-10 | Assessing the Interplay of Counteracting Biases in GNN-Based Recommender Systems
[IEEE] 2026-9-10 | A Secure Remote Access Framework for Physical Network Laboratories Using Bastion Host Architecture
[IEEE] 2026-9-10 | Bidirectional Wireless Power Transfer: Technology for anything-to-anything applications.
[IEEE] 2026-9-10 | A Miniaturized Shared-Aperture Dual-Band and Dual-Polarization Base Station Antenna
[IEEE] 2026-9-10 | An Inverse-Designed Metasurface-Loaded Top-Hat Monopole Antenna for Cognitive Radio Applications
[IEEE] 2026-9-10 | Personalized Noise Diffusion Recommender Model
[ACM] 2026-9-11 | XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models
[ACM] 2026-9-11 | HarnessLLM: Rust Verification Harness Generation with Large Language Models
[ACM] 2026-9-11 | Fine-Grained Analyses for Evolution-Aware Runtime Verification
[ACM] 2026-9-11 | Agent-Based Ensemble Reasoning for Repository-Level Issue Resolution
[ACM] 2026-9-11 | FlowScope: Non-Intrusive Distributed Tracing with Method-Level Delay Estimation for Microservices Troubleshooting
[ACM] 2026-9-11 | Is My RPC Response Reliable? Detecting RPC Bugs in Blockchain Client under Context
[IEEE] 2026-9-11 | Aspect-Based Sentiment Analysis of Student Evaluation of Teaching Texts: A Big Data-Driven Empirical Study
[IEEE] 2026-9-11 | Algorithm-Assisted Propagation-Domain Decoupling Scheme for MIMO Arrays in 5 G V2X Full-Duplex Links
[IEEE] 2026-9-11 | Palm and Coir Fiber Composite Mat for Wide-Linear-Range Flexible Piezoresistive Pressure Sensing
[IEEE] 2026-9-11 | Metasurface-Enhanced Wideband Patch Antenna Phased Array with Reconfigurable Polarization
[IEEE] 2026-9-11 | A Dual-Polarized Phased Array for Harmonic and Non-Harmonic Triple-Band Operation Using Mode-Adaptive Current Element
[IEEE] 2026-9-11 | Layered-Recording Time-Reversal Holography for Dual-Depth Near-Field Communication
[IEEE] 2026-9-11 | Efficiency and Error Optimizations in ADI-FDTD-Particle-In-Cell Model for Wave-Particle Interactions and Slow-Wave Effects in THz Gap
[IEEE] 2026-9-10 | Versatile Exoskeleton Control Supports Elderly Joint Energetics During Hip-Intensive Tasks
[IEEE] 2026-9-11 | Planar Ultra-wideband Modular Antenna (PUMA) based Phased Array with WAIM Sheets Embedded with Metasurface for Improved Performance
[IEEE] 2026-9-11 | Reliable Loss Tangent Extraction of Low-Loss Materials in WR15 and WR10 Bands Using MCK Setup
[IEEE] 2026-9-11 | Transient Maxwell-Quantum Transport Simulation of Nanoscale Devices in the THz Regime
[IEEE] 2026-9-11 | Efficient Parallel Fast Direct Solver for Large-Scale Phased Array Analysis
[IEEE] 2026-9-11 | Reliable 7-DOF Manipulator Execution Via Arm-Angle Selection and Trajectory Retiming_supp1-3732902.mp4
[IEEE] 2026-9-11 | Stack Selection for Multilayer Huygens' Meta-Atoms and Accurate Inverse Design with a Hybrid Semianalytical and Deep Learning Framework
[IEEE] 2026-9-11 | A 200-GHz BiCMOS Traveling-Wave Planar Beamforming Array
[IEEE] 2026-9-10 | Ai-Based Innovations in Rf and Antenna Engineering
[IEEE] 2026-9-10 | TACoS:A Threshold‑Activated Compensation Scheme for Privacy‑Auditable IoT-Driven Smart Insurance
[IEEE] 2026-9-11 | All-Metal Circular Corrugated Waveguide Leaky-Wave Antenna
[IEEE] 2026-9-11 | Systematic and Fast Synthesis of Multi-Row Standard Cells for Advanced Technology Nodes
[IEEE] 2026-9-11 | Hierarchical Bilinear Scattering Transformer for Remote-Sensing Image Scene Classification
[IEEE] 2026-9-11 | Reinforcement Learning-Based Graph Neural Network for Cyber Risk Mitigation in Edge Networks
[IEEE] 2026-9-11 | Heal Sole: A Smart Insole Platform for Physiological Monitoring and Active Ankle Rehabilitation
[IEEE] 2026-9-11 | Development and Evaluation of VR-based Therapy for Public Speaking Anxiety
[IEEE] 2026-9-11 | Multi-Agent Deep Reinforcement Learning for Distributed Energy Management and Demand Response in Residential Microgrids
[IEEE] 2026-9-11 | Design and Implementation of an IoT-Based Intelligent Terrarium Environmental Control System Using Dual-MCU Architecture
[IEEE] 2026-9-11 | Technical Analysis of Customer-Based and Grid-Topology-Aware Load Shifting in an Industrial Zone
