[2026-06-04 11:55:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202606030000+TO+202606032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-6-3 | IEEE Antennas and Wireless Propagation Letters Publication Information
[IEEE] 2026-6-3 | On the Stability and Limitations of Causal Discovery in Global Crop Yield Modeling: A Multicountry Bootstrap Analysis
[IEEE] 2026-6-3 | A Soft Voting Ensemble Framework for Crisis Type and Urgency Classification in Tweets
[IEEE] 2026-6-3 | AI-Powered SQL Generation Using Natural Language Processing for Intelligent Database Interaction
[IEEE] 2026-6-3 | Engaging Immersive Virtual Reality Learning Environment for Students Using Haptic Technology
[IEEE] 2026-6-3 | Satellite Based Hydrological Feature Engineering and Clustered Time Series Modeling for Sustainable Reservoir Water Management
[IEEE] 2026-6-3 | A Review of Gate-Structured Recurrent Neural Network Strategies for State-of-Charge Estimation in Lithium-Ion Batteries
[IEEE] 2026-6-3 | A Cryptography-Driven Dual-Layer Quantum-Resilient Detection Architecture for Secure Cloud Data Access
[IEEE] 2026-6-3 | Smart Civic Issue Tracker: Proof-Based Digital System For Effective Municipal Issue Resolution
[IEEE] 2026-6-3 | Explainable Deep Neural Networks for Heart Disease Prediction in Clinical Decision Support
[IEEE] 2026-6-3 | Comparative Analysis of Structural Features in Genuine and Fraudulent Listings on C2C Platforms
[IEEE] 2026-6-3 | Influence of Biohumus on the Agrochemical Characteristics, Soil Fertility, and Yield Performance in Open-Field Cultivation
[IEEE] 2026-6-3 | Vibetalk- AI-Powered Assistive Communication System for Hearing and Speech Impairment
[IEEE] 2026-6-3 | An Effective Detection of Financial Statement Fraud Using Parallel Convolutional Neural Network with Crayfish Optimization Algorithm
[IEEE] 2026-6-3 | Flow-Level Statistical Fingerprinting for Unsupervised Network Intrusion Detection
[IEEE] 2026-6-3 | Fusion of Excitation-based Features for Speaker Identification with Advanced Deep learning Model
[IEEE] 2026-6-3 | A Secure and Explainable Federated Edge-AI Framework for Climate-Smart Smallholder Farming
[IEEE] 2026-6-3 | Headphone with Safety System that Warn Pedestrians of Imminent Dangers
[ACM] 2026-6-4 | Some SEN History
[ACM] 2026-6-4 | Quantum-Resistant Artificial Intelligence Algorithms for Secure Networks
[ACM] 2026-6-3 | Design of an Intelligent Conducting Action Evaluation System for Music Education Using Humanoid Robot
[ACM] 2026-6-3 | A Rubric-Grounded LLM Feedback Framework for Academic Writing: An Empirical Study in an Information-Enhanced Classroom Setting
[ACM] 2026-6-3 | Enhancing Resume Information Extraction via Instruction Tuning for Large Language Models
[ACM] 2026-6-3 | Cooperative by Design: Reconnecting for Socially and Ecologically Sustainable Work through Platform Cooperatives
[ACM] 2026-6-3 | Designing Dialogues: Dialogical Encounters Between Ancestral and Biomedical Worlds in Colombia
[IEEE] 2026-6-3 | An Efficiency Optimization Method Based on Optimal Current Control for DPAS-MIMR Underwater WPT System
[IEEE] 2026-6-3 | Design of a Cable-Driven, Self-Aligning Knee Exoskeleton to Eliminate Joints' Misalignment Across Users With Varying Leg Dimensions_supp1-3699123.mp4
[IEEE] 2026-6-3 | A Dielectric-Modulated Dual-Material Gate MOS-HEMT for Ultra-High Sensitivity Label-Free Biosensor_supp1-3698812.docx
[IEEE] 2026-6-3 | Fast Computation of Electromagnetic Scattering by Graphene-Filled Honeycomb Coated Target
[IEEE] 2026-6-3 | CVaR-Constrained Optimisation for Risk-Aware Dynamic Resource Allocation in 5G RAN Slicing
[IEEE] 2026-6-3 | Contact-Aware Soft Robot Design via Differentiable Simulation and Morphological Optimization_supp2-3692920.pdf
[IEEE] 2026-6-3 | NeuroThyroid-PQC: A Multivariate Post-Quantum and Hash-Based Cryptographic Framework for Real-Time Numerical Thyroid Biomarker Anomaly Detection in IoMT
[IEEE] 2026-6-3 | Nonlinear Model Predictive Control using a Modified Sequential Convex Programming
[IEEE] 2026-6-3 | A Bitmap-Guided Collision Tree Anti-collision Protocol for Large-Scale RFID Tags Identification_supp1-3696454.pdf
[IEEE] 2026-6-3 | Reinforcement Learning-Based Intelligent Vehicle Adaptive Cruise Control
[IEEE] 2026-6-3 | Category-Guided Vision-Language Model for IoMT-Enabled Medical Report Generation under Heterogeneous Imaging Data
[IEEE] 2026-6-3 | Classroom Emotional State Analysis Using Proxy Metrics and Multimodal Data
[IEEE] 2026-6-3 | Physics-Informed Interpretable Digital Twin for PMSM Drives Via Sparse Identification_supp1-3699429.pdf
[IEEE] 2026-6-3 | Full-Scale Feature Pyramid Information Propagation for Post-Earthquake Landslide Detection
[IEEE] 2026-6-3 | Synchronization-Free Backdoor Attacks on Edge-Deployed Neural Network for IoT Systems
[IEEE] 2026-6-3 | 2026 12th International Conference onCommunication and Signal Processing (ICCSP)
[IEEE] 2026-6-3 | Rapid Heating Process for High-Density Nd-Fe-B Magnet Plates via Electrically Heated Powder Rolling: Microstructure and Magnetic Properties_supp1-3699616.pdf
[IEEE] 2026-6-3 | A Systematic Robustness Analysis of Context Re-Positioning in Long-Context Language Models
[IEEE] 2026-6-3 | Field Oriented Control of Outer Rotor Permanent Magnet Synchronous Motor Using Co-Simulation
[IEEE] 2026-6-3 | Lung Cancer Classification using YOLOv8-based Nodule Detection and Transformer-Enhanced Segmentation
[ACM] 2026-6-4 | A Systematic Review on Graphical Authentication Through Image Distortion and Fragmentation
[IEEE] 2026-6-3 | Comprehensive Evaluation of Vision Transformer Models for Brain Tumor Classification using MRI
[IEEE] 2026-6-3 | Real Time Face Recognition-based Smart Door Access Control System
[IEEE] 2026-6-3 | Cerebrovascular Scan Analyzer an Intelligent Deep Learning System for Early Hemorrhagic Stroke Detection using CT Scan
[IEEE] 2026-6-3 | An Intelligent Optimization for Electric Vehicle Charging and Scheduling Using VANETs
[IEEE] 2026-6-3 | Interpretable Artificial Intelligence for Cyber Defense: Advances, Limitations, and Future Opportunities
[IEEE] 2026-6-3 | Development of Low Power Two Stage Op-Amp using 45nm Technology
[IEEE] 2026-6-3 | Web Application for the Automatic Code Generation of Fullstack Projects Using Generative Artificial Intelligence: GPT-5
[IEEE] 2026-6-3 | Double Boost Nine-Level Inverter for Renewable Energy Systems with Reduced Circuit Elements
[IEEE] 2026-6-3 | A Blockchain-based Finite State Machine for Decentralized Warranty Lifecycle Management
[IEEE] 2026-6-3 | Software Reliability Prediction Using Machine Learning
[IEEE] 2026-6-3 | AI-Enabled Women Safety Surveillance with Instant Incident Prediction and Emergency Dispatch
[IEEE] 2026-6-3 | Reinforcement-Learning Powered IoT Energy Grid for Adaptive Balancing of Clean and Renewable Power Sources
[IEEE] 2026-6-3 | Portable IoT-Based Smart Farming Device For Real-Time Fertilizer Optimization And Crop Recommendation
[IEEE] 2026-6-3 | Multiple Fault Detection in EV Vehicles using AI to Avoid Fire Accidents
[IEEE] 2026-6-3 | Sleep Disorder Prediction by using Machine Learning
[IEEE] 2026-6-3 | Design and Development of a Drone-Based Autonomous Seed Dispensing Mechanism for Precision Reforestation
[IEEE] 2026-6-3 | An Intelligent Autonomous Robot for Precision Irrigation based on Soil Condition Monitoring
[IEEE] 2026-6-3 | Real-Time DDoS Detection for SDN with Stacking Ensembles in OMNeT++
[IEEE] 2026-6-3 | Thermal Performance and Energy Modeling of a Geodesic Dome
[IEEE] 2026-6-3 | Federated Learning-based Intelligent Intrusion Detection for Secure and Scalable IoT Systems: A Comprehensive Review and Future Directions
[IEEE] 2026-6-3 | From the Pitch to the Virtual Workspace: Using an Autoethnographic Diary to Study Video Analysis as a Situated Practice in Finnish First-Tier Football
[ACM] 2026-6-4 | Tripartite Evolutionary Game Analysis of Tripartite R&amp;D Cooperation in Digital Agricultural Technology
[ACM] 2026-6-4 | A Review of Digital Twin Applications in Smart Cities
[ACM] 2026-6-3 | An AI-Supported “333” Teaching Framework Based on Generative Models and Learning Analytics for Vocational Medical Technology Education
[ACM] 2026-6-3 | Parallel fault diagnosis method for transformers based on the Storm cloud platform
[ACM] 2026-6-3 | Explainable AI for Student Mental Health Monitoring: Bridging the Trust Gap in Smart Campus Depression Screening
[ACM] 2026-6-3 | Research on the Spatiotemporal Differences of China's pre-primary Education Resource Allocation Based on K-means Clustering
[ACM] 2026-6-3 | Deep Learning-Based Intelligent Intervention System for Teachers' Social-Emotional Competence Development
[ACM] 2026-6-3 | Study of Intelligent Question Answering System for the Course of Operating System
[ACM] 2026-6-3 | Analyzing the Emotional Style of Tang Poetry based on BPE algorithm and NPMI Feature Selection
[ACM] 2026-6-3 | LFED Preview for Grade 3 Mathematics: An Intervention Study with LASSO-Logistic Regression-Based Driver Analysis
[ACM] 2026-6-3 | Hope by Design: The Paradox of Trauma-Informed Co-Design in Carceral Space
[ACM] 2026-6-3 | Living Together, Playing Together: Participatory Game Design in a Residential Cooperative
[ACM] 2026-6-3 | Multispecies design: Centring the Agency of Non-Human Communities in Participatory Urban Design Processes
[IEEE] 2026-6-3 | Design and Implementation of Cloud-Edge Collaborative Mapping and Control System for Mobile Robots
[IEEE] 2026-6-3 | Electromagnetic and Structural Trade-Offs of V-Position Magnet Embedding in Outer-Rotor PMSMs
[IEEE] 2026-6-3 | Robust Decision-Level Fusion for Multimodal Fall Detection under Controlled Sensor Noise
[IEEE] 2026-6-3 | FR3 OFDM Multistatic ISAC Geometry-Aware Multi-Link Fusion and CRLB-Guided Design
[IEEE] 2026-6-3 | Cosine-Resonant Modular Multilevel DC–DC Converter With ZVS Capability for High-Efficiency Hydrogen Production System
[IEEE] 2026-6-3 | A Low Jitter Pulse Generator for Electrically Excited Transient Absorption
[IEEE] 2026-6-3 | Table of Contents
[IEEE] 2026-6-3 | Efficient and Privacy-Preserving Federated Learning with Gradient Control against Data Poisoning_supp1-3699615.pdf
[IEEE] 2026-6-3 | Research and Experimental Verification of RCS Reduction of Metal Plate Targets by Plasma
[IEEE] 2026-6-3 | Block Term Decomposition-Guided Frequency Mamba Modulation for Hyperspectral Image Fusion
[IEEE] 2026-6-3 | Comprehensive Efficiency Optimizations of Variable Flux Memory Machines for Electric Vehicle Tractions Considering Driving Cycles
[IEEE] 2026-6-3 | Acoustic Emission Source Localization in Composite Pressure Vessels Based on an Omnidirectional Wave Velocity Matrix
[IEEE] 2026-6-3 | Design of a Geographic Information System for Monitoring the Electrical Distribution Network: A Sustainability Approach
[IEEE] 2026-6-3 | Anomaly Detection and Compensation System on Solar Smart Inverters Using Isolation Forest
[IEEE] 2026-6-3 | Detection of Prompt Attacks in LLMs
[IEEE] 2026-6-3 | Token-Budget-Aware Context Selection for RAG Via Integer Linear Programming
[IEEE] 2026-6-3 | ABHA's Personalised Clinical Intelligence Assistant
[IEEE] 2026-6-3 | Deep Learning-Based Fault Detection Framework for Predictive Maintenance in HVAC Systems
[IEEE] 2026-6-3 | Stochastic Multi-Objective Planning of Smart Integrated Renewable Energy System (SIRES) under Demand and Resource Uncertainty
[IEEE] 2026-6-3 | Neural Network-Driven Optimization of Quality Engineering Metrics for High-Volume Healthcare Claims and EDI Transaction Performance
[IEEE] 2026-6-3 | Osteoporosis and Osteopenia Detection Using RPE-Augmented Vision Transformers (RPE-ViT)
[IEEE] 2026-6-3 | Non-Invasive Multi-Vitamin Deficiency Monitoring System
[IEEE] 2026-6-3 | Urban Sustainability Semantic Association with UN SDG Targets: Socio-Technical Systems View
[IEEE] 2026-6-3 | QR Code based Indoor Navigation for Mobile Robot
[IEEE] 2026-6-3 | DenseNet Framework for MRI-Based Alzheimer's Disease Classification with Feature Enhancement
[IEEE] 2026-6-3 | Discourse Modeling for Text-based Emotion Recognition Using Fusion Approaches
[IEEE] 2026-6-3 | Untrashify 2.0: A Real-Time High-Precision E-Waste Audit System Using Efficientdet-D5 and UNU-KEYS Taxonomy
[IEEE] 2026-6-3 | An AI Enabled Framework for Reliable V2X Communication in Intelligent Transportation Systems
[IEEE] 2026-6-3 | Low Energy Predictive Routing Framework for Long Lifetime Wireless Sensor Networks
[IEEE] 2026-6-3 | Deterministic Adaptive Testing With Verification: Score Alignment, Convergence, and Efficiency
[IEEE] 2026-6-3 | A Deep Learning-Based Framework for Early Detection of Diabetic Retinopathy
[IEEE] 2026-6-3 | Advanced Ensemble Learning for Lithium-Ion Battery State of Health in Smart Transportation Fleets
[IEEE] 2026-6-3 | Comparative Evaluation of Machine Learning Models for S11 Prediction in Microstrip Patch Antennas
[IEEE] 2026-6-3 | A Deep Learning-Based Approach to Intelligent Web Vulnerability Discovery and Risk Assessment
[IEEE] 2026-6-3 | Cognitive Radio-based Adaptive Baseband Chip for Secure IoT Mesh
[IEEE] 2026-6-3 | Renewable Solar Energy for Desalination: Numerical Investigation of Single Slope Solar Still
[IEEE] 2026-6-3 | ClimateCV: The Potential of Computer Vision Applications in Climate Change Mitigation and Adaptation
[IEEE] 2026-6-3 | Innovation in the Pyroligneous Liquor Extraction Process
[IEEE] 2026-6-3 | Automating Secure NAS User Provisioning and Management with n8n Workflows
[IEEE] 2026-6-3 | An Intelligent Food Authentication System using Multisensor Data and Machine Learning
[IEEE] 2026-6-3 | Optimal Placement and Coordinated Parameter Tuning of FACTS Devices for Enhanced Power System Performance
[IEEE] 2026-6-3 | CloudImageHunt: Large-Scale Detection and Analysis of Malicious Container Images
[IEEE] 2026-6-3 | Concept of Cyber Threat Assessment of Critical Infrastructure Facilities
[IEEE] 2026-6-3 | A Comparative Study of Machine Learning Algorithms for AQI Prediction in Key Indian Cities
[IEEE] 2026-6-3 | An Optimized Hybrid Machine Learning Framework for Early Detection of Skin Cancer
[IEEE] 2026-6-3 | Fetal Health Detection using CatBoost with Feature Selection techniques
[IEEE] 2026-6-3 | Random ReLU–Based Support Vector Machine Classifier for Frequency-Domain Data
[IEEE] 2026-6-3 | Strategies for Light Management in Thin and Flexible c-Si Solar Cells Utilizing Copper Oxide (CuO) Nanoparticles
[IEEE] 2026-6-3 | Novel Control Strategy for High Efficiency Power Conversion in Electric Vehicle Drive Systems
[IEEE] 2026-6-3 | A Federated Digital Twin Framework for Predictive ICU Ventilator Monitoring using IoT Data
[IEEE] 2026-6-3 | Energy Efficiency Improvement by Compressor Waste-Heat Recovery: an Industry Case Study
[ACM] 2026-6-4 | Passages
[ACM] 2026-6-4 | Graph-Based Financial Fraud Detection with Calibrated Risk Scoring and Structural Regularization
[ACM] 2026-6-3 | Evaluation method for multimodal translation teaching effectiveness based on deep learning
[ACM] 2026-6-3 | Public Perception of AI-Enabled Curriculum Reform for Road and Bridge Inspection in Higher Vocational Colleges: A K-means Clustering Study
[ACM] 2026-6-3 | Logistic Regression-based Evaluation of a Digital-Intelligence-Driven, Industry-Led, Multi-Dimensional Integrated Training Model for Vehicle Engineering
[ACM] 2026-6-3 | Personality-Informed Team Formation for Collaborative Learning in Design Education: A Regression-Guided Framework
[ACM] 2026-6-3 | Research on Open Training Teaching for Technical Talents in Higher Vocational Colleges Empowered by Multimodal AI Fusion Technology
[ACM] 2026-6-3 | Research on Teaching Effectiveness Optimization Methods for Industry-Education Integration in Digital Design Based on the AI-TPACK Framework
[ACM] 2026-6-3 | A Human-Computer Interaction-Based Approach to Enhancing Digital Literacy of Art Teachers in Higher Vocational Education
[ACM] 2026-6-3 | Structure-Aware Cognitive Diagnosis for Music Education: Fusing Concept Graphs with Isomorphic Validation Strategy
[ACM] 2026-6-3 | A Sensory Device for Obstacle Detection and Semantic Environment Recognition via SLM
[ACM] 2026-6-3 | Letter from the Editor
[ACM] 2026-6-3 | Reflections from AIES 2025
[ACM] 2026-6-3 | Transition Design in Times of Climate Crisis
[ACM] 2026-6-3 | Contributions from a Future Generation of Participatory Design Researchers: Growing Societal Demands and Diversifying Competences
[ACM] 2026-6-3 | What’s on the (Tension) Radar? An Invitation for Co-Reflecting on the Values at Stake towards Greater Footprints of Impact
[IEEE] 2026-6-3 | Novel Non-destructive Evaluation of Corrosion on Rebar Embedded in Mortar Wall Using 10-GHz Doppler Sensor
