[2026-06-27 10:58:17] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-26
正在获取论文...
[ACM] 2026-6-26 | VFDelta: A Framework for Detecting Silent Vulnerability Fixes by Enhancing Code Change Learning
[IEEE] 2026-6-26 | Autonomous Artificial Egg for Natural Incubation Mimicry and Monitoring in_supp1-3704053.mp4
[IEEE] 2026-6-26 | Coated FBG Sensor with Enhanced Temperature Sensitivity for Cryogenic Liquid Level Detection
[IEEE] 2026-6-26 | Synthesis of Dipole-Rotated Planar Array with Dual Circular-Polarization Reconfigurable Shaped Patterns
[IEEE] 2026-6-26 | A Novel One-Step Small Object Detector for Autonomous Aerial Vehicles
[IEEE] 2026-6-26 | A Local–Global Domain Adaptation Framework for Industrial Fault Diagnosis Under Variable Operating Conditions
[IEEE] 2026-6-26 | The Moderating Role of Digital Transformation on the Relationship between Board Gender Diversity and Tax Avoidance: Evidence from Jordan
[IEEE] 2026-6-26 | Artificial Intelligence Technology in Mathematical and Engineering Applications
[IEEE] 2026-6-26 | The Nexus Between Workplace Ostracism and Employees’ Work Alienation in the Digital Business Era
[IEEE] 2026-6-26 | Prediction of Self-Compacting Concrete J-Ring and Strength Using RSM and Machine Learning
[ACM] 2026-6-27 | Class Model Generation from Requirements using Large Language Models
[IEEE] 2026-6-26 | A Differentially Private Weighted Empirical Risk Minimization Procedure and its Application to Outcome Weighted Learning_supp1-3707445.pdf
[IEEE] 2026-6-26 | Large AI Model and ISAC-Enhanced UAV Network Optimization Through DRL
[IEEE] 2026-6-26 | 2-DOF Transformable Wheel Preserving Circular Projection During Radius Variation
[IEEE] 2026-6-26 | Instruction Error Detection with Bloom Filters: Architecture, Radiation Testing and Fault Injection
[IEEE] 2026-6-26 | Analysis and Design of Dual-Passband Energy Selective Surface with Joint Diode Control for Electromagnetic Protection
[ACM] 2026-6-26 | Can Large Language Models Reason About Complex Execution Paths? An Empirical Study on Python
[ACM] 2026-6-26 | DIRT: Database-Integrated Random Testing
[ACM] 2026-6-26 | Sampling Parallelism for Fast and Efficient Bayesian Learning
[IEEE] 2026-6-26 | MTGKT: Multi-scale Temporal Graph Knowledge Tracing
[IEEE] 2026-6-26 | Machine Learning for Wearable Sensor–Based Human Movement Rehabilitation: A Five-Year Systematic Review
[IEEE] 2026-6-26 | Reinforcement Learning based Multivariate Nonlinear Model Predictive Controller Validation on a Lab Scale Batch Reactor
[IEEE] 2026-6-26 | An Intelligent Edmonton Obesity Staging System Mobile Calculator
[IEEE] 2026-6-26 | Intelligent UAV-Mounted Laser Systems for Optimized Data and Energy Coverage in Large-Scale IoT
[IEEE] 2026-6-26 | The Nexus between Tax Revenues, Government Spending, and Economic Growth in Jordan: Evidence from Dynamic Causality Analysis
[IEEE] 2026-6-26 | Sustainable Technology in Supply Chains: The Impact of Big Data Analytics on Enhancing Logistics Sustainability through Data-Driven Decision Making
[IEEE] 2026-6-26 | MRAC with RL-Based Reference Model Estimation for Humanoid Gait Cycle Tracking
[IEEE] 2026-6-26 | AI-Driven Fault Zone Detection in Medium-Voltage Distribution Grids Using Graph Attention Networks and SCADA Big Data Analytics
[IEEE] 2026-6-26 | Bond Graph Modeling and Simulation of an Embedded Controller for 3D Printers
[IEEE] 2026-6-26 | Environmental Monitoring in IoT Systems Using a Random Forest-Based Predictive Model
[IEEE] 2026-6-26 | Artificial Intelligence in Financial Decision-Making: Intellectual Capital and Financial Performance
[IEEE] 2026-6-26 | Circular Economy in Modular Construction
[IEEE] 2026-6-26 | Machine Learning–Based Intelligent Parking Availability Prediction for Sustainable Smart Cities
[IEEE] 2026-6-26 | Predicting Heart Disease Using SMOTE-Based Data Balancing and Ensemble Learning
[IEEE] 2026-6-26 | Edge AI System for Real-Time Object Detection in Maritime Environments Using Low-Power Embedded Vision Sensors
[IEEE] 2026-6-26 | AI-Enabled Adaptive Learning for Workforce-Ready: A Bibliometric Analysis using VosViewer
[ACM] 2026-6-27 | StAccato: Reducing the Performance Penalty of Randomness
[ACM] 2026-6-27 | POSTER: Security and Cost Trade-offs of Side-Channel Countermeasures for AES Software on RISC-V SoCs
[ACM] 2026-6-27 | POSTER: Bypassing Blocking Instructions to enable Out-Of-Order Execution in GPGPUs
[IEEE] 2026-6-26 | Frequency-Spatial Co-designed Tx/Rx Bidirectional Reflectionless CP Filtering Antenna Based on All-Pass Microwave Dual-Band Hilbert Transformer
[IEEE] 2026-6-26 | Accurate Synthesis of Wavefront-Modulated Beam for High-Resolution Radar Forward-Looking Imaging
[IEEE] 2026-6-26 | Progressive Conditional Coding for Integrated Human-Machine Vision
[IEEE] 2026-6-26 | Exploring the Applicability of Automated Child Speech Assessment Using Model-generated Indicators Referring to Normative Patterns
[IEEE] 2026-6-26 | CLASH-CTTA: Class-Wise Shift-Aware Hierarchical Continual Test-Time Adaptation
[ACM] 2026-6-26 | Every Breath You Take (I’ll Be Logging You): Detecting Metric Gaming in Educational Software Projects
[IEEE] 2026-6-26 | Author Index
[IEEE] 2026-6-26 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp1-3705701.mp4
[IEEE] 2026-6-26 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp5-3705701.mp4
[IEEE] 2026-6-26 | Periodically Grounded Trench Bottom Shielding in SiC Trench MOSFET for Enhanced Single-Event Gate Oxide Damage Hardness
[IEEE] 2026-6-26 | Mitigating Cross-Modality Interference in Remote Sensing Detection with Uncertainty-Aware Mixture-of-Experts
[ACM] 2026-6-26 | Stackelberg Game with Zero-Determinant Strategy for Incentive Mechanism Design in Socially Aware Mobile Crowdsensing
[IEEE] 2026-6-26 | Adaptive Algorithmic Methods for Energy-Efficient Control of Industrial Electromechanical Systems
[IEEE] 2026-6-26 | A Systematic Comparison of YOLO Architectures for Automated Multi-Class Safety Equipment Detection on Construction Sites
[IEEE] 2026-6-26 | Federated learning for distributed crop yield prediction on smart farms using heterogeneous sensor data
[IEEE] 2026-6-26 | Cloud-Native Real-Time Fraud Detection Using Multimodal AI and Event-Driven Architectures
[ACM] 2026-6-27 | Empowering AI-Powered Industrial Design Software: Introducing Constraint Satisfaction Problem for Requirement Alignment
[IEEE] 2026-6-26 | Design and Performance Evaluation of Wideband Dual Polarized Aperture-Coupled Microstrip Patch Antenna Element for Wi-Fi 8 Applications
[ACM] 2026-6-27 | POSTER: Towards a RISC-V-based SmartNIC Architecture on FPGA
[ACM] 2026-6-27 | Outside the Box in the Age of AI
[ACM] 2026-6-27 | Predictive Models of Typing Performance in Novel Keyboards
[ACM] 2026-6-26 | Accelerating Electrostatically-Embedded Fragmentation Methods using Graphics Processing Units
[ACM] 2026-6-26 | GPU Halo Replay: Lossless Twin Simulations for Flexible In Situ Analysis of Stencil-Based Solvers
[IEEE] 2026-6-26 | A Novel Isolated Bidirectional DC Converter with Soft Turn-on and Turn-off in the Full Load Range by Using Modified Triangular Modulation
[IEEE] 2026-6-26 | When Erasure Fails: Benchmarking Content Removal in Diffusion Models via Vocabulary Substitution Attack
[IEEE] 2026-6-26 | Dual-Galvanometer-Based Active Stereo Vision for Large-FOV High-Precision 3D Reconstruction of Moving Objects_supp1-3707358.mp4
[IEEE] 2026-6-26 | Feasibility of a Center of Mass Based Fuzzy-Logic Phase Detection Algorithm for Post-Spinal Cord Injury Gait_supp2-3705681.docx
[IEEE] 2026-6-26 | Snap-Snap: Taking Two Images to Reconstruct 3D Human Gaussians in Milliseconds_supp6-3701298.mp4
[IEEE] 2026-6-26 | Phase-Aware Interconnect Routing for Photonic Waveguides Via Nonlinear Optimization
[IEEE] 2026-6-26 | High-performance, ultra-broadband 100 GHz spacing quantum-well mode locked frequency comb
[IEEE] 2026-6-26 | Federated Learning and LLMs for Secure Peer-to-Peer Energy Trading
[ACM] 2026-6-26 | dAurora: A Prescriptive Solution based on AI to Shed Light on Dark Engineering of Fake News
[IEEE] 2026-6-26 | A Predictive Analytics Framework for Intelligent Decision Support ERP Systems Using Machine Learning
[IEEE] 2026-6-26 | Sustainability Evaluation of Palm Oil Biomass Conversion Chains: A Review of Life Cycle Assessment and Circular Economy Perspectives
[IEEE] 2026-6-26 | Edge Computing Architecture for Real-Time Object Classification Using UAV and Vessel-Mounted Video Streams
[IEEE] 2026-6-26 | Artificial Intelligence and Sustainability: A Systematic Review from an Accounting and ESG Perspective
[IEEE] 2026-6-26 | Deep Learning-Based Recognition of Rare Bangladeshi Fruits Using Custom CNN and Transfer Learning Models
[IEEE] 2026-6-26 | Comparative Machine Learning Models for Breast Cancer Classification Using the WDBC Dataset: A Hybrid Ensemble Approach
[IEEE] 2026-6-26 | Real-Time Banking Fraud Detection in Cloud Using Multimodal AI And Graph Learning
[IEEE] 2026-6-26 | Explainable Rare Fruit Classification Using CNN and Vision Transformer: A Comparative Deep Learning Study
[ACM] 2026-6-27 | Guiding End Users Towards Software Reuse: An Evaluation of Automated Assistance in Block-Based Programming
[ACM] 2026-6-26 | Combining Domain and Tensor Parallelism to Train Multi-billion-parameter AI Weather Models
[ACM] 2026-6-26 | OpenMP Target Offloading for Hybrid Fluid-Kinetic Plasma Simulations in JOREK: Accelerating Fusion Research on GPU Enabled Clusters
[ACM] 2026-6-26 | Multi-Artifact Analysis of Self-Admitted Technical Debt in Scientific Software
[ACM] 2026-6-26 | (Re-) Defining Boundaries in Informal Care: An Interview Study on the Perspectives of Aging Parents and Adult Children
[IEEE] 2026-6-26 | IDACP: Information-Driven Adaptive Cooperative Planning for Ground-Sensor-Conditioned UAV Remote Sensing
[IEEE] 2026-6-26 | FSSTNet: Frequency Enhanced Spectral-Spatial Transformer for Methane Plumes Segmentation
[IEEE] 2026-6-26 | High-Rate Free-Space Optical Communication with DMD-Based Modulating Retroreflectors_supp1-3707309.pdf
[IEEE] 2026-6-26 | Machine Learning-Based Hybrid Recommendation Systems for Enhancing Personalization in E-Commerce Platforms
[IEEE] 2026-6-26 | Prediction of COPD Severity Using Physical Characteristics and AdaBoost Classifier
[IEEE] 2026-6-26 | Legacy ETL to Autonomous Data Clouds: AI’s Role in Modern Data Warehouse Transformation
[IEEE] 2026-6-26 | A Data-Centric AI Framework for Intelligent Data Cleaning and Quality Scoring
[IEEE] 2026-6-26 | Transformer-Based Short-Term Load Forecasting for Smart Grid Energy Management Using Smart Meter Data
[IEEE] 2026-6-26 | Deep Learning-Based Poultry Disease Classification from Fecal Images: A Comparative Study of CNN Architectures
[IEEE] 2026-6-26 | Intelligent Decision-Support Algorithms for Real-Time Control of Flexible Manufacturing Systems
[ACM] 2026-6-27 | Reengineering of Simulation-based Digital Twin Toolchains for Automated Vehicles to Mitigate Technical Debt: A Case Study
[ACM] 2026-6-27 | From Interaction Logs to Reliable Features: Recording, Processing, and Slicing User Interaction Data for Machine Learning
[ACM] 2026-6-27 | A 8.4 TFLOPS@16b/4.3W General-Purpose Programmable Accelerated Cluster for AI-Native RAN
[IEEE] 2026-6-26 | Smart Communication Networks for Digital Marketing Performance Optimization
[IEEE] 2026-6-26 | AI Recommendation Systems: Effects on Sustainable Purchase Intention among Gen Z Consumers in E Commerce Marketplaces in the Mekong Delta, Vietnam
[IEEE] 2026-6-26 | LSTM-Based Forecasting of Air Pollution Levels Using Multivariate Environmental Sensor Data
[IEEE] 2026-6-26 | Optimizing Transfer Learning: A Deep Learning Approach for High-Accuracy Classification of Alzheimer’s Disease Stages
[IEEE] 2026-6-26 | Intelligent Defense Systems for Sinkhole Detection in The Internet of Things
[ACM] 2026-6-27 | Proceedings of the 2nd International Workshop on Requirements engineering for AI-powered SoftwarE
[IEEE] 2026-6-26 | Leveraging Wireless Sensor Networks for Real-Time Monitoring and Control of Industrial Environments
[IEEE] 2026-6-26 | Cloud Computing in Small and Medium-Sized Enterprises: A Review of Adoption, Implementation, and Organizational Impact
[IEEE] 2026-6-26 | Increasing the Power Output of Photovoltaic Panels in Oman Using Organic Phase Change Materials
[IEEE] 2026-6-26 | Emotional Response Analysis to AI-Generated Advertising Imagery: A Data-Driven Intelligent Systems Approach
[ACM] 2026-6-26 | Customized Precision for Discontinuous Galerkin Methods using Adaptive Spectral Block Floating Point
[ACM] 2026-6-26 | Exploring Assessment Approaches for Student Group Projects in Undergraduate Computing Education
[IEEE] 2026-6-26 | Revolutionizing Overhead Power Line Safety: Contactless High-Impedance Fault Detection via Edge Magnetic Processing
[IEEE] 2026-6-26 | CypherCoT: Execution-Aware Chain-of-Thought for Text-to-Cypher
[IEEE] 2026-6-26 | Learning Multiagent Cooperation via Reciprocity-Based Actor-Critic Framework
[IEEE] 2026-6-26 | Simultaneous Position and Velocity Estimation Using Doppler Shift and Time-of-Arrival in Acoustic Positioning Signals
[IEEE] 2026-6-26 | A GaN/SiC Cascode–Based Switched Latching Current Limiter for High Voltage Spacecraft Power Distribution
[IEEE] 2026-6-26 | Non-ohmic behavior in [Ni
                    <sub>80</sub>
                    Fe
                    <sub>20</sub>
                    /HfO
                    <sub>2</sub>
                    ]
                    <sub>n</sub>
                    discontinuous multilayers
[ACM] 2026-6-27 | Proceedings of the 23rd ACM International Conference on Computing Frontiers
[ACM] 2026-6-27 | LightSerial: Accelerating In-Process Isolation via Implicit Dependency Exposure
[ACM] 2026-6-27 | Bridging the gap between software and hardware
[ACM] 2026-6-26 | astroCAMP: A Community Benchmark and Co-Design Framework for Sustainable SKA-Scale Radio Imaging
[IEEE] 2026-6-26 | AS2G-Transformer: An Adaptive Spatial-Spectral Guided Transformer Network for Hyperspectral and Multispectral Image Fusion
[IEEE] 2026-6-26 | Least-Squares Interpretation of Minimum Entropy Deconvolution
[IEEE] 2026-6-26 | Frequency-Spectra Impedance Margin Ratio for Stability Analysis of IBR-Penetrated Systems
[IEEE] 2026-6-26 | Vibrotactile Feedback Elicits High-Gamma EEG Activity During Fear-Potentiating Events in VR_supp1-3705120.pdf
[IEEE] 2026-6-26 | Overvalidation in Machine Learning: Empirical Evidence and Theoretical Insights
[IEEE] 2026-6-26 | LVGS-SLAM: LiDAR-Visual-Supervised Gaussian Splatting SLAM With Dense Depth Rendering for Unstructured Environments_supp1-3707359.mp4
[IEEE] 2026-6-26 | Small-Signal Analysis of Permanent Magnet Synchronous Machines under Scalar Control for Subsea Applications
[IEEE] 2026-6-26 | Data-driven Bumpless Switching
                    <i>
                      H
                      <sup>2</sup>
                    </i>
                    Control for Unknown Aero-engines Via Switched Models
[IEEE] 2026-6-26 | TT-Prune: Joint Model Pruning and Resource Allocation for Communication-efficient Time-triggered Federated Learning
[IEEE] 2026-6-26 | ConcernBERT: Learning Responsibilities Using Class Membership
[IEEE] 2026-6-26 | Preface
[IEEE] 2026-6-26 | Leveraging Artificial Intelligence to Enhance Transformational Leadership and Career Innovation
[IEEE] 2026-6-26 | Does XBRL Adoption Increase Financial Information Transparency in a Digital Disclosure Environment?
[IEEE] 2026-6-26 | Machine Learning Technologies for Financial Forecasting and Investment Management
[IEEE] 2026-6-26 | Explainable AI for Predicting Energy Demand in Smart City Infrastructure
[IEEE] 2026-6-26 | Determinants of Fintech Adoption for Green Finance: An Empirical Study on the Role of Government Support and Financial Literacy
[IEEE] 2026-6-26 | Legal and Economic Perspectives Under Malaysia’s MADANI Framework: ESG, and AI
[ACM] 2026-6-27 | MKA: Memory-Keyed Attention for Efficient Long-Context Reasoning
[ACM] 2026-6-27 | Similarity-Aware Function Pre-Loading for Serverless Inference
[IEEE] 2026-6-26 | From Fixed to Fluid: Two-Loop Optimization for FAS Relay-Assisted Vehicular AirComp Networks
[IEEE] 2026-6-26 | CaRLi-V: Camera-RADAR-LiDAR Point-Wise 3D Velocity Estimation_supp1-3702579.pdf
