[2026-08-11 10:01:27] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | A pre-triangulated category which is not triangulated
[IEEE] 2026-8-10 | Research on Industrial Weld Defect Detection Based on EfficientNetB0 and Spatial Attention Mechanism
[IEEE] 2026-8-10 | In-Vehicle OTA Systems: Update Schemes, and Recall Analysis Under Evolving E/E Architectures
[IEEE] 2026-8-10 | Resource Allocation in Multi-Fog/Cloud Systems Using Reinforcement Learning
[IEEE] 2026-8-10 | YOLOv8s with Deep-Stage Multi-Head Self-Attention and Bayesian Optimization for Caries Localization in Periapical Radiographs
[IEEE] 2026-8-10 | Automated Image Restoration via Blind PnP-ADMM and Structural-Weighted Residual Refinement
[IEEE] 2026-8-10 | Comparative Study on NBIS Reliability of Top-Gate a-IGZO TFTs with Different Gate Insulator Processes
[IEEE] 2026-8-10 | Hierarchical Intent-Aware Shared Control for RCM-Constrained Surgical Robot Manipulation
[IEEE] 2026-8-10 | Transmission Line Equipment Defect Detection Based on an Improved RT-DETR
[IEEE] 2026-8-10 | Low-cost closed-loop speed control for a Coreless motor using MT6816 magnetic encoder
[IEEE] 2026-8-10 | Data-Driven Visual Perception and Trajectory Planning for AprilTag-Based Precision Landing of eVTOL Aircraft
[IEEE] 2026-8-10 | Adaptive Task Scheduling for Edge Large Language Models Based on Multi-Source Sensing Context
[IEEE] 2026-8-10 | Research on Non-Interruption Ice Melting Method for Distribution Network Based on Heat-Resistant Conductors
[IEEE] 2026-8-10 | Enhanced Dual-Compensation Tracking Differentiator for Linear Active Disturbance Rejection Control of PMSM Position Servo System
[IEEE] 2026-8-10 | A Hybrid Deep Learning and Forensic Feature Analysis Framework for Automated Currency Authentication
[IEEE] 2026-8-10 | A lightweight Vision Transformer with enhanced Background Suppression for GPR-Based Pavement Interlayer Distress classification
[IEEE] 2026-8-10 | Rapidity and Stability Control Strategy of PMSM Based on a Novel B-ADRC
[IEEE] 2026-8-10 | Stacking Ensemble Network Intrusion Detection Model Based on 1D-CNN and Attention Mechanism
[IEEE] 2026-8-10 | Direct Position Determination Algorithm Based on Matrix Reconstruction for Decorrelation
[IEEE] 2026-8-10 | Design and Implementation of a PD Controller on an STM32 Microcontroller for a Dual-Rotor Thrust-Balancing Platform
[IEEE] 2026-8-10 | Energy Efficiency of SIMD-Vectorized Li-ion Battery Cluster Simulation on a Hybrid-Core CPU
[IEEE] 2026-8-10 | Reusable Battery-Free Hand Warming Gloves Based on Exothermic Crystallisation
[IEEE] 2026-8-10 | Multi-Terminal Secure Transmission Method for Due Diligence Data Based on the Present Block Cipher
[IEEE] 2026-8-10 | Research on Initial Alignment of Maritime Ships Based on Active Disturbance Rejection Control Technology
[IEEE] 2026-8-10 | Sparsity-and-Variance Driven Neural Network Algorithm for Large-scale Task Scheduling
[IEEE] 2026-8-10 | Research on Planning Layout of Phase Modification Retrofit for Thermal Power Units and Power Grid Stability Improvement
[ACM] 2026-8-10 | The Impact of Introducing a Computer Science Course in Flemish Secondary Education on the Prior Programming Knowledge of Engineering Students
[IEEE] 2026-8-10 | Fronthaul Compression and RIS Beamforming Design for Cloud-RAN: Active RIS vs. Passive RIS
[IEEE] 2026-8-10 | Task-Oriented Intelligent Bundle Protocol in Large-Scale Heterogeneous Satellite Networks: A Large Language Model Approach
[IEEE] 2026-8-10 | Message from the Program Chairs
[IEEE] 2026-8-10 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework
[IEEE] 2026-8-10 | AESS Engineering_Scholarship Recipients
[IEEE] 2026-8-10 | IEEE Open Access Publishing
[IEEE] 2026-8-10 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp2-3715362.mp4
[IEEE] 2026-8-10 | On the Low-Frequency Limit of Widescreen Aperture Compact Range
[IEEE] 2026-8-10 | A Novel Highly Selectivity Full-Frequency Protection Ultra-Wideband Polarization, Frequency, and Energy Selectivity Integrated Surface
[IEEE] 2026-8-10 | Kernel Based Grid Search SVM in FO Integrated Medical Devices for Maintenance in Hospital
[IEEE] 2026-8-10 | Blank Page
[IEEE] 2026-8-10 | Characterizing Functions of Pseudo-$n$-Uninorms with Continuous Underlying Functions
[IEEE] 2026-8-10 | Guest Editorial: Introducton to the 2025 EMBC Special Issue of the IEEE Transactions on Biomedical Engineering
[IEEE] 2026-8-10 | Compressed Sensing via Sequential Majorization-Minimization and Collaborative Neurodynamic Optimization
[IEEE] 2026-8-10 | Observer-Based Adaptive Estimation for Time Delay Hyperbolic PDE Systems With Application to Traffic Dynamics
[IEEE] 2026-8-10 | Fuzzy C-Means Based Dropout Layer for Deep Neural Networks
[IEEE] 2026-8-10 | From Pneumonia to Multi-Disease: Interpretable and Uncertainty-Aware Semi-Supervised Learning Strategies for Chest X-Ray Classification
[IEEE] 2026-8-10 | ICBDSE 2026 Cover Page
[IEEE] 2026-8-10 | EMG-based personalization of robotic ankle-foot orthosis assistance using Human-in-the-Loop optimization during squatting
[IEEE] 2026-8-10 | CARE: A Calibration-Aware Framework for Cyberbullying Detection Under Distribution Shift
[IEEE] 2026-8-10 | EITCE 2026 Author Information Page
[ACM] 2026-8-10 | The Use of Computational Thinking Skills, Difficulties, and Strategies of Introductory Programming Students Solving Bebras Tasks
[IEEE] 2026-8-10 | Camera-RFID Fusion for Robust Asset Tracking in Forested Environments
[IEEE] 2026-8-10 | A Current Source Rectifier-Based Modular Battery Charger Topology for Battery Swapping Systems
[IEEE] 2026-8-10 | A Method-Centric and Structured Review of Artificial Intelligence Based Cuffless Blood Pressure Estimation Using ECG and PPG
[IEEE] 2026-8-10 | Development of a Combined Introductory Course on Circuits and Electronics with a Problem-Based Laboratory
[IEEE] 2026-8-10 | Frequency Security Constrained Grid-Forming Energy Storage Planning for Renewable Power Systems
[IEEE] 2026-8-10 | EITCE 2026 Cover Page
[IEEE] 2026-8-10 | New Construction of Flexible Binary 2D Sparse GCASs for Omnidirectional MIMO Systems
[IEEE] 2026-8-10 | AI-Enabled Drone-Based Precision Pollination System for Palm Tree Orchards
[IEEE] 2026-8-10 | Branching Deep Q-Network Enhanced Memetic Algorithm for Skilled-Worker Constrained Flexible Job Shop Scheduling Problem
[IEEE] 2026-8-10 | Low-Profile Broadband Circularly Polarized Stacked Magneto-Electric Dipole Antenna and Its Array for Ka-Band Satellite Communications
[IEEE] 2026-8-10 | Experimental Demonstration of Nonlinear Photoconductive Gain in N-Doped β-Ga₂O₃ Devices
[IEEE] 2026-8-10 | Wideband Transmit Beamforming for Spatial SIC with Hardware Impairments in In-Band Full-Duplex Phased Array Systems
[IEEE] 2026-8-10 | Hyperspectral Calibration Detection: A Novel Concept For Change Detection With Unsupervised Incremental Safe Pseudo-Labeling Implementation
[IEEE] 2026-8-10 | Front Cover
[ACM] 2026-8-10 | COSMOS: Designing Energy-Efficient Context-Aware Multimodal Cognitive Systems
[IEEE] 2026-8-10 | ICBDSE 2026 TOC
[IEEE] 2026-8-10 | Cyberbullying Detection on Social Media: Benchmarking Multiple Models
[IEEE] 2026-8-10 | Design of a Virtual Reality–Based Framework for ACT Delivery in Chronic Post-Stroke Pain
[IEEE] 2026-8-10 | A TDOA-Based Joint Localization and Clock Bias Estimation Method for Acoustic Targets
[IEEE] 2026-8-10 | Passive Multi-Target Multiple Hypothesis Tracking Based on Joint Bearing-Frequency-SNR Consistency
[IEEE] 2026-8-10 | Research on Cascade Failure and Resilience Dynamic Evolution of Urban Power Grids under Complex Typhoon Disturbance Fields
[IEEE] 2026-8-10 | Classification of Tex10-Deficient Spermatogenesis Using Deep Learning
[IEEE] 2026-8-10 | Cognitive Surrender and Strategic Orthodoxy: Reimagining Leadership Formation for the Age of Algorithmic Agency
[IEEE] 2026-8-10 | Conformal Prediction for Zero-Inflated Blood Demand: Uncertainty-Aware Forecasting in Sparse Veterinary Networks
[IEEE] 2026-8-10 | Automated Aviation Knowledge Extraction and Decision Support Method for Flight Test Monitoring
[IEEE] 2026-8-10 | Controlling Smart Environments with Mobile Augmented Reality and Recommender Systems
[IEEE] 2026-8-10 | An Unsupervised Annotation Framework for Primitive States in Non-Intrusive Load Monitoring
[IEEE] 2026-8-10 | Mapping Future Digital and Managerial Competencies: Aligning Emerging Technologies and HEI Curricula
[IEEE] 2026-8-10 | Diagnosis and Analysis of Down Conductor Overheating in Ground Wire Ice-Melting Operation on UHV Transmission Lines
[IEEE] 2026-8-10 | PRECEPT: Power-Efficient Field-of-View Prediction for VR Video Streaming
[IEEE] 2026-8-10 | A Spiking Neural Network-Based Pixel-Level Visual Dynamic Navigation Localization Algorithm for High-Speed Aerial Vehicles
[IEEE] 2026-8-10 | Design and Implementation of a Deep Learning-Based Adaptive Retrieval-Augmented Generation System for Unstructured Text Processing
[IEEE] 2026-8-10 | PROSE: Probability-Driven Cluster Selection for Partition-Based Approximate Nearest Neighbor Search
[IEEE] 2026-8-10 | Incorporating Reflection Mechanism into Multi-Modal Reasoning for MLLMs
[IEEE] 2026-8-10 | A Co-driven Digital Twin Modelling Approach for Distribution Networks Based on AMI Measurement Data and Physical Models
[IEEE] 2026-8-10 | Security Analysis and Optimization Strategies for Searchable Encryption in Cloud Environments
[IEEE] 2026-8-10 | A Path-Frequency Unit Prediction Method for Microwave QR-Code Structures
[IEEE] 2026-8-10 | Region-Aware QoS Prediction in UAV-Assisted Edge Computing Networks
[IEEE] 2026-8-10 | Phase Difference Characteristics of Electrode-Pair Antenna and Magnetic Antenna under the Air--Seawater Critical Interface Condition
[IEEE] 2026-8-10 | Dual-Branch Augmented Transformer Framework for Hyperspectral Image Classification
[IEEE] 2026-8-10 | SOH Estimation for Lithium Metal Batteries Across Different Charging Rates Based on Transfer Learning and Channel Attention Mechanism
[IEEE] 2026-8-10 | Transformer DGA Fault Diagnosis Method Based on Hybrid Feature Selection and IDOA-CatBoost
[IEEE] 2026-8-10 | An underwater intelligent command and operation method based on improved deep reinforcement learning
[IEEE] 2026-8-10 | RAG Enabled AI Based Healthcare Assistant for Cardiovascular Symptom Analysis and Recommendation
[IEEE] 2026-8-10 | Vessel Classification in Maritime Security Using Fractional Factorial Design and ANOVA
[ACM] 2026-8-10 | A Current Mode Wireless Power Transfer with Deficit Energy Quantifier for Implanted Medical Devices
[IEEE] 2026-8-10 | Table of Contents
[IEEE] 2026-8-10 | ISAEECE 2026 Author Information Page
[IEEE] 2026-8-10 | Author Index
[ACM] 2026-8-10 | HotBa: A Heterogeneous Mamba Accelerator with Δ-Guided Early Rejection for Speculative Decoding
[IEEE] 2026-8-10 | Front Cover
[IEEE] 2026-8-10 | Specific Emitter Identification via Active Learning
[IEEE] 2026-8-10 | Toward Stronger 3D Human Action Representation Learning Via Efficient Spatiotemporal Decoupling
[IEEE] 2026-8-10 | Game Theory-Based Adaptive Human-Machine Joint Learning for Online MI-BCI Decoding
[IEEE] 2026-8-10 | Stability and Robustness of Tensor-Coupled Flow-Conservation Dynamical Systems on Hypergraphs
[IEEE] 2026-8-10 | A Cost-Effective Rack-Level Balancing Architecture for Centralized Battery Energy Storage Systems Based on Voltage Compensation Control
[IEEE] 2026-8-10 | LASAD-YOLO: Localization and Adaptive Spatial Attention Distillation for Dense Object Detection
[IEEE] 2026-8-10 | Analysis of Intermediate State Ferroelectric Properties of 30% ScAlN, Impacts on Piezoelectric Performance, and Ferroelectric Dead Layer Effect in PMUT Devices
[IEEE] 2026-8-10 | CMAF-DDI: A Knowledge-Enhanced Cross-Modal Fusion Method Leveraging Protein Representation for Multi-Class Drug-Drug Interactions
[IEEE] 2026-8-10 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp3-3715362.mp4
[IEEE] 2026-8-10 | Rock Type Identification from AVIRIS-NG Hyperspectral Data Using a Bidirectional Gated Attention Convolutional Transformer
[IEEE] 2026-8-10 | The Impact of Generative AI-based Information Overload and AI Literacy on Individual Innovation Capability
[IEEE] 2026-8-10 | BitFair: A 12nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision
[IEEE] 2026-8-10 | Program Committee
[IEEE] 2026-8-10 | Energy-Constrained Resilient Multirobot Coverage Control
[IEEE] 2026-8-10 | Toward Deployable Machine Learning-Based Personalization of Hearing Aid Fitting: A Survey
[IEEE] 2026-8-10 | Hybrid-Active-Flux-Model-Based Sensorless Control for PMSM Using a Nonlinear Observer
[IEEE] 2026-8-10 | Dual-Frequency Ultrasonic Phase Continuity Correction and Inter-Segment Jump Suppression for Real-Time ASAT
[IEEE] 2026-8-10 | BHTE: A Stacked Hybrid Tree Ensemble for Robust Fraud Detection in Offline CBDC Systems
[IEEE] 2026-8-10 | Institutional Decision Support System Framework for Higher Education Ecosystem Using Machine Learning Model
[IEEE] 2026-8-10 | A Low-Power Chopper-Stabilized CCIA for Wearable EEG Acquisition
[IEEE] 2026-8-10 | Range Super-Resolution for Dense Multiple Targets via Adaptive Pulse Compression
[IEEE] 2026-8-10 | Switching Estimator Design for Continuous-Time LPV Systems With Actuator Faults
[IEEE] 2026-8-10 | A deconvolution method for stabilizing magnetic field reconstruction under probe-induced blur
[IEEE] 2026-8-10 | Intelligent Agricultural Insect Recognition System Based on the YOLOv8 and Classification Algorithm
[IEEE] 2026-8-10 | Charb-SCNet for Robust Dual-Domain Self-Supervised Image Compressed Sensing
[IEEE] 2026-8-10 | Methodological Evaluation of Field and Laboratory NIR Acquisition Geometry for Grapevine Leaf Spectral Analysis
[IEEE] 2026-8-10 | Sigmoid-Gated Attention for Efficient Unsupervised Entity Resolution
[IEEE] 2026-8-10 | A Comparative Study of Intrusion Detection Performance on CIC-IDS-2017 and BCCC-CIC-IDS-2017
[IEEE] 2026-8-10 | Metal Surface Defect Recognition Based on Local Binary Patterns and Random Forests
[IEEE] 2026-8-10 | Research on Enhanced State Estimation for UAVs Based on Residual Compensation Fusion and Edge Deployment
[IEEE] 2026-8-10 | Designing and Evaluating Vision-Language Models for Painting Analysis
[IEEE] 2026-8-10 | BRIDGE: A Bidirectional Reality and Informatics Data GatEway for Closing the Clinical Workflow Loop in XR
[IEEE] 2026-8-10 | IteraPrompt: Unlocking the Reasoning Potential of Lightweight LLMs via Adaptive Hard Example Mining
[IEEE] 2026-8-10 | A Cyber-Physical ROS2 Laboratory Platform for Robotics and Automation Education
[IEEE] 2026-8-10 | Research on the FPGA-Based Digital Phase-Locked Loop
[IEEE] 2026-8-10 | WAC-PVFormer: A Photovoltaic Operation Framework Based on Weather-Aware Contrastive Patch Transformer
[IEEE] 2026-8-10 | Prompt Ensemble Meets Rotation-Weighted TTA: A Lightweight CLIP Framework for Remote Sensing Classification under Few-Shot Splits
[IEEE] 2026-8-10 | Equipment MDM Solution and Application Based on TOGAF Architecture and SOA
[IEEE] 2026-8-10 | Research on Behavioral Clustering and Guidance Strategies for High-Frequency Electric Vehicle Charging Users in Vehicle-to-Grid Interaction Scenarios
[IEEE] 2026-8-10 | A Polynomial-Decay and Pinhole-Imaging Whale Optimization Algorithm for UAV Relay Communication Deployment
[IEEE] 2026-8-10 | A Two-Layer BiLSTM distillation-based method for network intrusion detection
[IEEE] 2026-8-10 | Coupled Synchronization Control of Complex-Real Heterogeneous Chaotic Systems
[IEEE] 2026-8-10 | Comparative Hamiltonian Energy Modeling for Identifying Key Regulators in Protein-Protein Interaction Networks
[IEEE] 2026-8-10 | Broadband Matching Method for Magnetostrictive Transducer Based on Seventh-Order π-Type Topology and HPSO-GA Optimization
[ACM] 2026-8-10 | "Both a Powerful Tool and also a Trash Fire": Investigating the Outlooks, Practices, Challenges, and Debates of Computing Education in the Digital Humanities
[ACM] 2026-8-10 | Adolescent Identity Expression through Transdisciplinary, Computational, Creative Writing
