[2026-07-29 11:26:57] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | CW-Ghost: Search-Free Granularity Selection for Helper-Thread Prefetching via Capacity Windows
[IEEE] 2026-7-28 | Toward Secure Visual Semantic Communication: A Semantic Segmentation Perspective
[IEEE] 2026-7-28 | DEE-Aware Dual Active RIS-Empowered Spectrum Sensing under User Mobility
[IEEE] 2026-7-28 | MidSurfer: A Parameter-Free Approach for Mid-Surface Extraction From Segmented Volumetric Data_supp1-3624572.pdf
[IEEE] 2026-7-28 | Technical Program Committee
[IEEE] 2026-7-28 | Keynote Speeches
[IEEE] 2026-7-28 | A Flexible and stretchable MXene-Hydrogel Sensor with Geometry-Enhanced Selectivity for Multi-Axial Strain Sensing
[ACM] 2026-7-28 | SnapSeek 4.0: Bridging Temporal Dynamics and Regional Semantics for Interactive Lifelog Retrieval
[IEEE] 2026-7-28 | AI/ML System Design: Feedback-Driven Optimization of Transformer Neural Networks for FPGA Acceleration
[IEEE] 2026-7-28 | Integrated Solar–Wind Hybrid Energy System with Smart Power Conditioning and Battery Backup
[IEEE] 2026-7-28 | Integrating Coordinate Attention with Wise-IoU Loss for Pose Estimation in Competitive Rope Skipping
[IEEE] 2026-7-28 | MSRA-Net++: An Enhanced Hybrid CNN-Transformer Framework for Brain Tumor MRI Classification
[IEEE] 2026-7-28 | Foreground-Aware Selective Fusion for Multimodal 3D Object Detection in Autonomous Driving
[IEEE] 2026-7-28 | Application of Complementary Codes in Radar Multi-Station Collaboration
[IEEE] 2026-7-28 | Safety-Constrained Multimodal Digital Twins for Zero-Defect Industrial Workcells
[IEEE] 2026-7-28 | DriftBench: Detecting LLM Coding Agent Cheating via Specification-Level Constraint Drift Mutation
[IEEE] 2026-7-28 | Adapting RAG to Specialised Communities: A UX-Driven Design Study
[IEEE] 2026-7-28 | Query Optimization Strategies for Relational Databases in Web Applications
[IEEE] 2026-7-28 | An Extended Table Detection Framework for Enhanced Recognition of Persian Tables in OCR Systems
[IEEE] 2026-7-28 | An Interactive Digital Twin for the Simulation of Smart Home Devices
[IEEE] 2026-7-28 | Autonomous Solar-Powered IoT Irrigation System with AI-Driven Crop Recommendation for Sustainable Precision Agriculture
[IEEE] 2026-7-28 | Improved Error-Tolerant Side-Channel Cube Attack and its Application on Masked PRESENT
[IEEE] 2026-7-28 | Zero-Knowledge Ethical AI Governance over Blind Quantum Cloud Infrastructure
[IEEE] 2026-7-28 | Modeling and Experimental Validation of Asymmetric Four-Gyro Redundant MEMS IMU Architectures
[IEEE] 2026-7-28 | AI-Driven Security and Efficiency for Reconfigurable Intelligent Surface-Aided 6G IoT Networks
[IEEE] 2026-7-28 | AI-Augmented Scrum Decision Intelligence Framework for Enterprise Software Delivery
[IEEE] 2026-7-28 | Reassessing Phylogenetic Discordance in Universal Genes of the Tree of Life
[IEEE] 2026-7-28 | Terrain-Constrained PSO for Low-Altitude Monitoring Deployment
[IEEE] 2026-7-28 | An Efficient Hybrid K-Means and Random Forest-Based Approach for Cloud Malware Detection and Privacy Protection
[IEEE] 2026-7-28 | Approximate Asymptotic Analysis of Algebraic Connectivity in Consensus Networks for Multi-Agent Systems
[IEEE] 2026-7-28 | Building Grounded Synthetic Users: Generative AI as Mediating Artefact in User Research
[IEEE] 2026-7-28 | Multi-Sensor Fusion Empowers Robot Compliant Assembly Skill Transfer
[IEEE] 2026-7-28 | Agentic AI in Cybersecurity:Threat Modeling and Containment Strategies for Autonomous LLM Agents
[IEEE] 2026-7-28 | Hybrid Optimised CNN Model for Dynamic Cluster Head Selection in Energy-Constrained WSNs
[IEEE] 2026-7-28 | Operationalizing the Quantum-Federated Lifecycle: An Integrated MLOps Framework for Distributed Systems
[IEEE] 2026-7-28 | A Cascaded Hypergraph Neural Network–Based Clinical Decision Support System for Drug–Drug Interaction Detection and Type Classification
[IEEE] 2026-7-28 | Automatic Bug Root Cause and Solution Recommendation System using Experience Based Learning
[IEEE] 2026-7-28 | A Comparative Analysis of Deep Learning Models in Classifying the Level of Focus in Subjects with Pornography Addiction Based on EEG Signals
[IEEE] 2026-7-28 | Active RIS Aided Multi-User Broadcast System: A Novel Penalty-Based Moth-Flame Optimization Algorithm for the Optimal Location of RIS
[IEEE] 2026-7-28 | Ensemble-Guided Distillation for Compact and Robust Acoustic Scene Classification on Edge Devices
[IEEE] 2026-7-28 | An ANN-RNN-Multi-Head Attention Hybrid Model for PM10 Air Pollution Prediction
[IEEE] 2026-7-28 | An Automated Modular Framework for MITRE ATT&amp;CK Mapping
[IEEE] 2026-7-28 | BioSynNet: Fusing Synthetic Gene Circuits with Neural Networks for Self-Evolving Biocomputation
[IEEE] 2026-7-28 | Hybrid Deep Learning and Machine Learning Framework for Multi-Temporal Deforestation Detection Using Sentinel Satellite Data
[IEEE] 2026-7-28 | AI-Driven Deep Learning Models for Predicting Engagement Metrics in Social Media Advertising
[IEEE] 2026-7-28 | A Custom CNN-Based Approach for Accurate Detection of Lung Disorders from Chest X-Rays
[IEEE] 2026-7-28 | Stacking-Based GBDT–SVM Prediction of Effluent Total Nitrogen in Winery Wastewater Treatment
[IEEE] 2026-7-28 | Research on 3D Loadable Map Text Erasure Method Based on Multi-Stage Deep Learning
[IEEE] 2026-7-28 | Sustainable UX - the dilemma of designing for humanity vs. designing for people in the age of AI
[ACM] 2026-7-29 | Adaptive State-Dependent Integration for Efficient And Scalable Simulation of the Izhikevich Neuron Model
[ACM] 2026-7-29 | Med-HEAL: Analyzing and Mitigating Hallucinations in Medical LLMs with Hallucination-Aware In-Context Learning
[ACM] 2026-7-29 | Efficient Imputation for Patch-Based Missing Single-Cell Data via Cluster-Regularized Optimal Transport
[ACM] 2026-7-29 | MoCo-DRG: Patch and Image-Level Self-Supervision for Generalizable Diabetic Retinopathy Grading
[ACM] 2026-7-29 | Network Security Assessment of Automatic Fire Alarm Systems
[ACM] 2026-7-29 | AR-RN: Attentive Residual Relation Network for Few-Shot Automatic Modulation Classification
[IEEE] 2026-7-28 | WCB-YOLO: An Improved Detection Algorithm for Underwater Fishing Vessel Surface Defects
[IEEE] 2026-7-28 | FEViT: Frequency-Enhanced Vision Transformer for Interpretable Handloom and Powerloom Fabric Classification via Spectral and Structural Feature Learning
[IEEE] 2026-7-28 | Dependability Evaluation of Microservice: An Analytical Modeling Approach
[IEEE] 2026-7-28 | Identification of Plant Diseases via Light-weight Hierarchical Neural Networks
[IEEE] 2026-7-28 | Design and Fabrication of a Compact Koch inspired HexaStar Fractal MIMO Antenna for Ultrawideband Applications
[IEEE] 2026-7-28 | Explainability-Guided Adversarial Attacks on Transformer-Based Malware Detectors using Control Flow Graphs
[IEEE] 2026-7-28 | Immersive Media for Oncology Care: A Short Analytical Review and Intelligent Communication Perspective
[IEEE] 2026-7-28 | Research on Visible-Infrared Dual-Modal UAV Detection Algorithm Based on Improved YOLOv8n
[IEEE] 2026-7-28 | Accelerating Radix Sort on AI Accelerators via Vector–Matrix Multiplication Units
[IEEE] 2026-7-28 | A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling
[IEEE] 2026-7-28 | Multi-Output Convolutional Neural Network for Predicting MCMI-IV Personality Profiles from Resting-State EEG
[IEEE] 2026-7-28 | Hybrid Feature-Aligned Knowledge Distillation for Lightweight Image Classification
[IEEE] 2026-7-28 | Optimization of Range Search on Ordered Data Based on Learned Index Structures
[IEEE] 2026-7-28 | Spatio-Temporal Graph Neural Network for Intelligent EV Battery Fault Detection and Diagnostics
[IEEE] 2026-7-28 | Probabilistic Embeddings with Evidence Learning and Refinement for Text-Video Retrieval
[IEEE] 2026-7-28 | PerturbMatch: Multi-level Progressive Perturbation for Semi-Supervised Semantic Segmentation
[IEEE] 2026-7-28 | What If
[IEEE] 2026-7-28 | Localized depth estimation of potential fields by CWT scalogram analysis
[IEEE] 2026-7-28 | Coevolutionary Dynamics of Information and Influence in Social Networks
[IEEE] 2026-7-28 | Analysis of UAV-Enabled IoT Networks with Energy Harvesting and Wake-Up Radio
[IEEE] 2026-7-28 | Scalable Dexterous Robot Learning With AR-Based Remote Human–Robot Interactions
[IEEE] 2026-7-28 | Pricing Strategies for Port Shore Power Considering Investment Sharing: A Four-Stage Stackelberg Game
[IEEE] 2026-7-28 | 2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)
[IEEE] 2026-7-28 | IEEE Computer Society Career Center
[IEEE] 2026-7-28 | Model-Free Adaptive Formation-Containment Control for UAV–UGV Systems Under Fading Channels
[IEEE] 2026-7-28 | TAGPNet: Text-Anchored Generative Prototype Network for Few-Shot Radar Jamming Recognition
[IEEE] 2026-7-28 | Implementation and Evaluation of Late Stage Cooperative Multi-Object Tracking in Urban Scenarios
[IEEE] 2026-7-28 | Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra
[IEEE] 2026-7-28 | A Low-Cost, Scalable ENIG-PCB Electrode Platform with Reproducible Performance for Electrochemical Biosensing_supp1-3715189.pdf
[IEEE] 2026-7-28 | Committees
[IEEE] 2026-7-28 | <i>TrafficFlowNet</i>
                    : A Neural Transport Model for Dynamic Traffic Flows
[IEEE] 2026-7-28 | Whole Blood Viscosity and Triglyceride Clearance: An Association Analysis Relevant to Cancer Risk
[IEEE] 2026-7-28 | Surface Roughness Prediction in Ultraprecision Turning Using Multi-Domain Vibration Features and Support Vector Regression
[IEEE] 2026-7-28 | Toward a Monostatic RCS Model of Vehicles for ISAC Channel
[IEEE] 2026-7-28 | Machine Learning Based Drug Response Prediction for Heart Disease Patients
[IEEE] 2026-7-28 | "Whitening" technological and socio-technical black boxes: a co-design approach to a human-centered AI system
[IEEE] 2026-7-28 | Acoustic Leak Detection Based on Multi-Feature Representation and Weighted Soft-Voting Fusion
[IEEE] 2026-7-28 | Large Model Citation Illusion Detection Based on Multimodal Information Fusion
[IEEE] 2026-7-28 | An Autonomous Agent Framework for Intelligent Code Review and Optimization Using Large Language Models
[IEEE] 2026-7-28 | COMSOL-Based Comparative Analysis of Laminar Flow in Microchannel Geometries for Wearable Sweat Sensor Applications
[IEEE] 2026-7-28 | Hybrid GA-Fuzzy Logic Architecture for Cardiovascular Risk Factor Optimization and Disease Prediction
[IEEE] 2026-7-28 | SubsampledMPP: Efficient Distributional Pooling of Pathology Foundation Model Embeddings for Multi-Endpoint Lung Cancer Prediction
[IEEE] 2026-7-28 | SHADOW: Seamless Handoff And Zero-Downtime Orchestrated Workload Migration for Stateful Microservices
[IEEE] 2026-7-28 | Toward Robust Small-Category Segmentation in Class-Imbalanced Street Scenes
[IEEE] 2026-7-28 | Structure-Aware Multi-Agent Reasoning for Business Process Modeling with Large Language Models
[IEEE] 2026-7-28 | BERT-Based Named Entity Recognition for Candidate Information from Curriculum Vitae
[IEEE] 2026-7-28 | Reliability-Aware Prompting for Diabetic Retinopathy Classification using Vision-Language Models
[IEEE] 2026-7-28 | Dynamic Visual SLAM Based on Keyframe Semantic Update and Lightweight Mask Optimization
[IEEE] 2026-7-28 | Deep Reinforcement Learning-Based CNN Pruning for Image Steganalysis
[IEEE] 2026-7-28 | Deep Learning-Based Stock Market Prediction Using LSTM and RNN with Technical Indicators
[IEEE] 2026-7-28 | Two-Stage Collaborative Optimization for Heterogeneous Defect Prediction in Federated Learning
[IEEE] 2026-7-28 | A Multiloop State-Feedback Control Method for Fast Steering Mirror Based on SAKF-ZPETC and a State-Augmented Kalman Filter
[IEEE] 2026-7-28 | Adaptive Robust Reaction Null-Space Control for Free-Floating Space Manipulators Capturing an Unknown Payload
[IEEE] 2026-7-28 | Bandwidth Envelope Dynamic Reservation in Tactical Open Radio Access Network Slicing
[IEEE] 2026-7-28 | BRAT: An Intent-to-Kubernetes Translation via LLM Fine-Tuning
[IEEE] 2026-7-28 | ConcordAI: A Multi-Agent Conversational System for Conflict Mediation
[IEEE] 2026-7-28 | Context Feature Optimization Based Fine-Grained Application Recognition of Mixed Network Flows
[IEEE] 2026-7-28 | Synergistic Lightweight Multi-Scale Residual Network for Efficient 3D Brain Tumor MRI Segmentation
[IEEE] 2026-7-28 | Big Data: Building AI Agents with LLMs for Autonomous Interpretation of Equipment Sensor Data
[IEEE] 2026-7-28 | Adaptive Cognitive Stress Profiling for Reasoning and Recovery Evaluation in AI-Based Interviews
[IEEE] 2026-7-28 | NAP: Network-Aware Priority Scheduling for Efficient Distributed AI Training
[IEEE] 2026-7-28 | Mitigating the Cliff Effect in Wireless Image Transmission via Hybrid Constraint Length Joint Source-Channel Coding
[ACM] 2026-7-29 | Quantifying Memorization and Privacy Risks in Genomic Language Models
[ACM] 2026-7-29 | CACL: Context-Aware Contrastive Learning for Semantic Modeling of Anomalies in EHR Data
[ACM] 2026-7-29 | MkAtt-SDN2GO: A Preliminary Multi-Modal Attention Framework for Human Protein Function Prediction
[ACM] 2026-7-29 | Weakly Supervised Representation Learning for Cross-Ontology Mapping
[ACM] 2026-7-29 | N3C Data Analytics for Attribute Importance and Prediction Tasks
[ACM] 2026-7-29 | PRECISION-Connect: AI-Ready Multimorbidity and SDOH Risk Vectors for Explainable 30-Day Readmission and County-Level Disparity Modeling
[ACM] 2026-7-29 | Research on Federated Learning Algorithms for Perceptual-Semantic Communication in Edge Computing Environments
[IEEE] 2026-7-28 | Wavelet-Driven Spectral–Spatial State Space Modeling for Hyperspectral Image Classification
[IEEE] 2026-7-28 | Table of Contents
[IEEE] 2026-7-28 | An Ensemble Learning Approach to Graph Learning Based on Evolutionary Graph Neural Architecture Search
[IEEE] 2026-7-28 | HAXD 2026 Committees
[IEEE] 2026-7-28 | Terahertz Pulsed-Magnet Gyrotron Experiment with Millisecond-Level Duration and Hard-Excitation-Induced Hysteresis
[IEEE] 2026-7-28 | Field Evaluation of Frequency-Selective High-Linearity Passive Radar Receiver for FM Radio Signals
[IEEE] 2026-7-28 | A Learning-Enhanced and Communication-Robust Scheme for Multi-Agent Cooperative Control of Autonomous Vehicle Platoons
[IEEE] 2026-7-28 | Effect of Back-Gate Bias-Induced Interfaces on the Zero-Temperature-Coefficient in Fully Depleted SOI Transistors
[IEEE] 2026-7-28 | Equal-Valley Arm-Length Design for Full-Range SNR Equalization in OFDR with Multi-Arm Auxiliary-Interferometer Compensation
[IEEE] 2026-7-28 | IEEE Computer Society: Unleash Your Potential
[IEEE] 2026-7-28 | Scalable Predictive Control for District Heating Networks: A Physics-Guided Koopman Operator Approach
[IEEE] 2026-7-28 | Changes to the Editorial Board
[ACM] 2026-7-28 | Single-shot Vibe-coded Search Tool For Lifelog Data Layer
[IEEE] 2026-7-28 | PersonaEcho: A Personalized Voice Companion
[IEEE] 2026-7-28 | A Hybrid Electromagnetic Tracking Method Combining Rotating Magnetic Field and Levenberg-Marquardt Optimization
[IEEE] 2026-7-28 | Cyber Multi-Agent LLM Systems in Practice: A Comparative Study of Prompt Engineering
[IEEE] 2026-7-28 | A Generative AI-Based Framework for Retail Sales Forecasting and Demand Prediction
[IEEE] 2026-7-28 | Layer Adaptive Error-Bounded Compression for Federated Learning on Edge Devices
[IEEE] 2026-7-28 | Cloud-Based AI-Driven Sustainable Computing Optimizing Energy Efficiency and Carbon-Aware Data Centers for SDG 13 Implementation
[IEEE] 2026-7-28 | Bioinformatics - Guided Identification of Biomarkers, Therapeutic Targets, and Candidate Drugs from Mimosa pudica (Makahiya) against Dengue, Zika, and Japanese Encephalitis Viruses
[IEEE] 2026-7-28 | A Low-Carbon Economic Dispatch Method for Multi-Energy Complementary Microgrids Incorporating Tiered Carbon Trading
[IEEE] 2026-7-28 | Real-Time Football Curve Shot Posture Assessment Using Multi-View Video Analysis and Markerless Pose Estimation
[IEEE] 2026-7-28 | Comparative Analysis of Federated Learning Algorithms for Instruction Tuning on Lightweight Language Models: A Privacy-Preserving Approach
[IEEE] 2026-7-28 | A Distributed Adaptive Deep Learning Architecture for Scalable Big Data Analytics
[IEEE] 2026-7-28 | Multi-Acoustic Source Localization via Improved Joint Time-Frequency Feature Enhancement Method
