[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[IEEE] 2026-6-9 | A Physically Interpretable Hybrid Framework for Spatial Modeling of Crowd-Modified Wet-Bulb Heat Risk During Mass Gatherings
[IEEE] 2026-6-9 | DP
                    <sup>2</sup>
                    O: Dual-Pair Direct Preference Optimization for Preference-Guided Adversarial Robustness in Vision Models
[IEEE] 2026-6-9 | A Simplified Dual-Output Power Conversion Scheme Based on Efficient Utilization of Resonant Forward-Flyback Topology
[IEEE] 2026-6-9 | Market-Aware Asymmetric Loss Framework for Day-Ahead Building Energy Demand Forecasting in the Electricity Market
[IEEE] 2026-6-9 | DR-SFL: Dynamic and Resource-Aware Split Federated Learning for Semantic-Enabled 6G Industrial IoT Systems
[IEEE] 2026-6-9 | A System-Theoretic Approach to Hawkes Process Identification with Guaranteed Positivity and Stability
[IEEE] 2026-6-9 | Radio Frequency Fingerprinting: A Survey of AI Generalization Challenges and Solutions for Wireless Security
[IEEE] 2026-6-9 | Toward Inference Consistency: Polynomial-Driven Control Synthesis of Shared Steering Systems via Interval Type-2 Fuzzy Fatigue Monitoring
[IEEE] 2026-6-9 | Proactive Federated Anomaly Detection in Consumer Electronic Ecosystems via Adaptive Learning and Lightweight Auditability
[ACM] 2026-6-9 | Approximating Directed Connectivity in Almost-Linear Time
[ACM] 2026-6-9 | Beating Meet-in-the-Middle for Subset Balancing Problems
[ACM] 2026-6-9 | Forbidden Subgraphs of Graphs with Low Bandwidth
[IEEE] 2026-6-9 | AI-Powered Predictive Analytics for Construction Delay Mitigation Using Real-Time IoT and BIM Integration
[IEEE] 2026-6-9 | IEEE Copyright and Consent Form
[IEEE] 2026-6-9 | Sponsors
[IEEE] 2026-6-9 | ISEAE 2026 TOC
[ACM] 2026-6-9 | Kolmogorov’s Approach to P vs. NP: Chain Rules for Time-Bounded Kolmogorov Complexity
[ACM] 2026-6-9 | Combinatorial Optimization using Comparison Oracles
[IEEE] 2026-6-9 | Autoencoder Semi-Supervised Feature Selection Algorithm Based on Double Graph Discriminant Information
[IEEE] 2026-6-9 | Smart InfraOps: Securing, Scaling and Monitoring GPU-Driven HPC in the Cloud-Native Era
[IEEE] 2026-6-9 | AI-Driven Predictive Analytics Framework Using Catboost for Risk Assessment in Critical Systems
[IEEE] 2026-6-9 | 3 - Total Super Sum Cordial Labeling Of Ladder Graph and Comb Graph
[IEEE] 2026-6-9 | Visual Detection of Corrosion Defects in In-service Oil Pipes by Pulsed Eddy Current
[IEEE] 2026-6-9 | Absorption-Scattering Characteristics in Underwater Optical Communication Links
[IEEE] 2026-6-9 | Sustainability Decommissioning of Radioactive Wastewater from Nuclear Power Plants by Means of Zeolite Materials
[IEEE] 2026-6-9 | SCAS-Det: A Lightweight Spatial–Channel Reconstruction and Dual-Attention-Enhanced Real-Time Object Detector for Autonomous Driving
[IEEE] 2026-6-9 | A Secondary Ripple Suppression Method Based on Multilevel Active Power Decoupling
[IEEE] 2026-6-9 | Data Science for Climate Resilience and Smart Agriculture
[IEEE] 2026-6-9 | Low-Rate Turbo Code-Aided Burst Signal Code Block Synchronization
[IEEE] 2026-6-9 | Ionizing Radiation Effects on Lithium-Ion Battery Electrolyte Diffusion Properties
[IEEE] 2026-6-9 | MSA-CongNet: Multi-Scale Attention with Noise-Aware Regularization for VLSI Congestion Prediction
[IEEE] 2026-6-9 | Applying Natural Language Processing to Digital Humanities: Exploring Literary Patterns with Machine Learning
[IEEE] 2026-6-9 | An AI-Based Framework for Decoherence Mitigation in Quantum Systems
[IEEE] 2026-6-9 | FedTCP: Token-Centric Control Plane for Federated Learning under Data Drift and Client Churn
[IEEE] 2026-6-9 | AI-Based Evaluation of Survivorship Quality Metrics from Healthcare Data
[IEEE] 2026-6-9 | Forecasting India’s Chemical Exports to Leading Trade Partners Using XGBoost
[IEEE] 2026-6-9 | Real-Time Credit-Card Approval with AID-Score: An AI-Driven Credit-Scoring and Policy-Fusion System
[IEEE] 2026-6-9 | Designing Web-Based Platform for Promoting Regional Tourism in Sumba Island
[IEEE] 2026-6-9 | Research on Capacity Optimization of Distribution Transformers in Metro Stations
[IEEE] 2026-6-9 | Soft-Masked Transformer for Point Cloud Processing With Skip Attention-Based Upsampling
[IEEE] 2026-6-9 | Research on the Design of Children's Color Cognitive Intelligent Toys Based on Embodied Cognition Theory
[IEEE] 2026-6-9 | Decentralized Task-Allocation in Bayesian Search: An Empirical Study Under Degraded Communications
[IEEE] 2026-6-9 | Small-Signal Stability Analysis of Hybrid Grid-Forming and Grid-Following Converter Systems
[IEEE] 2026-6-9 | Exploring the Effectiveness of Artificial Intelligence in Transforming Future of Digital Marketing
[IEEE] 2026-6-9 | Optimized Task Distribution for Energy Conservation in Electric Vehicles via Edge Computing Networks
[IEEE] 2026-6-9 | Generative AI-Driven Analytics Model for Predictive Institutional Performance Mapping
[IEEE] 2026-6-9 | A Collision-Aware Mobile Robot Navigation in Grid Environment using Improved A*
[IEEE] 2026-6-9 | Integrating AI and Deep Learning (MobileVNet) for Smart Agricultural Farming
[IEEE] 2026-6-9 | Early Detection of Diabetic Foot Ulcers Using DF-RESEFFICIENTNET-B0: A Hybrid Deep Learning Approach
[IEEE] 2026-6-9 | Solar Energy Prediction Using Voting Ensemble Learning Regressor
[IEEE] 2026-6-9 | Secure Cloud Data Mining with Blockchain-Driven Privacy Protection and Adversarial Attack Mitigation
[IEEE] 2026-6-9 | Quantum-Probability-Inspired Adaptive PSO for Carbon-Aware Cloud Scheduling
[IEEE] 2026-6-9 | Machine Learning Based Approach For Malware Classification
[IEEE] 2026-6-9 | Detecting the Digital Footprint of Speculation: Machine Learning for Dubai’s Real Estate Sustainability
[IEEE] 2026-6-9 | Geometric Phases in NV Centers: Abelian and Non-Abelian Protocols Using Hyperfine-Engineered Dark Subspaces
[IEEE] 2026-6-9 | A Cascading Deep Learning Framework for Large-Scale Microwave Circuit Design
[IEEE] 2026-6-9 | Role of AI in Fostering Professors’ Well-Being and Job Satisfaction
[IEEE] 2026-6-9 | Integrating Machine Learning and Data Analytics for Strategic Marketing Optimisation in the FMCG sector for consumer retention and loyalty
[IEEE] 2026-6-9 | Deep Learning Empowers Internet of Things Device Energy Consumption Optimization: Design of Intelligent Gateway Resource Scheduling Based on CNN-LSTM Model
[IEEE] 2026-6-9 | Unsupervised Learning for Health Insights: AI-Enabled K-Means Clustering in Chronic Disease Prediction
[IEEE] 2026-6-9 | Quantitative Evaluation of Amplitude and Phase Measurement Deviations Across Three Commercial VNAs for Common RF Components
[IEEE] 2026-6-9 | Modified Lin-Kernighan-Helsgaun Based on Binary α
[IEEE] 2026-6-9 | Research on Digital Modeling of the Impact of Ocean Environment for Shipborne TT&amp;C Antennas
[IEEE] 2026-6-9 | Performance Driven Integration of Phase Change Materials in Indian Building Envelopes: A Climate-Sensitive Design Framework
[IEEE] 2026-6-9 | Cross-Domain Multi-Agent Digital Twin for Adaptive Traffic Signal Control and Intelligent Campus Mobility
[IEEE] 2026-6-9 | A lightweight deep learning and gradient boosting approach for Oral cancer classification
[IEEE] 2026-6-9 | Integrated energy-based assessment of settlement-induced crack patterns of Pietà dei Turchini church in Naples
[IEEE] 2026-6-9 | Federated Reinforcement Learning Model for Smart Grid Load Distribution
[IEEE] 2026-6-9 | Optimizing food bank logistics: A mixed integer linear programming approach for efficient humanitarian aid distribution
[IEEE] 2026-6-9 | Performance of Quantum Machine Learning Algorithm for Prediction of Dementia Disease
[IEEE] 2026-6-9 | Optimization of Process Parameters in Milling Operation using VMC
[IEEE] 2026-6-9 | Website Heuristics and Their influence on Generation Z’s Purchasing Behaviour
[IEEE] 2026-6-9 | Simulated DPN-Like Gait Abnormality Recognition Using Wearable IMU and Plantar Pressure Sensing Framework: A Pilot Study
[IEEE] 2026-6-9 | Predictive Analytics to Assess the Cost of Educational Exclusion in Rural India
[ACM] 2026-6-9 | SafeLink: Toward Inclusive Mobile Security Through Real-Time Phishing Prevention
[ACM] 2026-6-9 | Using LLMs to Automate Schema Mappings for RDF Knowledge Graphs Construction
[ACM] 2026-6-9 | ReCross: Efficient Embedding Reduction Scheme for In-Memory Computing using ReRAM-Based Crossbar
[ACM] 2026-6-9 | Cooperative Secondary Voltage Control in Microgrids via Ensemble-Critic Multi-Agent Reinforcement Learning
[ACM] 2026-6-9 | TOURIS: Tourism Optimization using Unified Reasoning and Integrated Semantics
[ACM] 2026-6-9 | Subject-Invariant EEG Embeddings via Mixup and Adversarial Learning for Semantic Retrieval
[ACM] 2026-6-9 | A Hybrid Map-Matching Approach for GPS-Based Analysis of Cyclist Behaviour and Infrastructure Use in Urban Environments
[ACM] 2026-6-9 | Memory Bank Compression for Continual Adaptation of Large Language Models
[ACM] 2026-6-9 | Understanding the Developments in Cyber and Hybrid Threats to Water Utilities from 2020 to 2025: A Systematic Review
[ACM] 2026-6-9 | A Secure Design Methodology for Microservices-Based Application
[ACM] 2026-6-9 | Emotions Unfiltered: Sentiment Analysis in Brazilian Portuguese Livestream Chat Messages
[ACM] 2026-6-9 | InstaQM: Bridging the Gap between Abstract Quality Models and Actionable Security Practices with Instances
[ACM] 2026-6-9 | Emotional Consistency for Fake News Detection
[ACM] 2026-6-9 | SimGuard: Towards Resilience of Community-based Intrusion Detection
[ACM] 2026-6-9 | Lower Bounds for Near-Quadratic-Depth Resolution over Parities
[ACM] 2026-6-9 | A Dobrushin Condition for Quantum Markov Chains: Rapid Mixing and Conditional Mutual Information at High Temperature
[ACM] 2026-6-9 | Computation-Utility-Privacy Tradeoffs in Bayesian Estimation
[IEEE] 2026-6-9 | Front Cover Page
[IEEE] 2026-6-9 | FusionGuard-E2P: A Deviation-Guided and Imbalance-Aware Multimodal Framework for Insider Threat Detection
[IEEE] 2026-6-9 | Quantum Machine Learning for IoT: Trends, Challenges, and Technology Readiness
[IEEE] 2026-6-9 | HMFM: A Robust Hierarchical Multimodal Fusion Module to Enhance Map Learning With Additional Information_supp1-3698777.pdf
[IEEE] 2026-6-9 | Improving Convergence for Semi-Federated Learning: An Energy-Efficient Approach by Manipulating Over-the-Air Distortion
[IEEE] 2026-6-9 | A guided residual search for nonlinear state-space identification
[IEEE] 2026-6-9 | IEEE Magnetics Society Information
[IEEE] 2026-6-9 | Adaptive Robust Predictive Direct Power Control With NN Compensation for 3L-AFE Rectifiers
[IEEE] 2026-6-9 | Secure Federated Data Augmentation Empowered Efficient THz Semantic Communication for Agentic AI Collaborative Networking
[IEEE] 2026-6-9 | Effects of the oxygen content of a-IGZO field-effect transistors on their density of states and dopant concentration lateral profile regarding oxygen scavenging
[IEEE] 2026-6-9 | Lightweight Multi-Modal Transformer for Photovoltaic Power Forecasting with Sky Imagery and Meteorological Data
[IEEE] 2026-6-9 | DEFI 2025 Cover Page
[IEEE] 2026-6-9 | Wavelet-Based Bayesian Random Forest Classifier for High-Voltage Insulator Pollution Severity Detection: A Hybrid Approach
[IEEE] 2026-6-9 | Semantic Region-Guided Transferable Attacks on Vision-Language Pretraining Models_supp1-3701225.pdf
[ACM] 2026-6-9 | Req2Test: An Approach for the Automatic Generation of Unit Tests from User Stories Using LLMs
[IEEE] 2026-6-9 | Single Platform, Dual Readout: Comparing EIS and EGFET Modes for Quercetin Sensing
[IEEE] 2026-6-9 | Energy-Efficient Complexity-Aware Scheduling in Cloud-Edge Computing
[IEEE] 2026-6-9 | Green accounting and firm performance: PRISMA review
[IEEE] 2026-6-9 | A novel heterogeneous limit analysis framework for the collapse assessment of curved masonry constructions under different loading scenarios
[IEEE] 2026-6-9 | VulnCloud Scanner: Lightweight Multiengine Scanning for Container Security
[IEEE] 2026-6-9 | Design and Performance Analysis of Multiband Fractal Antenna Based on Koch Curve Structure
[IEEE] 2026-6-9 | Multimodal Model Based on Contrastive Language-Image Pretraining for Micro-Expression Recognition
[IEEE] 2026-6-9 | AI Powered: Gamification Strategy for Dyslexic Children
[IEEE] 2026-6-9 | Improving Skin Cancer Detection Using Deep Learning Methods
[IEEE] 2026-6-9 | Enhancing Design Control Compliance in Medical Devices Leveraging AI, Blockchain and Real-Time Monitoring
[IEEE] 2026-6-9 | Biologically-Inspired Networking: Exploring Nature-Inspired Algorithms in Wireless Sensor Network Design
[IEEE] 2026-6-9 | Forecasting Analytics for Lean Supply Chain Management: A Scoping Review
[IEEE] 2026-6-9 | An Overview of Analyst Forecast Research: A Bibliometric Analysis
[IEEE] 2026-6-9 | Research on Energy Optimal Path Planning Algorithm for UUV Considering Dynamic Constraints
[IEEE] 2026-6-9 | IoT Based Smart Cart for Automated Billing in Supermarkets
[IEEE] 2026-6-9 | Improving Brand Interaction by Integrating AI into Marketing Communication
[IEEE] 2026-6-9 | Learning with Machines: What Shapes the Use of ChatGPT in Universities?
[IEEE] 2026-6-9 | Real-Time UAV Swarm Autonomy Using Edge-Deployed Small Language Models
[IEEE] 2026-6-9 | Medicinal Plant Disease Analysis by Using CNN-based Approaches
[IEEE] 2026-6-9 | Earliest Failure Localization in Pipelines Via Quantum Search
[IEEE] 2026-6-9 | Energy-Efficient Trajectory Prediction Routing Protocols for Unmanned Aerial Vehicles
[IEEE] 2026-6-9 | Quantum Enhanced Secure Communication Integrating Quantum Entanglement Based Secure Channels with XOR Based Encryption for Resilient Data Exchange
[IEEE] 2026-6-9 | An Energy- and Area-Efficient Two-Stage Latch Comparator Using Common-Mode Reset in 65nm CMOS
[IEEE] 2026-6-9 | Intelligent Modelling for Legislative Reforms in Enhancing Women’s Empowerment
[IEEE] 2026-6-9 | Real-Time Speech Translation for Mobile Communication Using AI-Based Text Recognition
[IEEE] 2026-6-9 | Machine Learning-Based Information Processing for Smart Contact Lens Tear Glucose Sensing
[IEEE] 2026-6-9 | Okra-Stem Disease Classification in Spectral Image Using Ensemble Based Deep Learning Framework
[IEEE] 2026-6-9 | Precision Agriculture Using Deep Learning for Sugarcane Disease Identification
[IEEE] 2026-6-9 | AI for Digital Forensics and Cyber Threat Intelligence
[IEEE] 2026-6-9 | Smart Waste: AI-Powered Community Waste Management System
[IEEE] 2026-6-9 | Automotive Intelligence: AI for Safe, Secure, and Personalized Driving
[IEEE] 2026-6-9 | Decoding Hormonal Havoc: AI-Driven Lifestyle and Nutrition Guidance for Polycystic Ovary Syndrome
[IEEE] 2026-6-9 | Intelligent Terminal Test Report Automation and LLM-based Intelligent Root Cause Analysis Solution
[IEEE] 2026-6-9 | Influence of AI-Powered Chatbot on Digital Native's Consumer Purchase Intention
[IEEE] 2026-6-9 | Experimental Study on Negative Corona Characteristics in a Needle-to-Plate Gap under Unipolar Positive Voltage and Negative-to-Positive Polarity Reversal Conditions
[IEEE] 2026-6-9 | Evaluating the Impact of the Mid-Day Meal Scheme on School Enrollment Rates in Government Schools, Hazaribagh, Jharkhand Using Machine Learning
[IEEE] 2026-6-9 | Text Classification for Cultural Heritage Corpora: A Review of Methods, Datasets, and Benchmarks
[IEEE] 2026-6-9 | Ensuring Quality of Service (QoS) In Healthcare Applications Using Wireless Sensor Networks
[IEEE] 2026-6-9 | Global Patent Innovation Analysis of Wearable Exoskeleton Robot
[IEEE] 2026-6-9 | Hybrid Machine Learning Approach for Real-Time Fault and Energy Theft Detection in Smart Energy Meters
[IEEE] 2026-6-9 | Digital Transformation in Healthcare: Integrating Clinical Research with Data Management Technologies
[IEEE] 2026-6-9 | IoT-Based Automated Road Defect Detection for Road Maintenance
[IEEE] 2026-6-9 | Automatic Mapping Of Vegetated Areas In Benevento (Italy) From Sentinel-2 Images
[IEEE] 2026-6-9 | A Two-Stage U-Net-CNN Model for Ocean Sound Speed Profile Inversion
[IEEE] 2026-6-9 | Survey and Roadmap for Efficiency-Accuracy Cooptimization Towards Embodied AI Chip Design
[IEEE] 2026-6-9 | Active Visual Alignment for Robust Digital Fingerprinting and Global Pairing of Texture-Rich Agricultural Collectibles
[IEEE] 2026-6-9 | Hybrid CNN-LSTM Architecture for Cybersecurity Threat Detection in Network Traffic
[IEEE] 2026-6-9 | Dynamic Characteristics of a High-Frequency Vibration-Impact Rock-Breaking Device
