[2026-06-30 11:45:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[arXiv] 2026-06-29 | Quantum Circuit Realization of the PPT and CCNR Criteria
[arXiv] 2026-06-29 | TopoAgent: An Agentic Framework for Automated Topology Learning in Medical Imaging
[arXiv] 2026-06-29 | Probing the Stochastic Machine: Engaging with LLMs in Statistics Curricula Through Veridical Data Science
[arXiv] 2026-06-29 | Managing Map Cardinality in Automatic Disease Classification Mapping: Balancing Precision, Recall and Coverage
[arXiv] 2026-06-29 | HTC-SGA Former: A Hybrid Transformer-CNN Network with Self-Guided Attention and a New Boundary-Weighted Adaptive Loss for Coronary DSA Vessel Segmentation
[arXiv] 2026-06-29 | 3-packings in Triangulations: Algorithms, bounds, and Complexity
[arXiv] 2026-06-29 | MicroAgent: Context-Augmented Multi-Agent Framework for Automatic Microservice Decomposition
[arXiv] 2026-06-29 | Fast Numbers, Slow Language: Bridging Quantitative and Qualitative Earnings Signals
[arXiv] 2026-06-29 | Testing hypotheses via orthogonalization
[arXiv] 2026-06-29 | Simplifying Flow Matching Transformations with Low-Rank Mixture Models
[arXiv] 2026-06-29 | Optimizing Expert-Designed Crystal Graph Networks for Band-Gap Prediction with an Autonomous LLM Research Loop
[arXiv] 2026-06-29 | A square-root complex inequality and its induced metric structure
[arXiv] 2026-06-29 | Bash-Commenter: Leveraging Syntax-Aware Preference Optimization to Reinforce Large Language Model for Bash Code Comment Generation
[arXiv] 2026-06-29 | Quasibound states of a charged Dirac field around regular black holes
[arXiv] 2026-06-29 | IG-Lens: Exact Additive Probability Attribution Across Transformer Layers via Telescoping Integrated Gradients
[arXiv] 2026-06-29 | CAREBench: A Child-Safety Risk Benchmark for Language Models
[arXiv] 2026-06-29 | Evolutionary Hyperparameter Optimization to Find Lightweight CNN Models for Autonomous Steering
[arXiv] 2026-06-29 | The Body as Status: Muscularity, Engagement, and Body Image Risk on #GymTok
[arXiv] 2026-06-29 | Sample-Efficient Learning of Probabilistic Causes for Reachability in Markov Decision Processes with Probabilistic Guarantees
[arXiv] 2026-06-29 | Learning as Observable Matrix Dynamics: Diffusive Relaxations versus Phase Transitions
[arXiv] 2026-06-29 | Privacy-Preserving Decentralized Cooperative Localization with Range-Only Measurements: A Convex Optimization Based Approach
[arXiv] 2026-06-29 | From Failure Taxonomy to Intervention: A Diagnostic Methodology for Industry-Scale AVLM in Video and Live-Streaming Platform Moderation
[arXiv] 2026-06-29 | Illuminating Unified Multimodal Model for Free-form Interleaved Text-Image Generation
[arXiv] 2026-06-29 | Perfect elliptic dichroism: Probing the metric of anisotropic quantum Hall droplets
[arXiv] 2026-06-29 | Building Multi-Task Agentic LLMs via Two-Phase Distillation
[arXiv] 2026-06-29 | Reachability in Fixed-Dimensional Continuous VASS
[arXiv] 2026-06-29 | Coherent Control of Quantum and Classical Correlations in Photoionization
[arXiv] 2026-06-29 | Physical nonviability of $f(\mathbb{Q})$ in the scalar-tensor representation
[arXiv] 2026-06-29 | Scalable Intention Sharing for ETSI VAMs
[arXiv] 2026-06-29 | Parametric Skills
[arXiv] 2026-06-29 | Preservation Theorems for Transducer Outputs
[arXiv] 2026-06-29 | Node-to-Neighborhood Semantic Consistency: Text-Topology Alignment for TAGs Anomaly Detection
[arXiv] 2026-06-29 | Probing Light-Matter Interaction with Topological Data Analysis
[arXiv] 2026-06-29 | GeoEdit: Geometry-Aware Object Editing via Dual-Branch Denoising
[arXiv] 2026-06-29 | SICAGE: Speaker-Independent Culture-Aware Gesture Generation using TED4C-L Dataset
[arXiv] 2026-06-29 | AlgoSkill: Learning to Design Algorithms by Scheduling Human-Like Skills
[arXiv] 2026-06-29 | Design and Realization of Broadband Magnonic Spectrometers With Local Electrical Outputs
[arXiv] 2026-06-29 | Multi-height Identification of Sausage and Fluting Eigenmodes in a Solar Pore
[arXiv] 2026-06-29 | Factorized low-rank matrix recovery problem, Schatten-$q$ quasi-norm, Error bound for critical point, Kurdyka-Łojasiewicz property, Inexact proximal alternating linearized minimization
[arXiv] 2026-06-29 | RiverONE: Generating Knowledge-Intensive VLM by Simulated Quantum Machines
[arXiv] 2026-06-29 | Variance Reduction on the Camera Axis: Multi-View Score Distillation for 3D
[arXiv] 2026-06-29 | BPBO: Blindness-Preserving Brickwork Optimization by Certified Region Resynthesis
[arXiv] 2026-06-29 | SpreadsheetBench 2: Evaluating Agents on End-to-End Business Spreadsheet Workflows
[arXiv] 2026-06-29 | Exploiting Local Flatness for Efficient Out-of-Distribution Detection
[arXiv] 2026-06-29 | Seeing Touch from Motion: A Unified Modality-Aware Visuo-Tactile Policy with Tactile Motion Correlation
[arXiv] 2026-06-29 | RoamFlow: Reinforcement-Aligned One-Step Action MeanFlow Policy for Image-Goal Navigation
[arXiv] 2026-06-29 | Towards Physical Intuitions for Alignment Dynamics: A Case Study With Randomness Crystallization
[arXiv] 2026-06-29 | Tracking performance study of the LHCb UP Detector
[arXiv] 2026-06-29 | High-order tensor neural network for iteration-free structure relaxation
[arXiv] 2026-06-29 | MemDelta: Controlled Baselines and Hidden Confounds in Agent Memory Evaluation
[arXiv] 2026-06-29 | Orlicz Potential Theory: Balayage, Riesz Measures, and Very Weak Solutions
[arXiv] 2026-06-29 | Sphere-VIO: Fast and Robust Visual-Inertial Odometry via Unified Spherical Representation for Heterogeneous Multi-Camera Systems
[arXiv] 2026-06-29 | Pondering the Way: Spatial-perceiving World Action Model for Embodied Navigation
[arXiv] 2026-06-29 | StrucTab: A Structured Optimization Framework for Table Parsing
[arXiv] 2026-06-29 | Child-Centric Voice Anonymization in Single and Multi-Speaker Speech via Domain-Adapted SSL Models
[arXiv] 2026-06-29 | Pristine composition or size evolution: Can current dust models reproduce emissivities observed in nearby protostars?
[arXiv] 2026-06-29 | Preparation-Space Diagnostics and Logical Information Loss in a Driven Kerr-Cat Qubit
[arXiv] 2026-06-29 | The topological susceptibility slope $χ^\prime$ in the large-$N$ limit
[arXiv] 2026-06-29 | On a problem of Sivaraman and a problem of Gyárfás
[arXiv] 2026-06-29 | ARKD: Adaptive Reinforcement Learning-Guided Bidirectional KL Divergence Distillation for Text Generation
[arXiv] 2026-06-29 | Mass-Varying Dark Matter Induced Scalarization and Scalar Clouds around Black Holes
[arXiv] 2026-06-29 | LEOSTP: A Spatio-Temporal Traffic Prediction Framework for LEO Satellite Networks
[arXiv] 2026-06-29 | Bricker to BRACE: A Bracket Exposure RAW Dataset and Restoration Model for Flicker-Banding
[arXiv] 2026-06-29 | Flow invariant Runge domains and global linearization of holomorphic vector fields
[arXiv] 2026-06-29 | Robust Trajectory Distillation: Hybrid Reweighting Meets Teacher-Inspired Targets
[arXiv] 2026-06-29 | Sensitivity, Informativeness, and Misspecification in GMM Estimation
[arXiv] 2026-06-29 | Data-Driven Modeling and Control for Tethered Space Systems with Koopman-Informed Graphs
[arXiv] 2026-06-29 | Continuous-Time Information Design for Hurricane Evacuation: Disclosure, Congestion, and Optimal Phasing under Model Uncertainty
[arXiv] 2026-06-29 | On modified anti-Gaussian rules for Jacobi weight functions
[arXiv] 2026-06-29 | The role of mass transfer efficiency in stability criteria: Implementation in SEVN and a test on blue stragglers and binary compact objects
[arXiv] 2026-06-29 | Rehearsed Multi-Agent Live Product Demonstrations with Real-Time Voice Question Answering
[arXiv] 2026-06-29 | PromptGNN-sim: Deep Fusion and Alignment of GNN and LLMs for Text-Attributed Graph Learning
[arXiv] 2026-06-29 | Streak detection in the VST/OmegaCAM archive using deep learning
[arXiv] 2026-06-29 | Quantum Lazy Sampling and Path Recording for Any Group
[arXiv] 2026-06-29 | Intermediate Text Representation Guided Text-to-Image Generation for Enhancing One-and-Only Alignment
[arXiv] 2026-06-29 | EMPATH: A Multilingual Auditor-Judge Benchmark for Safety Evaluation of Emotional-Support Chatbots
[arXiv] 2026-06-29 | Sparse Sensor Placement in Multi-Agent Reinforcement Learning Control of Rayleigh-Bénard Convection
[arXiv] 2026-06-29 | Boron-assisted stabilization of low-resistivity mixed-valence Cu-O thin films prepared by reactive magnetron sputtering
[arXiv] 2026-06-29 | Structured Solutions of Prime-Base Binomial Congruences
[arXiv] 2026-06-29 | Fast Adaptive Tensor Methods Under Local Smoothness
[arXiv] 2026-06-29 | Multiparameter Quantum Estimation and Degeneracy Structure in Three-Flavor Neutrino Oscillations
[arXiv] 2026-06-29 | From Accuracy to Visual Dependence: Auditing and Filtering Modality Collapse in Traffic VideoQA
[arXiv] 2026-06-29 | Efficient RGB-T Object Detection via Sparse Cross-Modality Fusion
[arXiv] 2026-06-29 | A Multi Center Breast FNAC Whole-Slide Cytology Dataset for AI-Assisted Patch-Wise Classification Using C1 to C5 Reporting Categories
[arXiv] 2026-06-29 | FBench: A Flexible Benchmark for CFG-Based What-If Exploration of HPC I/O Patterns
[arXiv] 2026-06-29 | On integers of the form \(p+F_{2^k}+F_q\)
[arXiv] 2026-06-29 | Spin-orbit coupling induced geometric squeezing in rotating Bose-Einstein condensates
[arXiv] 2026-06-29 | Stable complete coordinates for multisets of points via basic $r$-symmetric tropical polynomials
[arXiv] 2026-06-29 | Test of a partly instrumented highly compact and granular electromagnetic calorimeter in an electron beam of 1 to 6 GeV
[arXiv] 2026-06-29 | End-to-End Abstraction-Based Control with LLM-Enhanced NL-to-LTL Translation
[arXiv] 2026-06-29 | On the diffraction spectrum of the set of visible points in lattices and certain cut-and-project sets
[arXiv] 2026-06-29 | Hyper-Network Neural Functional Maps for Unsupervised Robust 3D Shape Matching
[arXiv] 2026-06-29 | The Impact of Non-Gaussian Line Spread Functions on Stellar Kinematic Recovery: Consequences for Dynamical Models
[arXiv] 2026-06-29 | Seismic full waveform inversion via a physics-guided Fourier representation neural network
[arXiv] 2026-06-29 | SciIR: A Large-scale Training Dataset and Benchmark for Scientific Image Reasoning Generation
[arXiv] 2026-06-29 | TacEvo: Self-Evolving Architecture Discovery for Robotic Tactile Perception via LLM-Driven Quality-Diversity Search
[arXiv] 2026-06-29 | SIR: Structured Image Representations for Explainable Robot Learning
[arXiv] 2026-06-29 | Binary Signal Recovery in Undersampling: Iterative SDP with Majority Voting and Successive Interference Cancellation
[arXiv] 2026-06-29 | Anomalous Duffing mechanics of a suspended carbon nanotube quantum dot at ultrastrong coupling
[arXiv] 2026-06-29 | Information Dynamics of Language Communication
[arXiv] 2026-06-29 | SAT-RTS: A systematic framework for tactical knowledge extraction and visualization-based analysis in real-time strategy games
[arXiv] 2026-06-29 | Surjective Stability of Dickson-Siegel-Eichler-Roy Elementary Orthogonal Group
[arXiv] 2026-06-29 | Strong Stellar Diffusion from Wave DM Cosmological Simulation and Potential Unified Origin for dSphs, UFGs, and UDGs
[arXiv] 2026-06-29 | Energy-Aware Scheduling for Serverless LLM Serving on Shared GPUs
[arXiv] 2026-06-29 | SN 2019vxm: A luminous and long-lived Type IIn supernova with early flash-ionisation features
[arXiv] 2026-06-29 | Baryon Light-Cone Distribution Amplitudes from Lattice QCD: Formalism, Renormalization, Extrapolation, and Matching
[arXiv] 2026-06-29 | A note on the maximal covering location problem with customer preference ordering
[arXiv] 2026-06-29 | MaDI-Bench: An End-to-End Data Integration Benchmark
[arXiv] 2026-06-29 | Traveling and Dispersive Shock Waves in a Two-Dimensional Fermi-Pasta-Ulam-Tsingou Lattice
[arXiv] 2026-06-29 | DRIFT: Difficulty Routing Self-DIstillation with Rhythm-Gated Exploration and Success BuFfer Training
[arXiv] 2026-06-29 | A note on the holographic consistency of DGKT-type vacua with $h^{2,1}=0$
[arXiv] 2026-06-29 | Size Effects in the Strong-Field Ionization and Dissociation Dynamics of (H$_2$O)$_n$ (n=1-4)
[arXiv] 2026-06-29 | Extrapolating from Regularised Solutions for Solving Ill-Conditioned Linear Systems in Machine Learning
[arXiv] 2026-06-29 | How do Execution Features Improve Statistical Fault Localization? An Empirical Study
[arXiv] 2026-06-29 | Authentication in Quantum Networks
[arXiv] 2026-06-29 | D-brane tension as central charge
[arXiv] 2026-06-29 | Tuning-Free Efficient Estimation for Multi-Source Data via Covariance-Aware Shrinkage
[arXiv] 2026-06-29 | Reweighting Framewise Attention in Video Transformers for Facial Expression Understanding
[arXiv] 2026-06-29 | A thermal representation for conformal ladder integrals
[arXiv] 2026-06-29 | Concept Catalyst: Exploring Scrutable Interfaces to Structure K-12 Teacher Interactions with Generative AI
[arXiv] 2026-06-29 | A proof of Seymour's second neighborhood conjecture for oriented graphs with minimum out-degree equal to 7
[arXiv] 2026-06-29 | Excitons in Large Disordered Boron-Nitride Layer using Linear-Scaling Bethe-Salpeter Simulations
[arXiv] 2026-06-29 | Semantic Noise Aided Secure Image Transmission over MIMO Fading Channels
[arXiv] 2026-06-29 | MeloDISinger: Melody-Aware & Duration-Preserving Singing Voice Editing with Audio Infilling
[arXiv] 2026-06-29 | Uncertainty-Aware Generation and Decision-Making Under Ambiguity
[arXiv] 2026-06-29 | The Fundamental Limits of Valid Transport Map Estimation
[arXiv] 2026-06-29 | Attractor States Emerge in Multi-Turn LLM Conversations
[arXiv] 2026-06-29 | Towards World Model-Empowered Integrated Sensing, Communication, and Decision for Complex Unmanned Systems
[arXiv] 2026-06-29 | EcoVideo: Entropy-Orchestrated Video Generation Paradigm in Cloud-Edge Dynamics
[arXiv] 2026-06-29 | SubEdge: A Subscriber-Centric Edge Computing Subsystem in 6G Networks for AI
[arXiv] 2026-06-29 | COSM: A Cooperative Scheduling Framework for Concurrent PIM and CPU Execution on Mobile Devices
[arXiv] 2026-06-29 | Wave-Driven Mixing Enhanced by Rotation in Red Giant Branch Stars
[arXiv] 2026-06-29 | Synthesizability and Mechanical Properties of High-Entropy Borides: First-Principles and Machine Learning Studies
[arXiv] 2026-06-29 | Role of Single Chemical Heterogeneities in Generating Anisotropic Tactile Sensitivity and Soft Sliding Friction Phenomena
[arXiv] 2026-06-29 | Universal distance modes from DESI BAO and Type Ia supernovae: what do cosmological rulers actually measure?
[arXiv] 2026-06-29 | The Illusion of Agentic Complexity in README.md Generation: Evaluating Single-Agent vs. Multi-Agent RAG Systems
[arXiv] 2026-06-29 | Nonequilibrium Andreev transport at the QGP-2SC interface
[arXiv] 2026-06-29 | High-Resolution Flood Mapping With Sentinel-1 and Sentinel-2 via Misalignment-Robust Cross-Sensor Learning and Generative Despeckling
[arXiv] 2026-06-29 | Muon learns balanced solutions in matrix factorization without slow saddle-to-saddle dynamics
[arXiv] 2026-06-29 | The Role of the Volume in Black Hole Thermodynamics
[arXiv] 2026-06-29 | Exterior Algebra and an Extension of the Feng-Sun-Xiang Theorem in $p$-groups
[arXiv] 2026-06-29 | Discovering Collaboration from Novelty: Random Network Distillation for Clustered Federated Learning
[arXiv] 2026-06-29 | McMg: A Learned Phase-Space Multi-channel Multigrid Preconditioner for Helmholtz Equation
[arXiv] 2026-06-29 | PS-MOT: Cultivating Instance Awareness from Point Seeds for Multi-Object Tracking
[arXiv] 2026-06-29 | FR-DETR: Frequency and Recurrent Feature Refinement for Robust Object Detection under Adverse Weather
[arXiv] 2026-06-29 | Non-parametric recovery of causal diffusion mechanisms from steady-state observations
[arXiv] 2026-06-29 | Cross-Resolution Semantic Transfer for Robust Text-to-Image Retrieval in Low-Resolution Surveillance
