[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[IEEE] 2026-4-22 | Comprehensive Design and Experimental Validation of Modular Multilevel Converter Based on IGCT-IGBT-Parallel Hybrid Switch
[IEEE] 2026-4-22 | Analysis of Active Damping Methods for Power-Synchronization Dynamics Considering Impacts of Different Inner Loops
[IEEE] 2026-4-22 | 400-GHz Concurrent Transceiver Pixels for Short Range FMCW Radar Imaging
[IEEE] 2026-4-22 | A Comparative Study on Reaction Times using Visual, Audio, and Haptic Stimuli with Direct, Encoded or Dynamic Deliveries
[IEEE] 2026-4-22 | CONVFORMER-LITE: A Lightweight CNN-Transformer Hybrid for Haze/Non-Haze Classification on a Pan-Asian Sentinel-2 True Colour Haze Benchmark Dataset
[IEEE] 2026-4-22 | Adaptive Fast Clearing Algorithm Based Peer-to-Peer Transaction for Microgrid-integrated Distribution Network Considering Uncertainty
[IEEE] 2026-4-22 | IEEE Transactions on Smart Grid Publication Information
[IEEE] 2026-4-22 | IEEE Electrical Insulation Magazine May/June 2026 Front Cover
[IEEE] 2026-4-22 | Performance Limits of Hardware-Constrained THz Inter-Satellite MIMO-ISAC Systems
[IEEE] 2026-4-22 | Conceptualization of Multipurpose Testing Facility for Advanced Fluid Dynamics Investigations in Tokamak Divertor Modules
[IEEE] 2026-4-22 | SAFA: Sequential Recommendation with Adaptive Sparse Attention and Frequency-Aware Encoding
[IEEE] 2026-4-22 | Energy-Efficient Federated Learning for IoT Networks With Massive MIMO-Enabled SWIPT
[IEEE] 2026-4-22 | A Sensitive and Selective QCM Sensor Functionalized with Chitosan Biopolymer for the Detection of Linalool in Organic Sikkim Teas
[IEEE] 2026-4-22 | Visual Environment Semantic Sensing Assisted OTFS Channel Estimation
[IEEE] 2026-4-22 | Design and Control of an Electromechanical Human&amp;#x2013;Robotic Manipulator&amp;#x2019;s Interface for Upper-Limb Rehabilitation_supp1-3684722.mp4
[IEEE] 2026-4-22 | Context-Aware Semantic Video Coding Using Pretrained Motion-Adaptive Models and Bidirectional Prediction
[IEEE] 2026-4-22 | Offline-Learned Visual Encoder for Privileged-to-Real Bipedal Locomotion
[ACM] 2026-4-23 | Don't Let Me Be Misunderstood: Guiding Acting Practice through Negative Robot Behaviour and Contextual Intentions
[ACM] 2026-4-23 | Motion Capture for Ergonomic Assessment: Inertial vs. Computer Vision Based on YOLOv11
[ACM] 2026-4-23 | Psychological Effects in Human-Computer Interaction: A Study on Mechanisms and Predictions of AI Use's Impact on Emotional Stability
[ACM] 2026-4-23 | Research on the Application of a New Teaching Model in Mobile App Development Virtual Teaching and Research Office Based on “Project-Driven Knowledge Graph Teacher-Student Co-Creation”
[ACM] 2026-4-23 | Data analysis on the impact of AI-based applied undergraduate education models on students' innovation and logical thinking abilities
[IEEE] 2026-4-22 | Towards adaptive optimal personalization control of robotic hip exoskeleton assistance for individuals with paretic stroke_supp1-3685273.pdf
[IEEE] 2026-4-22 | Suitability of Hollow-Core Fibre for Data-and-Power-Over-Fibre Systems
[IEEE] 2026-4-22 | Quantum-Assisted Multi-Output Gaussian Processes for Line Parameter Estimation in Power Systems
[IEEE] 2026-4-22 | An Integrated Transmission Scheme for One-Time Pad Encryption and Secret Key Generation
[IEEE] 2026-4-22 | Remote Sensing Semantic Change Detection with Multi-dimensional Spatiotemporal Scanning
[IEEE] 2026-4-22 | Antiferroelectric-based Memcapacitor and Strategy for Non-destructive Read Operation by Endurance Recovery
[IEEE] 2026-4-22 | Effect of DC Superimposed Opposite-polarity Lightning Impulse on Insulation Performance of XLPE Cables
[ACM] 2026-4-23 | Empowering Public English Writing Instruction in Vocational Colleges with Generative AI: Strategies and Risk Mitigation
[ACM] 2026-4-23 | Analysis of the Research Landscape in “Education and Teaching”: A Text Mining Study Based on the LDA Topic Model
[ACM] 2026-4-23 | Moderating Effect of AI Literacy on the Use of Generative AI Tools by Film and Television Students
[ACM] 2026-4-23 | Research on AI-enabled Industry-Education Integration Courses for Intelligent Manufacturing
[IEEE] 2026-4-22 | Nanotechnology: From Materials Science to Insulation Design
[ACM] 2026-4-23 | KAITES: A Knowledge-Driven AI System for Teaching Effectiveness Evaluation
[ACM] 2026-4-23 | A Model for Assessing and Predicting Instructional Quality and Management in Vocational Colleges Based on Graph Neural Network
[ACM] 2026-4-23 | Assessment of English Learners' Vocabulary Cognitive Level Based on Deep Learning
[ACM] 2026-4-23 | Innovative Application of AI-Empowered PBL Teaching Method in Electrical and Electronic Technology Under the Background of Smart Education
[ACM] 2026-4-23 | Design and Application of a Multi-Dimensional Evaluation Model for Ideological and Political Courses Based on Sentiment Analysis
[ACM] 2026-4-23 | CiteSpace-Based Bibliometric Review of Educational Research Review from 2016 to 2025
[IEEE] 2026-4-22 | Structural Connectivity Modeling with Graph Curvature Features for Brain Tumor Analysis
[IEEE] 2026-4-22 | Spatial Downscaling of MODIS Land Surface Temperature Based on a Geographically Weighted Gradient Boosting Regression Model
[IEEE] 2026-4-22 | Hey, Robot! Don't Cut in Line: Designing Queuing Behaviors of Delivery Robots with Multiple Stakeholders
[IEEE] 2026-4-22 | Signal Processing Approach for LO Leakage Cancellation of IQ Modulators in a Wideband Stretch Processing SAR Sensor
[IEEE] 2026-4-22 | Extraction of Equivalent Circuit Parameters for the Organic Photodetectors Based on Physical Model of Frequency-Dependent Capacitance–Conductance–Voltage Characteristics
[IEEE] 2026-4-22 | HCSGRN: Hierarchical Cross-Attention and Structure-aware Graph Reasoning Network for Multimodal Sarcasm Detection
[IEEE] 2026-4-22 | Camera-Photodiode Fusion Based Cooperative Localization Algorithm for Multi-User Visible Light Positioning
[IEEE] 2026-4-22 | Collaborative Multimodal Learning over Integrated Aerial-Terrestrial Networks under Adversarial Attacks
[IEEE] 2026-4-22 | Admittance-Based Aggregated Modeling of Distributed Energy Resources With Proportional-Resonant Control for Large-Signal Transient Analysis in Nodal-Based EMT Simulators
[IEEE] 2026-4-22 | Joint Quality Assessment and Example-Guided Tone Mapping by Disentangling Picture Appearance from Content
[IEEE] 2026-4-22 | TNT: Breaking the Privacy Barrier of Federated Learning via Targeted Neuron Stimulation
[ACM] 2026-4-23 | Choreographic and Improvisational Approaches To Interrogating Robotic Systems
[ACM] 2026-4-23 | A Study on the Relationship Between Learning Motivation and Learning Satisfaction from the Perspective of AI Usage Attitude and Behavior
[ACM] 2026-4-23 | SoniFootsteps: Movement-Triggered Footstep Sounds to Modulate Body-Weight Perception, Gait and Emotion
[ACM] 2026-4-23 | Sample entropy analysis of variability in sit-to-stand-to-sit movements of people with or without chronic pain
[ACM] 2026-4-23 | Digital Transformation-Driven Curriculum Planning and Practical Exploration of Electronic Information Majors under the Perspective of New Quality Productive Forces
[ACM] 2026-4-23 | A Study on Predicting and Analyzing Student Mathematics Course Grades Using a BP Neural Network
[ACM] 2026-4-23 | Practice and Research on Scientific and Technological Resources Serving College Students' Innovation and Entrepreneurship: A Collaborative Model Based on AI Resource Matching and Machine Learning-Driven Achievement Transformation Prediction
[ACM] 2026-4-23 | Evaluating the Impact of Tai Chi on Anxiety Reduction in Vocational College Students Using the K-Means++ Algorithm
[ACM] 2026-4-23 | A Study on the Performance of Foreign Language Vocabulary Teaching Resources Generated by Large Language Models
[ACM] 2026-4-23 | Research on Stepwise Progressive Practical Teaching Reform in Design Disciplines Based on the OBE Concept and Empowered by AIGC
[IEEE] 2026-4-22 | Symptom-Aware Adaptation of CLIP for Few-Shot Medical Image Classification_supp1-3685174.pdf
[IEEE] 2026-4-22 | NDVI Change-Guided Transformer-Mamba Hybrid Network for Spatiotemporal Fusion
[IEEE] 2026-4-22 | IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems publication information
[IEEE] 2026-4-22 | FedSKD: Aggregation-Free Model-Heterogeneous Federated Learning via Multidimensional Similarity Knowledge Distillation for Medical Image Classification
[IEEE] 2026-4-22 | NOMA-ISAC Enhanced Secure Short-Packet Transmission in IoE Networks
[IEEE] 2026-4-22 | Hi-MAC: An Intelligent MAC for Heterogeneous Wireless Network
[IEEE] 2026-4-22 | FML-DGCN: Federated Multi-Label Learning Based on Dynamic Graph Convolutional Networks
[IEEE] 2026-4-22 | Understanding of the Electrical Contact Performance Degradation of the Crimped Terminals under Thermal Cycling
[IEEE] 2026-4-22 | Fully Adaptive CWT Framework for the Identification and Analysis of Sub-Synchronous Oscillations in Power Systems
[ACM] 2026-4-23 | Humanoid Robot Navigation in Shared Care Spaces: A Human-Aware Navigation Framework and Implementation
[ACM] 2026-4-23 | Battles as Interactive Ecologies: Designing with Embodied Roles in Hip-Hop Performance
[ACM] 2026-4-23 | Exploring Movement-Led Co-Design for Interactive Lighting in Performance
[ACM] 2026-4-23 | Research of Artificial Intelligence in Practical Teaching for the Health and Wellness Professions Cluster in Higher Vocational Education
[ACM] 2026-4-23 | Information System Based on Full Process Management of Vocational Training
[ACM] 2026-4-23 | Application and Efficiency Evaluation of Cloud-Based VR Collaboration Platforms in Art and Design Education
[ACM] 2026-4-23 | Causal Inferences and Representation of Causal Machine Learning Models
[ACM] 2026-4-23 | Using ChatGPT to Improve User Experience in English Online Translation: A Case Study
[ACM] 2026-4-23 | Based on SPSS 22.0 Statistical Software Analyzes the Influence Mechanism of College Postgraduate Perceived Social Support on Research Engagement
[ACM] 2026-4-23 | Generative AI–Driven Personalized Learning: Construction and Application of a New Teaching Model
[ACM] 2026-4-23 | Comparative Study on the Application and Algorithms of Big Data Analysis in Students' Learning of Financial Literacy
[ACM] 2026-4-22 | Corrigendum: Quantitative Measurement of Cyber Resilience: Modeling and Experimentation
[IEEE] 2026-4-22 | Identity-Invariant Feature Learning for Face Recognition across The Temporal Domain
[IEEE] 2026-4-22 | Modulated Model Predictive Control for Modular Multilevel Matrix Converter with Enhanced Steady-state Performance
[IEEE] 2026-4-22 | Table of Contents
[IEEE] 2026-4-22 | Vibrohaptic Design for Simulating High-Five Interactions at Virtual Talent Fan Meetings
[IEEE] 2026-4-22 | IEEE Electrical Insulation Magazine May/June 2026 Table of Contents
[IEEE] 2026-4-22 | Power Allocation Game Between Multiple Radar System and Jammer for Target Tracking
[IEEE] 2026-4-22 | PGRA: Physics Guided Rotation Adaptive Attention for Few-Shot SAR Target Recognition
[IEEE] 2026-4-22 | Towards Semantically Enhanced Representation Learning for Text-Based Person Retrieval
[IEEE] 2026-4-22 | An AI-Enabled Federated Edge–Cloud Communication Framework for Dynamic Task Offloading and Network Anomaly Detection in IoT System
[IEEE] 2026-4-22 | OBIA: A Distributed Multi-Authority Service Identity Authentication Scheme for Online Banking
[IEEE] 2026-4-22 | Optimal DNN Layer Placement for Industrial IoT: A Novel Multi-Choice Multidimensional Knapsack Approach
[IEEE] 2026-4-22 | LIBPipe: Efficient Load Imbalance Pipeline Model Parallelism for Large Models Training
[ACM] 2026-4-23 | Supra-Organism: Biophysical Sensing Toward Affective Somatic Integration
[ACM] 2026-4-23 | Tapxophone: Towards Engaging Finger Rehabilitation using Computer Vision and Music
[ACM] 2026-4-23 | British Sign Language in Embodied Music Interaction: An exploratory study of British Sign Language music interpretation
[ACM] 2026-4-23 | Reflective Embodiment through Avatar Abstraction: Insights from Movement Practitioners
[ACM] 2026-4-23 | Cross-Modal Retrieval-Augmented Generation for Craft Gestures Learning: Enabling Dialogue with Multimodal Pedagogical Contents
[IEEE] 2026-4-22 | Adaptive and Explainable Test Case Prioritization in Continuous Integration: A Systematic Review of Reinforcement Learning, Learning-to-Rank, and Search-/Combinatorial-Based Methods
[IEEE] 2026-4-22 | A Compact Dual-Polarized Frequency-Selective Metasurface Enabling Independent Functionalities With Reduced Backward-Scattering
[ACM] 2026-4-23 | Exploring the correlation between Northeast YangGe dance rhythm and dynamic features using machine learning algorithms
[ACM] 2026-4-23 | Immigration Background and Math Achievement: A Causal-Path Analysis with Multilevel SEM on PISA 2022
[IEEE] 2026-4-22 | A Three-Stage Reinforcement Learning Pipeline for Autonomous Process Control in the Papermaking Industry
[IEEE] 2026-4-22 | Structured Sparse mmWave 3-D SAR Imaging via Truncated-DCT and Toeplitz Matrix Methods
[IEEE] 2026-4-22 | Multiresolution Wavelet Methods for Trend Removal in Electrochemical Noise Data from LiFePO
                    <sub>4</sub>
                    Batteries
[IEEE] 2026-4-22 | Photocurable Polysiloxane-Based Microfluidic Chip for Convenient Sample Partitioning and Digital Nucleic Acid Assay_supp1-3682335.docx
[IEEE] 2026-4-22 | A Battery-less RFID-Enabled Capacitive Pressure Sensor Integrated in Textile Fabrics
[IEEE] 2026-4-22 | Federated Primitive-Preserving Audio Transformers for Non-Identifiable Infant Cry Classification
[IEEE] 2026-4-22 | An analysis method for the 3-D open-circuit air-gap magnetic field of the slotted axial flux motor
[IEEE] 2026-4-22 | Design and Control of an Electromechanical Human&amp;#x2013;Robotic Manipulator&amp;#x2019;s Interface for Upper-Limb Rehabilitation_supp2-3684722.mp4
[IEEE] 2026-4-22 | RGB-D Perception-Enhanced 3D Gaussian Splatting SLAM: a Robust Framework for Mapping Underground Spaces
[IEEE] 2026-4-22 | Robust Resource Allocation in RIS-Assisted Wireless Networks Integrating NOMA and Over-the-Air Federated Learning
[IEEE] 2026-4-22 | Suppressing Interface Traps Density of Top-gate MoS
                    <sub>2</sub>
                    Transistor via H
                    <sub>2</sub>
                    O Presoak for HfO
                    <sub>2</sub>
[IEEE] 2026-4-22 | Practical Experience with a Thermal Classification Test According to IEC 60034-18-31 for Type II Machine Insulation Systems
[IEEE] 2026-4-22 | Two-Stage Distributionally Robust Optimization Framework for Secure Communications in Aerial-RIS Systems
[ACM] 2026-4-23 | The Recorded Performance as Virtual Event: Archival Vitality in Preljocaj's Swan Lake
[ACM] 2026-4-23 | Fantasies Obscurities and (Dis)Connections: Three Case Studies of Dance Artists' Creative Embodied and Political Engagement with AI
[ACM] 2026-4-23 | Research on the Path of Reconstructing the Computer Vocational Education System under the Background of Industry-Education Integration
[ACM] 2026-4-23 | Computer Algorithm-Driven English Translation Teaching Design in the Digital Context
