[2026-09-24 23:37:03] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-23
正在获取论文...
[arXiv] 2026-09-23 | Bergman barycentric extensions of boundary homeomorphisms of the complex ball
[arXiv] 2026-09-23 | Spatially Resolved Nucleated Polymerization: A Free-Boundary Model of Protein Aggregation in Concentrated Solutions
[arXiv] 2026-09-23 | Who Acts, Who Knows, Who Answers? A Corpus-Assisted Discourse Analysis of Agency, Epistemic Responsibility, and Accountability in Generative AI Higher Education Research
[arXiv] 2026-09-23 | Self-Evolving Multimedia Verification through Memory Consolidation of Contestation Experiences
[arXiv] 2026-09-23 | Elastic Multi-Fidelity Bayesian Model Calibration
[arXiv] 2026-09-23 | The KV Cache Working Set: Online Capacity Planning for LLM Inference Systems
[arXiv] 2026-09-23 | Categorical Internalisation of Environmental Groupoids for Generalisable POMDP Solving
[arXiv] 2026-09-23 | MENO: Memory-Efficient Neural Operator
[arXiv] 2026-09-23 | Sovereign Grassroots Currencies: A CBDC Architecture for Credit and Monetary Policy (Full Version)
[arXiv] 2026-09-23 | Non-Hermitian engineering of superfluidity in a Rashba spin-orbit-coupled Fermi gas
[arXiv] 2026-09-23 | Nordic-based observations of binary asteroid (163693) Atira reveal a hydrated CM chondrite composition
[ACM] 2026-9-23 | Beyond answers: How a pedagogy-driven AI encourages students to think and learn in Computing Education
[ACM] 2026-9-23 | PRISM: Evaluating a Rule-Based, Scenario-Driven Social Media Privacy Education Program for Young Autistic Adults
[IEEE] 2026-9-23 | Retraction Notice: Opportunistic routing technique for minimized energy consumption for relay node selection in wireless sensor networks
[IEEE] 2026-9-23 | Retraction Notice: Zone based hierarchical energy efficient clustering scheme for WSN
[ACM] 2026-9-23 | Haptic Guidance Using Electrical Muscle Stimulation for Gesture-based Mobile Robot Teleoperation
[IEEE] 2026-9-23 | Preface
[ACM] 2026-9-23 | Rule Development in Online Communities Amidst Growth and Generative AI
[IEEE] 2026-9-23 | 2026 25th International Symposium on Communications and Information Technologies (ISCIT)
[IEEE] 2026-9-23 | Retraction Notice: Migration-Based Load Balance of Virtual Machineservers in Cloud Computing by Load Predictionusing Genetic-Based Methods
[IEEE] 2026-9-23 | Retraction Notice: Heart Disease Prediction Using Machine Learning: A Data-Driven Approach
[IEEE] 2026-9-23 | Retraction Notice: FPGA Implementation of High-Performance Accurate and Approximate Multiplier
[IEEE] 2026-9-23 | Retraction Notice: Implementation of Hungarian Algorithm to obtain Optimal Solution for Travelling Salesman Problem
[ACM] 2026-9-23 | A Scoping Review of Queer Health and Well-Being Technology Research
[IEEE] 2026-9-23 | Retraction Notice: Brain-Powered Vehicles for Individuals with Disabilities Leveraging AI
[ACM] 2026-9-23 | Digital Expertise Under Pressure: The Evolution of IT Professionals’ Roles in Belarus’s Contemporary Protest Movement
[IEEE] 2026-9-23 | Research on the Application of Reliability in Red- Blue Adversarial Simulation
[IEEE] 2026-9-23 | Exploration of Technical Paths for Software Reliability Enhancement in Satellite Simulation Systems
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[IEEE] 2026-9-23 | Com-DPRS: A Model-Agnostic Framework for Recommendation Using Composite Differential Privacy
[IEEE] 2026-9-24 | UniCC: A Unified Coevolutionary Architecture with Divergence-Speedup Modeling for Large-Scale Global Optimization_supp1-3733580.pdf
[IEEE] 2026-9-24 | The Method of Gaps: Exact Expressions for the Generalization Error of Supervised Learning Algorithms
[IEEE] 2026-9-24 | Design and Robustness Evaluation of an Absorptive Asymmetric SPDT Switch for Millimeter-Wave Phased-Array Transceivers
[IEEE] 2026-9-24 | Fringe projection 3D imaging based on frequencies pre-simulation optimization
[IEEE] 2026-9-24 | IEEE Transactions on Plasma Science information for authors
[IEEE] 2026-9-24 | Preference-driven Multi-Objective Reinforcement Learning for Coordinated Dispatch of Offshore Wind–Battery–Hydrogen Systems
[IEEE] 2026-9-23 | Error Bounds for Finite-Dimensional Stochastic Koopman Approximations
[IEEE] 2026-9-23 | Quantum Secure Dot Product Protocol Supporting Searchable Encryption for Power Internet of Things
[IEEE] 2026-9-24 | Data-efficient framework for conditional metric interoperability in building thermal assessment_supp1-3733024.pdf
[IEEE] 2026-9-23 | Reference-Invariant Permittivity Determination of Low-Loss Solid Dielectric Samples Using Spectral Free-Space Measurements Without Prior Thickness
[IEEE] 2026-9-24 | ChameleonVoice: A Contextual Prosody Perception Network for Emotional Voice Conversion
[IEEE] 2026-9-24 | Full-Parameter Online Identification of PMSM Based on Switching Model With Position Error Compensation
[IEEE] 2026-9-23 | PIHG: Physics-Inspired Heterogeneous Graph Neural Networks for Multi-Band Radio Map Prediction
[IEEE] 2026-9-24 | A High-Robustness Surrogate Modeling Method for On-Chip Microwave Passive Components in Chiplet-based IoT Integrated Microsystem
[IEEE] 2026-9-23 | RadioFormer: A Multiple-Granularity Radio Map Estimation Transformer with 1‱ Spatial Sampling
[IEEE] 2026-9-24 | Impact of Geometrical Modification at the Electrode/Channel Interface on a-IGZO Transistors
[IEEE] 2026-9-24 | Symbol-Level Precoding for Continuous-Aperture ISAC Systems
[IEEE] 2026-9-23 | LiDAR Sensor-Based 3-D Surface Measurement and Volume Estimation for Coal-Silo Monitoring
[IEEE] 2026-9-24 | Decoupled Cyber–Physical Defense for Resilient Control of AC Microgrids Under Hybrid Threats
[IEEE] 2026-9-23 | Consideration Data Augmentation Using Frequency Characteristics for Vocal Separation in Monaural Music Source Signals
[IEEE] 2026-9-23 | Design and Evaluation of a Maglev and XDP- Based SCTP Load Balancer for Cloud-Native 5G Core Networks
[IEEE] 2026-9-23 | Physics-Informed Neural Network-Based Transfer Learning for Identification of Three Equivalent Clearances in Gear Pumps
[IEEE] 2026-9-23 | Structural Design and Engineering Practice of Commercial Network Devices for Manned Spacecraft Environmental Adaptability
[IEEE] 2026-9-23 | A Compliance-Oriented Evaluation Framework for Generative AI-Based Dual Prevention Service Reports
[IEEE] 2026-9-23 | Design and Implementation of an AI Automatic Meter Reading System for Multi-Type Meters in Substations
[IEEE] 2026-9-23 | RFE-Net: A Lightweight Improved DeepLabV3+ Network with Transformer-Enhanced ASPP for Remote Sensing Rice Field Segmentation
[IEEE] 2026-9-24 | The Impact of Lossy Compression on Raw Bayer Images in the Automotive Environment
[IEEE] 2026-9-24 | OmniPlanner: Universal Exploration and Inspection Path Planning Across Robot Morphologies_supp4-3733788.mp4
[IEEE] 2026-9-24 | PABLOR: Intra-Block Variation-Aware Refresh for High Performance and Lifetime in 3D NAND Flash
[IEEE] 2026-9-24 | Training-Free Cross-Domain Learning Transfer in Reasoning Models
[IEEE] 2026-9-24 | Location Privacy-Preserving Task Offloading in LEO Satellite Mobile Edge Computing
[ACM] 2026-9-24 | Reproducibility of the NeurIPS 2020 Black-Box Optimization Challenge: Re-evaluating Competition Submissions
[IEEE] 2026-9-23 | Proposal of a Respiratory Rate Estimation Method for Patients in a Frontal Seated Position Based on Torso Detection
[IEEE] 2026-9-24 | PRPD Construction and Analysis Using HFCT in Oil-Immersed High-Voltage Current Transformers
[IEEE] 2026-9-24 | Reliability-Driven Planning of a Campus Auxiliary Power Grid with Renewable Upgrades
[IEEE] 2026-9-24 | Reliability-Margin KBGWO for Robust RFID Network Planning
[IEEE] 2026-9-24 | RE-INTEGRATE EMT Simulation: Input Data Structures for Inverter-Based Systems
[IEEE] 2026-9-24 | Multi-type Demagnetization Fault Diagnosis and Degree Estimation of PMSMs Based on SVM-BLSTM
[IEEE] 2026-9-24 | Grid-Supporting HVDC System With Low-Voltage Energy Storage for Renewables Integration
[IEEE] 2026-9-24 | FoodPAL 1.1: Novel Methods to Ensure Allergens Free Diet in Smart Healthcare Framework
[IEEE] 2026-9-24 | PESGM 2026 Breaker Page
[IEEE] 2026-9-24 | Non-Uniform Grid Fast Factorized Backprojection for Multi-Mode SAR Processing
[IEEE] 2026-9-23 | Reinforced Personalized Decentralized Learning for Mobile Virtual Reality Networks_supp1-3736431.pdf
[IEEE] 2026-9-24 | Table of Contents
[IEEE] 2026-9-24 | Close-Proximity Vision-Guided Control and Performance Evaluation of a Mobile Robot for Sit-to-Stand Assistance
[IEEE] 2026-9-23 | Cost-Effective and Competitive Alternative to the ITER Time Communication Network for Accurate Time Synchronization
[IEEE] 2026-9-24 | Effect of Crystallization Property on Gamma-Ray Radiation Resistance of Polypropylene -Part I: Electrical Conduction
[IEEE] 2026-9-23 | FADE: A Detector-Oriented Few-Shot Anomaly Diffusion Engine for Industrial Visual Inspection
[IEEE] 2026-9-24 | Stability-Constrained Hierarchical Reinforcement Learning for Volt/Var Control in Distribution Networks
[IEEE] 2026-9-24 | The Exact 2-D Composite-Subdomain Analytical Solution for Magnetic Field Computation in Surface-Mounted Permanent-Magnet Machines Accounting Finitely Permeable Teeth
[IEEE] 2026-9-23 | Observational Uncertainty of On-State Resistance as a Health-State Indicator for SiC MOSFETs With Bond-Wire Degradation
[IEEE] 2026-9-24 | Improving active distribution network operation through DC microgrid reactive power provision
[IEEE] 2026-9-24 | Comparing Electricity Market Configurations: Transmission, Distribution, and Peer-to-Peer
[IEEE] 2026-9-24 | In-Situ EMF and Safety Assessment of an EV Wireless Charging System
[IEEE] 2026-9-24 | RF-to-Terahertz Hardware for Quantum Technologies: A Critical Review of Cryogenic Integration, Interconnects, and Fabrication Bottlenecks
[IEEE] 2026-9-24 | High-Bandwidth Dual Active Bridge DC-DC Converter for Data Center Power Management System
[IEEE] 2026-9-24 | A Human-in-the-Loop LLM–Assisted Multi-Agent Framework for Distribution Grid Reliability Planning
[IEEE] 2026-9-24 | Adaptive Model Predictive Control-Based Power Management for Fuel Cell–Battery–Supercapacitor Systems in More-Electrified Aircraft
[IEEE] 2026-9-24 | A Day Ahead Market Bid-Aware Joint Forecasting Method for Photovoltaic-Energy Storage System
[IEEE] 2026-9-24 | Wireless Battery-Free RF Electronic Skin for Robotic Grasping: From Proximity Sensing to Tactile Feedback_supp3-3731258.mp4
[IEEE] 2026-9-24 | Periodic-SOC-Constraint-Free Full-Timescale HESS Management in Industrial Microgrids Via Hierarchical MPC and Micro Trajectory Inverse Projection
[IEEE] 2026-9-23 | Post-Quantum and Federated IoT Security: Challenges, Architecture, and Hardware-Executed Evaluation
[IEEE] 2026-9-24 | A Spaceborne SAR RFI Suppression Method Based on an Adaptive Subband-Forming Technology
[IEEE] 2026-9-24 | Detailed Nonlinear Modeling and High-Fidelity Parallel Simulation of MMC With Embedded Energy Storage for Wind Farm Grid Integration
[IEEE] 2026-9-24 | Data-Driven Integration of Thermal Comfort and Demand-Side Management Using PV Measurements in Qatar
[IEEE] 2026-9-24 | Topology-Aware Reinforcement Learning over Graphs for Resilient Power Distribution Networks
[IEEE] 2026-9-24 | Optimal Bidding Strategy for a Wind-Storage System Considering Self-Owned and Shared Energy Storage
[IEEE] 2026-9-24 | Increases in electric vehicle load flexibility attributable to changes in EV charging policy
[IEEE] 2026-9-24 | 3D numerical analysis of magnetization loss in twisted filamentary multilayer ReBCO tape
[IEEE] 2026-9-24 | Physics-Constrained Dynamics Learning for Legged Robots With Structural Priors
[IEEE] 2026-9-24 | Near-Field Range-Angle Estimation and Power Allocation for Cell-Free Massive MIMO ISAC with Extremely Large Arrays
[IEEE] 2026-9-24 | Lightweight Cloud-Assisted Secure Two-Party Computation With Dual Execution in Mobile Cloud Computing
[IEEE] 2026-9-24 | Safe Power Is a Safety Mechanism: Why Power Supply Design Determines Functional Safety Compliance
[IEEE] 2026-9-24 | Transfer Learning-Enabled Real-Time Resilience Assessment for Power Systems
[IEEE] 2026-9-24 | Microgrid Clusters Control with Unknown Network and Load Parameters
[IEEE] 2026-9-24 | Intelligent Operation and Coordinated Control of Networked Microgrid Systems
[IEEE] 2026-9-24 | Integrating Low-loss High-permittivity Ceramic Helmet with RF Head Array Coil to Largely Enhance Coil Sensitivity and SNR for Human Brain MRI at 7T
[IEEE] 2026-9-23 | A Waterproof Wearable Sensor–Actuator System for Real-Time Closed-Loop Biomechanical Feedback in Swimming
[IEEE] 2026-9-24 | Domain-Adaptive Pretraining and a Leakage-Corrected Evaluation Protocol for Respiratory Sound Classification
[IEEE] 2026-9-24 | Quantifying Inertia Needs for Future Electric Grids with High Penetration of Inverter-Based Resources
[IEEE] 2026-9-24 | Hierarchical Fuzzy Feature Clustering With Iterative Ensemble Learning for Student Performance Prediction
[IEEE] 2026-9-24 | AI-Enabled Beam Hopping for Next-Generation Satellite Communications: A Survey of Methodologies, Recent Advances, and Open Challenges
[IEEE] 2026-9-23 | Relative Humidity Sensor Using a CdSe/ZnS Quantum-Dot Hydrogel Coated Long-Period Fiber Grating
[IEEE] 2026-9-24 | A Compact Wideband Co-polarized IBFD Antenna with Combined Decoupling Resonator and Distributed Feeding Network
[IEEE] 2026-9-24 | An interaction-aware framework for ICESat-2 elevation control point extraction using photon-level distribution metrics and joint threshold optimization
[IEEE] 2026-9-24 | Inversion of lunar thermal infrared emissivity using deep learning: comparison with the Hapke model_supp1-3730963.xlsx
[IEEE] 2026-9-24 | Source-Validated Personalized Fusion for Calibration-Efficient Static Wrist sEMG Gesture Recognition
[IEEE] 2026-9-24 | Explainable AI and TinyML for Trustworthy and Efficient IoT: A Survey
[IEEE] 2026-9-23 | Distributed Practical Prescribed-Time Secondary Control for Islanded Microgrids via Noncontinuous Monitoring Event-Triggered Mechanism
[IEEE] 2026-9-24 | Enhancement of High-Temperature Dielectric and Energy Storage Properties in Styrene–Acrylonitrile–Maleic Based Organic Films via a Crosslinked Structure
[IEEE] 2026-9-23 | Quantum Fidelity Prototype Matching via Matrix Product States for Few-Shot Medical Image Segmentation_supp1-3736350.pdf
[IEEE] 2026-9-24 | WamBANet: A Wavelet-Guided State Space Modeling and Semantic Regularization for Weakly Supervised Salient Object Detection in Optical Remote Sensing Images
[IEEE] 2026-9-23 | Fabrication of WO@Cu Integrated GCN Electrodes for Hybrid Supercapacitors_supp1-3732648.docx
[IEEE] 2026-9-23 | Gradient-Guided Neural Network Screening for Discrete Inverse Design of Silicon Photonic Splitters
[IEEE] 2026-9-24 | A review of distributed and quasi-distributed optical fiber radiation dosimetry: state of the art, challenges, and future directions
[IEEE] 2026-9-23 | Predicted Physical–SLA State Marginal-Drift Target Selection for Forced Handover in LEO Satellite Networks
[IEEE] 2026-9-24 | Shadow-Aware Inverse Rendering in Gaussian Splatting
[IEEE] 2026-9-23 | 4K4D++: Real-Time 4D View Synthesis at 4 K Resolution Using Image-Based Gaussians
[IEEE] 2026-9-24 | A Multi-Layer Deep Graph Attention Model for Decoding lncRNA-miRNA-mRNA Communication Networks_supp1-3720579.pdf
[IEEE] 2026-9-24 | SAMReg: SAM-enabled Image Registration with ROI-based Correspondence
[IEEE] 2026-9-24 | IEEE Sensors Council
[IEEE] 2026-9-24 | Adaptive Partial Gravity Compensation for Upper-Limb Exoskeletons: Effects on Muscle Activation and Perceived Effort
