[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[IEEE] 2026-9-14 | Fast Sampling-Based Motion Planning and Time Parametrization for Collaborative Workpiece Transport with Mobile Robots*
[IEEE] 2026-9-14 | Reinforcement Learning Control and Path Planning for a Mobile Inverted Spherical Pendulum
[IEEE] 2026-9-14 | Measuring and modelling nonstationary impedance in Li-ion batteries
[IEEE] 2026-9-14 | Development Evolution of the Power Grid 'Industry-University-Research-Application' Model
[IEEE] 2026-9-14 | Analysis and Suppression of Switching Overvoltage in Renewable Energy Flexible Low-Frequency Transmission Systems
[IEEE] 2026-9-14 | Optimal Mobile Emergency Generator Allocation for Frequency Security During Microgrid Formation
[IEEE] 2026-9-14 | Robust Deep Reinforcement Learning via Adversarial Data Augmentation for Robotic Control Under Observation Uncertainty
[ACM] 2026-9-14 | The Fear of AI is the Fear of Looking in the Mirror: Low Trait Honesty-Humility Predicts Individual Perceived Likelihood of Future Apocalyptic AI Scenarios Through Beliefs in a Competitive World
[ACM] 2026-9-14 | Proceedings of the 14th ACM Collective Intelligence Conference
[ACM] 2026-9-14 | Toward an Eye-Tracking Adaptive Interface for Interactive Evolutionary Computation
[ACM] 2026-9-14 | Modeling Learning Practices Informed by Mindset Theory for Adaptive Educational Systems
[ACM] 2026-9-13 | AccESM: Packed-Total Exact Inference for CPU ESM2 Embedding
[IEEE] 2026-9-14 | CoPartAD: Cross-Image Consistent Part-Aware Few-Shot Anomaly Detection
[IEEE] 2026-9-14 | WSES 2026 TOC
[IEEE] 2026-9-14 | A Novel Intelligent External Fixator with Interference-Avoidance Capability for Femoral Deformity Correction
[IEEE] 2026-9-14 | Nested Geometry and Buoyancy Control Co-Design for a Dual-Rotor Ocean Current Turbine
[IEEE] 2026-9-14 | Multi-Objective Optimal Reconfiguration of New-Type Distribution Systems Based on Benders Decomposition and DistFlow
[IEEE] 2026-9-14 | Research on Three-Level LLC Resonant Converters for High-Voltage Input and Low-Voltage Output
[IEEE] 2026-9-14 | WOA-Optimized TCN-BiLSTM-SA for Short-Term Photovoltaic Power Forecasting
[IEEE] 2026-9-14 | A High-Density Crowd Detection and Abnormal Gathering Early Warning Method Fusing Shallow Directional Convolution and Dynamic Upsampling
[IEEE] 2026-9-14 | AI-Driven Business Intelligence and Data Analytics Framework for Smart Tourism in Oman
[IEEE] 2026-9-14 | Graph-Layered Parallel Carbon Emission Flow Calculation for Large-Scale Power Systems
[ACM] 2026-9-13 | Breaking the Single-Entry Bottleneck: Dynamic Write Routing for Heterogeneous Key-Value Stores
[ACM] 2026-9-13 | S2PAR: Scalable Surface Code Ancilla Routing Card for Distributed Fault-Tolerant Quantum Computing
[ACM] 2026-9-13 | CARE-MoE: Correlation-Aware Expert Placement and Semantic Equivalence Routing for MoE LLM Inference on Edge Devices
[ACM] 2026-9-13 | A SYCLic Investigation of SYCL Ecosystems: UniSYCL for Heterogeneous Scaling
[ACM] 2026-9-14 | Cultural Orientation Shapes Moral Judgments of Autonomous Vehicle Dilemmas
[ACM] 2026-9-14 | Towards Intelligent Virtual Agents for Visual Monitoring of Assembly Tasks
[IEEE] 2026-9-14 | Stochastic Finite-Adaptability Robust Optimization for Industrial Utility Systems Coupled With Green-Ammonia
[IEEE] 2026-9-14 | Cybersecurity-4
                    <sup>th</sup>
                    Industry Revolution Integrated Framework for Sustainable Construction Environment
[IEEE] 2026-9-14 | Economic Analysis of the Implementation of Fixed Time-of-Use Electricity Pricing and User-Side Energy Storage Projects
[ACM] 2026-9-14 | Fun Optimizations for eBPF Programs and How to Enable Them
[ACM] 2026-9-14 | Shadix: A Distributed Message Broker Leveraging Shared Disaggregated CXL Memory
[IEEE] 2026-9-14 | Big Data Infrastructure, Security &amp; Integrity, Cloud Framework, Data Governance Cybersecurity, and Data Integrity Solutions
[IEEE] 2026-9-14 | Deep Learning for Automated Solar Panel Inspection: Evaluating CNN Architectures for Dust Detection
[IEEE] 2026-9-14 | Improvement of a Multi-Cooling Source-End Load Coupling Model for Data Center Thermal Field Regulation and Energy Consumption Optimization
[IEEE] 2026-9-14 | Experimental Study on Single-Phase Controllable Impedance Module with Current-Oriented Control
[IEEE] 2026-9-14 | Latent Representation-Driven Lightweight Anomaly Detection for Indoor Inspection Robots
[IEEE] 2026-9-14 | IEEE App
[IEEE] 2026-9-14 | A Relaxed Quadratic-Program-based Framework for Trajectory Tracking of Unicycle Robots with Singularity Avoidance
[IEEE] 2026-9-14 | Experimental Validation of MPC-Based Attitude Control for an Underwater Robot
[IEEE] 2026-9-14 | Lacofd: A Leakage-Aware Contrastive Few-Shot Intelligent Diagnosis Framework for Cross-Condition Rotating Machinery
[IEEE] 2026-9-14 | Time-Frequency Analysis for Temperature Measurement and Control in DED-LB/M processes
[IEEE] 2026-9-14 | Preface
[IEEE] 2026-9-14 | A Continuum Laparoscopic Robot with Distal Zoom and Orientation Decoupling for Automatic Field-of-View Control
[IEEE] 2026-9-14 | Research on the Characteristics of User Electricity Consumption Behavior Based on the Analysis of a CNN-BiLSTM-ECA Hybrid Model
[IEEE] 2026-9-14 | CipherGuard: AI-Driven Ransomware Decryption Tool
[ACM] 2026-9-13 | TileSpMM: A Variable-Size Tiled Algorithm for Sparse Matrix-Matrix Multiplication on Tensor Cores
[ACM] 2026-9-13 | Towards High-Fidelity yet Low-Overhead Gradient Compression for In-Network Aggregation
[ACM] 2026-9-13 | Fine-grained Computation-Communication Overlap via Tile-level Signaling and Scheduling for Mixture-of-Experts
[ACM] 2026-9-14 | When appearance meets personality: robot age and individual differences in the evaluation of cheating robots
[ACM] 2026-9-14 | Identity in the Loop Cognitive Ergonomics of the Mediated Voice and the Future of Service Work
[IEEE] 2026-9-14 | Detecting LLM-Assisted Academic Dishonesty Using Keystroke Dynamics
[IEEE] 2026-9-14 | Smart City Communication
[IEEE] 2026-9-14 | Seeing Is Doing: How Visual Hierarchy and CTA Design Lift Online Campaign Response
[IEEE] 2026-9-14 | Micro-UAV Cross-View Geolocalization With Dynamic Interference
[IEEE] 2026-9-14 | AI-Driven Sustainable EV Infrastructure Planning Using Geopolymer Concrete: A Review Framework for Smart Cities
[IEEE] 2026-9-14 | Buried Interface Engineering via Modified Self-Assembled Molecules for High-Performance Inverted Perovskite Solar Cells
[IEEE] 2026-9-14 | A Systematic Study of Head Pose Representations and Fusion Strategies for Word-Level Visual Speech Recognition
[IEEE] 2026-9-14 | Risk-Informed Multi-Agent Reinforcement Learning for Embedded Systems on Resource-Constrained Hardware
[IEEE] 2026-9-14 | Virtual Force-Based Routing of Modular Agents on a Graph
[IEEE] 2026-9-14 | Experimental Evaluation of a Compact Hybrid Cooling Greenhouse for Controlled Agriculture in Oman's Summer Climate
[IEEE] 2026-9-14 | Adaptive Control of Floating Offshore Wind Turbines with Time-Varying Frequency Waves
[IEEE] 2026-9-14 | Design and Performance Analysis of a Trimaran Unmanned Surface Feeding Robot for High-Level Pond Aquaculture
[IEEE] 2026-9-14 | Study on the Influence of Proximity Effect on the Error of Capacitive Voltage Divider-Type EVT for Primary and Secondary Integrated Equipment
[IEEE] 2026-9-14 | Trustworthy LLMS in Healthcare: A Survey of Graph RAG, Neurosymbolic Integration, and Explainability by Design
[IEEE] 2026-9-14 | Intelligent Promotional Message Throttling in 5G Networks Using NWDAF
[IEEE] 2026-9-14 | Defending Against Periodic Jamming: A Routing Protocol for UAV Networks with Neighborhood Collaboration
[ACM] 2026-9-14 | McZero: Memory-Controller-Supported Page Zeroing with LPDDR6 Metadata
[ACM] 2026-9-13 | ATLAS: Enabling an Asynchronous State-Aware Pipeline for Efficient Training of Temporal Graph Neural Networks
[ACM] 2026-9-13 | MillionQAOA: A Dividable QAOA Framework for Solving Million-Vertex-Scale Max-Cut Problems
[ACM] 2026-9-13 | TileGEMM: Boosting the Performance of GEMM on AMX-Powered CPUs by Exploiting Data Reuse
[ACM] 2026-9-14 | Towards a Better Understanding of Connectedness: An Exploratory Study of Items on the Work Desk
[ACM] 2026-9-14 | Design through counterfactual theatre: an embodied simulation method for designing digital social touch
[IEEE] 2026-9-14 | Development of a Low-Cost Cyber Glove Interface for Controlling a 3D-Printed Robotic Arm
[IEEE] 2026-9-14 | Enhancing Safety and Efficiency in Blood Supply Chain Management Through Automation and Real-Time Monitoring
[IEEE] 2026-9-14 | Design Perspectives on Reconfigurable Low-Power VLSI Architectures for Multimodal Biomedical Image Segmentation
[IEEE] 2026-9-14 | Fuzzy Logic-Based Model for Quantifying Self- Management Performance of Type 1 Diabetes
[IEEE] 2026-9-14 | A Hybrid Control Strategy for Permanent Magnet Synchronous Motors Based on H∞ and Inner-loop Control
[IEEE] 2026-9-14 | Backstepping Time-Gap Control for Platooned Autonomous Vehicles: A Multi-Robot Virtually Decentralized Implementation
[IEEE] 2026-9-14 | Expert Information Reconstruction-based Policy Learning for Energy Management Strategy in Hybrid Electric Vehicles
[IEEE] 2026-9-14 | Prediction of Exoskeleton-Induced Upper-Limb Movement Intention from Electromyography Signals Using Convolutional Neural Networks
[IEEE] 2026-9-14 | Constraint-preserving QAOA for multi-agent task allocation
[IEEE] 2026-9-14 | Pitot-Aided Attitude and Air Velocity Estimation with Almost Global Asymptotic Stability Guarantees
[IEEE] 2026-9-14 | Comparative Evaluation of DRL-Based HVAC Controllers for Building Electricity Consumption Optimization
[IEEE] 2026-9-14 | DreamerNBV: Model-Based Active View Planning for 3D Reconstruction with 3D Gaussian Splatting
[IEEE] 2026-9-14 | Experimental Realization of ATmega328P-Based Multi-Sensor Data Acquisition and Logging System
[IEEE] 2026-9-14 | Optimizing Online Food Delivery Capacity Planning Using Simulation-Based Optimization
[ACM] 2026-9-14 | Proceedings of the 4th Workshop on eBPF and Kernel Extensions
[ACM] 2026-9-13 | Async-Checkpoint: Redesigning Gradient Checkpointing with Asynchronous Execution
[ACM] 2026-9-13 | PINCH: Predictive Importance-Sampling-Informed Cache for I/O-Bound DNN Training
[ACM] 2026-9-13 | Scaling Synthetic-Image Pre-Training for Federated Fine-Tuning of Large Vision Models
[ACM] 2026-9-14 | Embodying Conversational Agents in Paediatric Speech Therapy: A systematic review
[ACM] 2026-9-14 | The Generation Effect and AI-Assisted Writing: Towards a Framework of Cognitive Fidelity
[ACM] 2026-9-14 | Preventing Context Collapse in Human–AI Knowledge Work Using Checkable Governance
[ACM] 2026-9-14 | Personal Research Ontologies for Personal Open Science
[IEEE] 2026-9-14 | CNN Vision Multi-Modal Perception for Robo-Arm Manipulation in Automotive Repair Tasks
[IEEE] 2026-9-14 | AI-Powered Adaptive Learning: Investigating Effects on Student Engagement and Academic Outcomes
[IEEE] 2026-9-14 | Fashion ABSA Analyzing User Generated Comments with Supervised Machine Learning
[IEEE] 2026-9-14 | Kinesis: A Proposed Sensor Driven System for Longitudinal Neuromotor Function Analysis
[IEEE] 2026-9-14 | Public Transport for Sustainable Urban Mobility in Oman
[IEEE] 2026-9-14 | Neuranics Demonstrates MiMiG, the First Wearable Multichannel Magnetic-Sensing Wristband [News From the Industry]
[IEEE] 2026-9-14 | Trojan Attacks on Neural Network Controllers for Robotic Systems
[IEEE] 2026-9-14 | CPS-Based Multi-Time Scale Evaluation of Frequency Regulation Performance and Influencing Factors in Provincial Power Grids
[IEEE] 2026-9-14 | Research Progress on Halide Composite Solid-State Electrolytes: Interface Engineering and Performance Optimization
[IEEE] 2026-9-14 | Smartkick: An Integrated Artificial Intelligence Framework for Football Injury Risk Prediction and Workload Optimization
[IEEE] 2026-9-14 | A Hierarchical Nonlinear Predictive Controller for Ramp-rate Mitigation in Hybrid Energy Systems with Solar Photovoltaics
[IEEE] 2026-9-14 | ICGSP 2026 Author Index
[IEEE] 2026-9-14 | Lightweight SE-Attention CNN with Multi-Signal STFT Fusion for Fault Diagnosis of Multi-Port MMC Flexible Distribution Transformers
[ACM] 2026-9-13 | Cuckoo-GPU: Accelerating Cuckoo Filters on Modern GPUs
[ACM] 2026-9-14 | Engineering Predictable Turing Patterns for Spatial Organisation in Swarm Robotics
[IEEE] 2026-9-14 | IEEE Foundation
[IEEE] 2026-9-14 | A Digital-Twin-Driven Framework for Traffic and Energy Management Leveraging Generative AI
[IEEE] 2026-9-14 | An Experimentally Validated Hybrid Control Strategy for Robust Contact Detection and Force Regulation
[IEEE] 2026-9-14 | Resilient Sliding-Mode Cooperative Adaptive Cruise Control under FDI Attacks and Actuator Faults
[IEEE] 2026-9-14 | MDA-Tracker: Motion-Direction Aware Cascaded Association for UAV Multiobject Tracking
[IEEE] 2026-9-14 | Embedded Implementation of Linear Model Predictive Control on Programmable Logic Controller
[IEEE] 2026-9-14 | WSES 2026 Author Index
[IEEE] 2026-9-14 | Virtual Power Plant-Distributed Energy Resource Partition Transaction Evolution Analysis Method Driven by Network Constraints
[IEEE] 2026-9-14 | Heterogeneous Multi-Agent Autonomous Learning and Safe Cooperative Decision-Making
[IEEE] 2026-9-14 | Electromechanical Transient Model for Doubly-Fed Induction Machines Applicable to High Inertia Energy Storage Synchronous Condenser
[IEEE] 2026-9-14 | WSES 2026 Copyright Page
[IEEE] 2026-9-14 | Modeling of a Matrix-Type Dual Active Bridge in Three-Phase AC Grid Applications
[ACM] 2026-9-14 | Human behavior facing a vehicle in shared spaces: investigating the relation between action and perception
[ACM] 2026-9-14 | Safeguarding Human Potential in Automated Work Systems: A Capability-Centred Framework for Design and Evaluation
[IEEE] 2026-9-14 | Point Cloud-Based Multi-Robot Collaborative Spray-Painting Trajectory Planning and Production Line Simulation for Automotive Body
[IEEE] 2026-9-14 | A Collaborative Planning Method for Offshore Wind Power and Onshore Grids Considering Network Topology and Carbon Emission
                    <sup>1</sup>
[IEEE] 2026-9-14 | Hierarchical Sparse Nonlinear Optimization Method for Weather Control
[ACM] 2026-9-14 | A Class of
                    <i>C</i>
                    <sup>2</sup>
                    Point-Normal Subdivision Surfaces and Their Exact Evaluation at Arbitrary Parameters
[ACM] 2026-9-14 | Exploring Trust Factors in Designing AI-Supported Performance Appraisal System
[ACM] 2026-9-13 | MIGServe: Layout-Aware Multi-Instance GPU Management for Efficient LLM Serving
[ACM] 2026-9-13 | Toward Continuous Service in Enterprise-Level Distributed Block Storage Systems
[ACM] 2026-9-13 | AeroFlow:Accelerating Serverless Workflows through Serialization-Free WebAssembly Execution
[ACM] 2026-9-13 | BR-MoE: A Memory-Budget-Aware Co-Design Framework for Efficient MoE Inference on Resource-Constrained GPUs
[IEEE] 2026-9-14 | Front Matter
[ACM] 2026-9-14 | What’s in Your Software Repair Kit?
[IEEE] 2026-9-14 | Short-Term Load Forecasting for Low-Voltage Distribution Areas Based on BiLSTM-Seq2Seq-Attention
[IEEE] 2026-9-14 | Decision-Centric Multi-Horizon LSTM for Forecast-Aware VLAN Provisioning in SDN
[IEEE] 2026-9-14 | Learning to Lay Out: GAN-Guided Visual Grammar for Graphic Design Readability
[IEEE] 2026-9-14 | Crit-to-Craft: Automatic Scoring and Refinement of Graphic Layouts for Studio Workflows
[IEEE] 2026-9-14 | Comparative Investigation of FOPI Controller's Efficiency for Non-Linear Heat Exchanger Systems
[IEEE] 2026-9-14 | Smart Railway Track Fault Detection and Real- Time Alert Mechanism
[IEEE] 2026-9-14 | IEEE Feedback
[IEEE] 2026-9-14 | 2026 5th MEC International Conference on Advanced Data Analytics and Artificial Intelligence for Sustainable Smart Cities (ICADAAI)
[IEEE] 2026-9-14 | Dynamic Closed-Loop Grasping Via an Enhanced Thinkgrasp Framework
[IEEE] 2026-9-14 | Design and Simulation of a Wheeled Mobile Robot Control System Based on Sliding-Mode Variable-Structure Algorithm
[IEEE] 2026-9-14 | Electricity Price-Aware Control Strategies for Multilevel Mine Dewatering Systems
[IEEE] 2026-9-14 | Research on Memory Models for Concurrent Operations of Data Streams
[IEEE] 2026-9-14 | On Discretisation Frameworks for Nonlinear Optimal Control of Wave Energy Systems
[IEEE] 2026-9-14 | A Primal-Dual-Based Active Fault-Tolerant Control Scheme for Cyber-Physical Systems: Application to DC Microgrids
