[2026-08-20 09:35:37] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | Realizing Logical Diagonal Gates via Transversal Physical $Z$-Rotations in CSS Codes
[IEEE] 2026-8-19 | Radial Gray-Level Attenuation Model for Binary Secretion Detection in Pulmonary OCT Imaging
[IEEE] 2026-8-19 | Multi-Agent Based Time Critical FaaS Scheduling in Edge-Cloud Continuum
[IEEE] 2026-8-19 | Implementation Of An Engine Start Monitor Using Classic AUTOSAR Platform
[IEEE] 2026-8-19 | Preliminary Validation of a 3D-Printed Skin-Attached Flexible Strain Sensor for Respiratory Monitoring
[IEEE] 2026-8-19 | A Modified Carrier-Based PWM Technique for 3-Phase 3-Level NPC Fed Induction Motor Drives
[IEEE] 2026-8-19 | Influence of Raster Angle on the Electromechanical Performance of Single-Layer FDM-Printed Flexible Strain Sensors
[IEEE] 2026-8-19 | Low Cost and Efficient IoT Trap System for Remote Monitoring of Olive Fruit Fly Attacks
[IEEE] 2026-8-19 | An Ensemble Machine Learning Framework for Anomaly-Based Vulnerability Detection and Assessment
[ACM] 2026-8-20 | From Explanations to Reflective Questions in Human-AI Decision-Making
[IEEE] 2026-8-19 | AI-Driven Cyber Threats and the Force Majeure Clause: A Quantitative Study of Professional Perspectives
[IEEE] 2026-8-19 | Are We Still Searching Manually? Automatic TMS Motor Hotspot Localization via Tabu Search
[IEEE] 2026-8-19 | Effect of High-Stiffness TPU Encapsulation on the Metrological Performance of a Wearable Fiber Bragg Grating Cardiorespiratory Sensor
[IEEE] 2026-8-19 | SmartSpend: A Hybrid OCR-LLM Framework for Automated Expense Analysis and Semantic Categorization
[IEEE] 2026-8-19 | Dynamic Event-Triggered Adaptive Backstepping Control for a 2-DOF Robot Manipulator
[IEEE] 2026-8-19 | Be My Sight – Blind Assistance App
[IEEE] 2026-8-19 | Impact of E-Commerce Business on the Growth of Country's Economy
[IEEE] 2026-8-19 | PlatePlanner: A Service-Oriented Architecture for Hybrid Recipe Retrieval and Pantry-Aware Meal Planning
[IEEE] 2026-8-19 | Research Status of Multi-Source Data Fusion in Digital Twin for Robotic Processing
[IEEE] 2026-8-19 | UncertainNet: Monte Carlo Dropout Bayesian Deep Learning for Calibrated Liver Fibrosis Staging from Ultrasound Images in Data-Scarce Settings
[IEEE] 2026-8-19 | Point Cloud Weld Seam Recognition and Trajectory Generation Based on Multi-Scale Edge-Aware Channel Attention and Self-Attention Collaboration
[IEEE] 2026-8-19 | Preliminary Assessment of Manufacturing Process Variability of Composite Materials for Arterial Surrogates
[ACM] 2026-8-19 | End-to-End Robotic Action Training Framework via Monocular Human Video and Data-Driven Reinforcement Learning
[ACM] 2026-8-19 | Data-Driven Study on the Correlation between Meteorological Factors and the Distribution of Traditional Chinese Medicine Syndromes in Infectious Diseases
[ACM] 2026-8-19 | Classifynew: Evaluating News Classification via Simulated Editorial Collaboration
[ACM] 2026-8-19 | Three-Layer Pipeline Architecture for Precise Gong-Che Notation Recognition Based on YOLOv8 and Lightweight CNN
[IEEE] 2026-8-19 | X-ray-based Quantitative Bone Composition Analysis as the Primary Outcome in Predicting [Ra]Ra Deposition_supp1-3724604.docx
[IEEE] 2026-8-19 | GrAPL 2026 Keynote 1
[IEEE] 2026-8-19 | Message from the HCW 2026 Steering Committee Chair
[IEEE] 2026-8-19 | Autonomous Patient-Specific Geometry-Aware Planning and Control Framework for Robotic Transcatheter Tricuspid Valve Intervention
[IEEE] 2026-8-19 | Editorial: Advanced Biophotonics in Emerging Biomedical Technologies and Devices
[IEEE] 2026-8-19 | Blockchain-Based Anonymous and Accountable Data Redaction for the Industrial Internet of Things
[IEEE] 2026-8-19 | Spatiotemporal variation of near-surface NO in Northeast Asia under extreme scenarios: A comparative analysis of China and South Korea for the pre-, co-, and post- COVID-19 pandemic_supp1-3724664.docx
[IEEE] 2026-8-19 | Actionable Counterfactual Explanations Using Bayesian Networks and Path Planning with Applications to Environmental Quality Improvement
[IEEE] 2026-8-19 | Insulation Challenges in Medium-Voltage High-Frequency Transformers for Solid-State Transformers: A Review of Mechanisms, Diagnostics, and Mitigation_supp1-3724552.docx
[IEEE] 2026-8-19 | Robust High-Temperature Demodulation of Sapphire-Fiber MEMS Fabry-Pérot Pressure Sensors via Physics-Informed Multi-Domain Fusion_supp1-3725101.pdf
[IEEE] 2026-8-19 | Equilibrium Strategies for Bilateral Link Network Formation With Multiple Heterogeneous Utilities_supp1-3719669.pdf
[IEEE] 2026-8-19 | Edge-Only Universal Adversarial Attacks in Distributed Learning
[IEEE] 2026-8-19 | 2026 Volunteer Service Awards
[IEEE] 2026-8-19 | LadderMIL: Multiple-instance Learning with Coarse-to-Fine Self-Distillation
[IEEE] 2026-8-19 | Design of a Low-Profile Wideband Reconfigurable Transmitarray Antenna with Dual-Circularly Polarized Bidirectional Radiation
[IEEE] 2026-8-19 | A Low-Latency Reconstruction-Based Symbol Error Correction for PAM-4 DSP-Based Wireline Receivers
[IEEE] 2026-8-19 | Masthead
[IEEE] 2026-8-19 | SNIPTEST: Fuzzing Multi-Level Code Slices for Validating Vulnerabilities
[IEEE] 2026-8-19 | A Traceable Vectorial Calibration for MEMS Accelerometers Using Industrial Robotic Manipulators
[ACM] 2026-8-19 | Computer-Aided Elucidation of Acetamiprid Adsorption by a Sodium-Alginate/Saccharomyces cerevisiae Composite Adsorbent and Its Protective Effects on Bumblebees
[ACM] 2026-8-19 | AI-Assisted Diagnosis of Skin Diseases Based on Deep Learning
[IEEE] 2026-8-19 | Design and Optimization of “Zero-Burden” Supernumerary Robotic Limb with M-Shape Assistive Strategy
[IEEE] 2026-8-19 | Modality Inflation: Energy Characterization and Optimization Opportunities for MLLM Inference
[IEEE] 2026-8-19 | Structural Optimization of a Cable-Driven Manipulator for Efficient Stable Grasping
[IEEE] 2026-8-19 | First Approach of Direct Ink Writing for a Sensorized Arterial Surrogate
[IEEE] 2026-8-19 | High-Performance Hyperspectral Brain Tumor Analysis on Versal ACAP
[IEEE] 2026-8-19 | An Electric Eel Optimization Framework for Power Loss Reduction and Voltage Stability Enhancement in Transmission Networks with FACTS
[IEEE] 2026-8-19 | Integrated Energy and Cost Management in Electric Vehicle and Hydrogen Vehicle Parking Facilities
[IEEE] 2026-8-19 | Toward Sequential Omnipolar Mapping: Effect of Inter-Beat Variability in a 2D Simulation Study
[IEEE] 2026-8-19 | Heterogeneous Acceleration Framework for Unified Rendering of Hybrid NeRF-Mesh Representation
[ACM] 2026-8-20 | How Do You Feel About Dinner? Developing a VR Multi-User Scenario to Foster Perspective-Taking in Adolescents with Anorexia Nervosa and Their Parents
[IEEE] 2026-8-19 | Ensemble Machine Learning Framework for ERP Financial Risk Detection and Classification in Enterprises
[IEEE] 2026-8-19 | Portable PCU for Solar PV-BESS/ Grid Multiport EV Battery Charging
[IEEE] 2026-8-19 | IEEE Recommended Practice for Human Factors Applications of Computerized Operating Procedure Systems (COPS) at Nuclear Power Generating Stations and Other Nuclear Facilities
[IEEE] 2026-8-19 | Quantum-Optimized Ride-Pooling for Urban Mobility Using QUBO and Hybrid Quantum-Classical Algorithms
[IEEE] 2026-8-19 | Preliminary Analysis of Aerosol Jet Printed Solid-Contact K
                    <sup>+</sup>
                    Sensors for Rapid Soil Extraction
[IEEE] 2026-8-19 | Enabling low-latency virtualized audio in Xen using a vhost-user backend
[IEEE] 2026-8-19 | Reliability and Safety-Driven Zero Trust Network Access Enforcement Using RADIUS and PostgreSQL: A MAC-Based Authentication Framework for Distributed Retail Environments
[IEEE] 2026-8-19 | A Knowledge Graph–Driven Multimodal Framework for Drug&amp;ndash;Disease Association Prediction_supp1-3724872.docx
[IEEE] 2026-8-19 | Improved Sliding Mode Velocity Controller for Dither-Injected PI Based DTC-SVM of LIM for Linear Induction Motor
[IEEE] 2026-8-19 | Piloting Kenya’s First Master’s Program in Technical Communication: Digital Innovation, Intercultural Challenges, and Lessons for Higher Education in the Global South
[IEEE] 2026-8-19 | 2026 IEEE Zooming Innovation in Consumer Technologies International Conference (ZINC)
[IEEE] 2026-8-19 | Adaptive Hand-Eye Calibration for Robotic Chromatic Confocal Sensors Based on Intensity-Response Confidence Weighting
[IEEE] 2026-8-19 | Deriving Symbolic AET Using Locality Identity Equation
[IEEE] 2026-8-19 | Prediction of Cardiovascular Disease While Maintaining Data Privacy
[IEEE] 2026-8-19 | Lightweight CNN Model for Leaf Disease Classification: A MobileNetV2 Approach with Enhanced Evaluation Metrics
[IEEE] 2026-8-19 | Agentic AI-Based Threat Hunting in Autonomous Security Networks
[IEEE] 2026-8-19 | Joint AoI and SWIPT-Aware Scheduling via Multi- Agent Deep Reinforcement Learning
[IEEE] 2026-8-19 | Efficient Communication-Aware Distributed ∆-Stepping for Single-Source Shortest Paths
[ACM] 2026-8-20 | AI FoMO in SME Decision-Makers’ Reflections on AI Adoption: A Mixed-Method Approach
[IEEE] 2026-8-19 | Blockchain-Based Document Verification and Authentication System Using AI
[IEEE] 2026-8-19 | Study of Hybrid Deep Learning Architectures and Optimization Strategies in CT/MRI for Accurate Liver and Tumor Segmentation
[IEEE] 2026-8-19 | A Modular Low-Power Environmental Monitoring Node with RAK3172 LoRaWAN Core, Dual-Path Logging and Low-Cost Sensors
[IEEE] 2026-8-19 | A Patent Landscape of Vision-Based Vigilance Monitoring for Heavy Vehicles and Rail: Taxonomy, Trends, and Validation Gaps for Occupational Safety
[IEEE] 2026-8-19 | A Trustless Peer-to-Peer Model for Privacy-Enhanced Financial Transfers
[IEEE] 2026-8-19 | Preliminary Assessment of Printed Strain Gauges for Instrumented Bioreactors
[IEEE] 2026-8-19 | Intelligent PID Gain Adaptation Using Reinforcement Learning for D-Q Axis Grid-Forming Inverter Control
[IEEE] 2026-8-19 | AI-Powered Automatic Quiz Generator with Explanations and Summarization for Educational Content
[ACM] 2026-8-20 | Econauts: A Gamification- and Microlearning-based (mobile) Approach to Foster Action Competence within the Circular Economy Transition
[IEEE] 2026-8-19 | Unified Analytical Framework for Emergency RIS-UAV Networks Under Practical Impairments
[IEEE] 2026-8-19 | Facial Affect Analysis for Service-Oriented Systems: Advances, Challenges, and Future Visions
[IEEE] 2026-8-19 | Privacy-Enhanced Autism Screening Through Federated Learning with Deep CNN Feature Extractors
[IEEE] 2026-8-19 | Surface-Matched Millimeter-Wave 3-D Sparse Imaging Based on the ADMM Framework
[IEEE] 2026-8-19 | Human-Machine Coupling Modeling and End-Effector Stability Control of Wearable Weapon Arm
[IEEE] 2026-8-19 | AI-Driven Protection Scheme for High-Voltage Series-Compensated Dual-Circuit Transmission Lines
[IEEE] 2026-8-19 | Impact of Capital Structure on Firm Profitability: Evidence from Emerging Markets
[IEEE] 2026-8-19 | Multi-GPU Memory Coherence for BLAS Matrices
[IEEE] 2026-8-19 | Quantitative Characterization of Host-Initiated CUDA Memory Allocators: Performance, Fragmentation, and Concurrency Trade-offs
[IEEE] 2026-8-19 | Cryptographically Computable Self-Learning Activation Functions for Privacy-Preserving Logistic Regression with Homomorphic Encryption
[IEEE] 2026-8-19 | Attention-Augmented 3D CNN Ensemble for Schizophrenia Detection Using Resting-State fMRI
[IEEE] 2026-8-19 | Predict Fuel Efficiency Using TabNet
[IEEE] 2026-8-19 | Performance Enhancement of Vehicle-to-Vehicle Energy Transfer Using ANN-Based Converter Control
[IEEE] 2026-8-19 | Carbon-switch: Intelligent Model for Sustainable AI Inference
[IEEE] 2026-8-19 | Exploration of 24-hour ECG signal quality index using ensemble tree classifier with set of nonlinear features
[IEEE] 2026-8-19 | Front Cover
[IEEE] 2026-8-19 | ZINC 2026 Copyright page
[ACM] 2026-8-19 | ASC-MDFE: The Joint of Adaptive Semantic Calibration and Multi-scale Difference Feature Extrantion in Change Detection
[ACM] 2026-8-19 | Design of AI-assisted Game Plot Generation and Player Decision Simulation System
[ACM] 2026-8-19 | Research on a Real-Time Micro-Course Digital Human Generation System Integrating GPT-SoVITS and HeyGem - With a Focus on Lightweight Implementation of AIGC Technology in Educational Scenarios
[ACM] 2026-8-19 | SemGG: Semantic-Guided 3D Gaussian Head Synthesis
[ACM] 2026-8-19 | Homography Alignment and Multi-angle Attention Joint Prompt Learning for Non-aligned RGBT Tracking
[ACM] 2026-8-19 | Model and Application of Intelligent Decision Support System for Optimal Allocation of Resources in Smart Library
[ACM] 2026-8-19 | Early Identification Model for Obsessive-Compulsive Disorder Based on Natural Language Processing and Affective Computing
[ACM] 2026-8-19 | VentGuard: A Machine Learning-Based Real-Time Anomaly Detection and Early Warning System for Mechanical Ventilator Monitoring
[ACM] 2026-8-19 | Complete mitochondrial genome sequencing and characterization of the medicinal plant Lepidium apetalum
[ACM] 2026-8-19 | An optimized non-contact, precise heart rate detection algorithm for a 60GHz millimeter-wave radar that integrates 1D-Unet
[IEEE] 2026-8-19 | Computer Society Information
[ACM] 2026-8-19 | Learning a YOLO-based Bridge Pier Surface Defect Detector via Single Image Diffusion Generation
[ACM] 2026-8-19 | A Multi-Scale Representation Learning Approach for Network Traffic Anomaly Detection--Multi-Scale Traffic Anomaly Detection
[ACM] 2026-8-19 | Revisiting Bottleneck Design in RetinexFormer via Multi-Scale Feature Fusion
[ACM] 2026-8-19 | Development of a Machine Learning-Driven Evaluation System for Exercise Rehabilitation Guidance Competence in Higher Vocational Nursing Students
[ACM] 2026-8-19 | SSANet: A Spatial-Structure-Aware Network for Cell-Cell Interaction Inference in Spatial Transcriptomics
[IEEE] 2026-8-19 | To Ban or not to Ban: Managing the Livestreaming Service with AIGC Technology
[IEEE] 2026-8-19 | Author Index
[IEEE] 2026-8-19 | A Physical-Informed Super-Resolution Method for Electric Camera Inspired by Active Electric Sense
[IEEE] 2026-8-19 | Remote Awareness of Seafloor Images Collected by AUVs Over Low-Bandwidth Communication Links
[IEEE] 2026-8-19 | Distributed Variational Bayesian Filter for Systems With Heavy-Tailed Elliptical Noises_supp1-3724991.pdf
[IEEE] 2026-8-19 | Parameter-Efficient Retriever-Reader for Trustworthy Table-Text Question Answering Toward Agentic Edge Intelligence
[IEEE] 2026-8-19 | Toward Robust Photoplethysmography-Enabled Acute Mountain Sickness Risk Monitoring With Wearable Electronics
[IEEE] 2026-8-19 | GCN-CNN-Based Bidirectional Heterogeneous Feature Interaction Network for Hyperspectral Image Change Detection
[IEEE] 2026-8-19 | A Lightweight Quantum-Assisted Fair Exchange Protocol for Resource-Constrained Edge IoT
[IEEE] 2026-8-19 | Computing Edge
[IEEE] 2026-8-19 | Stay Connected
[IEEE] 2026-8-19 | Incentives and Evidence in Learned Service Orchestration
[IEEE] 2026-8-19 | Non-Isolated Multiport Converters: A Review on Topology Analysis, Control and Application for Hybrid Energy Systems
[IEEE] 2026-8-19 | Deep Learning-Based Wheat Yield Prediction Using Bidirectional LSTM and Agro-Climatic Time-Series Data in Rajasthan
[IEEE] 2026-8-19 | AI-Based Timeline Tracking of Employee Activities in Smart Workspace
[IEEE] 2026-8-19 | Synergistic Effect of CuO/Ag
                    <sub>2</sub>
                    O Hybrid Structures for Rapid and Selective Near–Room Temperature Hydrogen Sensing
[IEEE] 2026-8-19 | Safeguarding Truth: Fake News Detection Using Machine Learning
[IEEE] 2026-8-19 | Feasibility of a Crossbar High-Density Eddy Current Sensor Array for Structural Health Monitoring Using Inductance to Digital Converters
[IEEE] 2026-8-19 | Accelerating ICA-Based Spectral Power Analysis of Sleep EEG Signals Using Cluster Computing
[IEEE] 2026-8-19 | BrAInXplore: Automated 3D Delineation and Structural Analysis of Brain MRI Data
[IEEE] 2026-8-19 | MedBuddy: AI-Based Healthcare Chatbot Disease Detection System
[IEEE] 2026-8-19 | Ensemble Machine Learning Models for Financial Default Prediction
[IEEE] 2026-8-19 | AI-Driven Tree Canopy Detection for Precision Agriculture Using UAV-Acquired RGB Images
[IEEE] 2026-8-19 | Human-Human-in-the-Loop Optimization of Ankle Exoskeleton Assistance Based on a Real-Time Balance Evaluation Index: A Pilot Feasibility Study
