[2026-05-19 10:20:36] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-18
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605180000+TO+202605182359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 6/1000 | Flying-Stack Modular Multilevel Converter for Wide Range High-AC/Low-DC Medium Voltage Applications
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 7/1000 | Anti-Swing Trajectory Tracking of Slung-Payload UAVs: An Attention-Infused Neural Observer Approach With Output Constraints
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 8/1000 | Context-Conditioned Spatio-Temporal Predictive Learning for Reliable V2V Channel Prediction
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 9/1000 | Analysis of Tripartite Evolutionary Game in Rumor Spreading Decisions Under Reward-Punishment Mechanism
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 10/1000 | HoloMamba: Physics-Aligned State-Space Network for High-Fidelity Single-Shot Holographic Reconstruction
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 11/1000 | Representation-Aligned Atmospheric Light Decoupling for Stable Single-Image Dehazing
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 12/1000 | Pedestrian Activity Classification with Hybrid Deep Learning Models Using Elevated LiDAR 3D Point Clouds
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 13/1000 | Approximate Distributed Coded Computing: Polynomial Codes and Randomized Sketching
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 14/1000 | Decision letter for "A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops"
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 15/1000 | A Multi-Stage Cascade Framework for Face Anti-Spoofing using Lightweight CNNs, Depth-Aware ResNet18, and Implicit 3D Facial Geometry
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 16/1000 | Secure Embedded Hardware Architecture for Embodied Generative Intelligence in Robotic Perception–Action Systems
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 17/1000 | Large Language Models for Software Vulnerability Detection: A Survey of Methods, Evaluation, and Future Trends
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 18/1000 | RF Embedded System for Detecting Hidden Wireless Cameras using Signal Persistence and Active Probing
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 19/1000 | Radar-Communication Physical Layer Security via Fast and Accurate Array Response Control
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 20/1000 | High-Performing Quantum-Safe Password-Authenticated Key Exchange for Mobile Devices
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 21/1000 | Robust Image Denoising: A Method Based on Multi-Scale Local Adaptive Hybrid Iterative Bilateral Filtering
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 22/1000 | Class-Aware Feature Selection with Core and Auxiliary Subsets for Multi-Class Intrusion Detection
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 23/1000 | Enforcing Zero Trust at the Endpoint: A Deterministic, Measurable, and Reversible Hardening Model for Microsoft Defender
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 24/1000 | Dynamic Wireless Power Transfer for Battery-Less Automated Guided Vehicles using Segmented Magneto-Inductive Transmitter Coils
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 25/1000 | Hierarchical Uncertainty-Driven Adaptive Ensemble for Cost-Sensitive Stream Fraud Detection
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 26/1000 | Zero-Knowledge Access Control for Digital Twin Operations: A Privacy-Preserving Framework
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 27/1000 | Generative Deep Learning-Based Object Detection for Secure Image Processing Applications
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 28/1000 | Toward Aquaculture Automation: Image Enhancement and Containment Net Removal for Robust Fish Detection for Behavior Recognition
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 29/1000 | Spectral Based Fatigue Analysis of Roro Ship Structure: Case Study in the Madura Strait
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 30/1000 | Topology-Aware Hierarchical Multi-Agent Deep Reinforcement Learning for Virtual Power Plants
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 31/1000 | Autonomous Multimodal Grievance Redressal System using Generative AI
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 32/1000 | Handwritten Answer Script Evaluation using Multi-OCR Model
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 33/1000 | Dual-Path Holographic Laser-Excited Volumetric Display
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 34/1000 | Universal Approach to Measuring Focused Beam Size for Pulsed-Laser SEE Testing
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 35/1000 | A Parallel Meshless Voronoi Method for Generalized SurfaceNets
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 36/1000 | Passive Electrostatic Elimination of Loading Powder Using Needle Electrode-integrated Pipe-endcap
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 37/1000 | Intensity Discrimination of Electrocutaneous Haptic Feedback Is Enhanced at Low Frequencies and with Repeated Exposure
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
