[2026-07-16 11:01:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[IEEE] 2026-7-15 | Design and Simulation of High-Speed Quantum Reversible Carry Select Adders
[IEEE] 2026-7-15 | Innovative Approach to Defining a New Complex 4D Lighting Efficiency Vector Index - LEVI
[IEEE] 2026-7-15 | SpotNet-v2: A Hybrid Framework for Individual Leopard Identification using Deep Quadruplet Networks and SIFT Verification
[IEEE] 2026-7-15 | PCOSDetect: A Clinically Interpretable Multi-Institutional Machine Learning Framework for Early PCOS Diagnosis
[IEEE] 2026-7-15 | Parameter-Efficient Continuous Adaptation of Large Models in Hierarchical Federated Networks
[IEEE] 2026-7-15 | Securing Web-Driven Data in IoT Ecosystems: Defense Against SQL Injection Attacks
[IEEE] 2026-7-15 | Real Time Plant Disease Detection and Prevention using AI and IoT in Smart Agriculture
[IEEE] 2026-7-15 | Global-optimal State Feedback Control Enforcing Safety and Cooperation of Traffic Lights using Tropical Algebra
[IEEE] 2026-7-15 | A -9.3-dBm Output Power 290-GHz Push-Push Mixer in 28-nm CMOS for Sub-THz Transmitter Applications
[ACM] 2026-7-15 | LVT: A Learned Video Transcoding Framework
[ACM] 2026-7-15 | Confidence vs. Competence: Misalignment in Judgment and Performance for Agentic Software Repair
[IEEE] 2026-7-15 | Retraction Notice: Machine Learning for Signal Processing in Communication Systems
[IEEE] 2026-7-15 | Retraction Notice: Enhancement Of Fault Diagnosis In Mechanical Systems Using Deep Learning Techniques
[IEEE] 2026-7-15 | Retraction Notice: Analysis of The Hevc Transform Unit and Early Partition Termination
[IEEE] 2026-7-15 | 2025 9th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)
[IEEE] 2026-7-15 | Beyond Transportation: Autonomous Vehicles as A Human-City Interface for Future Mobility
[IEEE] 2026-7-15 | Breaker Page
[IEEE] 2026-7-15 | Retraction Notice: A Study on Regression Models for Diabetes using WEKA
[IEEE] 2026-7-15 | Front Matter
[ACM] 2026-7-15 | Multi Layered RBD Simulation
[ACM] 2026-7-15 | OnomatoBridge: Onomatopoeia Translation and Rendering Pipeline in Manga
[ACM] 2026-7-15 | Agentic Query Reformulation for Contextualized Hyper-Personalized Product Search
[ACM] 2026-7-15 | A Graph-Enhanced MLLM for Hierarchical Multimodal Emotion Understanding and Support in Conversations
[ACM] 2026-7-15 | One Pass, Any Order: Position-Invariant Listwise Reranking for LLM-Based Recommendation
[ACM] 2026-7-15 | Seeing the Whole Through the Parts: Discovering Objects through Semantic Part Mining in Weak Supervision
[ACM] 2026-7-15 | Adaptive Autoguidance for Item-Side Fairness in Diffusion Recommender Systems
[ACM] 2026-7-15 | CSyMR: Benchmarking Compositional Music Information Retrieval in Symbolic Music Reasoning
[IEEE] 2026-7-15 | A Novel Ensemble Method for Detecting Energy Theft in Smart Grids
[IEEE] 2026-7-15 | A Real-Time Diagnostic Method for Motor-Side Overcurrent Faults in Traction Systems
[IEEE] 2026-7-15 | A Backstepping-Free Framework for Adaptive Prescribed-Time Stabilization of Uncertain Nonlinear Systems
[IEEE] 2026-7-15 | Wideband Circularly Polarized Dielectric Resonator Transmitarray with High Efficiency
[IEEE] 2026-7-15 | TD3-Based Joint Trajectory-Power-Beamforming Optimization for Secure and Covert UAV-Aided Vehicular Edge Computing_supp1-3711178.pdf
[IEEE] 2026-7-15 | SynthML: Controller Synthesis of UML Activities
[IEEE] 2026-7-15 | Comparative Analysis Of The Application Of LED Lighting In Agriculture In The European Union
[IEEE] 2026-7-15 | A Compact 125-150-GHz Power Amplifier in 90-nm SiGe 9HP+ BiCMOS with 34-dB Gain for Phased-Array Transmitters
[IEEE] 2026-7-15 | A Comparative Analysis of Different Preprocessing Techniques for Detection of Depression from Textual Data
[IEEE] 2026-7-15 | Machine Learning for Advanced Islanding Detection in Distribution Systems
[IEEE] 2026-7-15 | Adaptive Tunnel Lighting Following the Color of Outdoor Natural Light
[IEEE] 2026-7-15 | Implementation of Billing Mechanism for an EV Wireless Charging Station
[IEEE] 2026-7-15 | Ku-Band Doherty Power Amplifier with Differential Power Combiner in an Advanced GaN-on-Si HEMT Technology for 6G FR3 Applications
[IEEE] 2026-7-15 | Spectral Downconversion of High-CCT LED Sources via Commercial Optical Filters: Photometric Efficiency and Colorimetric Compliance Trade-offs
[IEEE] 2026-7-15 | Communication-Efficient Hierarchical Federated Learning via Graph-Based Edge Server Clustering
[IEEE] 2026-7-15 | Semantic-Aware Rate-Splitting Multiple Access for Meaning-Aware Multiuser 6G Communication
[IEEE] 2026-7-15 | Building-Integrated Thermal Mass as Support Infrastructure for Sustainable Data Centre Cooling
[IEEE] 2026-7-15 | Noise Reducing Radio Communication using Adaptive Filter and Artifical Intellegence
[IEEE] 2026-7-15 | CTFANet: Deep Learning for Massive MIMO CSI Prediction using Empirical Data
[IEEE] 2026-7-15 | IoT based Hybrid Renewable Power Genration System
[IEEE] 2026-7-15 | A Segment-Refined Digital Predistortion with Residual-Driven Structural Enhancement for RF Power Amplifiers
[IEEE] 2026-7-15 | Vision-Conditioned Structured Trajectory Planning via Flow Matching and Route-First Decoding
[IEEE] 2026-7-15 | FPGA-based DC Motor Speed Control System Design
[IEEE] 2026-7-15 | Secure Rate-Splitting and RIS Beamforming with Untrusted Energy Harvesting Receivers
[IEEE] 2026-7-15 | Synthesis of Junction-Less Duplexers
[IEEE] 2026-7-15 | Redefining Lensing with Adaptive Metastructures: An Ultrawideband Reconfigurable 3D-Printed Metalens for Future Wireless Front-Ends
[IEEE] 2026-7-15 | Toward 5G Wearables: An Additively Manufactured, Thermoelectric Powered mmID and Integrated Microfluidic pH Sensor
[ACM] 2026-7-16 | CRISP: A JIT Compiled Neuromorphic Simulator
[IEEE] 2026-7-15 | Reconfigurable Pinching-Antenna Assisted Full-Duplex Wireless-Powered Networks under Self-Interference
[IEEE] 2026-7-15 | Physics-Aware Joint Optimization for Embodied Agents via LLM-Based Decision Correction
[IEEE] 2026-7-15 | A 220 to 260 GHz Ultra-Compact, Calibration-Free 5-bit Phase Shifter with 1.8° RMS Phase Error in 9HP SiGe Process
[IEEE] 2026-7-15 | Crop Classification in Heterogeneous Village Landscapes Using High-Resolution Imagery
[IEEE] 2026-7-15 | AI-Blockchain Powered Secure Healthcare Data Management System with Federated Learning and Patient-Owned Records
[IEEE] 2026-7-15 | A Cross-Layer Overlay Architecture for Open RAN-Enabled Integration of Mesh Networks with 5G Private Cores in IIoT
[IEEE] 2026-7-15 | Nightfall-EX Advanced: An Offline TinyML-Based Portable ECG Monitoring and Emergency Alert System
[ACM] 2026-7-16 | Direction-of-Arrival Estimation via Spiking Locally Competitive Algorithm
[IEEE] 2026-7-15 | Water-Quality Digital Twins: A Review of Architectures, State-Space Assimilation, and Alerting
[IEEE] 2026-7-15 | Joint Communication and Sensing Beamforming for Secure Transmission in 6G SAGINs
[IEEE] 2026-7-15 | Distributed Multi-UAV Collaborative Computing in Dynamic MEC Networks
[IEEE] 2026-7-15 | MCM-Leak: Exploiting Mid-Circuit Measurement Control for Covert Quantum Information Leakage
[IEEE] 2026-7-15 | Advancements in Infant Cry Recognition: A Deep Learning Approach for Improved Classification and Analysis
[IEEE] 2026-7-15 | Development of an IoT-Integrated Solar Powered Fish Feeding Mechanism for Sustainable Aquaculture in an Agriculture Farms
[IEEE] 2026-7-15 | Robust Beam Codebooks for mmWave/THz Systems: Toward a Stochastic RL Approach
[IEEE] 2026-7-15 | A 40-GHz Series-Resonance VCO with Windmill-Coupled F-Type Inductive Network Achieving –132.36 dBc Hz PN at a 10-MHz Offset
[IEEE] 2026-7-15 | Intent-Aware Federated GNN-MAPPO for URLLC V2X Resource Allocation
[IEEE] 2026-7-15 | CorneaNet: A Deep Learning Framework for Explainable and Early Detection of Keratoconus from Multimodal Corneal Tomography
[IEEE] 2026-7-15 | Evaluating Deep Neural Networks for Robust and Accurate Image Segmentation
[IEEE] 2026-7-15 | Advancing Responsible AI in 6G: Toward Trustworthy and Sustainable Predictive Handover
[IEEE] 2026-7-15 | A Framework on Human-Autonomy Unified Control and Strategies for eVTOL
[ACM] 2026-7-15 | Let's Plan in OpVerse: An Immersive XR Experience for Thoracoscopic Lung Nodule Surgery
[ACM] 2026-7-15 | MoveTogether: Exploring Physical Co-op Gameplay in Co-located Mixed Reality via Modular Shared Props
[ACM] 2026-7-15 | A Proposal for Simultaneous Multi-User Floor-Based Stereoscopic Imagery
[ACM] 2026-7-15 | Computational Design of 3D-Printable Freeform Caustic Surfaces
[IEEE] 2026-7-15 | Retraction Notice: Design and Development of Ultra-Violet Light Disinfectant Robot
[IEEE] 2026-7-15 | Retraction Notice: Implementation of Efficient Test Case Optimization Technique Using Meta-Heuristic Algorithm
[IEEE] 2026-7-15 | Retraction Notice: Performance Evaluation of Wireless Sensor Network Using AOMDV Routing Protocol
[IEEE] 2026-7-15 | Retraction Notice: Text Recognition Based On Encoder And Decoder Framework
[IEEE] 2026-7-15 | Author Index
[IEEE] 2026-7-15 | Retraction Notice: OCR Recognition System for Degraded Urdu and Devnagari Script
[IEEE] 2026-7-15 | Retraction Notice: Enhanced SBIR based Re-Ranking and Relevance Feedback
[IEEE] 2026-7-15 | Retraction Notice: Haptic Feedback System for Differently Abled Using Their Inputs
[IEEE] 2026-7-15 | Retraction Notice: A recent trends on Big Data analytics
[IEEE] 2026-7-15 | Retraction Notice: Exploration on a Low Power Accuracy Configurable Radix-4adder
[IEEE] 2026-7-15 | Retraction Notice: A Novel Machine Learning Model For Financial Volatility Detection In Corporate Companies
[IEEE] 2026-7-15 | Retraction Notice: Artificial Intelligence Application for Security Issues and Challenges in IoT
[ACM] 2026-7-15 | A Comparative Study of Users' Information-Seeking Practices Across Search Engines and Generative AI Chatbots
[ACM] 2026-7-15 | Named Entity-Driven Graph Smoothing to Enhance Pretrained Document Embeddings in Clustering Tasks
[ACM] 2026-7-15 | A Reproducibility Study of LLM-Based Query Reformulation
[ACM] 2026-7-15 | Set-Based Cross-Domain Recommendation
[IEEE] 2026-7-15 | FSLT: A Federated Split Learning Testbed for 5G Wireless Networks
[IEEE] 2026-7-15 | IEEE CS Career Center
[IEEE] 2026-7-15 | Computing Edge
[IEEE] 2026-7-15 | Retraction Notice: Blockchain Technology for Securing Internet of Vehicle: Issues and Challenges
[IEEE] 2026-7-15 | Retraction Notice: An Approach to Generate Music using Genetic Algorithm
[IEEE] 2026-7-15 | Hierarchical Redactable Blockchain with STCH for Storage Optimization and Dynamic Updates in VEC
[IEEE] 2026-7-15 | ASP: An Adaptive Scaling Predictor with MoE-Enhanced Transformer for Cloud Resource Forecasting
[IEEE] 2026-7-15 | Hybrid Short-Term Wind Power Forecasting Using EEMD and Feature-Temporal Attention-Based TCN-BiLSTM Network
[ACM] 2026-7-15 | FairSpec: Expert Specialization for Fair LLM-based Recommendation
[ACM] 2026-7-15 | Pay Attention to Sequence Split: Uncovering the Impacts of Sub-Sequence Splitting on Sequential Recommendation Models
[ACM] 2026-7-15 | Spectral Tempering for Embedding Compression in Dense Passage Retrieval
[ACM] 2026-7-15 | ColBERTSaR: Sparsified ColBERT Index via Product Quantization
[ACM] 2026-7-15 | Filling the Gaps: Selective Knowledge Augmentation for LLM Recommenders
[ACM] 2026-7-15 | PEARL: Profile-based Explainable Agent for Edge LLM Recommendation via Latent Decomposition
[ACM] 2026-7-15 | HALO: Hyperbolic Adaptation via Lift Overlay for Hierarchy-Aware Cross-Modal Retrieval
[ACM] 2026-7-15 | EviRAG: Evidence-Guided Retrieval-Augmented Generation for Medical Vision-Language Models
[ACM] 2026-7-15 | WeatherArchive: A Benchmark for Retrieval-Augmented Reasoning over Historical Weather Archives
[ACM] 2026-7-15 | Request-Only Optimization for Recommendation Systems
[IEEE] 2026-7-15 | Removing the Influences of Sun-Moon Distance and Sub-satellite Position on Lunar Microwave Data From Microwave Humidity Sounder with Radiative Transfer Model
[IEEE] 2026-7-15 | Vigilant Sentinel: A Multi-Modal Sensor Fusion System for Real-Time Sitting Posture Recognition and Alerting
[IEEE] 2026-7-15 | Explainable and Hardware-Efficient Jamming Detection for 5G Networks Using the Convolutional Tsetlin Machine
[IEEE] 2026-7-15 | A 0.48 W/mm
                    <sup>2</sup>
                    High-Power-Density D-Band Power Amplifier in 250-nm InP HBT Process
[IEEE] 2026-7-15 | NFT Domain Leasing in a Blockchain-Based Secure DNS Framework
[IEEE] 2026-7-15 | Enabling Stable Proactive Handover in O-RAN Through Digital Twin–Driven What-If Analysis
[IEEE] 2026-7-15 | A 200Gbps 0.67 pJ/bit Transceiver Front-End for Silicon-Photonics with Group Delay and Nonlinear Adjustment in 28 nm CMOS
[IEEE] 2026-7-15 | Transformer-Based Approaches for Accurate Vulnerability Detection in Source Code
[ACM] 2026-7-16 | Temporal Sparse Die-to-Die Communication in Heterogeneous Neuromorphic Systems
[IEEE] 2026-7-15 | MTTFormer: A Multi-Branch Integrated Network with Temporal Convolutional Transformers for Motor Imagery Brain-Computer Interfaces
[IEEE] 2026-7-15 | Implementing Gaze Entropy to Evaluate the Design of an eVTOL with SVO Concept
[IEEE] 2026-7-15 | A Zero-Key-Exchange OFDM based Positioning Reference Signal Authentication Approach
[IEEE] 2026-7-15 | A Broadband 360° Distributed Vector-Summing Phase Shifter Achieving &lt;1.99°/0.22-dB RMS Gain and Phase Error Over 8-to-110-GHz Bandwidth
[IEEE] 2026-7-15 | Automated Vehicle Accident Detection and Alert System Using GSM and GPS Technology
[IEEE] 2026-7-15 | Over-the-Air Linearization of Phased Array Transmitters under Load Modulation: One-Stage LUT-Aided Approach
[IEEE] 2026-7-15 | A 2-to-18 GHz Reconfigurable LNA Using Direction Switchable Coupling Presenting 0.78-to-1.24 dB NF in 0.15-μ m GaAs PHEMT
[ACM] 2026-7-16 | Neuromorphic Silicon Neuron Controller for Adaptive Deep Brain Stimulation in Parkinson’s Disease
[IEEE] 2026-7-15 | Federated Learning Meets Random Access: Energy-Efficient Uplink Resource Allocation
[IEEE] 2026-7-15 | Multimodal Emotion Recognition using Audio–Visual Fusion with Emotion Shift and Conflict Detection
[IEEE] 2026-7-15 | UV Irradiation and Lighting Quality at a Multifunctional Sport Field – a Case Study
[IEEE] 2026-7-15 | Multi-Layered Explainable AI for Handover Management in 5G and Beyond Networks
[IEEE] 2026-7-15 | A Privacy-Respecting User Activity Classification Method Based on O-RAN E2 Metrics
[IEEE] 2026-7-15 | A 111.5GHz-to-163.6GHz 37.9%-Tuning-Range −200.3dBc/Hz-FoMT VCO Employing Hybrid Coarse-Magnetic-Tuning and Fine-Capacitive-Tuning Techniques
[IEEE] 2026-7-15 | Interpreting Probabilistic Approaches for Early Detection of Web Phishing Attacks
[IEEE] 2026-7-15 | Adaptive and Context-Aware Capability Exposure with Digital Twins for Beyond-5G Networks
[IEEE] 2026-7-15 | IoT-Integrated Multi-Task Deep Learning Models for Simultaneous Detection of Multiple Diseases in Radiographic Images
[IEEE] 2026-7-15 | A Queuing Theory-based Dynamic Adaptive Energy Sustainability Algorithm in Battery-free Sensor Networks
[IEEE] 2026-7-15 | Dual Input Characterization of an Asymmetric Orthogonal Load Modulated Balanced Amplifier for Enhanced Linear Performance
[IEEE] 2026-7-15 | A Unified Explainable Hybrid ML Framework for Insurance Risk Assessment Using Multisource Data Fusion
[IEEE] 2026-7-15 | Dynamic and Autonomous Deployment of Mobility-Aware Aerial Base Stations in Low-Altitude Emergency Network
[IEEE] 2026-7-15 | Modeling and Optimization of Emergency Hospital Systems Integrating Controlled Stochastic Petri Nets and Max-Plus Algebra Techniques
                    <sup>*</sup>
[IEEE] 2026-7-15 | RIS-Aided Physical Layer Security in MU-MIMO Communications: MUI-Free Precoding Design and Secrecy Sum-Rate Optimization
[IEEE] 2026-7-15 | A Novel Hybrid ML/DL Framework for Assessing Dark Oxygen Flux Production
[IEEE] 2026-7-15 | A Laboratory Infrastructure for Research and Education of Lighting Solutions in Hybrid AC and DC Micro and Nano Grids
[IEEE] 2026-7-15 | A 60GHz LNA and PA Achieving 5dB NF and 35.6% Peak PAE in a Gate-All-Around (GAA) CMOS Process with Backside Power Delivery
[IEEE] 2026-7-15 | A Self-Healing Wireless Mesh Network with AI-Assisted Fault Recovery for Disaster-Resilient Communication
[IEEE] 2026-7-15 | Development of Lung Cancer Detection System Using CNN Model
[IEEE] 2026-7-15 | Energy-Efficient Resource Management for Multimodal LAM Inference in Emergency-Response End-Edge-Cloud Systems
[IEEE] 2026-7-15 | SustainDiet Pro: An Intelligent Dietary Assistant for Athletes Using Mobile Computing
[IEEE] 2026-7-15 | Optically Excited Vanadium Dioxide Switches with DC-330 GHz Bandwidth and Sub-Microsecond Switching Time
[IEEE] 2026-7-15 | Fair Energy Efficient Resource Allocation for Wireless Agent Network (WAN)
[IEEE] 2026-7-15 | Application-Oriented In-Cabin Human Pose Estimation with Six Wearable IMUs and Sensor-Aware Training
