[2026-07-04 10:54:39] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-03
正在获取论文...
[ACM] 2026-7-3 | SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces
[IEEE] 2026-7-3 | CNN-Based Modelling Reveals Temporal Brain Dynamics of Auditory Intensity Processing_supp1-3709314.docx
[IEEE] 2026-7-3 | Adversarially Resilient Task-Oriented Semantic Communication for Speech Emotion Classification
[IEEE] 2026-7-3 | A Digital Twin–Enabled Framework for Battery Degradation Management in Electric Vehicles
[IEEE] 2026-7-3 | CRAM: Cooperative Resource Allocation With Spotlighting for Zero-Interruption ISAC Networks
[IEEE] 2026-7-3 | Electro-thermal simulation and experimental validation of a platinum heater for gas sensors
[IEEE] 2026-7-3 | Resilient Secure Tracking Control for Attitude-Orbit Integrated Spacecraft with Aperiodic DoS Attacks: A Fully Actuated System Approach
[IEEE] 2026-7-3 | 2026 IEEE Mediterranean and Middle-East Geoscience and Remote Sensing Symposium (M2GARSS)
[IEEE] 2026-7-3 | AudioLLM-Enabled Semantic Communication for Multi-Task Speech Transmission
[IEEE] 2026-7-3 | A Cycle-Based Solvability Condition for Real Power Flow Equations
[IEEE] 2026-7-3 | vSTMD: Visual Motion Detection for Extremely Tiny Target at Various Velocities_supp1-3707792.pdf
[IEEE] 2026-7-3 | IWCMC 2026 Cover Page
[IEEE] 2026-7-3 | Series Editorial: Network Softwarization and Management
[IEEE] 2026-7-3 | Fiber-optic Chromatic Dispersion Measurement Based on Enhanced Precision Group Delay Synthesis
[IEEE] 2026-7-3 | Ensemble based Self-Supervised Meta-Learning for Anomaly Detection in Power Systems
[IEEE] 2026-7-3 | An Embedded Digital Twin of DC-DC based on Hybrid RLS for Real-Time Condition Monitoring
[IEEE] 2026-7-3 | An Autonomous and Model-Guided Sampling Framework for Heavy Metals Monitoring in Drinking Water Sources
[IEEE] 2026-7-3 | Iterative Channel Estimation with IDI Suppression for Rectangular-Shaped Waveform based OTFS in Doubly-Selective Channel
[IEEE] 2026-7-3 | Towards Sustainable Mobility: A Comprehensive Review of EV Battery Optimization via AI and Hardware Management
[IEEE] 2026-7-3 | Table of Contents
[IEEE] 2026-7-3 | Technical Program Committee
[IEEE] 2026-7-3 | Compact, Lightweight, Wireless, and Low-Power Fiber Bragg Grating Interrogator Based on MEMS-VCSEL
[IEEE] 2026-7-3 | Hybrid-Field Channel Estimation for XL-MIMO via Joint Sparse Recovery With Off-Grid Refinement
[ACM] 2026-7-3 | A Comparative Analysis of Deep Learning Models for Deployment on an Australian Bushfire Detection Satellite
[ACM] 2026-7-3 | Mixed Material Point Methods for Stiff Elastoplasticity
[ACM] 2026-7-3 | The PhaseTree: Multiphase Signed Distance Fields
[ACM] 2026-7-3 | Surface Power Diagrams for Knit Singularity Placement
[ACM] 2026-7-3 | Efficient Fur and Hair Multiple Scattering Using Volumetric Approximation
[ACM] 2026-7-3 | Role-Aware Virtual Agents for Navigational Interaction guided by a Multimodal Large Language Model
[ACM] 2026-7-3 | Gradient Domain Reconstruction for Monte Carlo PDE Solvers
[ACM] 2026-7-3 | Uncertainty-aware geometry processing on Gaussian Process Implicit Surfaces
[IEEE] 2026-7-3 | 2026 Advanced Topics on Measurement and Simulation (ATOMS)
[IEEE] 2026-7-3 | Track Page
[ACM] 2026-7-3 | To Be or Not To Be: Respecting when Socially Interactive Agents Should or Should Not Conform to Expectations
[ACM] 2026-7-3 | Teaching OpenGL 4.5/4.6 in Introductory Computer Graphics: A Hidden Sweet Spot in Graphics API Education Accessibility
[IEEE] 2026-7-3 | Explainable YOLOv10 Framework for Multi-Class Fault Detection and Severity Estimation in Solar Photovoltaic Modules
[IEEE] 2026-7-3 | DDQN-enabled Online Edge Inference for Diffusion-based GenAI Applications
[IEEE] 2026-7-3 | Density-Adaptive Grant-Free NOMA versus Grant-Based OMA for Mobile Massive IoT: A Stochastic Geometry Framework with Performance Threshold Analysis
[IEEE] 2026-7-3 | Scheduling of Electric Vehicle Charging Considering Grid Profile
[IEEE] 2026-7-3 | Enhanced Method to Classify and Detect Oral Health Issues from Spectral Imaging Using Artificial Intelligence
[IEEE] 2026-7-3 | Dynamic Energy Scheduling and Grid Power Regulation in Photovoltaic Integrated Greenhouse Using Sliding Mode Control
[IEEE] 2026-7-3 | Multitemporal Remote Sensing Data for Multiparametric Drought Monitoring in Agricultural Applications
[IEEE] 2026-7-3 | Record-Thin $(\sim 2 ~\text{nm})$ Wakeup-Free Hzo Ferroelectric Mfm Via Atomic Layer Etching (Ale): Grain Size Enlargement and Ferroelectric Phase Engineering
[IEEE] 2026-7-3 | Perceptions on Energy Labels in Household Appliances: An Exploratory Study of Romanian Consumers
[IEEE] 2026-7-3 | A Modified Current Chopping Control Based Optimized Current Sharing Function for Switched Reluctance Motor in EV Applications
[IEEE] 2026-7-3 | Impact of P&amp;O and Incremental Conductance MPPT Algorithms on DC-Link Voltage Ripple in Photovoltaic Boost Converter Systems
[IEEE] 2026-7-3 | NOMA-based PASS-D2D Communications
[IEEE] 2026-7-3 | Embracing the Cloud: Transforming Higher Education Through Computing Innovation
[IEEE] 2026-7-3 | Morphological Extraction of Hyponym-Hypernym Relations from the Tatar Language Using Parse Tree Analysis
[IEEE] 2026-7-3 | A Scalable Vision-Language-Action Edge Processor with Token Filtering and Hybrid Processing-Near-Memory for 6.7-ms Perception-To-Action Latency in Robot Control
[IEEE] 2026-7-3 | Production-Ready Romanian Text-to-Speech for Commercial Voicebots: A Staged Adaptation Approach
[IEEE] 2026-7-3 | Goertzel-Based Multi-Wavelength PPG for Non-Invasive Blood Glucose Estimation
[IEEE] 2026-7-3 | An IEEE 802.15.4z-Compliant IR-UWB System-on-Chip with 27 dB Self-Interference Cancellation and Reconfigurable TIA for Automotive Radar and Ranging
[IEEE] 2026-7-3 | Improving RSSI Preprocessing for Physical-Layer Secret Key Generation in UAV Networks via Joint Sparse Signal Reconstruction
[IEEE] 2026-7-3 | A 4Gb 32-Layer 3D NOR Flash Test Chip with Innovative Design Methods Enabling Sub-100ns Low-Latency Read and Robust Retention
[IEEE] 2026-7-3 | Synergistic SAR - Optical Remote Sensing Framework for Landslide Mapping
[IEEE] 2026-7-3 | Stages Of Developing Linguistic Resources For The Uzbek English Parallel Corpus Of Official Texts
[ACM] 2026-7-4 | End-to-End Building Model Generation and Validation with CITYdata and MetamEnTh
[IEEE] 2026-7-3 | Distributed Iterative Learning Model Predictive Control for Unmanned Surface Vehicles
[IEEE] 2026-7-3 | 360-Degree Video Streaming with Perceptual Tiling and Parallel Reinforcement Learning
[IEEE] 2026-7-3 | Determining the Slope of a Received Signal Using Second Order Oscillating Systems
[IEEE] 2026-7-3 | Smart Optimization of Hybrid Power Solution for Single-Household Electrification in Lawalong, Chatra, Jharkhand Using HOMER Pro
[IEEE] 2026-7-3 | A Fully Integrated, GBW-Enhanced Tri-Loop, Maximum Ripple Rejection Tracking Analog LDO Achieving Better Than −25.5dB PSR Up to 1GHz and 13ns Settling Time
[IEEE] 2026-7-3 | 10-nm-Gate-Length Nanosheet CNFET with Self-Aligned Extension Doping for Ambipolar Leakage Suppression
[IEEE] 2026-7-3 | A 3-nm Aging Delay Characterization and Timing Error Resilience Framework for CNN Accelerators
[IEEE] 2026-7-3 | Generalized Nonuniform Memory Polynomial Model for Digital Predistortion of RF Transmitters
[IEEE] 2026-7-3 | Enhanced Logic-based Benders Decomposition and Branch-and-Check Frameworks for Distributed Job Shop Scheduling Problem with Discrete Operation Sequence Flexibility_supp1-3708990.docx
[IEEE] 2026-7-3 | Boundary Control of Traffic Density Waves Using a Markov-Switching Stochastic Parabolic PDE Model
[IEEE] 2026-7-3 | An Explainable Machine Learning Framework for Organizational Financial Distress Detection: Evidence from Korean Hospital Panel Data
[ACM] 2026-7-3 | Learning a Delighting Prior for Facial Appearance Capture in the Wild
[ACM] 2026-7-3 | Woodstock: Interactive Modeling of Fungal Wood Decay
[ACM] 2026-7-3 | Implicit Minimal Surfaces for Bijective Correspondences
[IEEE] 2026-7-3 | Wall-Object Multimodal Encoding for Robust Coarse-to-Fine Relocalization Using LiDAR Signals_supp1-3709534.pdf
[IEEE] 2026-7-3 | Multi-frequency Terahertz Mueller Matrix Ellipsometry Driven by Neural Network
[IEEE] 2026-7-3 | Hybrid Physical Layer Authentication in RIS-Assisted V2X Networks
[IEEE] 2026-7-3 | Microscale-Searching Constrained Evolutionary Optimization for Diversity-Distribution-Guided Image Augmentation_supp1-3706679.docx
[IEEE] 2026-7-3 | Facilitating Fast Response of the Heterogeneous Vehicle Platoon Based on the Multi-Delay Proportional-Retarded Controller
[IEEE] 2026-7-3 | USAM: A Unified Safety–Age Metric for Timeliness in Heterogeneous IoT Systems
[IEEE] 2026-7-3 | DRNet: All-in-One Image Restoration via Prior-Guided Dynamic Reparameterization
[IEEE] 2026-7-3 | Fake News Detection Using Machine Learning with Lightweight DistilBERT Deployment
[IEEE] 2026-7-3 | IEEE Innovation Testbed
[IEEE] 2026-7-3 | Pushing the Limits: Unlocking the Potential of Faster-than-Nyquist Signaling
[IEEE] 2026-7-3 | Microwave Radar Imaging System with Large Aperture Sparse-Focused MIMO Array for Concealed Object Detection
[ACM] 2026-7-3 | Automatic identification of domain expressions to build a LEL glossary from Spanish texts
[ACM] 2026-7-3 | Differentiable Physics for Graphics and AI
[ACM] 2026-7-3 | From Cage to Stage: Mapping Aesthetic Dance Movements Onto an Industrial Robot
[ACM] 2026-7-3 | MPM Lite: Linear Kernels and Integration without Particles
[ACM] 2026-7-3 | Improving a Parallel C++ Intel SSE SIMD Linear Genetic Programming Interpreter
[IEEE] 2026-7-3 | Design of Transistor Microwave Amplifiers Using Ideal Matching Two-Ports
[IEEE] 2026-7-3 | Method for Determining the Emissivity Coefficient of the Venous Wall to Improve the Accuracy of Temperature Measurement Using Thermal Imaging in ex vivo Studies
[IEEE] 2026-7-3 | LLM-Driven Hierarchical Federated Orchestration for Privacy-Preserving 6G TN-NTN Networks
[IEEE] 2026-7-3 | An Efficient Quantum Signature Scheme for Secure Wireless Communications in IoT Networks
[IEEE] 2026-7-3 | Two-Stage Quantum Annealing for Sidelobe Suppression in 2-Bit Quantized Phased Arrays
[IEEE] 2026-7-3 | Geo-Environmental Controls on Gully Erosion: A Random Forest Approach in the SROU Basin (Middle Atlas, Morocco)
[IEEE] 2026-7-3 | Comparative study of feature grouping strategies on non-cooperative modulation recognition*
[IEEE] 2026-7-3 | A Multi-Stage Approach for the Analysis of Poetic Texts
[IEEE] 2026-7-3 | Simulation of the Impact of Design and Technology Parameters on the Threshold and Breakdown Voltages of LDMOS Transistors
[IEEE] 2026-7-3 | Ultra-Low Drift (4 mV/dec.) and Excellent Write Endurance (&gt; 3×10
                    <sup>10</sup>
                    ) in Heterostructure Te-Based Selector-Only Memory (SOM) with 2D WS
                    <sub>2</sub>
                    Interlayer
[IEEE] 2026-7-3 | A Single-Stage Solar PV-Fed Sensorless Induction Motor Water Pumping System Using Adaptive Sliding Mode MPPT and Integral Sliding Mode Control
[IEEE] 2026-7-3 | D2D Performance Analysis in the context of RIS Assisted Communications
[IEEE] 2026-7-3 | Experimental Performance Evaluation of a Fully Virtualized Open-Source 5G Network using srsRAN
[IEEE] 2026-7-3 | Semi-Asynchronous DAG-Based Federated Learning for Internet of Things
[IEEE] 2026-7-3 | Stability-Oriented Closed-Loop Control for PV Integated On-Grid Cascaded H-Bridge Multilevel Inverter for Enhanced Dynamic Response
[IEEE] 2026-7-3 | A $3.2 \text{GS} / \mathbf{s}^{2}{ }^{\text {nd }}$-Order Noise-Shaping-Pipelined ADC with 400 MHz-BW 69 dB-SNDR Featuring Gain/Quantizer-Embedded Parallel Voltage/Time-Domain Loop Filter
[IEEE] 2026-7-3 | A 10-Bit Source-Driver IC with Mismatch-Resilient Cross-Point DAC Achieving 1223μm
                    <sup>2</sup>
                    /Channel and 4.3 mV DVO for Mobile OLED Displays
[IEEE] 2026-7-3 | 6.5 kV Enhancement-Mode GaN Monolithic Bidirectional Switch (MBDS) Achieving Record Power Figure of Merit
[IEEE] 2026-7-3 | A 48 V, 25 W, 6.78 MHz Self-Starting Class-D WPT Transmitter with Self-Biasing and Autonomous Clocking Achieving 91% Peak DC-DC Efficiency
[IEEE] 2026-7-3 | Design and Simulation of a Textile-Based Wearable Compact Antenna for Wireless Body Area Networks
[IEEE] 2026-7-3 | DustTransBEV: BEV Transformer Dust Cleaning for Autonomous Driving LiDAR Systems
[IEEE] 2026-7-3 | A $\mathbf{1 2 9}$-Gb/s CMOS W-Band Polarization-Modulated Active Relay Transceiver Supporting Concurrent Dual-Polarized Dual-Stream Relay Operation
[IEEE] 2026-7-3 | TinyNPU: A3nm 0.06-134.36 μJ/Token DCIM-Based Ultra Low Power NPU for Always-On Reasoning on Wearables
[IEEE] 2026-7-3 | Uncertainty-Aware Pneumonia Screening from Chest X-Rays Using Selective Triage and Explainable Deep Learning
[IEEE] 2026-7-3 | Scaling $V_{DD}$ for P-Type 2D-Material Channel Transistor: what Non-Idealities are Still to be Solved
[IEEE] 2026-7-3 | Low-Overhead CSI Reporting for Network Energy Saving
[ACM] 2026-7-4 | Retrospective Simulation of LLM-Guided Smart Contract Policies Using Real IoT Energy Data
[ACM] 2026-7-4 | Towards Holistic IoT Systems Profiling: Integrating Energy Consumption with Performance Metrics using SPECTRA
[ACM] 2026-7-3 | Research on Automatic Recognition of Abnormal Behavior of Students on Multimedia Comprehensive Quality Education Platform
[ACM] 2026-7-3 | Transformer-LLM Smart Classroom Assessment System: Sequence Labeling and Multi-Task Learning Methods Oriented to Ideological and Political Education in Curriculum
[ACM] 2026-7-3 | Mixing Colors: Exploring Digital Images through the Bayer Filter
[ACM] 2026-7-3 | PQ-Free HD: Priority-Queue-Free Hausdorff Distance for Triangle Meshes on GPU
[IEEE] 2026-7-3 | Beamforming Optimization for Active STAR-RIS Aided Secure ISAC System
[IEEE] 2026-7-3 | Indoor Wellness Optimization in Smart Buildings Based on Ambient Variable Dimensionality Reduction
[IEEE] 2026-7-3 | A Distributed Thermal-Sensing-Driven Hierarchical Warning Framework for 10 kV Distribution Cables
[IEEE] 2026-7-3 | USBEREIT 2026 Cover Page
[IEEE] 2026-7-3 | Superconducting Concentrator in a Combined Magnetic Field Sensor
[IEEE] 2026-7-3 | Strategy for Mitigation of Voltage Distortions in Highly Efficient Single-Phase Unfolder Inverters
[IEEE] 2026-7-3 | One Prompt, Many Sounds: Modeling Listener Variability in LLM-Based Equalization
[IEEE] 2026-7-3 | Conference Committees
[IEEE] 2026-7-3 | GCDance: Genre-Controlled Music-Driven 3D Full Body Dance Generation
[IEEE] 2026-7-3 | A New Human-Likeness and Comfort Index for Robot Movements Along Prescribed Paths
[IEEE] 2026-7-3 | FSTFormer: 2D Transformer Fusing Multi-Scale Fast–Slow Time Features based Adaptive Detection for Radar Targets with Unknown Scattering Centers
[IEEE] 2026-7-3 | Centimeter-Level Multi-Human Positioning and Tracking Using LiDAR
[IEEE] 2026-7-3 | Keynoters
[ACM] 2026-7-4 | Transforming legacy Research Software into Free Software: Early impressions from Participant Observation
[ACM] 2026-7-4 | Managing Reproducibility Debt in Scientific Software: A Practical Framework
[IEEE] 2026-7-3 | SPNet: Rethinking Feature Pyramids for Aerial Small Object Detection
[IEEE] 2026-7-3 | An in-Ear Sleep Modulation SoC Featuring a CNN–LSTM Accelerator with Long-Kernel Memory Reuse and Runtime Dynamic Quantization
[IEEE] 2026-7-3 | Cross-Model Analysis of Token-Level Explanations in Tatar Text Classification
[IEEE] 2026-7-3 | A 16 Mb 28 nm FD-SOI STT-MRAM Achieving 2.0 ns Read Access Time at 0.9 V via a PVT-Variation-Tolerant Dual-Reference Sensing Scheme
[IEEE] 2026-7-3 | Monolithic 3D Integration of Stacked IGZO/Si Memtransistor-Based 2T0c Gain Cell for Attention Computation and CFET SRAM-DCIM With Multiple Spectral CNT-Sensors for End-To-End Vision Transformers (Vits) on Edge AI
[IEEE] 2026-7-3 | A Change-Detection Approach Using Google Earth Engine to Monitor the Loss of Historically-Significant Sustainable Traditional OASIS Agriculture
[IEEE] 2026-7-3 | Transmit Pinching Antenna Systems (T-PASS): Joint Wired And Wireless Communication
[IEEE] 2026-7-3 | Real-Time Network Behavior Modeling for Collaborative Operations of Low-Altitude UAV Swarms
[IEEE] 2026-7-3 | A Modified Interleaved Switched-Capacitor Unidirectional DC-DC Converter with Wide Voltage-Gain Range for Integrating Renewable and Energy Storage Systems
[IEEE] 2026-7-3 | The Impact of Bilingual Thinking on Problem-Solving Skills: Implications for Intelligent Educational Systems in Turkic Language Contexts
[IEEE] 2026-7-3 | Advanced Hybrid Fuzzy Approach to Automatic Generation Control (AGC) with Different Sources of Generation
[IEEE] 2026-7-3 | High-Density Chiplet Integration using Face-Down COW Processes with Bumpless Interconnects for Heterogeneous 3D Systems
[IEEE] 2026-7-3 | Adaptive Array Processing for FH-GNSS System with Beam-Squint Against Jamming
[IEEE] 2026-7-3 | About the Commissioning of the FSUE “VNIIFTRI” Radio Telescope
[IEEE] 2026-7-3 | Hybrid Terahertz and Millimeter-Wave Communications for High-Capacity 6G HAPS-to-Satellite Links
[IEEE] 2026-7-3 | Computer Model For Identifying The Period Of Uzbek Texts Based On Lexical, Morphological, And Syntactic Features
[IEEE] 2026-7-3 | A Hybrid Reinforcement Learning-Guided Grey Wolf Optimizer for UAV Path Planning
