[2026-05-07 11:10:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-06
正在获取论文...
[arXiv] 2026-05-06 | Emergence of Localized Surface Plasmons in Unpatterned Hyperdoped Polycrystalline Silicon
[IEEE] 2026-5-6 | URes2Net: U-Net Architecture with Res2Net for Skin Lesion Segmentation
[IEEE] 2026-5-6 | Code Smell Detection Framework Using Self Attention CNN: An Explainable Feature Selection Approach
[IEEE] 2026-5-6 | Transformer-Assisted Recommendation System with Apriori-Enhanced Behavior Mining in Decision Models for Engineering
[IEEE] 2026-5-6 | Physics–AI-Driven Design of GaN P-MISFETs with InGaN/AlN/AlGaN Heterostructures
[IEEE] 2026-5-6 | Enhanced Visual Retrieval and Decision Support
[IEEE] 2026-5-6 | Design and Performance Analysis of Grid-Connected Microgrid with PV and Battery Storage
[IEEE] 2026-5-6 | Design of an Ultra-Wideband Plane Wave Generator with High Aperture Efficiency for 1–10 GHz
[IEEE] 2026-5-6 | A Multi-View Feature Fusion Approach with XLM-Roberta for Spam Email Detection
[IEEE] 2026-5-6 | An Adaptive Confidence-Weighted Transformer Ensemble Framework for Tomato Leaf Disease Recognition
[IEEE] 2026-5-6 | Discovering Academic Pathways of Course Enrollment with Unsupervised Clustering and Rule Mining
[IEEE] 2026-5-6 | Modeling of small-signal source and drain charges in ASM-HEMT model
[IEEE] 2026-5-6 | GAF-DeepGCN: Enhanced Autism Spectrum Disorder Classification via Gramian Angular Field Augmented Deep Graph Convolutional Networks
[IEEE] 2026-5-6 | Employing Machine Learning Algorithms for Intrusion Attack Detection
[ACM] 2026-5-7 | An Interactive Financial Management Teaching System Based on Generative AI: Framework Design and Effectiveness Validation
[ACM] 2026-5-7 | Research on the development situation of logistics management under the background of artificial intelligence
[ACM] 2026-5-7 | Optimizing Energy and Carbon Source in Wastewater Treatment via AFNN-MOCOA
[ACM] 2026-5-7 | Research on Constructing a Provincial-Level Economic and Environmental Coordination Analysis Model Based on Machine Learning
[ACM] 2026-5-7 | Research on the Evaluation of Agricultural Product Circulation Efficiency and Influencing Factors in Central China under Digital Empowerment
[ACM] 2026-5-7 | Research on Evaluation, Measurement and Promotion Paths of Vitality in Overseas Chinese Rural Settlements Based on AHP-Digital Perception Collection -- A Case Study of Dongcheng Village, Taishan
[ACM] 2026-5-7 | A Data-Driven Study on the Correlation between International Sales Strategies and Performance: An Empirical Model Based on the Theoretical Framework of International Trade
[IEEE] 2026-5-6 | A Comprehensive Review of Controller Techniques for Wireless Power Transfer in Electric Vehicles Charging Applications
[IEEE] 2026-5-6 | A Time-updated Fusion of Fast-varying and Slow-varying Signals for Health Assessment of Liquid Aerospace Engines
[IEEE] 2026-5-6 | IEEE Dataport
[IEEE] 2026-5-6 | IEEE Tech RXIV
[IEEE] 2026-5-6 | A Differential Resonant Ultrasound Pulser in 180 nm BCD: Fundamental Limits and Design Considerations
[IEEE] 2026-5-6 | When Future Communications Shift Toward Narrow Beams: A Forward-Looking Survey on Pointing Errors and Alignment Limits
[IEEE] 2026-5-6 | Efficient Approximation of Goldbach Partition Function Using Machine Learning Models
[IEEE] 2026-5-6 | A Super Low Frequency Transmitter for Ground-transparent Communication Across Four-layer Medium
[IEEE] 2026-5-6 | ilLog: Incremental Learning Based Anomaly Detection from Evolving System Logs
[IEEE] 2026-5-6 | Vibration Signal Generation for Straddle-Monorail Gearboxes Using a Physics-Conditioned VQ-VAE Model
[IEEE] 2026-5-6 | Language Models - Large and Small
[IEEE] 2026-5-6 | Author Names
[IEEE] 2026-5-6 | P-GaN-Gate GaN-on-Si HEMTs with BV&gt;1200 V and Excellent Dynamic Performance Realized Through Low Power NH
                    <sub>3</sub>
                    Plasma Acceptor Re-Passivation
[IEEE] 2026-5-6 | Fake News Detection in Bangla: A Transformer Ensemble Framework for Robust Classification
[IEEE] 2026-5-6 | Hybrid Classical-Learned Residual Lossless Image Compression with Affine Translation Augmentation and Entropy-Fidelity Tradeoff Analysis
[IEEE] 2026-5-6 | LoRA-Adapted Vision Transformers for Efficient and Explainable Colorectal Cancer Classification
[IEEE] 2026-5-6 | An Emotion-Aware Conversational AI with Intensity Scoring, Response Ranking, and Emotional State Visualization
[IEEE] 2026-5-6 | Accelerating Distributed GNN Training by Attention Based Two-Level Dynamic Feature Caching
[IEEE] 2026-5-6 | A Comparative Study of FPGA Debouncing Architectures for Emergency Stop Safety Channels
[IEEE] 2026-5-6 | Real-Time Student Attention Monitoring in Classrooms Using Computer Vision
[IEEE] 2026-5-6 | FedProx-IDS: A Stable and Scalable Federated Learning Framework for Intrusion Detection
[IEEE] 2026-5-6 | Evaluating Agentic AI Systems in Manufacturing: A Review of Taxonomy, Challenges and Future Directions
[IEEE] 2026-5-6 | Hybrid Data Preprocessing of Office Actions in Patent Prosecution History
[IEEE] 2026-5-6 | Multi-Agent AI System for Personalized Medication Adherence in Retail Pharmacies
[IEEE] 2026-5-6 | A Blockchain-Oriented Software Engineering Architecture for Carbon Credit Certification Systems
[IEEE] 2026-5-6 | MobileNetV4-Small for Seven-Class Soil Classification on CycleGAN-Augmented Images
[IEEE] 2026-5-6 | Skill Factors Influencing Low-Code/No-Code (LCNC) Readiness Among Sri Lankan IT Undergraduate
[IEEE] 2026-5-6 | Volleyball Lineup Recommendation using GraphSAGE with Knowledge Distillation and Feature-Aware Modeling
[IEEE] 2026-5-6 | Green Transitions and Financial Development: A Study of Emerging Asian Economies
[IEEE] 2026-5-6 | The Influence of the Marketing Mix (4Ps) and Alumni Experience on Student Recruitment Decision: Evidence from Bahrain
[IEEE] 2026-5-6 | Smart Detection of Lemon Leaf Diseases Using InceptionV3 for Better Crop Care
[IEEE] 2026-5-6 | CNN-RSA Federated Learning Framework: Secure Deployment for Robotic Engineering Applications
[IEEE] 2026-5-6 | From Prediction to Causation: An Interpretable Diagnosis of Procrastination Using XAI with ML
[IEEE] 2026-5-6 | Highly Sensitive Novel HC-PCF Sensor for Detecting Harmful Food Additives in Terahertz Domain
[IEEE] 2026-5-6 | A Knowledge-enhanced Hierarchical Graph Transfer Learning Framework for Large-scale Mobile Traffic Prediction
[IEEE] 2026-5-6 | Ray-Tracing Simulation and Calibration for Indoor Hall Scenarios at 330–500 GHz
[IEEE] 2026-5-6 | Design and Development of a Multi-Modal Deepfake Detection System Integrated into the UnMask Mobile App
[IEEE] 2026-5-6 | Underwater Image Reconstruction Using a Swin Transformer-Based Generator and PatchGAN Discriminator
[IEEE] 2026-5-6 | Ensemble Deep Learning Framework for Accurate Prediction of Gestational Delivery Week Using Electronic Health Records
[IEEE] 2026-5-6 | A Time-Domain Differentiator For Time-Mode Signal Processing
[IEEE] 2026-5-6 | Ground-Based Beam Position Estimation Methods for Low Earth Orbit Satellite
[IEEE] 2026-5-6 | A Lightweight Federated–Ensemble Deep Learning Approach for Early Detection of Alzheimer's Disease Using MRI Imaging
[IEEE] 2026-5-6 | From Blueprint to Genome: A Multi-Criteria Decision Analysis Framework for Ethical and Risk-Aware Decision-Making in Genetic Engineering
[IEEE] 2026-5-6 | GlucoNova: A Hybrid Model for Non-Invasive Blood Glucose Monitoring Using Near-Infrared Photoplethysmography
[IEEE] 2026-5-6 | An Efficient DRAM RowHammer Defense Circuit Based on a Novel In-Situ Monitoring Method
[IEEE] 2026-5-6 | A Tissue-Integrated Rectenna for Efficient and Safe Wireless Power Harvesting
[IEEE] 2026-5-6 | Multi-Instrument Investigation of Lightning-Induced Ionospheric Disturbances Over Bangladesh
[IEEE] 2026-5-6 | Senseoftense: A Machine Learning Framework for Identifying Tense Errors in Bangla
[IEEE] 2026-5-6 | HiddenGuard: Real-Time Detection and Mitigation of Steganographic Prompt Injection Attacks in Multimodal Large Language Models
[IEEE] 2026-5-6 | Low-Power and Robust SRAM Design: Comparative Evaluation of 6T, ST-9T, and SB-9T Architectures
[IEEE] 2026-5-6 | Securing TLS in the Quantum Era: A Robust Hybrid Protocol with Kyber, X25519, and Dilithium
[IEEE] 2026-5-6 | A Lightweight Ensemble Network for Brain Tumor Detection from MRI Images
[IEEE] 2026-5-6 | Digital Transformation in GCC Higher Education: A Decision Aid Framework for Institutional Success
[IEEE] 2026-5-6 | Investigation of Post-Programming Characteristics for Charge-Trap Transistors in Standard 28nm CMOS
[IEEE] 2026-5-6 | Assessing the Relationship Between Service Quality Dimensions and Customer Trust in Digital Banking Systems
[IEEE] 2026-5-6 | Spatio-Temporal Hybrid Neural Network for Automated Classification of Batting and Bowling Actions in Cricket Videos
[IEEE] 2026-5-6 | Design and Analysis of Microstrip Patch Antenna with High Gain at 14 GHz for Satellite Communication
[IEEE] 2026-5-6 | Predicting High Fatigue Risk in Workers Using Machine Learning: A Comparative Study of Logistic Regression and Random Forest
[IEEE] 2026-5-6 | Explainable Hybrid Ensemble Models for Agricultural Soil Erosion Mitigation
[IEEE] 2026-5-6 | Development and Evaluation of Machine Learning Models for Diabetes Risk Prediction Using BRFSS 2023 Data
[IEEE] 2026-5-6 | Deep Learning Method for Schizophrenia Detection from Hilbert-Huang Transformed EEG Signals
[IEEE] 2026-5-6 | Process Voltage Temperature Performance Comparison of CMOS and GDI Based Arithmetic Circuits in 45 nm and 180 nm Technologies
[IEEE] 2026-5-6 | Transformer-Based Manipulative Span Identification with SHAP Explainability in Multilingual Telegram Data
[IEEE] 2026-5-6 | Advanced Stair-Climbing Delivery Robot with Multimedia Transmission and Client Verification
[IEEE] 2026-5-6 | A Computational and Empirical Study of ML and DL Models for Scalable DDoS Detection
[IEEE] 2026-5-6 | Improved Ensemble Machine Learning Framework for Superior Smart Grid Stability Prediction
[IEEE] 2026-5-6 | Advancing Security in Android Devices for malware detection using Machine Learning and Deep Learning Techniques
[IEEE] 2026-5-6 | Design and simulation of an electronic dice
[IEEE] 2026-5-6 | Detecting Depression in Social Media Posts Using SBERT-CNN: A Transformer-Based Semantic Neural Network Approach
[IEEE] 2026-5-6 | MEMS Load Cell Based on the Nanomechanical Membrane-Flexure (NMF) Sensor for Sub-Micronewton Thrust Measurement
[IEEE] 2026-5-6 | Analysis of Atomic Structures in Ultrathin Crystalline/Amorphous Alumina Films Using STEM-EELS and Virtual Reference Spectra
[IEEE] 2026-5-6 | Comparing Deep Learning Frameworks for Air Quality Index (AQI) Prediction in Bangladesh: Static vs. Year-Wise Forecasting Evaluation
[IEEE] 2026-5-6 | Deep Learning-Based Classification of Pea Leaf Diseases Using EfficientNetB7: A Scalable Approach for Agricultural Diagnostics
[IEEE] 2026-5-6 | Covert Communication for UAV-Assisted Systems with an Active Warden
[IEEE] 2026-5-6 | Female Leadership in HR Decision Models for Employee Satisfaction in a Cement Company
[IEEE] 2026-5-6 | Collaborative Semiconductor Production Economic: Mobile Demand Fulfillment via Leakage Predictive Model and Device Technology Optimization
[IEEE] 2026-5-6 | Toward Safer Workplaces: A Review of Digital Twin-Enabled Safety Training
[IEEE] 2026-5-6 | Polarization Insensitive Metasurfaces Absorber for Visible Wavelengths
[IEEE] 2026-5-6 | SBEX: Noise-Robust Speech Bandwidth Expansion Through Mamba-Inspired Residual Time-Frequency Learning
[IEEE] 2026-5-6 | CPS-Guard: Defensive Architectures for Securing Large Language Models in Cyber-Physical Systems
[IEEE] 2026-5-6 | Salary Prediction in Thailand’s IT Sector Using Supervised Learning Models
[IEEE] 2026-5-6 | Trajectory-centric Probing of Frozen Chest CT Foundation Embeddings for Multi-endpoint Lung Cancer Phenotyping
[IEEE] 2026-5-6 | GhostNet-Based Peach Tree Disease Detection with Class-Aware Augmentation
[IEEE] 2026-5-6 | An Inverse-Time Hybrid Characteristic Design for Communicationless Overcurrent Relay Coordination in Microgrids
[IEEE] 2026-5-6 | Enhancing Wind Farm Operational Efficiency Through Power Output Classification Using MLP and Ensemble Models
[IEEE] 2026-5-6 | Slack-Jawed and Breathless
[IEEE] 2026-5-6 | Bridging Educational Gaps: Predicting Retakes Among Bangladeshi Undergraduates with Machine Learning and Explainable AI
[IEEE] 2026-5-6 | CAL-Log: Calibration-Aware Logarithmic Cost Modeling for Active Learning in Low-Resource NLP
[IEEE] 2026-5-6 | Reliability Enhancement of 40nm RRAM Chip by Bottom Electrode Engineering
[IEEE] 2026-5-6 | Risk-Aware Hybrid CNN-LSTM for Stock Forecasting with Macro-Technical Integration
[IEEE] 2026-5-6 | A Novel African Vulture Optimization Algorithm for Maximum Power Extraction from Different PV Array Arrangements
[IEEE] 2026-5-6 | BanglaFeel: Enhanced Bangla Back-Transliteration
[IEEE] 2026-5-6 | Hybrid Deep Learning for Litchi Leaf Analysis: Health Monitoring and Growth Stage Detection
[IEEE] 2026-5-6 | Beam-Reconfigurable Quadrifilar Helix Antenna Based on a Bi-Stable Origami Metamaterial
[ACM] 2026-5-7 | The Impact Mechanisms of Artificial Intelligence Development on Urban Economic Resilience
[ACM] 2026-5-6 | Member Spotlights: Akanksha Garg
[ACM] 2026-5-6 | Exploring Challenges in Developing a Participatory Digital Archiving Platform for Chinese Intangible Cultural Heritage
[ACM] 2026-5-6 | As a Facilitator: How AI Bridges 2D-Concept and 3D-Modeling for Design Consensus in Creative Teams
[ACM] 2026-5-6 | RecruitScope: A Visual Analytics System for Multidimensional Recruitment Data Analysis
[ACM] 2026-5-6 | Integrating Narrative, Emotional, and Social Connection: Designing a Human-Centered VR Reminiscence Therapy Framework for Enhancing Active Aging
[ACM] 2026-5-6 | Dú: An AI-Based Interactive Installation Exploring Cultural Misreading through Gestural Communication
[ACM] 2026-5-6 | Mie: An interactive and personalized intervention to prevent the Sunday blues
[ACM] 2026-5-6 | FLOW: An Immersive Installation Exploring the Co-production of Emotion and Technology
[IEEE] 2026-5-6 | Table of Contents
[IEEE] 2026-5-6 | Joint Uplink and Downlink Optimization for Multi-UAV Assisted Emergency Communication Networks: Access Control and Trajectory Planning
[IEEE] 2026-5-6 | Reliability Assessment of Generalized Hypercube Networks under a Probabilistic Fault Model
[IEEE] 2026-5-6 | Sensor fault detection and isolation for asynchronous switched systems using a bank of sliding mode observers
[IEEE] 2026-5-6 | Design of a High-Uniformity Illumination Optical System for Metasurfaces
[IEEE] 2026-5-6 | 2026 Panhellenic Conference on Electronics &amp;amp; Telecommunications (PACET)
[IEEE] 2026-5-6 | The Sound of Water: Inferring Physical Properties from Pouring Liquids
[IEEE] 2026-5-6 | Fast Robustness Analysis of DC Power Distribution Systems Against Transient Disturbances
[IEEE] 2026-5-6 | Learning Context-Adaptive Motion Priors for Masked Motion Diffusion Models with Efficient Kinematic Attention Aggregation_supp1-3684730.mp4
[IEEE] 2026-5-6 | Long-Term Life Prediction of Proton Exchange Membrane Fuel Cells Based on Dynamic Mode Decomposition Optimization Model
[IEEE] 2026-5-6 | A Bipolar Short-Pulsed Power Supply With Charge Feedback for a DBD Excimer Lamp
[IEEE] 2026-5-6 | Flexible Optoelectronic InSnZnO Synaptic Devices for Neuromorphic Computing
[IEEE] 2026-5-6 | Spoof Surface Plasmon Polariton-Based Shadow Region Illumination for Wireless Networks
[IEEE] 2026-5-6 | Electrically Tunable Strain Orientation in MoS
                    <sub>2</sub>
                    for Reconfigurable Logic Circuits
[IEEE] 2026-5-6 | Arab Public Opinion Perceptions on Artificial Intelligence Ethics: Digital Sovereignty, National Security, and Individual Rights
[IEEE] 2026-5-6 | Facilitating Continuous Professional Development: A Machine Learning Approach to Personalized Learning Paths
[IEEE] 2026-5-6 | Performance Modeling of Data Rebalancing in Sharded MongoDB Clusters
[IEEE] 2026-5-6 | Typing Under Pressure: Estimating Cognitive Load from Keystroke Dynamics and Textual Patterns
[IEEE] 2026-5-6 | A Comparison Between 82.16 Mhz Pseudo and Pass Transistor Logic Based 8: 1 Multiplexer in 45 Nm Process Node
[IEEE] 2026-5-6 | Deep Learning Architectures for Real-Time Monkeypox Detection: A Comparative Study of CNNs, Transformers, and Siamese Networks
[IEEE] 2026-5-6 | Correlation-Aware Feature Attribution Based Explainable AI
[IEEE] 2026-5-6 | Microclimate Control Strategies and Their Implications for Interior Environments: A Systematic Literature Review (2010–2025)
[IEEE] 2026-5-6 | FUSE: Unifying Spectral and Semantic Cues for Robust AI-Generated Image Detection
