[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[IEEE] 2026-8-17 | Construction and Evaluation of a Quantitative Index System for Command and Control Capabilities of Radar Personnel Based on the Analytic Hierarchy Process
[IEEE] 2026-8-17 | Integration and Estimation Method for High-Speed Target with Unknown Entry and Departure Time
[IEEE] 2026-8-17 | Hybrid Spiking Neural Networks for Wind Turbine Fault Detection
[IEEE] 2026-8-17 | Development of a New Method for a VPN Configuration Platform for Corporate Networks
[IEEE] 2026-8-17 | Adaptive Safety Control of Underactuated Ships Under Hybrid Cyber Attacks
[IEEE] 2026-8-17 | Coordinated Operation of Data Center Aggregations in Modern Distribution Networks
[IEEE] 2026-8-17 | Gated Multi-Backbone Early Fusion of CNN and Swin Transformer for Cattle Disease Classification
[IEEE] 2026-8-17 | Detecting IC Reuse via Reflow-Exposure Fingerprints in Pre-Stressed Ring Oscillators
[IEEE] 2026-8-17 | Reliability Analysis of Optical Fiber Communication for FPGA Clusters in Space
[IEEE] 2026-8-17 | LyRA-FL: A Scheduler for Federated Fine-Tuning of Foundation Models in Wireless Networks
[IEEE] 2026-8-17 | Human Trajectory Generation in High-Density Spaces via a Dual Knowledge-Driven Diffusion Model
[IEEE] 2026-8-17 | Multi-granularity spatial-frequency cross-modal correlation paradigm for pan-sharpening
[IEEE] 2026-8-17 | Learning An Asymmetric Union-of-Experts Model for Diverse Rainy Conditions Image Restoration
[IEEE] 2026-8-17 | A Low-Profile Structure-Shared Mode-Composite Antenna for Large-Frequency-Ratio Dual-Band Omnidirectional Coverage
[IEEE] 2026-8-17 | Distributed Optimal Aggregative Coordination in Open Multi-Agent Systems
[IEEE] 2026-8-17 | Spherical Geometry-Aware Transformer with Cross-Latitude Attention for Global Ionospheric Total Electron Content Prediction
[IEEE] 2026-8-17 | Intelligent 6G Networks: From Connected Things to Connected Cognition—An Agentic-Native Framework
[IEEE] 2026-8-17 | MsLW: A Unified Multi-step Watermarking Framework for Latent Diffusion Models
[IEEE] 2026-8-17 | Modeling Psychomotor Retardation for Automated Depression Detection From Facial Videos Using Causal Filtering and Prototypical Decoupling
[IEEE] 2026-8-17 | Spatial Self-Phase Modulation In Yb-Fiber Laser Pumped High-Power Deep-Infrared Femtosecond Optical Parametric Oscillator Based on CdSiP
                    <sub>2</sub>
[IEEE] 2026-8-17 | Selective Disambiguation and Ranking-Aware Distillation for Partial Multi-Label Learning
[ACM] 2026-8-17 | QuickChecking Convergence of Rewriting Systems (Functional Pearl)
[ACM] 2026-8-17 | Programmable Property-Based Testing
[IEEE] 2026-8-17 | Grading of Arecanuts using Ensemble Learning Techniques
[IEEE] 2026-8-17 | The Epistemic Collapse Problem in Multi-Agent Financial LLMs: Towards Diversity-Preserving Consensus
[IEEE] 2026-8-17 | Sparse Identification of Nonlinear Dynamics for Digital Twin Applications in Solar Photovoltaic Systems
[IEEE] 2026-8-17 | Design and Implementation of an Embedded Vision-Based Liner Board Detection System for Blind Areas in the Tobacco Bale Unpacking Process
[IEEE] 2026-8-17 | A Magnetic Sensing-Based Master-Side System for Vascular Interventional Surgical Robots
[IEEE] 2026-8-17 | Mechanism Analysis and Improvement of Harmonic Current Extraction for Multiple Virtual Winding Systems Under Non-Stationary Conditions
[IEEE] 2026-8-17 | Optimizing Industrial Software Cost Prediction Using Feature Standardization Techniques
[IEEE] 2026-8-17 | Explainable Crowd Counting: Transfer Learning Approaches with Grad-CAM Insights
[IEEE] 2026-8-17 | Generative Design of Analog Circuits Under Limited Data via cVAE Manifold Modeling
[IEEE] 2026-8-17 | Federated Learning for Privacy-Preserving Fatigue Detection from Wearable IMU Data
[IEEE] 2026-8-17 | Design, Synthesis, and Chemiresistive Evaluation of Polyvinylpyrrolidone Stabilized Zinc Oxide Nanoparticle-Based Alcohol Sensors
[IEEE] 2026-8-17 | AI-Augmented Career Advising in Universities: Digital Ethics and Security concerns
[IEEE] 2026-8-17 | Research on Continued Adoption Behavior of AIGC-Enabled Interactive Digital Imaging Systems: A Dual-Track Model Based on Value Perception and Algorithmic Resistance
[IEEE] 2026-8-17 | An Empirical Study of a Vision Foundation Model for Remote Sensing Wind Turbine Detection
[IEEE] 2026-8-17 | FXD-3D: Geometry- and Texture-Preserving Image- to-3D for Fengxiang Dyeing
[IEEE] 2026-8-17 | Trajectory Prediction considering Behaviours using Learning-based and Model-based Approaches
[IEEE] 2026-8-17 | A Study on AI-Empowered Digital Games Driving the Integrated Development of Culture and Tourism
[IEEE] 2026-8-17 | Ultrafast CMOS-Based On-Chip Islanding Detection for Photovoltaic Microinverters Using Timing-Based Analysis
[IEEE] 2026-8-17 | Earth-Loop Oscillation Error Suppression Technology Based on Multi-Threaded Computation
[IEEE] 2026-8-17 | Transformer-Based Channel Tracking for OTFS in Vehicular Environments
[IEEE] 2026-8-17 | A Centralized PPO Agent-based Particle Swarm Optimization for Multi-UAV Source-Seeking
[IEEE] 2026-8-17 | Zero-Order Feedback Control of State Wiener-type Multiplicative Noisy Delayed Systems
[IEEE] 2026-8-17 | An Improved Multi-agent Combat Strategy Algorithm for Large-scale Swarms Based on Deep Deterministic Policy Gradient
[IEEE] 2026-8-17 | Eigen-Surrogate Optimal Weighting for Fast Covariance Intersection in Multi-sensor Fusion
[IEEE] 2026-8-17 | A Study on Multi-Step Influenza Forecasting Using a TCN-XGBoost-Prophet Ensemble Model
[IEEE] 2026-8-17 | Hysteresis-Compensated Clamping Force Estimation and Fixed-Time Contact Point Detection for Electromechanical Brakes
[IEEE] 2026-8-17 | An Approximate Solution to Coefficient-Optimal-Control Problems with Unbounded Nonlinearity
[IEEE] 2026-8-17 | Design and Achievement of the Intelligent Warehousing through Multiple Mobile Robots
[IEEE] 2026-8-17 | Comparative Modeling of a Solar Thermal System: Physics-Based and Data-Driven Approaches
[IEEE] 2026-8-17 | Hydrodynamic Analysis of Coaxial Counter-Rotating Hybrid Aerial Underwater Vehicle in Underwater Cruising
[IEEE] 2026-8-17 | Prompt Injection Through Operational Data Feeds: A Structural Governance Gap in OT-Connected Agentic AI Systems
[IEEE] 2026-8-17 | Etiology-Stratified Spatial Immune Topology Learning in Hepatocellular Carcinoma via Hierarchical Graph Attention Networks on 37-Plex CODEX Proteomics
[IEEE] 2026-8-17 | Efficient End-to-End Training of LIF Spiking Neural Networks via ArcTan Surrogate Gradients and Direct Coding
[IEEE] 2026-8-17 | Audio Spectrogram Transformer for Speech Emotion Recognition on Indian Languages
[IEEE] 2026-8-17 | An Infrared Small Target Detection Method for Remote Sensing Images Based on Improved RT-DETR
[IEEE] 2026-8-17 | Domain-Invariant RUL Prediction for Turbofan Engines via Power-Law Target Engineering and Adversarial Learning
[IEEE] 2026-8-17 | MAC-Mono: A Metrics-Aware Covariance Framework for Monocular Visual Odometry in UAV-Based Forest Fire Monitoring
[IEEE] 2026-8-17 | Pareto Optimization of Accuracy and Smoothness in Neuromechanical Intention Prediction via a Joint Loss Function
[IEEE] 2026-8-17 | Temperature field analysis of high power density permanent magnet motor
[IEEE] 2026-8-17 | Visible-to-Infrared Ship Image Generation via Improved Pix2Pix for Unmanned Surface Vehicles Perception
[IEEE] 2026-8-17 | Hardware-Efficient Neural Architecture Search for Wireless Signal Classification on Edge Devices
[IEEE] 2026-8-17 | Hybrid Multi-Feature Fusion with Advanced Augmentation Techniques for Arabic Speech Emotion Recognition
[IEEE] 2026-8-17 | Resource-Aware Energy Optimization for Embedded Wireless Sensor Networks
[IEEE] 2026-8-17 | Fine-Tuning a Bilingual Large Language Model for Personalised Maternal Health Risk Assessment in Low-Resource Settings: A Kiswahili-English Framework for Kenya
[IEEE] 2026-8-17 | Hybrid Hypergraph and HOG-Gated Network for Hyperspectral Image Classification
[IEEE] 2026-8-17 | Detecting and Mitigating DAO Induction-based Energy Depletion Attack in IoT Networks
[IEEE] 2026-8-17 | S
                    <sup>2</sup>
                    DCS
                    <sup>2</sup>
                    : A Semi-Supervised Framework for Plant Disease Classification Using Spatial–Spectral Consistency and EMA-Based Teacher Guidance
[IEEE] 2026-8-17 | UWB Positioning Environment Setup for Mobile Robots with Anchor Height Alignment and Coordinate Determination
[IEEE] 2026-8-17 | LLM Generated Turkish Email Dataset and Phishing Detection Benchmark
[IEEE] 2026-8-17 | Improved Photovoltaic Panel Defect Detection Algorithm Based on YOLOv11
[IEEE] 2026-8-17 | Delays, Staff Shortages, and Saturated Skies: What Global Air Traffic Management Capacity Crises Mean for Southeast Asia Airspace Planning
[IEEE] 2026-8-17 | Explainable Ensemble Intrusion Detection Framework for Transparent Cybersecurity in IoT Networks
[IEEE] 2026-8-17 | TRITON: Trans-media Robust Iterative Trajectory Optimization and Navigation
[IEEE] 2026-8-17 | XFedRec: a Robust, Adaptive, and Explainable Federated Recommendation Framework
[IEEE] 2026-8-17 | SDC-Net: Syntax-Semantic Decoupling for Aspect-Based NVH Sentiment Analysis
[IEEE] 2026-8-17 | Foreword
[IEEE] 2026-8-17 | 2026 6th International Conference on Computer Communication and Artificial Intelligence (CCAI)
[IEEE] 2026-8-17 | GCON 2026 Breaker Page
[IEEE] 2026-8-17 | An AI-Assisted Closed-Loop Thermal State Observer for Real-Time Junction Temperature Estimation and Prediction of SiC Power Modules in Electric Vehicles
[IEEE] 2026-8-17 | Lightweight Wi-Fi–Based Few-Shot Learning for Personalized Recognition of Simulated Parkinson’s Disease–Relevant Motor Activities
[IEEE] 2026-8-17 | A LOSO-NTD-Based Analytical Framework with Less Setting-Dependence Reveals Attentional Modulation of Gamma-Band Auditory Steady-State Response
[IEEE] 2026-8-17 | Author Index
[IEEE] 2026-8-17 | A GaN-Based Cryogenic Power Converter Operational at 4 Kelvin
[IEEE] 2026-8-17 | Predicting Probabilistic Links Using Node Embedding and Graph Neural Network Approach
[IEEE] 2026-8-17 | Low-Profile Dual-ISM-Band Implantable Antenna for Deep Gastrointestinal Capsule Endoscopy
[IEEE] 2026-8-17 | Inter-Trial Coherence as a Marker of Cognitive Status: EEG Phase Synchronization Deficits in Alzheimer's Disease During Auditory Gamma Entrainment
[IEEE] 2026-8-17 | Towards Efficient Verifiable Core Subgraph Search in Blockchain Databases
[IEEE] 2026-8-17 | Distributed Stochastic Optimization of Strategic Contracting and Spot Bidding in Sequential Electricity Markets
[IEEE] 2026-8-17 | Scalable Stochastic Circuit Synthesis via Optimized Solution Space Exploration and Constrained Functional Transforms
[IEEE] 2026-8-17 | RemoteAgent: Bridging Vague Human Intents and Earth Observation with RL-based Agentic MLLMs
[IEEE] 2026-8-17 | Reports From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[ACM] 2026-8-17 | Let It Be Optimized: Building Multi-stage Evaluators with Let-Insertion and Optimizations in Small Pieces (Functional Pearl)
[ACM] 2026-8-17 | Compositional Neural-Cyber-Physical System Verification in the Interactive Theorem Prover of Your Choice
[IEEE] 2026-8-17 | Robust Hybrid Image Steganography with Reed-Solomon Error Correction for JPEG-Resilient Covert Communication on Messaging Platforms
[IEEE] 2026-8-17 | Enhanced Liver Tumor Segmentation Using 3D U-Net and Swin UNETR
[IEEE] 2026-8-17 | Path Tracking Method for Amphibious Robots in Shallow Water Environments
[IEEE] 2026-8-17 | Adaptive Cyber Deception with Honeypots for Active Defense: A Stackelberg POSG Model with Deep Reinforcement Learning
[IEEE] 2026-8-17 | NUR: 3D Geometric Priors for Rethinking 2D Annotation in Multimodal Detection
[IEEE] 2026-8-17 | Explainable Machine Learning for Parkinson’s Disease Detection from Speech Signals: A Comparative Evaluation of Classical Models
[IEEE] 2026-8-17 | IMUSIC-Based Adaptive Beamforming for Multipath Mitigation in UAV Communications
[IEEE] 2026-8-17 | A Semi-Supervised Medical Image Segmentation Framework Based on Masked Image Modeling and Sequential SAM Feature Fusion
[IEEE] 2026-8-17 | A Degradation-Onset-Aware Multi-Scale Time-Frequency Network for Bearing Remaining Useful Life Prediction
[IEEE] 2026-8-17 | Farmer’s Assistant: An Integrated Machine Learning-Based Decision Support System For Agriculture
[IEEE] 2026-8-17 | Learning Betweenness Centrality–Based important nodes with Cross-Graph Generalization using Graph Neural Networks
[IEEE] 2026-8-17 | Public Space Quality Research Across Income Contexts: An NLP-Based Evidence Diagnosis Framework (1955–2026)
[IEEE] 2026-8-17 | Use of Advanced Methods for Operating Room Optimization: Artificial Intelligence, Simulation, and Operations Research
[IEEE] 2026-8-17 | Integration of Integrative Restoration GAN (IRGAN) and YOLOv8 for Escalating Oil Palm Tree Detection in UAV Imagery: A Task-Driven Super Resolution Approach
[IEEE] 2026-8-17 | FCS-MPC Strategy for Ducted Propellers in Trans-Media Transition
[IEEE] 2026-8-17 | Dynamic Impedance Control of a 6 DOF Robot Arm
[IEEE] 2026-8-17 | Surgical-AGPSAM2 for Auto-Generated Prompts in Surgical Instrument Segmentation
[IEEE] 2026-8-17 | Energy-Efficient Transmission Scheduling for Dual-Connectivity IoT Networks: Terrestrial vs Non-Terrestrial Network Trade-offs
[IEEE] 2026-8-17 | Quantitative Detection of Overhead Contact System Insulator Damage Defects Based on YOLOv8-OVC
[IEEE] 2026-8-17 | Toward Robust Device-Free Heart Rate Monitoring Based on Decomposition of mmWave Signals
[IEEE] 2026-8-17 | FPGA-Based Streaming Implementation of SZx Compression Algorithm
[IEEE] 2026-8-17 | The Role of Online Anonymity in Cyberbullying Behavior on Social Media Platforms
[IEEE] 2026-8-17 | Intelligent Tracking Control of Bionic Legs Under Output Constraints and Disturbances
[IEEE] 2026-8-17 | Parameter Estimation via Adaptive Gain Convergence to CGT Solutions in Simple Adaptive Control
[IEEE] 2026-8-17 | Ship Trajectory Prediction Method Based on Intention Awareness and Long-Short Term Temporal Attention
[IEEE] 2026-8-17 | Underwater Object Detection via Fusing Spatial Depthwise Convolution and Multi-Kernel Attention
[IEEE] 2026-8-17 | Joint Trajectory and Beamforming Optimization in Multi-UAV Relay Networks
[IEEE] 2026-8-17 | MF-RWKV: A Multi-Scale Feature Fusion Network Based on RWKV for Brain Tumor Image Segmentation
[IEEE] 2026-8-17 | A Modified MobileViT Framework Incorporating Enhanced Ghost Bottlenecks and Parallel Asymmetric Convolutions for Brain Tumor Classification using MRI images
[IEEE] 2026-8-17 | Design of a Robot for Pothole Detection and Depth Estimation
[IEEE] 2026-8-17 | Drone-Based Vehicle Detection Using YOLOv11 for Urban Traffic Monitoring in Bandung, Indonesia
[IEEE] 2026-8-17 | Discrete-Time $H_{\infty}$-Based Design of a PMR Controller for Standalone Applications Under Balanced and Unbalanced Nonlinear Loads
[IEEE] 2026-8-17 | Design and Verification of a Low-Latency 10-Gigabit Switch for Novel Computing Interconnection Applications on the Edge Side Based on FPGA
[IEEE] 2026-8-17 | Frequency-Guided Adversarial Modality Augmentation Network for Visible-Infrared Person Re-Identification
[IEEE] 2026-8-17 | Evaluating Artificial Intelligence for Predicting and Interpreting Molecular Toxicity from Chemical Structures to Enhance Early Drug Screening
[IEEE] 2026-8-17 | TinyML-based Edge Intelligence With Real-Time Earth Tremor Detection In Low-Power IoT Devices
[IEEE] 2026-8-17 | Cardiovascular Disease Detection using Supervised Machine Learning: An Empirical Study
[IEEE] 2026-8-17 | Regime-Dependent Post Hoc Uncertainty in Lightweight Image Classification
[IEEE] 2026-8-17 | Multimodal Large Language Models for Few-Shot Bearing Fault Diagnosis: Impact of Prompt Design and Comparison with Prototypical Networks
[IEEE] 2026-8-17 | Generative AI Governance and Cybersecurity Risk Control in Organizational Development
[IEEE] 2026-8-17 | Frozen Vision-Language Models with Adaptive Voting and Verification for Visual Illusion Reasoning
[IEEE] 2026-8-17 | Modeling of Nonlinear Analog Circuits Using Automated Reachset Conformance Checking
[IEEE] 2026-8-17 | Foreground-Background Contrast-Driven Infrared Small Target Detection Network
[IEEE] 2026-8-17 | MeRD: Memory-Enhanced Reverse Distillation for Industrial Image Anomaly Detection
[IEEE] 2026-8-17 | FPGA Implementation and Evaluation of a Single-Trit Ternary ALU
[IEEE] 2026-8-17 | Financial Risk Management of Secure Digital Twins in Critical Infrastructure: A Resilience-Oriented Framework for Investment and Operational Decision-Making
