[2026-05-23 10:27:05] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-22
正在获取论文...
[ACM] 2026-5-22 | Agent-Aided Design for Dynamic CAD Models
[IEEE] 2026-5-22 | Energy-Aware Scheduling of Parallel Jobs in HPC Systems Using an Improved Golden Jackal Optimization Based on Joint Opposite Selection
[IEEE] 2026-5-22 | Flexible FPGA Accelerator for Real-Time Neuromorphic Optical Flow in Space Applications
[IEEE] 2026-5-22 | Learning Experience, Smart Technology, Artificial Intelligence, Robotics and Algorithms (STARA) Competency, and Work Readiness in the AI Era: The Moderating Role of Self-Efficacy
[IEEE] 2026-5-22 | Early Detection of Autism Spectrum Disorder Using AI
[IEEE] 2026-5-22 | Beyond Communication: On-Modem DNN Inference and Training for Home Appliances
[IEEE] 2026-5-22 | Evaluation of Optimized LSTM and Moving Average in SME Inventory Forecasting and Simulation
[IEEE] 2026-5-22 | Automated Brain Tumor Classification Using Deep Learning and MRI Image Processing
[IEEE] 2026-5-22 | Learning-based State and Contact Estimation for Tendon-Driven Soft Robot Fingers using Multimodal Sensing
[IEEE] 2026-5-22 | Neuro-Symbolic Planning for Autonomous Self-healing in Large-Scale Container Orchestration Systems
[IEEE] 2026-5-22 | AR-Based Smart Crop Advisory System Using CNN and Geolocation Algorithms
[IEEE] 2026-5-22 | Zone-Aware Speed Control System Using Gps for Electric Vehicles
[ACM] 2026-5-23 | Emotion-Aware Recommender Systems: A Comprehensive Review, Challenges, and Future Directions
[ACM] 2026-5-22 | Do Agents Need to Plan Step-by-Step? Rethinking Planning Horizon in Data-Centric Tool Calling
[ACM] 2026-5-22 | DeFiTrace: Event-Enriched Detection of Price Oracle Manipulation Across DeFi Transactions
[ACM] 2026-5-22 | An Improved-MRC in Underwater SIMO-OFDM Communication System Under Highly Spatially Correlated Channels
[IEEE] 2026-5-22 | Designs, linear codes, plateaued functions, and their interconnections
[IEEE] 2026-5-22 | Design of a Reliable Transmission Protocol and High-Performance Flow Control Algorithm for Mosaic Cameras over 10-Gigabit Links
[IEEE] 2026-5-22 | Charge collection prediction and analysis in 3nm FinFET using the ambipolar diffusion with a-cutoff model
[IEEE] 2026-5-22 | A novel unstressed chipless RFID sensor based on metamaterial absorbers for crack sensing and IoT applications
[IEEE] 2026-5-22 | SAMT-VIR: Visual-Inertial-Ranging Localization Based on Single-Anchor-Multi-Tag
[IEEE] 2026-5-22 | Sono-Magnetic Synergistically Enhanced Electroactive Bacteria Sensors for Rapid Water Toxicity Detection
[IEEE] 2026-5-22 | An 18.4Gb/s/pin Simultaneous Bidirectional Transceiver for Post HBM4 Using 4-Phase Hybrid Timing Alignment and Dual Equalization
[IEEE] 2026-5-22 | Event-Triggered Formation Control of Quadrotor UAVs With Adaptive Finite-Time Disturbance Observer Under Switching Topologies
[IEEE] 2026-5-22 | Cognitive Advantage: How Artificial Intelligence is Redefining Competitive Advantage
[IEEE] 2026-5-22 | A Twin-FeFET MLC CIM with Enhanced Voltage and Process Variation Tolerance for Edge Intelligence MAC and AP
[IEEE] 2026-5-22 | Multi-Armed Bandit Learning for ISAC Systems in Time-Varying Environments
[IEEE] 2026-5-22 | ASP-DAC 2026: Strengthening Asia’s Expanding Role in Design Automation Research
[IEEE] 2026-5-22 | A Feynman-Sprinkler-Like Electromagnetic Wind Energy Harvester for High-Speed Wind Fields
[IEEE] 2026-5-22 | Distributed Non-Uniform Scaling Control of Multi-Agent Formation via Matrix-Valued Constraints
[IEEE] 2026-5-22 | RoboSoft 2026 Cover Page
[IEEE] 2026-5-22 | Tutorial Speaker
[ACM] 2026-5-22 | Adversarially Robust Quantum-Classical Neural Network for Malware Detection
[ACM] 2026-5-23 | CPU-GPU Workload Distribution during Throughput-Oriented LLM Inference on Single-GPU Systems
[IEEE] 2026-5-22 | Acoustic Rhizome Fungal Infection Detection for Turmeric
[IEEE] 2026-5-22 | Enhancing Distribution System Resilience via Adaptive Control Mode Switching of Soft Open Points
[IEEE] 2026-5-22 | Behavior Analysis of Charged Lunar Regolith Simulants Lifted by Metal Wheel in Vacuum Environment
[IEEE] 2026-5-22 | Research on Key Equipment Selection and Protection Technology for Substations in Sandy Gobi Desert Environments
[IEEE] 2026-5-22 | Reduced-order Neural Modeling with Differentiable Simulation for High-Detail Tactile Perception
[IEEE] 2026-5-22 | Automated Intravenous Infusion Control Based on Urine Density Monitoring
[IEEE] 2026-5-22 | Design and Verification of a One-to-Three Routing Module for On-Chip Communication
[IEEE] 2026-5-22 | An IoT-Based Gesture Control System for Mouse, Touch, Typing using Relative Positioning
[IEEE] 2026-5-22 | A Voltage Violation Evaluation Method for Distribution System with Distributed PVs Based on Feeder Classification
[IEEE] 2026-5-22 | The Optimization of Multi-Energy Industrial Park Considering Production Flexibility and Multi-Market Participation
[IEEE] 2026-5-22 | Multi Label Classification of Eye Power Glass Frames for Material, Price, and Supported Power Prediction Using ResNet-18
[IEEE] 2026-5-22 | Fine-Tune Segment Anything Model (SAM) on Custom Data
[IEEE] 2026-5-22 | Cross-Coupled Pneumatic–Cable–Driven Soft Robotic Arm for Overhead Manipulation
[IEEE] 2026-5-22 | Analysing the Predictive Accuracy of Machine Learning Models in Stock Price Forecasting
[IEEE] 2026-5-22 | Scalable Detection of Fake Product Reviews Using Big Data Analytics
[IEEE] 2026-5-22 | A Human-Centered Analysis of AI Awareness: Investigating User Vulnerabilities to Deepfakes and Voice Cloning
[IEEE] 2026-5-22 | AI-Enabled MBRT Based System for Rapid Microbial Detection in Milk
[IEEE] 2026-5-22 | WESAT Mission: Solar Irradiance and UV Index Variability in Space vs Ground in Trivandrum, India
[IEEE] 2026-5-22 | A Design and Analysis Method for an Inverse-Coupled Inductor Core Used in Interleaved Boost Converters
[IEEE] 2026-5-22 | Leakage-Safe Machine Learning for Retail Demand Forecasting and Inventory Optimization via Hybrid Ensembling
[IEEE] 2026-5-22 | Optimisation of Multi-Level Inverter System for Harmonics Reduction Using Hybrid Artificial Bee Colony and Fire Fly Algorithms
[IEEE] 2026-5-22 | Benchmarking Time Series Forecasting Models on Seasonal and Non-Seasonal Data: A Case Study of PM10 Air Pollution and IDX Composite
[IEEE] 2026-5-22 | IoT - Based Smart Gloves for Speech Impaired Person with Emergency Alert System
[IEEE] 2026-5-22 | Law Comrade: Intelligent Interpretation of Law
[IEEE] 2026-5-22 | A State-Resilient Framework for Uninterrupted Digital Payment Processing
[IEEE] 2026-5-22 | Biobutanol Blended with Water as an Alternative Fuel for a Spark-Ignition Engine
[IEEE] 2026-5-22 | Multi-material Direct Ink Writing and Embroidery for Stretchable Wearable Sensors
[IEEE] 2026-5-22 | Investigation on Improved PSFB Soft-Switching Technology
[IEEE] 2026-5-22 | Cognitwin: A Neuro-Digital Synthesis for Predictive Decision Intelligence in Smart Ecosystems
[IEEE] 2026-5-22 | ScaleWave: Breaking Through Resource Bottlenecks to Scale Up Serverless Computing at the Edge
[IEEE] 2026-5-22 | Updated Model of Geometric Effects in Digital Micromirror Devices for Spacecraft Attitude Control
[IEEE] 2026-5-22 | Sign Language Convertor for Deaf and Mute People
[IEEE] 2026-5-22 | Enabling Localization and Mapping for Heterogeneous Robots in Orbit-to-Surface Teleoperation Setup
[IEEE] 2026-5-22 | TCP Performance Analysis for Cislunar Networks
[IEEE] 2026-5-22 | ReinforceML: A Reinforcement Learning-Based Framework for Automated Machine Learning Pipeline Selection
[IEEE] 2026-5-22 | NLP-Driven Patient Interaction and Smart Triage Dashboard for Hospitals
[IEEE] 2026-5-22 | SafeMind Pro: AI-Driven Cognitive and Safety Monitoring Helmet for Industrial Workers
[IEEE] 2026-5-22 | An Analysis of the Effectiveness and Potential of AI Tool in Interior Design and its Implementation in Education
[IEEE] 2026-5-22 | Two-Stage Causal Inference for Sectoral Electricity Consumption Via Transfer Entropy
[IEEE] 2026-5-22 | A Hybrid Centralized and Decentralized Framework for Traffic Management in Advanced Air Mobility
[IEEE] 2026-5-22 | EMT-Based Sequence Analysis of a Converter-Dominated Microgrid Under Fault and Load Disturbances: Case Study of the NELHA Microgrid
[IEEE] 2026-5-22 | Distribution and Aggregation: Continual Learning Principles for Evolving Traffic Networks
[IEEE] 2026-5-22 | Array-Multiplexed CNN Hardware Accelerator for End-Side Fault Diagnosis in Resource-Constrained Wireless Sensor Networks
[IEEE] 2026-5-22 | Collaborative Block-Term Tensor Decomposition and Its Application to Image Processing
[IEEE] 2026-5-22 | Harnessing Cellular Network Data for Accurate Transportation Mode Recognition
[IEEE] 2026-5-22 | A Multiport Solid-State Transformer by Modular Multilevel Converter and Quadruple Active-Bridge for Future Power Grid
[IEEE] 2026-5-22 | Semantic Communication-Enhanced Split Federated Learning for Vehicular Networks: Architecture, Challenges, and Case Study
[IEEE] 2026-5-22 | Impact of d-axis Current on a Passively Levitated Self-Bearing PM Machines Considering Nonlinear Electrodynamic and Reluctant Effects
[IEEE] 2026-5-22 | Dynamic Graph-enhanced Event Refinement for Temporal Sentence Grounding of Micro-moments_supp1-3695790.pdf
[IEEE] 2026-5-22 | IEEE Connects You to a Universe of Information!
[IEEE] 2026-5-22 | AI-Fusion Smart Helmet:Real Time Speed Enforcement, Alcohol Emergency Response for Enhanced Two-Wheeler Safety
[IEEE] 2026-5-22 | ICCTAC 2026 Cover Page
[IEEE] 2026-5-22 | Criss-Cross Deletion Correcting Codes: Optimal Constructions with Efficient Decoders
[ACM] 2026-5-22 | Channel Estimation for Doubly-Spread Channels
[ACM] 2026-5-22 | TraceFix: Repairing Agent Coordination Protocols with TLA+ Counterexamples
[ACM] 2026-5-22 | A Hybrid CS-TDMA Protocol with Dynamic Neighbor Clustering for Delay-Aware Underwater Acoustic Networks
[IEEE] 2026-5-22 | The Balancing Group Mechanism in Germany and Its Implications for the Development of China's Electricity Market
[IEEE] 2026-5-22 | Experimental Study and Preventive Measures for Galvanic Corrosion of Duplex Stainless Steel Seawater Butterfly Valves
[IEEE] 2026-5-22 | Wind Turbine Risk Assessment Method Based on Cascade Fuzzy Inference System Model
[IEEE] 2026-5-22 | Optimal Damping Design of Virtual Synchronous Generators Considering Grid Strength Variations
[IEEE] 2026-5-22 | AI - Powered Waste Segregation Bin Using Raspberry Pi and MobileNetV2 for Accurate and Real-Time Waste Classification
[IEEE] 2026-5-22 | Hybrid CEEMDAN-EWT-Transformer-GAN Framework for Very-Short-Term Wind Power Forecasting
[IEEE] 2026-5-22 | Improved LVRT Control Strategy of Voltage Support for GFM Inverter Based on Adaptive Virtual Impedance
[IEEE] 2026-5-22 | Tawasol: An AI-Enabled System for Real Time Translation of Arabic Sign Language in Healthcare
[IEEE] 2026-5-22 | Space Interferometry Formation Design Using Relative Orbital Elements: The STARI Mission
[IEEE] 2026-5-22 | Multi-Physics Simulation Code LS-LUCA for Innovative Space Transportation System Design
[IEEE] 2026-5-22 | Adaptive Support Vector Machine Based for Optimal Sizing of Renewable Generation and Battery Storage for Standalone Households
[IEEE] 2026-5-22 | Spatio-Temporal Collaborative Optimization Strategy for Electric Vehicle Charging and Swapping Oriented to Distribution Network Operation
[IEEE] 2026-5-22 | Cybershield - Phishing Detection Browser Plugin: A Machine Learning Approach to Web Security
[IEEE] 2026-5-22 | Technical Research on Modification of Auxiliary Boiler System in Hot Standby Condition for Nuclear Power Plant
[IEEE] 2026-5-22 | Evaluation of Crew Emergency Return Capability During Lunar Terrain Excursions Using a Motion Table-Based Vehicle Simulator
[IEEE] 2026-5-22 | Interplanetary Generalization and Adaptation of Deep Stereo on Mars
[IEEE] 2026-5-22 | Review of Advanced Informatics and Display Systems for Extravehicular Activity Operations
[IEEE] 2026-5-22 | Influence of Aluminum Oxide $(\text{Al}_{2} \mathrm{O}_{3})$ Nanoparticles on the Field-Induced Birefringence and Optical Response of Propylene Carbonate
[IEEE] 2026-5-22 | Weakly Supervised Non-Intrusive Load Monitoring via State-Anchored Frozen Large Language Model Adaptation
[IEEE] 2026-5-22 | SpeechAI: A Two-Stage Wav2Vec 2.0 Transformer Pipeline for Automated Stuttering Detection and Dysfluency Classification
[IEEE] 2026-5-22 | AI-Based Predictive Vulnerability Assessment Framework in 6G Network Infrastructures
[IEEE] 2026-5-22 | Two-Stage Hybrid Optical Flow Classifier for Realtime Self-Injurious Behaviour Surveillance in Children with Autism Spectrum Disorder
[IEEE] 2026-5-22 | Photovoltaic Hosting Capacity Assessment Using Attention Mechanism and Model-free Deep Reinforcement Learning
[IEEE] 2026-5-22 | Edge-Based Facial Recognition System for Smart School Bus Monitoring Using IoT
[IEEE] 2026-5-22 | A Hybrid Ai-Driven Framework for Intrusion Prevention in Encrypted Network Traffic
[IEEE] 2026-5-22 | Geometry Adaptive Deep Q-Network for UAV-Based Emitter Localization in Cluttered RF Environments
[IEEE] 2026-5-22 | Over 25 Years of International Cooperation of Gravity Missions: Past, Present, Future
[IEEE] 2026-5-22 | ECPN: Eccentricity-Compensated Polar Normalization for Iris Image Analysis in NAFLD Prediction
[IEEE] 2026-5-22 | Soft Pop-up Serial Robot with Cable-Hydraulic Hybrid Actuation for Advanced Endoscopy
[IEEE] 2026-5-22 | GPU-Accelerated EMI Filtering for High-Speed Automotive Infotainment Streams
[IEEE] 2026-5-22 | Advancing Green Campus Infrastructure through Multi-Branch Solar Tree Technology: Design, Implementation, and Performance
[IEEE] 2026-5-22 | A Full-Order Model Reduction Method for Large-Capacity Photovoltaic Systems in Weak-Grid Conditions Considering Time-Scale Modes
[IEEE] 2026-5-22 | Vehicle Detection with Size-Based Categorization Using YOLO Models for Traffic Lane Prioritization
[IEEE] 2026-5-22 | Robotic Fruits with Tunable Stiffness and Sensing: Towards a Methodology for Developing Realistic Physical Twins of Fruits
[IEEE] 2026-5-22 | Coordinated Optimization of Wind-Photovoltaic-Storage Configuration for Park Microgrids
[IEEE] 2026-5-22 | Mission Concept to Track Convective Cloud Systems With Satellite-Based Phased-Array Radars
[IEEE] 2026-5-22 | Failure Mechanism Analysis and Permanent Magnet Retrofit Strategy for Reducers in Nuclear Power Plant Filtration Systems
[IEEE] 2026-5-22 | Intelligent Vehicle Surveillance System Using the Combination of ABPR and SSN Algorithms to Achieve Higher Predictive Accuracy in Traffic Safety
[IEEE] 2026-5-22 | An Imitation Based Reinforcement Learning Method for Power Network Reconfiguration Under Random Line Fault Scenarios
[IEEE] 2026-5-22 | A Novel Two-Stage Trading Strategy of D-2 Contracts Decomposition for Wind Farms: Tackling Dual Settlement and Implementation Rules
[IEEE] 2026-5-22 | Building an Autonomous Cyber Defense System Through Generative AI Framework
[IEEE] 2026-5-22 | Thermal Management and Packaging of High-Power Polarization-Diverse Arrays Utilizing Additive Manufacturing
[IEEE] 2026-5-22 | NiMEx: Smart Rover Swarms for Concurrent Mars Missions and Adaptive Role Reassignment
[IEEE] 2026-5-22 | Vehicle to Grid Algorithms Applied to Residential and Business Low Voltage Microgrids
[IEEE] 2026-5-22 | Cyberbullying Classification for Multilingual Context Using Deep Learning
[IEEE] 2026-5-22 | Evaluation of the InGaP, GaAs, and Si-Nanowire Multijunction Four-Terminal Bifacial Solar Cell
[IEEE] 2026-5-22 | Knowledge-Enhanced LLM for Intelligent Power System Fault Handling
[IEEE] 2026-5-22 | Monolithic Units: Actuation, Sensing, and Simulation for Integrated Soft Robot Design
[ACM] 2026-5-22 | Behavioral Fingerprints for LLM Endpoint Stability and Identity
[ACM] 2026-5-22 | Three-Dimensional Reconstruction for Oceanic Sound Speed Field with Use of Sparse Underwater Measurement
[ACM] 2026-5-22 | Co-Channel Interference Cancellation for MIMO-OSDM Underwater Acoustic Channel Estimation
[ACM] 2026-5-22 | Optimized Noise Spread Spectrum Covert Underwater Acoustic Communication Technology for Small AUVs
[ACM] 2026-5-22 | Context, Reasoning, and Hierarchy: A Cost-Performance Study of Compound LLM Agent Design in an Adversarial POMDP
[ACM] 2026-5-22 | CQSA: Byzantine-robust Clustered Quantum Secure Aggregation in Federated Learning
[IEEE] 2026-5-22 | Table of Contents
[IEEE] 2026-5-22 | Technical Program Committee
[IEEE] 2026-5-22 | Author Index
[IEEE] 2026-5-22 | Title Page
[IEEE] 2026-5-22 | Tangent Correlation Load Signature for Appliance Detection in NILM System
[IEEE] 2026-5-22 | The Journal of Miniaturized Air and Space Systems
[IEEE] 2026-5-22 | Towards Lightweight, Communication-Efficient, and Energy-Aware Federated Learning under Non-IID Settings
