[2026-07-15 10:51:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[IEEE] 2026-7-14 | Comparison of Single-Stage and Two-Stage Isolated High Power AC/DC Converter
[IEEE] 2026-7-14 | Joint CFAR and Resource Allocation Optimization for Distributed 6G ISAC Systems
[IEEE] 2026-7-14 | Learning-Based Resource Management and Bitrate Adaptation for UAV Video Streaming over Low-Altitude Wireless Networks
[IEEE] 2026-7-14 | An Effective Underwater Acoustic Physical Layer Encryption Communication Mechanism based on Dynamic Spatio-temporal Channel Feature
[IEEE] 2026-7-14 | Development of a Digital Twin for Electrified Aircraft Powertrain Health Management
[IEEE] 2026-7-14 | Optimization and Fuel Property Characterization of Bio-oil from Catalytic Pyrolysis of Achyranthes aspera Wood Residue Using Zeolite Y Catalyst
[IEEE] 2026-7-14 | Design and Implemetation of a Smart Temperatutecontrolled Environment Using Microcontroller and Fuzzy Logic
[IEEE] 2026-7-14 | BEOL-Compatible Spin-Orbit Torque Device Enabled by a Noncollinear Antiferromagnet
[IEEE] 2026-7-14 | Location-Informed Edge Server Selection in Integrated Access Backhaul-Enabled 6G Networks
[IEEE] 2026-7-14 | Strategies for the Disposal of Spacecraft of the National Earth Remote Sensing Constellation of the Republic of Kazakhstan
[IEEE] 2026-7-14 | Reliable LLM-enabled Intent-driven Management: A Validation pipeline for Network Automation
[IEEE] 2026-7-14 | Broadband Double-Layer Electromagnetic Wave Absorber Using $\text{Nd}_{2} \text{Fe}_{17} \mathrm{N}_{3}$ with Planar Magnetocrystalline Anisotropy
[IEEE] 2026-7-14 | Design of a Phase-Shifted Full-Bridge Converter for Intermediate Bus Architecture
[IEEE] 2026-7-14 | Universal Costas Matrices: Towards a General Framework for Costas Array Construction
[IEEE] 2026-7-14 | Beamforming for Multiuser LEO Satellite Communications with Irregular Tiled Array
[IEEE] 2026-7-14 | A Unified Off-Board Charger for Three-Phase Inductive and Single-Phase Conductive EV Charging
[IEEE] 2026-7-14 | Common Mode Voltage Mitigation in Wireless Charging of Electric Vehicles
[IEEE] 2026-7-14 | The Classical Mechanics Methods in Problems of Optimization of Robotic Systems Using the Niryo one Platform
[IEEE] 2026-7-14 | Unleashing Uplink Potential: AI-Driven Channel Selectivity Matching via Compressed Channel State Information
[IEEE] 2026-7-14 | Mathematical Modeling of Security-Aware Cyber-Physical Systems Using Pseudodifferential Operators
[IEEE] 2026-7-14 | Satellite-Based Deep Learning Models for Mineral Exploration
[IEEE] 2026-7-14 | Robust Beamforming for Multi-UAV Systems under Attitude Jitter via Multi-Agent Reinforcement Learning
[IEEE] 2026-7-14 | New Results On q-Shaba Differential Operator on Subfamily of Bi-Starlike Functions linked with Four Leaf Domain
[IEEE] 2026-7-14 | Magnetic Tunnel Junctions for Reservoir Computing Applications
[IEEE] 2026-7-14 | Assessment of Biomechanical Parameters of Physical Exercises Based on Computer Vision
[IEEE] 2026-7-14 | Easy-Axis Reorientation Analysis of Magnetic Nanoparticles Using BD-kMC Simulations
[IEEE] 2026-7-14 | Simultaneous Source Separation, Synchronization, Localization and Mapping for 6G Systems
[IEEE] 2026-7-14 | Coupling of Multi-Scale Investigation Methods to Study Microstructural Related Magnetic Properties and Domain Structure of Electrical Steel Material
[IEEE] 2026-7-14 | CA-AC-MPC: CUDA-Accelerated Actor-Critic Model Predictive Control
[IEEE] 2026-7-14 | Optimized Resource Orchestration for LoRa Networks in CS-enabled SHM
[IEEE] 2026-7-14 | DILoc: Replay-Based Domain-Incremental Learning for Lifelong Multimodal WiFi–Magnetic Indoor Localization
[IEEE] 2026-7-14 | How Ubiquitous Slow Charging Saves Transportation Electrification Costs in Metropolitan Areas
[IEEE] 2026-7-14 | SALT-V: Lightweight Authentication for 5G V2X Broadcasting
[IEEE] 2026-7-14 | From Ghosts to Beams: Radar-Guided LoS/NLoS Beam Alignment for 60 GHz Communication
[IEEE] 2026-7-14 | DQRL-Based Dynamic Resource Allocation for Energy-Spectral Efficient Next-Generation Clustered Radio Access Networks
[IEEE] 2026-7-14 | A Review of Soil Characterisation and Effects on Grounding Systems for Effective Lightning Current Dissipation
[IEEE] 2026-7-14 | Learnware-Enabled Deployment for Deep Learning-based CSI Feedback
[IEEE] 2026-7-14 | CSIT-Driven Spectral Precoding for Sidelobe Suppression in Multicarrier Modulation
[IEEE] 2026-7-14 | Enhanced Physical Layer Authentication via Robust and Trustworthy Sensing
[IEEE] 2026-7-14 | Augmented Edge–Cloud Service Orchestration: A Twin-Driven Coupling approach
[IEEE] 2026-7-14 | Security Evaluations of Post-Quantum Cryptographic Primitives Against Quantum and AI-Based Attacks
[IEEE] 2026-7-14 | A Three-Dimensional Path Loss Model for THz Band Aerial Communications
[IEEE] 2026-7-14 | Joint Constrained Coding and Iterative Consensus Reconstruction for DNA-Based Molecular Communication
[IEEE] 2026-7-14 | An Adaptive Method for Cybersecurity Requirements Management in Software Implementation
[IEEE] 2026-7-14 | Learning to Separate RF Signals Under Uncertainty: Detect-Then-Separate vs. Unified Joint Models
[IEEE] 2026-7-14 | Synergizing Standards of Project Management With Ai-Driven Support: Challenges and Opportunities for Future Project Governance
[IEEE] 2026-7-14 | Causal AI Framework for Treatment Effect Estimation in Cardiovascular Disease Risk Analysis
[IEEE] 2026-7-14 | UAV-Enabled Short-Packet Communication via Fluid Antenna Systems
[IEEE] 2026-7-14 | MoESEC: A Mixture of Experts Framework for Edge Semantic Communication Networks
[IEEE] 2026-7-14 | Comparative Analysis and Torque Optimization of Three Types of Rotors in Permanent Magnet Synchronous Motors
[IEEE] 2026-7-14 | Care-Setting Prediction Using Complete Blood Count Data Under Class Imbalance
[IEEE] 2026-7-14 | Investigation of Interleaved High Power, High Step-up DC/DC Converters for Fuel Cell Range Extender Vehicles
[IEEE] 2026-7-14 | Congestion-Aware Ant Colony Optimization for Time-Varying Networks in All-Optical Satellite Systems
[IEEE] 2026-7-14 | ReFLect: A Reputation-based Client Selection for Federated Learning in Mobile Networks
[IEEE] 2026-7-14 | Adaptive and Predictive Control of UAS in Train-Drone Delivery System
[IEEE] 2026-7-14 | Spinning Quadrotor: Hover Thrust Augmentation with Passive Lifting Surfaces
[IEEE] 2026-7-14 | SPSA-Based Successive Beamforming for Mobile Satellite Receivers with Phased Arrays
[IEEE] 2026-7-14 | Flexible-Sector 6DMA: Joint Sector Rotation and Antenna Allocation Optimization
[IEEE] 2026-7-14 | Financial Dimensions of ETS Mechanisms in Advancing Sustainable Development
[IEEE] 2026-7-14 | QoS-Aware Effective Energy Efficiency Power Allocation for Slow FAMA Systems
[IEEE] 2026-7-14 | Development of AI-Based Analytical Systems in Sports: A Case Study of Table Tennis
[IEEE] 2026-7-14 | Artificial Intelligence Application for Condition Assessment of High Voltage Power Transformer using Health Index
[IEEE] 2026-7-14 | Complex Frequency-Domain Finite Element Analysis for Magneto-Mechanical Coupling in Amorphous Wound Cores
[IEEE] 2026-7-14 | Adaptive Leadership in Sustainable Development of an IT University Driven by Artificial Intelligence
[ACM] 2026-7-15 | Lattice Musicking
[ACM] 2026-7-15 | Agriculture Punk: Hello World from Breadboard Farming
[ACM] 2026-7-15 | Cage-based Texture Transfer with Geometric Filtering
[ACM] 2026-7-14 | From Spark to Inferno: Scalable Stylized Fire in Disney and Pixar’s Hoppers
[ACM] 2026-7-14 | Development and Validation of the Perceived Personal Algorithmic Harms Scale: Algorithmic Stigma, Algorithmic Privacy Harms, Tangible Algorithmic Harms, and Race, Gender, and Disability Differences
[ACM] 2026-7-14 | LLM-Driven Usefulness Judgment for Web Search Evaluation
[ACM] 2026-7-15 | Ghost ReSTIR: Volumetric Resampling with Ghost Vertices in Null-Scattering Space
[IEEE] 2026-7-14 | SENTRY: Saving Energy through Neural Network-based Receiver Systems
[IEEE] 2026-7-14 | Attribute-Based Bilateral Access Control With Privacy Preservation for IIoT
[IEEE] 2026-7-14 | DRAD-AIM: Dynamic Region Anomaly Detection Based on Intersection-Level Anomaly Mining
[IEEE] 2026-7-14 | Experimental Evaluation of Blockchain-Based Collaborative Intrusion Detection on a Virtual 5G Testbed
[IEEE] 2026-7-14 | AI-Driven Turbulence Compensation in Free-Space Optical Links for Sustainable Digital Infrastructure
[IEEE] 2026-7-14 | Direct Measurement of Geometry-Dependent Stress Sensitivity in Near-Zero-Magnetostriction Glass-Coated Microwires
[IEEE] 2026-7-14 | A Distributed V2X Communication Architecture for Delay-Resilient Route Guidance Systems
[IEEE] 2026-7-14 | Learning-Based Joint Channel Acquisition and Communication Optimization for Movable Antennas
[IEEE] 2026-7-14 | Electrical Parameter Estimation of Electrically Excited Synchronous Machine With a Physics Informed Neural Network
[IEEE] 2026-7-14 | Unlocking Bistatic Target Detection for ISAC: Synergizing Deterministic Pilots and Unknown Random Data Payloads
[IEEE] 2026-7-14 | Data-Driven State-of-Charge Prediction Using GPS and Environmental Parameters for Personal Mobility Devices
[IEEE] 2026-7-14 | Magnetic and Structural Tuning in Nanocrystalline Ni-Zn Ferrites with Potential Biomedical Applications
[IEEE] 2026-7-14 | Non-Contact Broadband Microwave Sensing of Temperature Variations in Biological Tissues Using PCA-Based Feature Analysis
[IEEE] 2026-7-14 | Arena: A Kubernetes-based Testbed for Evaluating Application Deployment across the Computing Continuum
[IEEE] 2026-7-14 | Dual-Tier IRS-Assisted Mid-Band 6G Mobile Networks: Robust Beamforming and User Association
[IEEE] 2026-7-14 | Towed Movable Antenna Array for Airborne Secure Communications
[IEEE] 2026-7-14 | Oblivious Transfer over Discrete Memoryless Broadcast Channels
[IEEE] 2026-7-14 | Intercepting an Agile Target with Net-Carrying Drones Using Competitive Multi-Agent Reinforcement Learning
[IEEE] 2026-7-14 | Randomized Scheduling for PAoI Violation Guarantees in Periodic Multi-Source Systems
[IEEE] 2026-7-14 | A Causal-Interventional and Physics-Disentangled Graph Neural Network Surrogate Model for Dynamic Optimization of Variable Gear Ratio Magnetic Gears
[IEEE] 2026-7-14 | SCALER: Self-Consistent Assessment for SLA Explanation and Resolution in 6G Networks
[IEEE] 2026-7-14 | Doppler-Aware Dynamic Spectral-Correlation Framework for Passive Radio Emitter Tracking
[IEEE] 2026-7-14 | Design of an Electromagnetic Tracking System Using Tunnel Magnetoresistive Sensors
[IEEE] 2026-7-14 | Joint Random Access and MIMO Downlink Optimization via Threshold-Based User Detection
[IEEE] 2026-7-14 | A Practical AI-Driven Strategy for Cell On/Off Switching under Adaptable QoS Constraints
[IEEE] 2026-7-14 | Impact of Rotor Saliency on Air-Gap Flux Density Distribution and Subsequent Electromagnetic Stress of Permanent Magnet Motors
[IEEE] 2026-7-14 | High Torque-Density Axial-Flux Machine Using Inclined Permanent Magnet Design
[IEEE] 2026-7-14 | Serial Magnetic Force Microscopy of Skyrmion Nucleation in Multilayers
[IEEE] 2026-7-14 | Gesture-Based Natural User Interface for Formation Control of Multi-UAV Systems
[IEEE] 2026-7-14 | Prototype Implementation and Adaptive PID-Based Precision Position Control of a High-Torque Density Limited Angle Torque Motor
[IEEE] 2026-7-14 | FedAR: Adaptive Client Selection Strategy for Heterogeneous Federated Learning
[IEEE] 2026-7-14 | Methods to Reduce AC Loss of ReBCO HTS Coils in Linear Motors for High-Dynamic Motion Applications
[IEEE] 2026-7-14 | In low altitude range, the study of the de-rated DC link and power for SiC MOSFET-based propulsion inverter in electrical unmanned aerial vehicles
[IEEE] 2026-7-14 | Energy-Efficient Power Control in Single-User M-MIMO-OFDM System with PA Nonlinearity
[IEEE] 2026-7-14 | Unsupervised Out-of-Distribution Sample Selection for Reliable ML in Wireless Systems
[IEEE] 2026-7-14 | Wi-Fi-based Detection of GNSS Spoofing Attacks
[IEEE] 2026-7-14 | DualSense: WiFi Sensing and Segmentation of Signal Scatterers For Object Reconstruction
[IEEE] 2026-7-14 | Reinforcement Learning-based User Association in Sustainable Terrestrial Non-Terrestrial 6G Networks
[IEEE] 2026-7-14 | Evaluating Class Imbalance Handling Methods for Multi-Class IoT Intrusion Detection: A Comparative Study on the CIC-IoT 2023 Dataset
[IEEE] 2026-7-14 | Hardware-Aware $S E(3)$ Control Barrier Functions for Counter-UAS Interceptors with Directed Energy Payloads
[IEEE] 2026-7-14 | Cryogenically Cooled Stator Design for NASA-CHEETA Motor
[IEEE] 2026-7-14 | Digital Analytical Model for Management of Comprehensive Utilization of Limestone Screenings in Road Construction
[IEEE] 2026-7-14 | Electrical Impact of Winding Material Selection on Transformer Design: A Comparison of TEDAŞ and Tier 2 Specifications
[IEEE] 2026-7-14 | Trajectory and Latency-Aware DNN Task Offloading in Vehicular Edge Computing: A Deep Reinforcement Learning Approach
[IEEE] 2026-7-14 | Deep Q-Learning-Based Gain Scheduling for Nonlinear Quadcopter Dynamics
[ACM] 2026-7-14 | Automated Contract Negotiation in Data Spaces: Practitioner Needs Assessment and Negotiation Framework
[IEEE] 2026-7-14 | Visual Analysis of Dynamic Multi-objective Optimisation Problems and Algorithms_supp1-3712491.pdf
[IEEE] 2026-7-14 | IEEE Potentials Reviewer Appreciation
[IEEE] 2026-7-14 | Adaptive Coded Modulation Assisted ISAC Based AFDM Communication In SAGIN Networks
[IEEE] 2026-7-14 | Language Model-Enhanced Geometric Learning for Metalloprotein Pathogenic Mutations
[IEEE] 2026-7-14 | Hybrid Scalar-Product Compression (HSPC): Optimizing Quantization in Vector Retrieval via Hot-Cold Separation
[IEEE] 2026-7-14 | Research on a High-Precision Localization Method for Radiation Sources Based on Heterogeneous Probability Distribution Map Fusion
[IEEE] 2026-7-14 | Analyzing Performance Limits on Polarization-Specific Gain for UAV Conformal Antennas Using Polarization Decomposition
[IEEE] 2026-7-14 | AI-Generated Fingerprint Forgery Detection for Tiny Partial Fingerprint Sensors Using Multi-Generative Model Framework with Feature Augmentation
[IEEE] 2026-7-14 | How innovativeness of supply chain ecosystem members affects firm standard-setting performance: The moderating role of market competition
[IEEE] 2026-7-14 | A Novel Transcranial Magnetic Stimulation Coil with Bistable Compliant Mechanism Windings for Field Focality Reconfiguration
[IEEE] 2026-7-14 | Hybrid Precoding for Multi-User MIMO-OFDM Systems with Phase Shifter Impairments
[IEEE] 2026-7-14 | Machine Learning-Driven UEBA for Behavioral Access Control in Zero Trust Client Ecosystems
[IEEE] 2026-7-14 | Hybrid Quantum-Classical Coverage Optimization for User-Centric 6G Movable Antenna Systems
[IEEE] 2026-7-14 | Fuzzy Logic Simulation of Temporary Retail Structures: Modeling Economic Resilience in Urban Systems
[IEEE] 2026-7-14 | AI-Assisted Next-Gen Outdoor Optical Networks: Camera Sensing for Monitoring and User Localization
[IEEE] 2026-7-14 | Improvements in CEM's Primary Magnetics Laboratory
[IEEE] 2026-7-14 | Edge-Cloud Pulse Diagnosis Platform: Automated Diagnosis through Mechanized Sampling and Deep Time Series Modelling
[IEEE] 2026-7-14 | A Review of the Impact of Environmental Factors on the Performance of Power Cables
[IEEE] 2026-7-14 | TTD3-Enhanced Reliable Downlink Communication in Multi-UAV Networks Supported by 6DMA-Assisted Symbiotic Radio
[IEEE] 2026-7-14 | Mechanism of Mortarless ISSB Technology for Sustainable Housing in Lagos State
[IEEE] 2026-7-14 | Comparative Study of Textile Based Wearable Antenna Designs for IoT Applications
[IEEE] 2026-7-14 | A Data-Driven Magnetic Field Model for Halbach Arrays of the Magnetically Levitated Planar Motor with Variable Harmonic Coefficients
[IEEE] 2026-7-14 | UPS-Powered Wi-Fi System with Authentication and Payment Integration for Campus Networks
[IEEE] 2026-7-14 | Evaluating AFDM-Based Integrated Sensing and Communication in Vehicular Scenarios
