[2026-05-16 10:17:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-15
正在获取论文...
[IEEE] 2026-5-15 | Bio-Inspired Hybrid Antenna Synthesis for Optimizing 5G Network Slicing in Tripoli’s mmWave HetNet
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 28/1000 | Indoor Temperature Prediction Model Based on SVMD-CNN- Informer
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 29/1000 | Research on Control Method of Ship Integrated Power System Based on Load Current Feedforward
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 30/1000 | Rapid and Accurate Estimation of Acoustic Coupling in MUT Devices Using finite Element Modeling
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 31/1000 | Research on Multi-Sensor Array Detection Methods for Verifying GC-IMS Analysis of Neuraminidase-Metabolized Gases
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 32/1000 | Pushing Bit-Width Limits in LLM Quantization with Saliency-Guided Mix-Precision Allocation and Learnable Affine Transformation
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 33/1000 | Sparse2Dense: A Keypoint-Driven Generative Framework for Human Video Compression and Vertex Prediction
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 34/1000 | A 28nm 11.2-to-20-GHz PLL-based 16-Phase Clock Generator with High-Order-Mode Ring Oscillator Achieving 24.3-fs Jitter for 320-Gsps-Sample-Rate Data Converter
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 35/1000 | Analyzing Performance–Memory–Security Trade-Offs of Convolutions for DNN Inference on Homomorphically Encrypted Data
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 36/1000 | Distance Enhancement and Misalignment Robustness in WPT System Employing Higher Order Compensation Topology and ZVS
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 37/1000 | A 500kHz 600V Capacitive Isolated SiC Converter with Switching-On Transition Detection for Hard-Switching Fault Prognosis Achieving 58ns Short-Circuit Protection
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 38/1000 | TOKCIM: A 65nm All-Digital Compute-in-Memory Transformer Accelerator with Advanced Weight Sparsity Handling and SoftMax Acceleration
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 39/1000 | A 10-bit 20-GS/s 4-Channel Time-Interleaved DAC Employing Hybrid-Segmentation in 28-nm CMOS
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 40/1000 | THReaD: A 22.8 Mbps/node Two-dimensional Hierarchical Reconfigurable and Distributed Network for E-textiles with Fault Tolerance and Cooperative Power Management
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 41/1000 | Hybrid RL-PID for Intelligent Lighting Control in Container-based Indoor Farming
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 42/1000 | Towards Efficient 3D Gaussian Human Avatar Compression: A Prior-Guided Framework
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 43/1000 | TCROC–Markov: A Two-Stage Framework for Economic Regime Analysis
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 44/1000 | Comparative Security Analysis of Cross-Chain Protocols: An Empirical and Metrics-Based Approach
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 45/1000 | MI-STA 2026 Conference Proceedings
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 46/1000 | Rapid Diagnosis of Foot-and-Mouth Disease in Livestock Using Supervised Machine Learning Algorithms
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 47/1000 | ASIM 2025 Cover Page
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 48/1000 | EWA-DA: An EWA-Learning-Based Double Auction Mechanism for Multi-Agent Task Allocation
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 49/1000 | Investigation of Dynamic Testing Methods for Composite Thermoelectric Devices under Multi-Condition Loading
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 50/1000 | Research on Multi-target Detection Method of Transmission Line Based on YOLOv5
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 51/1000 | A Plug-And-Play Deep Unrolling Method for Brain Source Imaging
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 52/1000 | Imbalanced Fault Diagnosis of Rolling Bearings Fusing WGAN-GP and Self-Attention Mechanism
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 53/1000 | Verification of the Mold Material Model Through Simulation Studies at the Product Level
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 54/1000 | Ensemble ConvNeXt-LSTM Framework for Smart Surface Defect Detection in Hot-Rolled Steel Strips
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 55/1000 | IoT-Enabled EV Battery Monitoring System With Machine Learning-Based Predictive Analysis
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 56/1000 | EEG-Based Early Detection System for Alzheimer's and Parkinson's Disease
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 57/1000 | HRM Practices in Small-sized Institutes within the Education Industry: Evidence from Qualitative Case Studies
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 58/1000 | Detection and Classification of Abnormal Human Actions for Video Surveillance on Edge Devices
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 59/1000 | ICST 2025 TOC
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 60/1000 | ICISES 2025 Copyright Page
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 61/1000 | Research on Sample Imbalanced Fault Diagnosis of Ship Water Pump Bearing Dataset Based on HCAB-SMOTE
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 62/1000 | Comparative Analysis of RF, SVM and XGBoost for High-Accuracy Crop Recommendation
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 63/1000 | Digital Implementation of Cordic-Based Fitzhugh Nagumo Neuron Models on FPGAs
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 64/1000 | ECOTRACK: An AI-Based Carbon Emission Tracking and Prediction System
判定相关性时出错： Error code: 401 - {'error': {'message': "Team not allowed to access model. Team=AI_PRD_SELF-qYEvLWAiLZhGpqUYkxAfgwRdAW22qBiHBelvsHGZmI0, Model=Qwen3-235B-A22B-Instruct-2507. Allowed team models = ['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash']", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
