[2026-07-14 10:47:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[IEEE] 2026-7-13 | On the Application of Meta-Heuristics Algorithms to Improve the Classification Robustness of the WiFi Network Saturation Condition
[IEEE] 2026-7-13 | Slot-loaded Fractal-inspired Antenna for Wireless Applications
[IEEE] 2026-7-13 | A Selective Machine Learning Approach for Double-Threshold Spectrum Sensing
[IEEE] 2026-7-13 | Edge AI-Based Real-Time Fault Diagnostics for Industrial Motors Using Lightweight Neural Networks
[ACM] 2026-7-14 | Assets in Motion (AIM) - Injecting life into a static and linear asset building process
[ACM] 2026-7-14 | Pashboard: Modernizing Rez for Animation
[IEEE] 2026-7-13 | Joint Power and Resource Block Allocation for Delay-Reliable Downlink XR Scheduling in 6G
[IEEE] 2026-7-13 | End-to-End AI Agent System for MRI-Based Alzheimer’s Disease Detection and Explainability Using Machine Learning
[IEEE] 2026-7-13 | SAND: The Challenge on Speech Analysis for Neurodegenerative Disease Assessment
[IEEE] 2026-7-13 | LAMC2026 CFP
[IEEE] 2026-7-13 | CResPIE-ViT: A Compact Vision Transformer-based Framework for COVID-19 Lesion Segmentation and Severity Prediction
[IEEE] 2026-7-13 | An Edge Intelligence Gateway for Smart Metering Nodes with Event-Driven Control and On-Device Optimization
[IEEE] 2026-7-13 | A2-D Broadband Fixed-Beam Leaky-WaveAntenna with Customizable Tilted Beam Directions
[IEEE] 2026-7-13 | A Convenient Modeling Approach for Heavy-Haul Train Traction and Dynamic Braking in Longitudinal Train Dynamics Simulation
[IEEE] 2026-7-13 | Detection and Classification of Foreign Objects in Aqueous Food based on Multi-sensor Surface Electric Potential Sensing with Matched Filtering
[IEEE] 2026-7-13 | Fast and Flexible FEM-Tensor Model for Inter-Turn Short-Circuit Faults in Induction Machines
[IEEE] 2026-7-13 | Internal-Dynamics-Guided Stabilization Framework for MMC-Based Systems
[ACM] 2026-7-13 | "Illustration of the subconscious mind": Reinterpreting Dream Material as Artistic Creative Workflows Supported by Generative AI
[ACM] 2026-7-13 | Linea Viva: A Single-Line Live Score for Embodied Drawing-and-Sound Performance
[ACM] 2026-7-13 | Cute for Good
[ACM] 2026-7-13 | From Answer-First to Decision-First: An Interaction Pattern for Creative Judgment in AI Chat
[ACM] 2026-7-13 | How Creative Design Teams Make Sense of Contrasting AI Personas
[ACM] 2026-7-13 | The Blooming Archive
[ACM] 2026-7-13 | Tagus Multispecies Atlas: Fostering affective multispecies interactions through counter-mapping.
[ACM] 2026-7-13 | A Cabinet of Affective Touches: Building Design Repository Linking Somatic Experience with Soft Robotic Systems
[ACM] 2026-7-13 | PlaSphere: An Immersive Hybrid Ecology of Plastiglomerates
[ACM] 2026-7-13 | Language as a Material Interface for Creative LLM Interaction
[IEEE] 2026-7-13 | Influence of Gate Insulator Modulation on the Electrical and Material Properties of Dual-Gate InGaZnO Thin-Film Transistors
[IEEE] 2026-7-13 | AttGTS: A Lightweight Contrastive-Free Grid-Tagging Model with Scheduled Token-Level Attention for Aspect Sentiment Triplet Extraction
[IEEE] 2026-7-13 | HQDL: A Hybrid Quantum-Deep Learning Framework for Real-Time Fire Detection Using UAV Remote Sensing
[IEEE] 2026-7-13 | A Plug-and-Play Data-Centric Training Framework for Efficient Hyperspectral Image Classification
[IEEE] 2026-7-13 | A Psychometrically Optimized Imagery Approach for the Chinese Multifaceted Empathy Test
[IEEE] 2026-7-13 | Sleeper-Encoded Localization Method: A Mileage Precision Localization Approach for Railway Maintenance
[IEEE] 2026-7-13 | An Energy-Efficient Channel-Wise Segmented Sparse BNN Accelerator With Algorithm–Hardware Co-Optimization for Gesture Recognition
[IEEE] 2026-7-13 | Robotic Compliant Disassembly Strategy for Disassembling Dual Peg-hole with Uncertain Incomplete State: Mathematical Model and Optimization Methods
[IEEE] 2026-7-13 | Temporal Risk Forecasting of Infrastructural Health Using Deep Learning with Attention Mechanism
[IEEE] 2026-7-13 | QLIMB: End-to-End Whole-Body Control for Quadruped Loco-Manipulation and Balance on Complex Terrains
[IEEE] 2026-7-13 | Multi-Criteria Optimization of Cu-Modified Screen-Printed Carbon Electrodes Towards Salivary Creatinine PoC Monitoring
[IEEE] 2026-7-13 | Tobit Recursive Filtering for Networked Nonlinear Systems Against Random Man-in-the-Middle Attacks: An Attack Detection Mechanism
[IEEE] 2026-7-13 | Amplitude-Aided PHD Filtering for Unresolved Swarm Tracking
[IEEE] 2026-7-13 | Design Optimization of Hemispherical Conformal Phased Array Based on Partitioning and Hybrid Grouping Strategies
[IEEE] 2026-7-13 | Anti-Vulnerability Topology Design of LEO Satellite Networks With Node/Link Failure_supp1-3709644.pdf
[IEEE] 2026-7-13 | A Comprehensive Framework for Robust Laser Stripe Extraction and Restoration on Highly Reflective Metal Surfaces
[IEEE] 2026-7-13 | Applicability of Displacement Damage Equivalence Method in InP/InGaAs Avalanche Photodiodes Under Various Particle Irradiations
[IEEE] 2026-7-13 | Secure Split Offloading and Trajectory Design for UAV-Assisted Multi-Exit Collaborative DNN Inference_supp2-3708394.pdf
[IEEE] 2026-7-13 | Single-Stage Graph-Based Floorplan Generation
[IEEE] 2026-7-13 | RA-SCIC: Region-Aware Screen Content Image Coding Towards Fidelity and Efficiency
[IEEE] 2026-7-13 | Censored Regression Over Route-Constrained Incremental Adaptive Networks
[IEEE] 2026-7-13 | BlackSeaCom 2026 Ad Page
[IEEE] 2026-7-13 | Bridging the Reality Gap in Tampered Text Detection: A Human-Crafted Real-World Dataset and a Text-Centric Approach_supp1-3705334.pdf
[ACM] 2026-7-13 | Utilizing Adaptive Gamification in an Intelligent Tutoring System for Software Engineering Education
[ACM] 2026-7-13 | Agentic Workflows are Serverless Applications, so deploy them that way!
[ACM] 2026-7-14 | From Spark to Inferno: Scalable Stylized Fire in Disney and Pixar’s Hoppers
[IEEE] 2026-7-13 | Temperature-Scaled Confidence Features: An Efficient Inference-Time Framework for Multimodal AI Safety
[IEEE] 2026-7-13 | Cloud-Based Cost Calculator for Multi-Provider Comparison
[IEEE] 2026-7-13 | Design and Implementation of a Low-Cost Signal Conditioning Unit for LM35 Temperature Sensor
[IEEE] 2026-7-13 | Dynamic Placement and Service Provisioning of AI/ML Inference Models in O-RAN Infrastructure
[IEEE] 2026-7-13 | Quantum-Inspired Feature Fusion for Multi-Disease Medical Image Classification
[IEEE] 2026-7-13 | Energy-Efficient TinyML Framework for Real-Time Anomaly Detection in Embedded Electronic Devices
[IEEE] 2026-7-13 | Explainable Multi-Class Industrial IoT Intrusion Detection on the TON-IoT Network Dataset Using Multiple Machine Learning Models
[IEEE] 2026-7-13 | Transfer Learning-Based Beamforming for MIMO Antenna Arrays Using Pre-Trained Neural Network Model
[IEEE] 2026-7-13 | AXI-Based DMA Architecture with Latency Optimization on Small Packet Transfer in PCIe-based FPGA Systems
[IEEE] 2026-7-13 | AI-Based Detection of Psychological Disorders using EEG Signals and Deep Learning
[ACM] 2026-7-13 | “I Value LeetCode Over My Coursework”: CS Students’ Preparation Strategies and Perceptions of Technical Interviews
[ACM] 2026-7-13 | Multisensory climate communication: Meaning-making through interactive audiovisual atmospheres
[ACM] 2026-7-13 | MVSCbench: A Benchmark for Symbolic and Cultural Understanding in Music Videos
[ACM] 2026-7-13 | Beyond Compliance: How AI Could Help Creative Writers by Refusing Them
[ACM] 2026-7-13 | Making Invisible Change Felt: VR and Olfaction Design for Translating Corrosion
[ACM] 2026-7-13 | Speeding Up Write-Read Orders in Disaggregated Storage
[ACM] 2026-7-13 | “Everyone notes it differently”: The Challenge of Digitizing the Embodied Cognition of Stage Blocking Data
[IEEE] 2026-7-13 | Open-Set Domain Adaptation via Free Boundary Optimal Transport With Support Control_supp1-3710193.pdf
[IEEE] 2026-7-13 | Non-population Optimization of Parasitic Pixel Antennas Using an Internal Port Impedance Reversal-Enabled Iterative Modification Technique
[IEEE] 2026-7-13 | On the Dynamic Range for Shielding Effectiveness Measurements Using Dual or Nested Reverberation Chamber
[IEEE] 2026-7-13 | Robust Distributed Predefined-Time Algorithm for Time-Varying Resource Allocation Problem in Multiagent Systems With Disturbances
[IEEE] 2026-7-13 | Ocean Rainfall Identification and Intensity Retrieval from GNSS-R Observations
[IEEE] 2026-7-13 | Dual Subspace Representation and Second-order Affinity Graph Collaboration for Partial Multi-label Feature Selection
[IEEE] 2026-7-13 | Motion Blur Information Guided Dual-Domain Fusion Network for High-Quality Image Deblurring
[IEEE] 2026-7-13 | A Femtosecond-Laser-Inscribed, Fully Integrated Optical Fiber Sensor for Simultaneous Salinity and Temperature Sensing in Seawater
[IEEE] 2026-7-13 | High-Isolation Dual-Band Bandpass Filter and Diplexer Based on High-Order Modes of Spoof Surface Plasmon Polaritons
[IEEE] 2026-7-13 | Foundation Models based Scene Graph Generation
[IEEE] 2026-7-13 | Proactive Service Scheduling in Vehicular Networks: An Intelligence-Based Reinforcement Learning Approach
[IEEE] 2026-7-13 | Agentic Designer: Progressive Multi-Agent Collaboration for Structure-Aware Interior Layout Generation
[IEEE] 2026-7-13 | Machine Unlearning Based on Globally Refined Convergent Clustering for Health Survey Data-driven Prediction Model
[IEEE] 2026-7-13 | Dual-branch Selective Multiscale Fusion Network for Hyperspectral and LiDAR Classification
[IEEE] 2026-7-13 | Bi-LSTM based Multi-Agent DRL with Computation-aware Pruning for Agent Twins Migration in Vehicular Embodied AI Networks
[IEEE] 2026-7-13 | Diffusion Dynamics in Biofilms with Time-Varying Channels
[IEEE] 2026-7-13 | Trust Quantification on Zero Trust Architecture: A Survey
[IEEE] 2026-7-13 | The Last Mile of Fuzzing: An Efficient Fault Localization Framework for ARM Embedded Firmware
[IEEE] 2026-7-13 | Versatile Potential and Full Well Capacity Modeling of Vertical Pinned Photodiodes
[IEEE] 2026-7-13 | HyperHBM: an End-to-End HBM Optimization Framework on FPGA Platform for High-Throughput FHE Accelerator
[IEEE] 2026-7-13 | Synchronized Membrane Potential-driven Plasticity for Spiking Neural Networks
[IEEE] 2026-7-13 | IEEE Transactions on Magnetics Publication Information
[IEEE] 2026-7-13 | In-Plane Thermal Anisotropy Characterization of β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    (001) Using a Dedicated Thermal Test Device
[IEEE] 2026-7-13 | Reliable Uncertainty Estimation via Discriminative Feature Learning for Evidential Deep Classification
[IEEE] 2026-7-13 | BHL-MOR: Background Assisted Heatmap Learning for Moving Object Recognition
[IEEE] 2026-7-13 | RRTO: A High-Performance Transparent Offloading System for Model Inference in Mobile Edge Computing
[IEEE] 2026-7-13 | Inverter-Based Resource Oscillation Source Locating via Passivity
[IEEE] 2026-7-13 | Integrated Multi-Omics Modeling for Drug Toxicity and Side-Effect Prediction
[IEEE] 2026-7-13 | Performance Analysis of Channel Modeling for 5G Networks
[IEEE] 2026-7-13 | Flexible UWB Antenna for WBAN Applications
[IEEE] 2026-7-13 | XGBoost Classifier Framework for Detection of Multi-Level Vehicle Noise and Emission Violations
[IEEE] 2026-7-13 | Improving CT-Free PET Attenuation Correction via Stable Wasserstein GAN Training and Detection-Based Validation
[IEEE] 2026-7-13 | Predictive Maintenance of Launch Pads Using Machine Learning
[IEEE] 2026-7-13 | Digital Energy Adaptive Twin Ook Transmitter For Uwb Applications
[IEEE] 2026-7-13 | EEG-Based Stress Analysis in Students During Skill Assessment Using Machine Learning Algorithms
[IEEE] 2026-7-13 | QPS-SPS: A Decentralized Reinforcement Learning Framework for Adaptive Semi-Persistent Scheduling in NR-V2X Mode-2 Communication
[IEEE] 2026-7-13 | Toward a Combined View of Intrusion and Evasion: an Adversary-Aware IDS
[IEEE] 2026-7-13 | AI-Native Secure Interoperability Architecture for Smart Food Industry Systems Based on Eclipse Arrowhead Framework
[IEEE] 2026-7-13 | A New 3D Chaotic Map for Encryption of Images
[IEEE] 2026-7-13 | A Multimodal UAV Search and Rescue Dataset: Integrating Thermal and Flight Data with YOLO-based Object Detection
[IEEE] 2026-7-13 | High-Level Synthesis Based DDR4 Memory Controller with Refresh-Aware Optimization for FPGA Systems
[ACM] 2026-7-14 | Production-Driven Data Management for a Service-Based Pipeline
[ACM] 2026-7-13 | On the Role and Impact of GenAI Tools in Software Engineering Education
[ACM] 2026-7-13 | Beyond Rigid Avatars: A Deformation-Aware Interactive System for Garment–Body Design Exploration
[ACM] 2026-7-13 | AtoMix: Fostering Structured Visual Ideation for Remote Groups through Atomic Composition and Cross‑Pollination
[ACM] 2026-7-13 | AttentionBender: Manipulating Cross-Attention in Video Diffusion Transformers as a Creative Probe
[IEEE] 2026-7-13 | Approximation Algorithm for Minimum Weight (2,
                    <i>m</i>
                    )-Connected Dominating Set
[IEEE] 2026-7-13 | Cycle-Aware Masked Self-Supervised Learning for Parkinson's Disease Diagnosis Using Wearable Time-Series Data in Daily Activities
[IEEE] 2026-7-13 | TREPP: Tandem Repeat Expansion Pathogenicity Prediction via Stacked CatBoost and Context-Aware Sequence Features
[ACM] 2026-7-13 | Performance and Security in Userspace NVM File Systems through State Separation
[IEEE] 2026-7-13 | Droop Controlled Microgrid Using Intelligent Pre-Synchronization for Grid Connection
[IEEE] 2026-7-13 | A Deep Learning-Based Surrogate Method for Cumulative Fatigue Damage Estimation of Heavy-Haul Locomotive Couplers
[IEEE] 2026-7-13 | Towards Open-Set Fault Diagnosis for Belt Conveyors Using Distributed Acoustic Sensing
[IEEE] 2026-7-13 | 30 kV β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Photoconductive Semiconductor Switch with Ultrafast Rise Time Enhanced by Epitaxial Regrowth
[IEEE] 2026-7-13 | BER Approximation for Optical LoRa Over Gamma–Gamma Turbulence with Pointing Errors
[IEEE] 2026-7-13 | A Reconfigurable Three-Port Battery-Load Interface with Voltage Balancing and Power Processing Capability
[IEEE] 2026-7-13 | Packet Splitting Enabled Multi-Stream Transmission for E-SDM MIMO Systems With Finite Blocklength
[IEEE] 2026-7-13 | Complex-Domain Acoustic–Pressure Dual-End Measurement Framework for Weak Pipeline Leak Detection
[IEEE] 2026-7-13 | Digital Twin Based Amalgamation of GPR and BER-Jaya Optimization for Intelligent MPPT Control Under Dynamic Solar Environments
[IEEE] 2026-7-13 | ManlyMM-VAE: Deep Clustering With Manly Transformation Mixture Latent Embeddings for High-Dimensional Skewed Data
[IEEE] 2026-7-13 | Polarimetric Signatures from the Base of Icebergs in BIOMASS P-band SAR Images
[IEEE] 2026-7-13 | On the Mechanical Reliability of Piezoresistive Sensor Arrays in Footwear-Integrated Weight Monitoring Systems
[IEEE] 2026-7-13 | Off-Axis Compliant RCM Joint with Near-Isotropic Stiffness and Minimal Parasitic Error
[IEEE] 2026-7-13 | Cooperative and Conflict-Aware Alerting using Graph-Based Reinforcement Learning in Rural Intersections for CAVs
[IEEE] 2026-7-13 | Residual Compensation-Based Multi-Frequency Data Fusion for Polarized Light/INS Integrated Navigation
[IEEE] 2026-7-13 | A Bayesian Decision Framework for Software Release Based on Human-Factor SRGM, Priority Queue Debugging, and Nonlinear Residual-Fault Reliability
[IEEE] 2026-7-13 | Intention-Aware Model Predictive Control for Orbital Pursuit-Evasion Games
[IEEE] 2026-7-13 | Optimized Polyphase FIR Filtering: A Pragmatic Approach for Next-Generation Wireless Systems
[IEEE] 2026-7-13 | Detection of Parkinson’s Disease using Quantum Transformers
[IEEE] 2026-7-13 | Comprehensive TCAD Investigation on Nanosheet through the High-k dielectric and Dimensional Scaling for Advanced CMOS Applications
[IEEE] 2026-7-13 | DGSemCom: Digital Generative Semantic Communications via Discrete Denoising Diffusion Model for Latent Error Correction
[IEEE] 2026-7-13 | Transformer-Enhanced Deep Learning Model for Lung Disease Classification
[IEEE] 2026-7-13 | Automating Vulnerability Assessment Using a Machine Learning Framework for CVSS Scoring
