[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[IEEE] 2026-7-29 | The Impact of Posture on the Coupling Between Cerebral Blood Flow and Cortical Activity Evaluated via Mutual Information_supp1-3717604.docx
[IEEE] 2026-7-29 | A 20–47-GHz 1°-Phase-Variation 23-dB-Range VGA With 180°-Phase Shift and 138-Gbps Data Rate for 5G and SATCOM in 40-nm CMOS
[IEEE] 2026-7-29 | Knowledge Embedded Stochastic Configuration Networks for Industrial Data Analytics
[IEEE] 2026-7-29 | Continuous Training Sample Weighting via Constrained Optimization for Robust STAP in Heterogeneous Clutter
[ACM] 2026-7-29 | CIERTe: Continuous Inter-Event Relative Temporal Anchoring for Anxiety Detection from Social Media Posts
[ACM] 2026-7-29 | Integrated virtual and wet-lab screening to identify ligands of a SLC benchmark, SLC25A20.
[ACM] 2026-7-29 | CSTATE: Predicting cellular responses to perturbations
[ACM] 2026-7-29 | Stochastic Retrieval for Fairness–Accuracy Trade-offs in Clinical RAG
[ACM] 2026-7-29 | Auditing Retrieval-Augmented LLM Hypotheses for Longitudinal Cell Painting Morphology
[ACM] 2026-7-29 | To GOTO or Not to GOTO: Measuring Structural Complexity of (Decompiled) Code
[ACM] 2026-7-29 | Understanding Codebase like a Professional! Human–AI Collaboration for Code Comprehension
[ACM] 2026-7-29 | Test Behaviors, Not Methods! Detecting Tests Obsessed by Methods
[ACM] 2026-7-29 | Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting
[ACM] 2026-7-29 | The Way of Types: A Report on Developer Experience with Type-Driven Development
[ACM] 2026-7-30 | Mapperoni: A Tool for Teaching the Basics of Level Design
[ACM] 2026-7-30 | Representing and Generating Levels Over Time through Playtrace Reconstructive Partitioning
[IEEE] 2026-7-29 | How Accurate are Video Quality Models for Diffusion-Based Video Super-Resolution?
[IEEE] 2026-7-29 | Verilog-Based Verification and Analysis of a Two-Step Nonlinear ADC
[IEEE] 2026-7-29 | Nonlinear Kinematic Analysis of Tensioning Integrated Mechanism Based on AFSA and PID Control Technology
[IEEE] 2026-7-29 | Work-in-Progress on Federated and Cluster-Aware Wi-Fi Fingerprinting for Indoor Localisation
[IEEE] 2026-7-29 | Multi-Track Audio Main Melody Extraction Using Skyline-Based Melody Extraction and Clustering Algorithm
[IEEE] 2026-7-29 | Sustainable Hemp-based Polycarbonate Substrates Enabling Low-Loss 5G and mmWave Electronic Systems
[IEEE] 2026-7-29 | Accurate Synthetic Tasks for Scientific Workflow Benchmarks
[IEEE] 2026-7-29 | RootLogic: An AI-Powered Bilingual Decision Support System for Sustainable Crop and Soil Management
[IEEE] 2026-7-29 | Budget-aware Test-Sufficient Context Selection for Java Unit Test Generation
[IEEE] 2026-7-29 | CPTF-DAN: A Class-Balanced Prototype-Guided Time–Frequency Domain Adaptation Network for Bearing Fault Diagnosis
[IEEE] 2026-7-29 | SEEing Together: Synthetic Presence and Ethics in AI/XR
[IEEE] 2026-7-29 | A Cross-Attention based Multimodal Transformer for Explainable Early Alzheimer’s Disease Detection
[IEEE] 2026-7-29 | M3DGCQA: A Quality Assessment Dataset for Multi-Object 3D Generated Contents
[IEEE] 2026-7-29 | Battery State of Health Estimation via Federated Learning on Diverse Data from Multiple Sources
[IEEE] 2026-7-29 | A G-Band SAR System for Non-Destructive Inspection of Packaged Products
[IEEE] 2026-7-29 | HAFNet: A Deep Learning-based Hybrid Attention Fusion Framework for Deepfake Image Detection
[IEEE] 2026-7-29 | Research on Method of Multi-Level Parallel Computation on Embedded VSIPL
[IEEE] 2026-7-29 | From Model Comparison to Heterogeneous Fusion: A Gated Residual Framework for Brain Tumor MRI Segmentation
[IEEE] 2026-7-29 | Characterization of Traffic Flows in a Low-Resource Community Wireless Network
[IEEE] 2026-7-29 | Hybrid Intelligent Architecture for Accurate Breast Cancer Detection and Classification from Multimodal Medical Imaging
[IEEE] 2026-7-29 | Stochastic Differential Equation Diffusion for Conditional Molecular Generation in Multi-scale Latent Spaces
[IEEE] 2026-7-29 | Range-Profile-Aware and Null-Protected Hybrid Precoding for Finite-Bit Near-Field Wideband OFDM-ISAC
[ACM] 2026-7-30 | Fairness Optimization of Data Collection Volume for STAR-RIS-Assisted UAV-Enabled IoT
[ACM] 2026-7-29 | Exploring the Evolutionary Landscape of AI-Generated Viral Sequences: a Case Study on HIV-1
[ACM] 2026-7-29 | Depth-Gated Cross-Omics Graph Fusion for Cancer Subtype Classification
[ACM] 2026-7-29 | Dynamic Information Sub-Selection for Adaptive Decision Support
[ACM] 2026-7-29 | Slide-Omics: An Interpretable Bi-Directional Attention Framework for Integrating Multi-Omics and Pathology in Cancer Survival Analysis
[ACM] 2026-7-29 | Graph Signal Processing as an Experimental Approach to Radiomics Analysis
[ACM] 2026-7-29 | An Active Learning Framework for Data-Efficient, Human-in-the-Loop Enzyme Function Prediction
[ACM] 2026-7-30 | Fill-in-the-Blank Microgames
[ACM] 2026-7-30 | Tutorial: Using Behavior Trees to Create Point-and-Click Games
[ACM] 2026-7-30 | Bending the Arc of (Ludo)History
[ACM] 2026-7-30 | Integration of games and models as an approach to support inclusive environmental conservation
[IEEE] 2026-7-29 | A Dynamic and Scalable Encryption Framework with Similarity Awareness for Cloud Data Storage
[IEEE] 2026-7-29 | Semantic-Guided Mamba with Multi-Scale Attention Decoupling for Image Segmentation
[IEEE] 2026-7-29 | A Retrieval and Fine-tuning based Approach for Information Extraction in Large Language Models
[IEEE] 2026-7-29 | Quantum-Inspired Ensemble Learning for Robust Healthcare Risk Prediction
[IEEE] 2026-7-29 | Physics-Informed Neural Network Modeling of Complex Vehicle Collision Dynamics in Precision Immobilization Technique Maneuvers
[IEEE] 2026-7-29 | Probability-Maximized Spiral Scanning for Fast Acquisition in Beaconless Optical Communications
[IEEE] 2026-7-29 | Subject-Invariant Multimodal Affective Representation Learning Via Masked Cross-Modal Alignment
[IEEE] 2026-7-29 | Meta-Semantic Induction for Generalized Cross-Modal Hashing
[IEEE] 2026-7-29 | SIVR-VIF: System-Level Source-End Inertial Measurement Unit and Visual Reconstruction for Visual–Inertial Fusion
[IEEE] 2026-7-29 | Artifact Appendix for Loglearners: Identifying Compromised AI Functions in Serverless Systems
[IEEE] 2026-7-29 | FLICS 2026 Committees
[IEEE] 2026-7-29 | Steering Resilient Control Of Autonomous Distributed-driven Electric Vehicles Based On Sensor Measurement Output Reconstruction Under Cyber Attacks
[IEEE] 2026-7-29 | Spectrum-Occupancy Guided Edge-Enhanced Node2Vec for Spectrum Recommendation in Satellite-Terrestrial Networks
[IEEE] 2026-7-29 | IMS RFSA 2026 Abstract Page
[IEEE] 2026-7-29 | A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection
[IEEE] 2026-7-29 | On the Design of Decision Tree Visiting Kernels at the Edge
[IEEE] 2026-7-29 | Reliability and Collapse of Neural Mutual-Information Estimators for Eavesdropper-Leakage Assessment in Wireless Physical-Layer Security
[ACM] 2026-7-29 | egg: Fast and Extensible Equality Saturation
[ACM] 2026-7-29 | BASIS: An LLM-Empowered Benchmark and Agent System for Inferring Synthetic Lethality
[ACM] 2026-7-29 | Adversarially Robust Federated Learning for IoMT-based Physiological Condition Monitoring: A Benchmark Dataset and ML-Aided Aggregation Framework
[IEEE] 2026-7-29 | A VR-AI Integrated Teaching System for Ideological and Political Education: Requirement Analysis, Architecture Design, and Application Validation
[IEEE] 2026-7-29 | Mitigating One-to-N Backdoor Attacks in Federated Learning
[IEEE] 2026-7-29 | Dual-Branch Gated Fusion with Weighted Cross-Entropy for Robust Environmental Sound Classification
[IEEE] 2026-7-29 | Real-Time Integrate Navigation for UAVs Based on Sequential Filter and Acceleration Rotation
[IEEE] 2026-7-29 | Classification Study of Aviation Engine Accident Narrative Texts Based on Deep Learning
[IEEE] 2026-7-29 | 5G NetOptima: AI-Driven Real-Time Latency and Bandwidth Optimization for Intelligent Resource Allocation in Next-Generation Networks
[IEEE] 2026-7-29 | Comparing Model Compression Techniques for MCU-Based Federated TinyML
[IEEE] 2026-7-29 | Leak-Free Machine Learning for Hardware Trojan Detection at RTL
[IEEE] 2026-7-29 | Bee-Inspired Topology Control for Secure and Energy-Aware Communication in Mobile Ad Hoc Networks
[IEEE] 2026-7-29 | Privacy Preserving Federated Learning for Decentralized Edge Intelligence in Self-Healing Autonomous Network Architectures
[IEEE] 2026-7-29 | Optimization of Visible Light Communication Light Source Layout Based on Improved LILO Algorithm
[IEEE] 2026-7-29 | Transmission Line Anti-External Damage Detection for Ultra-Low Power MCUs Based on TinyML
[IEEE] 2026-7-29 | Distortion Perception Enhanced Image Quality Assessment for Color Block Artifacts and Color Saturation Distortions
[IEEE] 2026-7-29 | NL-CPS: Reinforcement Learning-Based Kubernetes Control Plane Placement in Multi-Region Clusters
[IEEE] 2026-7-29 | AI-enabled Inverse Design of Harmonic Terminated mmWave PAs and Frequency Doublers
[IEEE] 2026-7-29 | Pulse-Doppler Self-Injection-Locked (PDSIL) Radar for Noncontact Vital Sign Monitoring
[IEEE] 2026-7-29 | Integrating “Where” and “How” for Expertise-Aware 8K Video Quality Prediction
[IEEE] 2026-7-29 | On-Orbit Demonstration of a Deployable Ka-Band 16-Element Active Phased-Array Transmitter
[IEEE] 2026-7-29 | Attention-based Transformer–LSTM Architecture for Precision SOC and Battery Temperature Forecasting in Electric Vehicle Batteries
[IEEE] 2026-7-29 | IEEE PES Senior Members announcement
[IEEE] 2026-7-29 | A Multimodal Benchmark for Open-Pit Mine Remote Sensing Change Detection with Vision-Language Guidance
[IEEE] 2026-7-29 | Front Cover
[IEEE] 2026-7-29 | Translational Motion Compensation and Micro-Doppler Feature Extraction for Multi-target Narrowband Radar Signal Separation
[IEEE] 2026-7-29 | Text-Guided Image Clustering With Unsupervised Dual-Level Knowledge Distillation
[IEEE] 2026-7-29 | TableMind: Redefining Table Reasoning With Semantics and Flexibility
[IEEE] 2026-7-29 | Discovering Work Specialization through Process Mining
[IEEE] 2026-7-29 | IEEE Circuits and Systems Society Information
[IEEE] 2026-7-29 | QBERT-LSTM: Quantum Intelligence Based Mental Health Sentiment Analysis Using Web Scraping
[IEEE] 2026-7-29 | Broadband Low-Profile Ku-Band Transmissive Metasurface for OAM Beam Generation in LEO Satellite Communication Terminals
[IEEE] 2026-7-29 | Reliable Tiny Airborne Object Detection via Prior-Guided Motion-Structure Verification
[IEEE] 2026-7-29 | Inverse Design of Multilayered Manufacturable Pixelated Diplexers Through Optimized Geometrical Configuration and Meshing Strategy in MoM
[ACM] 2026-7-29 | Multi-Objective Evolutionary Optimization for the Discovery of Structurally Diverse and Active Compounds
[ACM] 2026-7-29 | MetabOmics: Metabolism-Oriented Omics Data Integration
[ACM] 2026-7-29 | Designing Ethical AI Grief Support: A Value Sensitive Design Framework for Chronic Illness Care
[ACM] 2026-7-29 | An SGX-Based Donation System Built on Hyperledger Fabric with Authentication, Privacy-Preserving, and Auditability
[ACM] 2026-7-29 | Evaluating Front-end Web Energy Consumption: Quantifying the Role of Caching, Cookies, Scrolling Behavior, and Data Volume
[IEEE] 2026-7-29 | A Predictive Internet of Things (IoT)- Driven Intravenous (IV) Therapy Safety System for Cancer Patients using Gradient Boosting and Isolation Forest
[IEEE] 2026-7-29 | An Attention-Enhanced CNN–Transformer Model for Brain Tumor Identification from MRI Scan
[IEEE] 2026-7-29 | Hybrid Key Orchestration of PQC and QKD for Adaptive Quantum-Safe Networks
[ACM] 2026-7-30 | How Diegetic Maps Shape Wayfinding, Storytelling, and Immersion
[ACM] 2026-7-30 | Toxic Pings: An Interview Study on Hostile Nonverbal Communication Among Teammates in DotA 2 and League of Legends
[ACM] 2026-7-30 | No Prototypical Prototypes
[ACM] 2026-7-30 | Serious Games for Cognitive Bias Mitigation: A Review of Learning Mechanisms and Design Approaches
[ACM] 2026-7-30 | Understanding Player Movement in 3D Action-Adventure Games: From Mechanics to Implementation
[ACM] 2026-7-30 | Game Development for Diverse Academic Backgrounds: Designing an Inclusive Pedagogy
[IEEE] 2026-7-29 | Visionary Harvest: Integrating Custom Blur Layers into VGG19 for Obscured Edible Classification
[IEEE] 2026-7-29 | Hierarchical Two-Stage Deep Learning Framework for Phase-Aware Fall Detection Using Wearable Sensors
[IEEE] 2026-7-29 | A Low-Power and Self-Interference-Tolerant Receiver for Shared-Aperture In-Band Full-Duplex Arrays
[IEEE] 2026-7-29 | Adaptive Modulation of Hybrid Resonant–PWM DC–DC Converters using Deep Reinforcement Learning for Full-Range Soft-Switching
[IEEE] 2026-7-29 | DQ-MCTR: Data Quality-Aware Multimodal Click-Through Rate Prediction for Online Advertising
[IEEE] 2026-7-29 | Hybrid Machine Learning and Multimodal Fusion Techniques for Obstructive Sleep Apnea: A Systematic Review
[IEEE] 2026-7-29 | Playstyle-Based NBA Injury Prediction Using Machine Learning and Statistical Analysis
[IEEE] 2026-7-29 | FPGA Acceleration and Over-the-Air Validation of IEEE 802.11ad Based Integrated Sensing and Communication using RFSoC and Millimeter Wave Front-Ends
[IEEE] 2026-7-29 | High Accuracy Intelligent Sag Detection and Alert System for Overhead Power Lines with IoT Support
[IEEE] 2026-7-29 | Span-Based Gazetteer Integration for Robust Named Entity Recognition in Code-Mixed Text
[IEEE] 2026-7-29 | Enabling Broadbeam Performance in Planar Backscatter Tags: A Semi-Passive Metalens-Enhanced mmID for Ambient IoT Environments
[IEEE] 2026-7-29 | An IoT-based Predictive Maintenance and Safety Monitoring System for LPG Usage
[IEEE] 2026-7-29 | Comparative Analysis of Iptables and Nftables using Rule-based Firewall Configuration
[IEEE] 2026-7-29 | Unified Metadata Architecture and Workflow Automation for SEM Imaging in Support of FAIR and Open Science
[IEEE] 2026-7-29 | Detecting XSS attacks via semantic reconstruction and adversarial enhancement
[IEEE] 2026-7-29 | Development of a 230-micron array of Dual-Polarization Kinetic Inductance Detectors
[IEEE] 2026-7-29 | A Two-Stage Predictive Framework for Olympic Sport Inclusion: Integrating Hard Threshold Screening with PCA-SVM Classification
[IEEE] 2026-7-29 | Intelligent Leaf Disease Classification using Deep Convolutional Neural Networks for Sustainable Agriculture
[IEEE] 2026-7-29 | Artificial Intelligence-Driven Management of Sustainable Energy Resources: Visibility, Operation, and Control
[IEEE] 2026-7-29 | A Study on Eye Movement Characteristics and Learning Effects of Vocabulary Memorization Apps from the Perspective of Cognitive Load
[IEEE] 2026-7-29 | Ptery-MSGNet: A Lightweight Dual-Branch Network with Multi-Scale Fusion for Pterygium Classification
[IEEE] 2026-7-29 | Sustainable AI: A Necessity for Industry [In My View]
[IEEE] 2026-7-29 | Adaptive Latent Embedding for Secure User-Centric Networking using Glow-based Normalizing Flows
[IEEE] 2026-7-29 | Blockchain-Integrated Secure File Encryption with AI-Driven Anomaly Detection
[IEEE] 2026-7-29 | Grid Forming Solar PV System with Battery Energy Storage for Voltage Stability Enhancement in Renewable-Integrated Power Networks
[IEEE] 2026-7-29 | Urban Tourism Customized Bus Station Planning and Real-Time Demand Dispatch Optimization Based on K-means
[IEEE] 2026-7-29 | Energy-Aware Self-Evolving Edge AI for Sustainable Cybersecurity in Ultra-Dense Smart City IoT Networks
[IEEE] 2026-7-29 | HeatPre: Efficient Diffusion-Inspired Precipitation Nowcasting for Edge Weather Intelligence
[IEEE] 2026-7-29 | Table of Contents
[IEEE] 2026-7-29 | Black-Box Domain Adaptation for Cloud Vision-Language Model by Exploring Optimization Directions
[IEEE] 2026-7-29 | ERCS-Informed LoRa Signal Modeling for Robust Corner-Aware Human Direction Detection
[IEEE] 2026-7-29 | Reinforcement Learning and Reference Vector-Driven Expensive Multi-objective Optimization_supp1-3716135.pdf
[IEEE] 2026-7-29 | Robust Takagi-Sugeno Fuzzy Constant Voltage Control for Reduced-Order Inductive Power Transfer Systems
[IEEE] 2026-7-29 | FLICS 2026 Copyright
[IEEE] 2026-7-29 | Data-based characterization method for model-unknown saturated systems under data-driven event-triggered control
[IEEE] 2026-7-29 | A Novel Pressure Sensor for High-Energy Arc Discharge in Power Transformers: Achieving Balanced Wide Range and High Sensitivity
