[2026-08-07 10:02:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-06
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608060000+TO+202608062359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-6 | BAGAS: Blockchain-Assisted Group Authentication Scheme for Internet of Drones
[IEEE] 2026-8-6 | Hardware-Assisted Mutual Authentication and Decentralized Trust Management for Secure V2X Communication
[IEEE] 2026-8-6 | Adaptive Noise-Learning $k$WTA Network and Its Application to Multi-Manipulator Systems
[IEEE] 2026-8-6 | Feedback Link-Free THP and Abs-K-Means Clustered Nonlinear Equalizer Enabled Low Complexity FTN Signaling for Intra-DCI
[IEEE] 2026-8-6 | A Comprehensive Statistical Framework for Identifying and Assessing Optical Marine Pseudo-Invariant Calibration Sites
[IEEE] 2026-8-6 | Thermal-Pulse Measurement of Polarity-Dependent Electric Field Distortion in Metallized BOPP Films
[IEEE] 2026-8-6 | Enhancing Graph Neural Network Explainers Using a Distribution Shift Consistency-Guided Generator_supp1-3717880.pdf
[IEEE] 2026-8-6 | POF-based Sensor Device for Assessment of Human-Robot Interaction Forces
[IEEE] 2026-8-6 | An Information Geometry Manifold Clustering Algorithm for Anti-Deceptive Jamming in Multistatic Radar Systems
[IEEE] 2026-8-6 | Decentralized Collaborative Manipulation in a Tractor-Laborer Setting
[IEEE] 2026-8-6 | Study on the Influence of Short-circuit and Overload on the Electrical Properties of PP and XLPE Medium Voltage Cables
[IEEE] 2026-8-6 | cBiConvGRU-Based Time-Frequency Domain Channel Estimation for 2D Modulation Systems
[IEEE] 2026-8-6 | Sensing-Budget Allocation for Flood-Resilient Metro-Bus Bridging: The Operational Value of Crowdsourced Information
[IEEE] 2026-8-6 | Risk-Aware Time-Adaptive Conformal Quantile Regression for SoC Interval Estimation in Battery Energy Storage Systems
[IEEE] 2026-8-6 | A Coupled Two-Stage Dynamic Weapon-Target Assignment for Attacking a Fleet Formation under Limited Weapon Resources
[IEEE] 2026-8-6 | Author Index
[IEEE] 2026-8-6 | Efficient semantic content-based image retrieval with cloud-optimized raster formats
[IEEE] 2026-8-6 | GPT-Inspired Adaptive Physical-Layer Authentication for Industrial Wireless Communication Systems
[ACM] 2026-8-6 | TemporalBench: A Benchmark for Evaluating LLM-Based Agents on Contextual and Event-Informed Time Series Tasks
[ACM] 2026-8-6 | Shifting the Unit of Safety: From Model to System in the Generative and Agentic Era
[ACM] 2026-8-6 | Deconstructing Staleness: Mitigating Training-Serving Skew in Industrial-scale Online Learning Models
[ACM] 2026-8-7 | RecCompl: Efficient Model Compilation for Industrial Scale Recommendation Models with PyTorch 2
[ACM] 2026-8-6 | Embedding-Space Orthogonal Decomposition for Robust Social Recommendation
[ACM] 2026-8-6 | MOBI: Monolithic Graph-Language Modeling Beyond Modality Interference
[ACM] 2026-8-6 | EmergentBridge: Improving Zero-Shot Cross-Modal Transfer in Unified Multimodal Embedding Models
[ACM] 2026-8-6 | Beyond Black Boxes: An Energy-Based Unified Framework for Interpretable Stock Selection
[ACM] 2026-8-6 | BrainNetGFM: A Graph-Based Foundation Model for Brain Network Construction Integrating Individualized Geometry and Joint Self-Supervised Learning
[ACM] 2026-8-7 | Kunlun: Establishing Scaling Laws for Massive-Scale Recommendation Systems through Unified Architecture Design
[ACM] 2026-8-6 | Why Retrieval-Augmented Generation Fails: A Graph Perspective
[ACM] 2026-8-7 | GraphCliff: Short-Long Range Gating for Modeling Critical Activity Changes Caused by Subtle Molecular Differences
[ACM] 2026-8-6 | Student Flow Modeling for School Decongestion via Stochastic Gravity Estimation and Constrained Spatial Allocation
[ACM] 2026-8-6 | Simple yet Effective Diffusion-based Graph Data Augmentation via Complementary Diffusion Transfer
[ACM] 2026-8-7 | 1st Workshop on AI for Fraud and Abuse
[ACM] 2026-8-7 | T-ECD: A Large-Scale Cross-Domain E-Commerce Dataset for Industrial Recommender Systems
[ACM] 2026-8-6 | On Representation Smoothness for Robust Architecture Discovery of Variational Quantum Circuits
[ACM] 2026-8-7 | Efficient Approximation Algorithms for Adaptive Minimum Cost Seed Selection via mRR-set Updates
[ACM] 2026-8-6 | DIREC: Diffusion-Based Review-Embedding Generation for Accurate Cross-Domain Recommendation
[ACM] 2026-8-7 | AssetOpsBench: A Real-World Evaluation Benchmark for AI-Driven Task Automation in Industrial Asset Management
[ACM] 2026-8-6 | SMES: Towards Scalable Multi-Task Recommendation via Expert Sparsity
[ACM] 2026-8-6 | AlphaOPT: Formulating Optimization Programs with Self-Improving LLM Experience Library
[ACM] 2026-8-7 | Sharpness-aware Model Merging with Salience Recovery for LLM-based Cross-Domain Sequential Recommendation
[ACM] 2026-8-6 | SocraticChem: Physics-Grounded Socratic Inquiry for Safety-Critical Experimental Science
[ACM] 2026-8-6 | DiffPro: Decoupled Generative Prior with Diffusion Models for Efficient Few-Shot Drug Synergy Prediction
[ACM] 2026-8-7 | G²PRO: Gradient-guided Graph Prompt Optimization for LLM-based POI Recommendation
[ACM] 2026-8-6 | Discovery, Validation and Editing of Large Language Models Mechanisms: Recent Advances and Future Perspectives
[ACM] 2026-8-6 | Advancing Graph Few-Shot Learning via In-Context Learning
[IEEE] 2026-8-6 | A Comparative Study of Evolutionary Algorithms for Predicting Blast-Induced Response of SFRC Slabs
[IEEE] 2026-8-6 | Research Trends in Channel Estimation for Dynamic Metasurface Antennas
[IEEE] 2026-8-6 | A 5G Testbed for AI-and-RAN on AI Edge: Design and Performance Evaluation
[IEEE] 2026-8-6 | Adaptive Channel Selection and Traffic Allocation for IEEE 802.11be MLO Using a Distributed Spectrum Management Database
[IEEE] 2026-8-6 | Analyzing the Unlinkability of SD-JWT: A Machine Learning Perspective
[IEEE] 2026-8-6 | Semantic Policy Regulation Mapping for IoT Cybersecurity Compliance
[IEEE] 2026-8-6 | ZittoBATT-250: Synthetic Abuse Data for Safer Smart Battery Early Warning Systems
[IEEE] 2026-8-6 | Uneven Learnability of Electrical Characteristics in TCAD-Derived LDMOS Surrogate Models
[IEEE] 2026-8-6 | SpikeGuard-LF: Conformal Spike-Lazy Forests for Wireless Sensor Network Intrusion Detection
[IEEE] 2026-8-6 | Predictive Web System Based on Machine Learning to Optimize Cross-Selling: Case of a Chemical and Reagent Distribution Company
[IEEE] 2026-8-6 | Redefinition of Inter-Message Arrival Time for Robust Controller Area Network Intrusion Detection
[IEEE] 2026-8-6 | Integrate Serverless AI/ML for Fraud Detection and Credit Spending Insights
[IEEE] 2026-8-6 | The Role of AI and Machine Learning in Next-Generation Governance, Risk, and Compliance (GRC) Platforms
[IEEE] 2026-8-6 | Energy-Saving Method for Bluetooth Low Energy Beaconing Using Tug-of-War Dynamics
[IEEE] 2026-8-6 | PLCA-Aware One-to-Many Diagnostic Transport over 10BASE-T1S Edge Networks
[IEEE] 2026-8-6 | Integrating DenseNet and Transformer Encoders for Advanced Skin Cancer Classification
[IEEE] 2026-8-6 | A 99% Efficient Input-Parallel Output Series Asymmetric Buck-Boost Interleaved Converter for Wide Output Voltage Range Applications
[IEEE] 2026-8-6 | Resonance for Impedance Conversion [Enigmas, etc.]
[IEEE] 2026-8-6 | IEEE Moving
[IEEE] 2026-8-6 | ADC Aperture Jitter Measurement in a Phasemeter for Space-based Gravitational Wave Detection
[IEEE] 2026-8-6 | Impact of Imperfect CSI on Projection-Based Secure MIMO Communications
[IEEE] 2026-8-6 | Advertisers Index
[IEEE] 2026-8-6 | SANet: A Semantic-aware Agentic AI Networking Framework for Cross-layer Optimization in 6G_supp1-3691804.pdf
[IEEE] 2026-8-6 | READ: A Retrieval-Alignment Diffusion Framework for Structure-based Drug Design
[IEEE] 2026-8-6 | WoRMA 2026 Committees
[IEEE] 2026-8-6 | XAISEC 2026 Committees
[IEEE] 2026-8-6 | SeRIM 2026 Committees
[IEEE] 2026-8-6 | Asynchronous Fractional Multi-Agent Deep Reinforcement Learning for Age-Minimal Mobile Edge Computing_supp1-3720499.pdf
[IEEE] 2026-8-6 | DC-IRS: A Dual-Constraint Intrusion Response System via Lexicographic Policy Optimization
[IEEE] 2026-8-6 | Conditional Diffusion Denoising and Multi-Source Semantic Fusion for Social Recommendation
[IEEE] 2026-8-6 | Contention-Penalty Flow Scheduling for AI Clusters with Heterogeneous Latency Requirements
[IEEE] 2026-8-6 | ACSW 2026 Keynote
[IEEE] 2026-8-6 | Table of Contents
[IEEE] 2026-8-6 | Dynamic Switching Friendly Jamming for Physical-Layer Security in LEO Constellations
[IEEE] 2026-8-6 | A 100-Gb/s Hardware-Efficient DPD-Calibrated Resistor-Less Voltage-Mode Transmitter With MUX-Merged Output Stage in 28-nm CMOS
[IEEE] 2026-8-6 | Roadmaps and Perspectives on Emerging Electronic Materials and Devices [From the Guest Editors]
[IEEE] 2026-8-6 | Design Guidelines for Superconducting Digital Circuits Employing $\pi$-JJs with Ferromagnetic Barriers
[ACM] 2026-8-6 | A systematic review of standards on bias and data quality from horizontal and vertical perspectives
[IEEE] 2026-8-6 | Writing Institutional or Organizational Histories
[IEEE] 2026-8-6 | UWB-BLE Fusion-Based Autonomous Person-Following System for Quadruped Robots
[IEEE] 2026-8-6 | Pure-LBVR: A PureChain-Anchored Storage Fabric with Latency-Bounded Verifiable Retrieval for Safety-Critical Federated Systems
[IEEE] 2026-8-6 | FlatLeak-GEIA: Generative Text Inversion from Exact-KNN Score Leakage
[IEEE] 2026-8-6 | A Scalable Distributed Data Pipeline and Network Architecture for High-Resolution Carbon Spatial Mapping
[IEEE] 2026-8-6 | Web Visualization Performance Optimization Techniques Using CityGML 3.0-Based Multi-LoD Generation and Hierarchical 3D Tiles Structures
[IEEE] 2026-8-6 | Two-Stage Rotor Micro-Doppler Detection in OFDM Sensing Using Mover Gating and Harmonic Signature Classification
[IEEE] 2026-8-6 | Vehicle Speed-Aware Jammer-Resilient Receiver for Multi-User MIMO V2X Systems
[ACM] 2026-8-7 | Trustworthy Agent Network: Trust in Agent Networks Must Be Baked In, Not Bolted On
[ACM] 2026-8-6 | Benchmarking LLM Agents on Real-World Biological Database Curation for Data-Driven Scientific Discovery
[ACM] 2026-8-7 | Causal Scaffolding for Physical Reasoning: A Benchmark for Causally-Informed Physical World Understanding in VLMs
[ACM] 2026-8-7 | L
                    <scp>asso</scp>
                    : Accurate and Efficient Detection of Long-Lived Sparse Items in High-Speed Data Streams
[ACM] 2026-8-7 | Evidencing LLM Misuse: A Hands-on Forensic Tutorial on Copyright Infringement and Plagiarism Detection
[ACM] 2026-8-7 | Differential-Aware Synergy of Quantity and Topology for Hyper-Relational Knowledge Graphs with Numeric Entities
[ACM] 2026-8-6 | M²DDI: A Unified Framework for Dynamic Multimodal Fusion in Drug-Drug Interaction Prediction
[ACM] 2026-8-6 | Distribution-Value Coevolution for Adaptive RLHF Data Scheduling
[ACM] 2026-8-6 | Pick Up Where You Left Off: An Efficient Solution for Continuous Vector Similarity Search
[ACM] 2026-8-6 | Adaptive Exploration for Latent-State Bandits
[ACM] 2026-8-6 | Counterfactual Analysis on Large Graphs
[ACM] 2026-8-6 | Salient-Q: A Saliency-Guided Vision-Language Framework for Medical Image De-Identification
[ACM] 2026-8-7 | OneEHR: Reproducible and AI Agent-Ready Longitudinal EHR Analysis Toolkit
[ACM] 2026-8-7 | TSLoc: Self-Supervised Faulty Node Localization Framework in Large-scale Training Clusters
[ACM] 2026-8-7 | DAMR: Dual Adaptive Multi-Head Representation Learning for Multivariate Time Series Anomaly Detection
[ACM] 2026-8-6 | LOGIC: Learning Optimal Goals with an Integrated Critic for Generative Auto-Bidding
[ACM] 2026-8-6 | HURST: Heterogeneity-Adaptive Urban Foundation Models for Spatiotemporal Prediction via Self-Partitional Mixture-of-Spatial-Experts
[ACM] 2026-8-7 | Integrating Weather Foundation Model and Satellite to Enable Fine-Grained Solar Irradiance Forecasting
[ACM] 2026-8-6 | Road-Constrained Vehicle Trajectory Recovery from Traffic Video Using Spatio-Temporal Voxel Representation
[ACM] 2026-8-6 | DTBench: A Synthetic Benchmark for Document-to-Table Extraction
[ACM] 2026-8-6 | Disagreement-Aware Subgraph Federated Learning via Uncertainty-Guided Local-Global Alignment
[ACM] 2026-8-6 | Data-driven Plasma Equilibrium Forecasting in Magnetic Fusion Tokamak
[ACM] 2026-8-6 | scCotag: Prior-Informed Co-Optimal Transport for Robust Single-Cell Multi-Omics Integration
[ACM] 2026-8-6 | TiRano: Tensorized Relation-aware Temporal Reasoning for Accurate Knowledge Graph Completion
[ACM] 2026-8-6 | From Generic Intelligence to Personalized AI: A Tutorial on Foundations of LLM Personalization
[ACM] 2026-8-6 | Generalized Range Filtering Approximate Nearest Neighbor Search: Containment and Overlap
[ACM] 2026-8-6 | <i>Think Less, Act Warranted:</i>
                    Efficient Tool-Integrated Reasoning via Dual-Efficiency Regularization
[ACM] 2026-8-7 | Sparse Additive Models for Domain Generalization
[ACM] 2026-8-7 | The Price of Fairness in Active Learning: Fundamental Limits and Optimal Label Acquisition
[ACM] 2026-8-6 | FreqCore: A Frequency Domain Perspective on Coreset Selection
[ACM] 2026-8-6 | Spectral Integrated Gradients for Coarse-to-Fine Feature Attribution
[ACM] 2026-8-6 | Beyond Prediction: Toward Verifiable Physiological Waveform Reasoning: Advances, Challenges, and Future Directions
[ACM] 2026-8-6 | Towards Robust EEG Decoding Based on Riemannian Self-Attention
[ACM] 2026-8-6 | Whose Name Comes Up? II: Benchmarking and Intervention-Based Auditing of LLM-Based Scholar Recommendation
[IEEE] 2026-8-6 | IEEE ComSoc Publications
[IEEE] 2026-8-6 | Intelligent User-Centric Connectivity in Hybrid FSO/RF LEO Satellite Networks: Architecture, Challenges, and Solutions
[IEEE] 2026-8-6 | High-Coupling Tunable Acoustic Resonators in Monolithic Barium Titanate
[IEEE] 2026-8-6 | Construction of Primers for DNA-Based Storage Systems
[IEEE] 2026-8-6 | Decentralized Indoor Localization Based on A Sparse Gaussian Process with Reduced-Dimensional Inputs for Real-Time Sensing and Training on IoT Devices
[IEEE] 2026-8-6 | Robust Navigation for INS/GNSS/BPNS Integration Using Adaptive Weighted
                    <i>q</i>
                    -Rényi Kernel Mixture Correntropy Filter
[IEEE] 2026-8-6 | Advancing In-Context Learning for Efficient and Stable Medical Report Generation_supp1-3689780.pdf
[IEEE] 2026-8-6 | A Review of Kron's Tensor Analysis Framework for Electric Machines_supp1-3717571.pdf
[IEEE] 2026-8-6 | Global and Local Observability of Hypergraphs
[IEEE] 2026-8-6 | Real-Time Weapon Detection Using Enhanced YOLO12 Models and a Custom Dataset
[IEEE] 2026-8-6 | Decentralized Competition on Multiresolution Roadmaps for Efficient Multi-UAV Exploration in Large-Scale Unknown Environments
[IEEE] 2026-8-6 | RL-Driven Self-Triggered Optimal Stabilization for Unknown Nonlinear Networked Industrial Systems: An Adaptive Fuzzy Identification Design
[IEEE] 2026-8-6 | A Small-Sample Enhanced Surrogate Model for Accelerated Testing of Intelligent Connected Vehicles
[IEEE] 2026-8-6 | The Brewing Storm in 5G’s Data Plane: Design and Evaluation of a High-Performance eBPF/XDP-Based User Plane Function
[IEEE] 2026-8-6 | Front Cover
[IEEE] 2026-8-6 | IEEE Foundation
[IEEE] 2026-8-6 | Technical Program Committee
[IEEE] 2026-8-6 | Rogue Base Station Detection in 5G/6G Vehicular Networks: A Comprehensive V2X-Oriented Taxonomy, Evaluation Framework, and Research Roadmap
[IEEE] 2026-8-6 | ICUFN 2026 TOC
[IEEE] 2026-8-6 | Robust Learning With Noisy Labels via Class-Subspace-Guided Contrastive Purification for Anomaly Detection in Industrial Data Analytics
[IEEE] 2026-8-6 | Differentially Private Bipartite Consensus for Multi-Agent Systems via Event-Triggered Communication with Edge-Based Additive Noise
[IEEE] 2026-8-6 | Shape-Aware Cell Segmentation with Global Cues
[IEEE] 2026-8-6 | On the Limits of Robust Control under Adversarial Disturbances
[IEEE] 2026-8-6 | Celebrating the Life and Legacy of Dr. Ho Chung Huang [In Memoriam]
[IEEE] 2026-8-6 | Intelligent Fault Diagnosis of Variable Air-Gap Rotational Resolver Based on Convolutional Neural Networks
[ACM] 2026-8-6 | Neuron-Anchored Rule Extraction for Large Language Models via Contrastive Hierarchical Ablation
[ACM] 2026-8-6 | Few Tokens, Big Leverage: Preserving Safety Alignment by Constraining Safety Tokens during Fine-tuning
[ACM] 2026-8-7 | LEAP: Learning-Dynamics-Guided Open-Loop Pricing for LLM Data Acquisition
[ACM] 2026-8-6 | Adaptation and Evidence-grounding of Generative Interventional Systems (AEGIS)
[ACM] 2026-8-6 | Geometric Space, Architecture and Learning Objective for Large Pre-Trained Models
[ACM] 2026-8-6 | Physics-Augmented Graph Transformer for Multi-step Time-Domain Maxwell's Equations in Electromagnetic Scattering
[ACM] 2026-8-6 | Beyond Pairwise Interactions: Equivariant Hypergraph Diffusion for Crystal Structure Prediction
[ACM] 2026-8-6 | CORF-Net: Cross-Order Representation Fusion Network for Denoised Survey Response Modeling
[ACM] 2026-8-6 | Generalizable Multi-Pass Training of Ads Recommendation Models with Foundation Model Guidance
[ACM] 2026-8-6 | Stationarity-Aware Retrieval-Augmented Time Series Forecasting
[ACM] 2026-8-7 | Ocean-E2E: Hybrid Physics-Based and Data-Driven Global Forecasting of Marine Heatwaves with End-to-End Neural Assimilation
[ACM] 2026-8-7 | ARC-TGI: Human-Validated Task Generators with Reasoning Chain Templates for ARC-AGI
[ACM] 2026-8-7 | Learning from Global History: A Mixture of Experts Approach to Model Structural Factors for Macroeconomic Forecasting
[ACM] 2026-8-6 | A Non-parametric Multi-view Model for Short Text Clustering
[ACM] 2026-8-6 | The Boy Who Cried Wolf: Adversarial Misclassification of Safe Inputs as Unsafe in Multimodal Guardrails
